Gene = ZMAT2
Position 1055: 8.425028050486123e-11
Position 94: 6.221815974383689e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1671: 0.9710804559303488
Position 484: 0.9596042072646453
Position 4091: 0.897414253602173
Position 3583: 0.7744956156950926
Position 5278: 0.6792979630265327
Position 3815: 0.12007123615427044
Position 4144: 0.0916157253955858
Position 6161: 0.09125151789913627
Position 3563: 0.09102311240620399
Position 4336: 0.08327054719150133
Position 1561: 0.07861033961780083
Position 3759: 0.07686911704744734
Position 710: 0.07580547631323874
Position 4391: 0.04000770584866621
Position 6120: 0.036560623408501386
Position 2523: 0.03180977498256903
Position 2687: 0.030190970355930737
Position 6190: 0.024496268067028364
Position 438: 0.023236019810514343
Position 5634: 0.022134259802217518
Position 1322: 0.018847380347018515
Position 5281: 0.01830821142427881
Position 1448: 0.01572382960234668
Position 4507: 0.013638571949393651
Position 2527: 0.011949076026659778
Position 6048: 0.010935640969120199
Position 2931: 0.010608572365495741
Position 5983: 0.009812337561892362
Position 4096: 0.008258984683087693
Position 4441: 0.0070368235295553425
Position 1415: 0.006540716419411695
Position 2658: 0.006321348220395907
Position 1863: 0.006308098447242069
Position 5827: 0.005939042842724041
Position 3834: 0.00539736106635193
Position 1951: 0.005082005397797947
Position 2620: 0.004681426573658887
Position 2952: 0.004437109429982591
Position 1178: 0.003409399451771021
Position 1291: 0.0031315787962095487
Position 3135: 0.003114684053788658
Position 1465: 0.0025528596612402407
Position 4875: 0.0024488826972976396
Position 679: 0.0023695306729617223
Position 2263: 0.0022820664318668467
Position 399: 0.0022669043991290884
Position 5909: 0.0021326044830668857
Position 3874: 0.002101654822534926
Position 1628: 0.0020812266110579744
Position 3538: 0.0020519204611641243
Position 5148: 0.001998291023273571
Position 5287: 0.0018338351220908182
Position 3839: 0.0016537875309680047
Position 1528: 0.001439263674958177
Position 5587: 0.001428058626227389
Position 2724: 0.001324392561768995
Position 1517: 0.0013184070501486669
Position 3825: 0.0010830368803421172
Position 4635: 0.0010506956727118853
Position 2701: 0.0010397488321536978
Position 5007: 0.0009834687359994
Position 4365: 0.0008883869285819239
Position 4785: 0.0008844561812249931
Position 2739: 0.0008797105803991576
Position 5594: 0.000865677255480855
Position 5840: 0.0008529539539673108
Position 3208: 0.000844530502446659
Position 1373: 0.0008332593017250701
Position 6126: 0.0008199963457547034
Position 3617: 0.0007953059914118425
Position 3346: 0.0007777590756560481
Position 3430: 0.0007571264696841387
Position 365: 0.0007423880840106225
Position 2015: 0.0007365400824065885
Position 3110: 0.0007272321385199494
Position 3498: 0.0006989107269639277
Position 3454: 0.0006490018990172395
Position 5206: 0.000573626904730407
Position 5030: 0.0005259088465847733
Position 950: 0.0005175877271193214
Position 2053: 0.0004960374584215501
Position 5585: 0.0004891085432216692
Position 2285: 0.000485915086605425
Position 4606: 0.00046393149921425874
Position 5876: 0.00042669382212602076
Position 5830: 0.0004247602101328835
Position 4891: 0.00041696090074257755
Position 1714: 0.0004085982691028875
Position 4007: 0.0004067987801633443
Position 3253: 0.000397279998707655
Position 1105: 0.00038161072043033773
Position 6136: 0.00033837518491158027
Position 511: 0.0003108354901967963
Position 3081: 0.0003062514355705891
Position 6187: 0.0002993641877581728
Position 5653: 0.00029882323230611763
Position 2875: 0.0002868909515268652
Position 1036: 0.00025970753437499816
Position 5054: 0.00024547535294488923
Position 4820: 0.00024401429287892556
Position 4971: 0.00024374995779836568
Position 2927: 0.00022639665234490118
Position 1078: 0.00022614778124113757
Position 1250: 0.0002150888719544746
Position 3084: 0.00020268991966170861
Position 3312: 0.00020246635418518473
Position 1261: 0.00019947508860182738
Position 1892: 0.00019473859740024472
Position 5245: 0.00017164341222254142
Position 6007: 0.00017161049250127478
Position 446: 0.00016706622657882913
Position 3163: 0.00016455102994441872
Position 1394: 0.0001506847425507088
Position 4270: 0.00015049370518582857
Position 2539: 0.0001453197511346706
Position 653: 0.00014363807086557726
Position 2451: 0.0001397236937343761
Position 6282: 0.00013770300336529871
Position 688: 0.0001315154760022249
Position 4763: 0.00012983408429318867
Position 2752: 0.00012838746965302482
Position 258: 0.00012460905789418112
Position 4677: 0.00012278140553230736
Position 4098: 0.00011663614010810788
Position 3495: 0.00011466461522282207
Position 4694: 0.00011342612886350089
Position 4611: 0.00011167773564392798
Position 2666: 0.0001077877637098892
Position 5490: 0.00010226721251832611
Position 6222: 9.76877887024026e-05
Position 251: 9.449361105821242e-05
Position 6105: 8.873361468366103e-05
Position 1383: 8.424790687082569e-05
Position 1824: 8.203003961614339e-05
Position 1680: 7.739762195788952e-05
Position 1645: 7.601209923107715e-05
Position 1980: 7.038337688560536e-05
Position 6285: 7.024642975171617e-05
Position 5701: 6.871693354612407e-05
Position 207: 6.84160061542618e-05
Position 1541: 6.537493293467011e-05
Position 4338: 6.21503044251034e-05
Position 5487: 5.978242411819986e-05
Position 2663: 5.7545776005341906e-05
Position 1018: 5.4605659213618835e-05
Position 5682: 5.348232224586035e-05
Position 5262: 5.162320841053293e-05
Position 2031: 5.124686048573049e-05
Position 1298: 4.8210914101520864e-05
Position 5356: 4.641886425321217e-05
Position 3177: 4.581174227970863e-05
Position 5009: 4.4662516553864367e-05
Position 4150: 4.43169979019599e-05
Position 4768: 4.388393178574166e-05
Position 5110: 4.333323025706368e-05
Position 1685: 4.128295735531191e-05
Position 5214: 4.0493793156258195e-05
Position 2465: 4.038686510754764e-05
Position 4162: 3.887003040136325e-05
Position 4557: 3.8365842533088506e-05
Position 2282: 3.8335352223868925e-05
Position 1301: 3.632545859639848e-05
Position 3953: 3.6036583783555885e-05
Position 5410: 3.5838823140074824e-05
Position 4409: 3.5795516943184445e-05
Position 838: 3.322869621296839e-05
Position 5168: 2.8968068632831695e-05
Position 2288: 2.889269360803962e-05
Position 342: 2.8628500826855127e-05
Position 4039: 2.7354026948128644e-05
Position 4352: 2.587463598009368e-05
Position 5847: 2.5602309501507657e-05
Position 3922: 2.3516930948104968e-05
Position 599: 2.3242256028608367e-05
Position 3459: 2.2992699675953154e-05
Position 4896: 2.2713915501230304e-05
Position 5670: 2.1130572979307727e-05
Position 1867: 2.0928216218956595e-05
Position 690: 2.0074173830611267e-05
Position 5359: 1.9820768220020316e-05
Position 1107: 1.9197927387955952e-05
Position 1040: 1.8323084381972083e-05
Position 5520: 1.798912158736247e-05
Position 4014: 1.7013654090154274e-05
Position 777: 1.5197708950964407e-05
Position 209: 1.4618694971037073e-05
Position 1233: 1.4170691719608567e-05
Position 1694: 1.3608843766735208e-05
Position 991: 1.3155993996121806e-05
Position 3476: 1.2370351137831743e-05
Position 2763: 1.0547122588790867e-05
Position 1338: 1.0338458903649935e-05
Position 415: 9.648157447412775e-06
Position 1583: 8.532639752699593e-06
Position 1470: 8.491050357402471e-06
Position 2322: 8.121675067139574e-06
Position 1700: 7.422437742538744e-06
Position 4573: 6.90586029606407e-06
Position 918: 6.144456718339401e-06
Position 2395: 6.12122227428734e-06
Position 732: 5.748917748148475e-06
Position 734: 5.729718205515833e-06
Position 4174: 5.252307611191973e-06
Position 372: 5.179327027084651e-06
Position 977: 4.323729385859078e-06
Position 288: 3.3270350116131614e-06
Position 606: 3.1721088680180813e-06
Position 843: 3.014743353249591e-06
Position 3903: 3.0079720247201677e-06
Position 521: 2.976430578460462e-06
Position 352: 2.5202166131785626e-06
Position 738: 2.1480930998395506e-06
Position 265: 1.5776824510652083e-06
Position 4215: 1.21243630559185e-06
Position 3882: 1.0005914840685705e-06
Position 2933: 9.251286201465501e-07
Position 3382: 9.076905985389627e-07
Position 197: 6.745471546202031e-07
Position 1698: 4.6907464605951817e-07
Position 1971: 4.360292281650215e-07
Position 282: 3.390957958978664e-07
Position 2586: 2.158934525740652e-07
Position 2070: 1.3287070762538411e-07
Position 298: 1.2860505908652853e-07
Position 616: 1.2839480976436042e-07
Position 272: 1.1090556663952953e-07
Position 547: 8.555627287470075e-08
Position 867: 8.107997838776244e-08
Position 1742: 7.139788372540763e-08
Position 102: 7.100571063512999e-08
Position 549: 5.052141953239369e-08
Position 2802: 4.536776767847745e-08
Position 2374: 3.789357054575939e-08
Position 1878: 3.380770812176411e-08
Position 766: 3.020622333234365e-08
Position 300: 2.4867934860874786e-08
Position 741: 2.3285674927390466e-08
Position 2988: 2.060835019944887e-08
Position 1724: 2.0363056600103444e-08
Position 374: 1.8781545730516593e-08
Position 956: 1.5510845924151604e-08
Position 637: 1.145476375400312e-08
Position 566: 8.628189730977463e-09
Position 864: 7.62481425800521e-09
Position 1769: 5.886267877966958e-09
Position 560: 5.616374925650145e-09
Position 1579: 3.731718196298649e-09
Position 309: 3.710451282671519e-09
Position 1787: 3.6800601036181805e-09
Position 1994: 2.66930607825015e-09
Position 79: 2.3223493717314816e-09
Position 564: 2.2126184682748393e-09
Position 1959: 1.7667343854805747e-09
Position 1874: 1.4608346880276069e-09
Position 562: 1.43522652551224e-09
Position 571: 1.1886638162802023e-09
Position 544: 9.390359600213523e-10
Position 2093: 7.130060583328089e-10
Position 647: 2.786060621546982e-10
Position 1475: 2.632723764462912e-10
Position 126: 2.0812841405477118e-10
Position 306: 1.9086413523015656e-10
Position 319: 1.760682082390905e-10
Position 168: 8.889590582007078e-11
Position 532: 7.472829479008877e-11
Position 848: 5.774374647416861e-11
Position 845: 2.1078089841219378e-11
Position 575: 1.6843614583374286e-11
Position 752: 3.953123851344841e-12
Position 635: 3.2686267118154605e-12
Position 140: 1.319989664620428e-12
Position 165: 5.642271101028275e-13
Position 618: 1.0795828172043131e-13
Position 148: 7.234994009865151e-14
Position 162: 6.606516597106008e-14
