Gene = C4BPB
Position 2828: 2.3457958695037594e-05
Position 429: 2.163615665647151e-05
Position 590: 1.3599609338610515e-05
Position 835: 9.381367431993506e-06
Position 141: 6.5056139342490615e-06
Position 2983: 5.194682421054048e-06
Position 1247: 4.5921141475252055e-06
Position 13: 4.051022395664765e-06
Position 1549: 3.3115938686746024e-06
Position 256: 3.09729978682851e-06
Position 732: 2.415633678074526e-06
Position 517: 2.396877194697318e-06
Position 1338: 1.9961976124865784e-06
Position 1611: 1.6486526699400314e-06
Position 114: 1.2130804883415373e-06
Position 207: 1.0782332029126613e-06
Position 474: 1.0351386297187006e-06
Position 1290: 9.474061552026964e-07
Position 268: 4.625061214449397e-07
Position 949: 2.7717471817657683e-07
Position 952: 2.4126568654028543e-07
Position 205: 2.0464887150746586e-07
Position 1257: 1.832984817620513e-07
Position 1293: 1.7869498029197353e-07
Position 63: 3.7336333064371984e-08
Position 15: 5.9591195768839455e-09
Position 1632: 4.847961398226922e-09
Position 789: 1.4810134866430243e-09
Position 367: 6.35234527088531e-10
Position 134: 6.544128297319992e-11
Position 611: 2.742720054058458e-14
Position 242: 7.209519213370536e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 639: 0.8068163230539263
Position 1465: 0.6042662304860352
Position 10958: 0.514311985984625
Position 9307: 0.467498765251077
Position 2801: 0.4010401785736066
Position 1468: 0.341974543601257
Position 2777: 0.23744220018587114
Position 7679: 0.22959377498945874
Position 10946: 0.17667257940190645
Position 256: 0.15576995026952994
Position 7261: 0.09685015443134216
Position 2307: 0.07460554287602784
Position 6513: 0.06491978755286071
Position 1757: 0.06382735109545758
Position 10458: 0.05950390627825422
Position 2763: 0.0550119558145103
Position 2726: 0.05267391922491089
Position 6868: 0.05071677985949329
Position 548: 0.04089503651198123
Position 3082: 0.039877819180569755
Position 474: 0.035073341741562444
Position 8395: 0.02565891418999179
Position 6448: 0.02432355928309443
Position 404: 0.021611177060210894
Position 9686: 0.017954547811884214
Position 6948: 0.017070494255503534
Position 9124: 0.015825199225870935
Position 7881: 0.014143534790343757
Position 1712: 0.01410724859847935
Position 6819: 0.013285442615978832
Position 8415: 0.012818906553949174
Position 10679: 0.01139105724454277
Position 7309: 0.009914534610431961
Position 2276: 0.008989492023464213
Position 7706: 0.006201543634375558
Position 2620: 0.005738183361144344
Position 9716: 0.005627747767802081
Position 579: 0.005415052785154951
Position 3279: 0.005065621361511478
Position 3806: 0.004807554944090006
Position 6533: 0.004455943528605893
Position 8966: 0.004339562045440132
Position 1887: 0.004320840822275745
Position 10560: 0.003922280895780948
Position 5765: 0.0033267106181396645
Position 2566: 0.003248016886109925
Position 6477: 0.003000244273305923
Position 6342: 0.002946972361004344
Position 9456: 0.0028714597457097824
Position 1985: 0.0026866586877217387
Position 8465: 0.002618340323562629
Position 8868: 0.0023226531549149936
Position 2281: 0.002297520337431776
Position 689: 0.0022846458200523247
Position 2911: 0.00227206065872641
Position 308: 0.002207171716020024
Position 355: 0.002136256756220411
Position 377: 0.002122659754467447
Position 1781: 0.0019770491345598366
Position 3206: 0.001971943939781291
Position 2008: 0.0019057041268557052
Position 7929: 0.001601587139075659
Position 6215: 0.0015034436221328584
Position 609: 0.0014670333257983705
Position 5217: 0.0014191210805167085
Position 7946: 0.001331372581052536
Position 9603: 0.0013304409637404416
Position 9915: 0.0013163239985975396
Position 1760: 0.0012713464077883504
Position 3227: 0.0012463530329541606
Position 1043: 0.0012359471184416348
Position 663: 0.0012015764528447717
Position 3283: 0.0011076169045467492
Position 1423: 0.0010682995332359432
Position 6286: 0.0009812291773829381
Position 6009: 0.0009669982135619998
Position 7742: 0.0009600350748477361
Position 2152: 0.0009425131562857488
Position 1988: 0.0008551447462906922
Position 4103: 0.000835778658679001
Position 9560: 0.0008159288891195715
Position 411: 0.0007621573118761622
Position 501: 0.0007172743548012102
Position 1518: 0.0007085750763982523
Position 2868: 0.0006101842344450399
Position 1773: 0.0005999635735752227
Position 1560: 0.0005998588804023115
Position 7086: 0.0005870843157900227
Position 2083: 0.0005643044006393418
Position 5697: 0.0005470473897497817
Position 3088: 0.0005313439483142893
Position 2312: 0.0005307876692174782
Position 905: 0.0005170074678887438
Position 2544: 0.000482538755066768
Position 524: 0.0004744202969953431
Position 1159: 0.00045835409815667995
Position 2514: 0.0004454301693870751
Position 1814: 0.0004451558433167526
Position 2193: 0.00043946502362737176
Position 1470: 0.0003574918016282283
Position 1492: 0.000356730422424579
Position 5930: 0.0003501012195818152
Position 2839: 0.00034415253392241374
Position 4262: 0.0003328050477007271
Position 2693: 0.00033104522193803086
Position 490: 0.00033013824031083607
Position 1733: 0.00030554689441125005
Position 744: 0.0002678353696593471
Position 1848: 0.0002574682374828765
Position 2916: 0.0002407133003206527
Position 266: 0.00024024924676856342
Position 3084: 0.0002364040855745142
Position 3880: 0.00023531780578626974
Position 3300: 0.0002217450538140294
Position 606: 0.0002126914775439846
Position 175: 0.0002083405099315012
Position 3830: 0.0002000206603835337
Position 311: 0.00018519965483512846
Position 2660: 0.000170297288416793
Position 1079: 0.00016407977378140361
Position 361: 0.000162646587617993
Position 4322: 0.00016010822655732624
Position 3621: 0.00015893517887993717
Position 1802: 0.00015776703840776943
Position 2139: 0.000154578066484168
Position 1060: 0.0001527781078127564
Position 3451: 0.00010937263782711805
Position 1502: 0.00010920836862175022
Position 5030: 0.00010884748345818303
Position 2179: 0.00010424803721556769
Position 1836: 8.736529823231296e-05
Position 222: 7.618588090309185e-05
Position 2600: 7.185421039010183e-05
Position 1894: 6.754558735986256e-05
Position 2290: 6.64866139468769e-05
Position 1076: 6.452655304700943e-05
Position 4298: 6.265246788077715e-05
Position 618: 6.261056272373649e-05
Position 2227: 6.215224631768796e-05
Position 238: 4.7211423690392435e-05
Position 274: 4.6024311360628495e-05
Position 822: 4.4277081986184236e-05
Position 3238: 4.416379938298289e-05
Position 1871: 4.3585173837916024e-05
Position 1608: 4.230002572507708e-05
Position 429: 4.208353947386698e-05
Position 552: 3.760488111529633e-05
Position 945: 3.5503215390434135e-05
Position 988: 3.381840400781636e-05
Position 228: 3.299585496702771e-05
Position 1521: 3.2667782581414816e-05
Position 4939: 2.904360503423248e-05
Position 3966: 2.819777025702829e-05
Position 1990: 2.4331837995269552e-05
Position 1576: 2.18527587213597e-05
Position 3545: 2.0912390791749274e-05
Position 1020: 2.0715716798310026e-05
Position 2309: 1.6577807014585363e-05
Position 772: 1.623137578126909e-05
Position 5006: 1.5955127346211364e-05
Position 2087: 1.5390161290286692e-05
Position 2976: 1.4834468232429879e-05
Position 581: 1.4603509130522993e-05
Position 648: 1.4187785699332332e-05
Position 1329: 1.4088040965722244e-05
Position 2404: 1.4019841202478462e-05
Position 586: 1.3935139232541264e-05
Position 1825: 1.3010727505561665e-05
Position 2844: 1.0881014252200333e-05
Position 583: 8.769100602192853e-06
Position 615: 7.007462897558761e-06
Position 995: 6.8456674628424415e-06
Position 1104: 6.759074993835203e-06
Position 1190: 6.518657150837057e-06
Position 141: 5.020324904961536e-06
Position 831: 4.5697215702249675e-06
Position 809: 3.838300975419572e-06
Position 594: 3.807460582226904e-06
Position 153: 3.2578282195351113e-06
Position 316: 3.0404879302468224e-06
Position 327: 2.9683221015651912e-06
Position 180: 2.7750892918956485e-06
Position 183: 2.4093905741328432e-06
Position 2481: 1.883084502974616e-06
Position 2929: 1.7594678053693793e-06
Position 2732: 1.279648307290311e-06
Position 193: 1.1579906097770692e-06
Position 732: 1.1086357385870727e-06
Position 268: 1.0937322299056511e-06
Position 1480: 1.0358134287629348e-06
Position 779: 9.85343316619539e-07
Position 1168: 7.097850216369151e-07
Position 1439: 6.445376569225399e-07
Position 674: 5.638924419606482e-07
Position 189: 4.846896385844567e-07
Position 277: 4.781522522640177e-07
Position 1410: 3.5039008190863075e-07
Position 1377: 2.7294044144359207e-07
Position 159: 1.3298398365889482e-07
Position 1584: 1.0793719515567424e-07
Position 1309: 1.0200294291525276e-07
Position 1356: 1.0075086280480101e-07
Position 128: 2.4208070095863536e-08
Position 835: 1.1028028767137983e-09
Position 1648: 5.068760195461698e-10
Position 98: 1.1855422339341634e-10
Position 78: 2.9696100239215724e-11
Position 104: 9.226625996499434e-12
Position 92: 2.8620993374516133e-12
Position 100: 1.8018606949560053e-12
Position 114: 7.450194525812595e-13
Position 109: 1.1893287179122787e-14
