Gene = CARD19
Position 11787: 0.001500517357663164
Position 423: 0.0014377000134790166
Position 353: 0.0013680067424189826
Position 890: 0.0011809224714464024
Position 1867: 0.0009966791516175342
Position 465: 0.0009533459101140792
Position 16076: 0.0009319453617025971
Position 3342: 0.0009102258664553794
Position 1837: 0.0008149471105308978
Position 2066: 0.0007023418704848846
Position 3335: 0.000657784094303572
Position 5139: 0.0006559877708538648
Position 8189: 0.0006492672584532989
Position 8763: 0.0006419411085811788
Position 4650: 0.0005948227722975921
Position 4726: 0.0005368319148807368
Position 12417: 0.00043641914317187866
Position 199: 0.0004274298404158935
Position 4237: 0.00042342895937801925
Position 116: 0.00036624279928040295
Position 3936: 0.0003176484998107776
Position 469: 0.00030109978845882
Position 276: 0.00026448980249722966
Position 467: 0.0002566473301540466
Position 442: 0.00023649144162745086
Position 272: 0.0002361738239121197
Position 510: 0.0002230519821685474
Position 15102: 0.0001923550185178129
Position 2316: 0.00016529632195176201
Position 843: 0.00015890084289775703
Position 503: 0.00012173705246250043
Position 678: 0.0001033282979229991
Position 481: 9.566237068358395e-05
Position 252: 9.157934461443708e-05
Position 265: 7.643018761150352e-05
Position 646: 7.21780132321053e-05
Position 3898: 6.082063802149992e-05
Position 309: 5.7048841959437066e-05
Position 16839: 5.054362275696473e-05
Position 302: 4.736634366560887e-05
Position 3893: 4.719911333857726e-05
Position 4573: 4.484816519441571e-05
Position 932: 4.0055533361052097e-05
Position 369: 3.7859437483169474e-05
Position 1621: 2.735137491580835e-05
Position 471: 2.7117826336856998e-05
Position 660: 2.6547501573518137e-05
Position 513: 2.3283198995142593e-05
Position 372: 2.177223219227786e-05
Position 287: 1.9858228051314783e-05
Position 803: 1.9780363732573622e-05
Position 1824: 1.8107398861975117e-05
Position 1920: 1.7291113429876604e-05
Position 493: 1.39476238740398e-05
Position 183: 1.191725098002108e-05
Position 47: 1.1753008321483248e-05
Position 33: 6.5433733796558026e-06
Position 552: 5.13331802604027e-06
Position 681: 4.9563972544405275e-06
Position 702: 3.9051061425021175e-06
Position 2085: 3.022095695779553e-06
Position 311: 1.8405814196877095e-06
Position 544: 1.7385076505533651e-06
Position 2513: 1.466267034666192e-06
Position 749: 1.4353952111340251e-06
Position 122: 7.071317330423776e-07
Position 216: 6.924159361912812e-07
Position 765: 4.935474249721522e-07
Position 1008: 3.4270601603841096e-07
Position 1255: 1.8430882336083032e-07
Position 1038: 5.4804975107042785e-08
Position 473: 9.573151474980937e-09
Position 478: 6.64277291124658e-09
Position 707: 6.178350036410212e-13
Position 338: 4.4465606314556406e-14
Position 752: 4.051672900326896e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 16773: 0.9600562202194682
Position 14349: 0.7967184096728263
Position 15999: 0.7594953279835224
Position 11455: 0.7458707814660354
Position 3480: 0.5790021917939098
Position 12772: 0.4021890051681924
Position 707: 0.36694027341556856
Position 8071: 0.25895256910426734
Position 11503: 0.25329575441469526
Position 9087: 0.2266568000872739
Position 792: 0.21497845578428387
Position 4698: 0.2067337123317086
Position 15785: 0.19283938441799542
Position 14302: 0.15842476662775326
Position 5184: 0.130531061116059
Position 15195: 0.12836306468841444
Position 3142: 0.11760842361292047
Position 6926: 0.11231053440942723
Position 3010: 0.07549606918571664
Position 12070: 0.07320424369918371
Position 5244: 0.07156863661758321
Position 14134: 0.07097966617194182
Position 226: 0.07037737146551738
Position 15660: 0.06749261887242419
Position 841: 0.054721117942989686
Position 14869: 0.05228023372700055
Position 12198: 0.03973799370871049
Position 4381: 0.035009863858101224
Position 2464: 0.02674650099740921
Position 15157: 0.025581817069027922
Position 13036: 0.024796464566176873
Position 3504: 0.021065388926222565
Position 15931: 0.018789038338032818
Position 16387: 0.018729137281817448
Position 4447: 0.015444789029727315
Position 2056: 0.014726376915295424
Position 12223: 0.014677810038764057
Position 2012: 0.014327697089172987
Position 6327: 0.014061731436405657
Position 12663: 0.013828564841742328
Position 765: 0.01267551706611726
Position 12036: 0.012163845079820105
Position 6788: 0.011806992847508281
Position 2029: 0.011554471578530092
Position 15366: 0.01144465941351443
Position 7942: 0.011366578632046523
Position 6294: 0.010883647738922924
Position 15288: 0.010658797689742096
Position 12226: 0.010617027269837697
Position 1682: 0.009386757793266694
Position 3409: 0.009227458992347008
Position 16422: 0.00843859517896234
Position 16703: 0.007694901724919867
Position 598: 0.007337895731566071
Position 12560: 0.0072812706096542805
Position 1831: 0.007238250223107999
Position 8195: 0.00718175219103079
Position 269: 0.006873986778514579
Position 12303: 0.006284377630317588
Position 16419: 0.0062318212289042205
Position 3095: 0.0060522263578823956
Position 14966: 0.005682837926821563
Position 14364: 0.005527879736259995
Position 14852: 0.005334867826217343
Position 2429: 0.005311487045735962
Position 13962: 0.004909998573383959
Position 12044: 0.004790447485591667
Position 3270: 0.004670220270479074
Position 12250: 0.0046034982546318045
Position 6168: 0.0032683450899357977
Position 4725: 0.003197248801138569
Position 3122: 0.003023285755793785
Position 16642: 0.00285799382151194
Position 6452: 0.0028473073389093983
Position 506: 0.002835708700165101
Position 15463: 0.002807141253456996
Position 745: 0.002757709366066838
Position 241: 0.0026183409730723643
Position 8453: 0.0025776052735052546
Position 3233: 0.0025187449288479975
Position 1526: 0.0024954242978837407
Position 15968: 0.002379297317571076
Position 2061: 0.0023642827371459633
Position 3167: 0.002335724679584525
Position 1815: 0.002318556859544113
Position 15893: 0.002266463428032056
Position 2969: 0.0022508362813823935
Position 541: 0.0019976375244664807
Position 1313: 0.0017929650192772498
Position 1969: 0.001711076899883944
Position 14759: 0.0016801008776330933
Position 3431: 0.0016547499439106945
Position 11711: 0.001500517357663165
Position 14936: 0.001461039866940301
Position 15856: 0.0014343293093543024
Position 16401: 0.0014168391960987668
Position 2983: 0.0012820752661203319
Position 15870: 0.0012188753720374812
Position 12414: 0.0011990298822606002
Position 3317: 0.0011691669181682271
Position 2708: 0.001168992031129258
Position 4634: 0.0011573620489067336
Position 774: 0.0011385950882031157
Position 17056: 0.0011188672164576894
Position 4119: 0.000951175415508785
Position 6354: 0.000902089627928182
Position 1854: 0.0008975177976225772
Position 879: 0.0008850673732705897
Position 15938: 0.0007753600663840783
Position 4470: 0.0007456395041106385
Position 2889: 0.0007436084684849416
Position 16834: 0.0007414074047259216
Position 16071: 0.0007246499592911069
Position 14886: 0.0007097584885033178
Position 1757: 0.000690043842847592
Position 3144: 0.0006810337455480552
Position 3597: 0.0006770695691288951
Position 2918: 0.000677014983146551
Position 3637: 0.0006518142520384641
Position 8632: 0.0006419411085811795
Position 16869: 0.0006382786372829653
Position 14253: 0.0006362623277815568
Position 3565: 0.0006153262627550408
Position 16196: 0.0005171890468241848
Position 15804: 0.0005050053421875568
Position 1279: 0.0004885704793496929
Position 4393: 0.0004835757613808452
Position 16791: 0.0004477435579009078
Position 714: 0.0004258908066266468
Position 15822: 0.00039756863336256937
Position 1927: 0.00039431164007722684
Position 16217: 0.0003915826876468378
Position 16781: 0.00035263660805703314
Position 2892: 0.00034760352964001185
Position 1998: 0.0003372180558695058
Position 344: 0.00032694570068539337
Position 2359: 0.0002777209977666425
Position 12785: 0.0002673601331665335
Position 3778: 0.0002539660801394636
Position 501: 0.00024791887564779957
Position 1349: 0.0002401940300535301
Position 216: 0.00023691599201759232
Position 4414: 0.0002213692077591906
Position 2084: 0.00021847609711141155
Position 1082: 0.00021315748548542398
Position 602: 0.0001931018567335623
Position 1883: 0.00017730670743553025
Position 3728: 0.00017169064312821418
Position 4884: 0.00016503132291618628
Position 16285: 0.0001558826987189689
Position 1603: 0.00014280178296276511
Position 4904: 0.00013371313022800173
Position 1985: 0.0001327984353097055
Position 4649: 0.00012945954966647746
Position 17032: 0.0001231241310553305
Position 1482: 0.00011599770177427465
Position 15237: 0.0001152661766953574
Position 1741: 0.0001130369616793511
Position 2192: 0.00011265253626788435
Position 1718: 0.00010769438604634989
Position 668: 9.37853502584448e-05
Position 876: 8.856209817755934e-05
Position 302: 7.628298264992188e-05
Position 5045: 7.537031967383596e-05
Position 453: 6.787918276502233e-05
Position 1114: 6.183796719225892e-05
Position 2489: 6.110415912356028e-05
Position 15567: 5.994299505584452e-05
Position 1424: 5.8819911949394574e-05
Position 379: 5.599249077224447e-05
Position 15033: 5.2039407160186156e-05
Position 2257: 4.497734724677765e-05
Position 660: 4.381224498329073e-05
Position 4271: 3.306261760377469e-05
Position 1619: 3.220608697073441e-05
Position 15012: 3.095683971521027e-05
Position 13097: 3.0901475291137584e-05
Position 1771: 2.8140196308744276e-05
Position 1703: 2.504435285178113e-05
Position 3697: 1.2875959904795659e-05
Position 530: 1.1801887947934911e-05
Position 532: 1.1045179647825882e-05
Position 779: 9.964323274671418e-06
Position 252: 9.564854805488547e-06
Position 14641: 6.702931101554954e-06
Position 2140: 4.8884325523106485e-06
Position 614: 4.508983533424538e-06
Position 1661: 3.700381525960371e-06
Position 396: 2.880944170729983e-06
Position 516: 2.778566530258723e-06
Position 436: 2.574071777074515e-06
Position 394: 2.456103273301243e-06
Position 134: 2.344602413213456e-06
Position 2528: 1.8278897492232125e-06
Position 287: 1.7504630650499516e-06
Position 1054: 1.5620585810663738e-06
Position 509: 1.5438712759928772e-06
Position 15202: 1.535484823413755e-06
Position 503: 1.309345515129661e-06
Position 421: 1.231937386743564e-06
Position 1845: 8.052056102983403e-07
Position 415: 5.431543407734089e-07
Position 1590: 5.020083233647378e-07
Position 987: 4.932473367348378e-07
Position 2223: 4.256950977007532e-07
Position 1373: 4.0952630819236625e-07
Position 349: 3.4750949799530717e-07
Position 411: 2.8180991290661113e-07
Position 1060: 1.9313897922043503e-07
Position 728: 1.598345896126599e-07
Position 716: 7.04249077402282e-08
Position 1225: 6.259725237330127e-08
Position 2567: 3.502037327322176e-08
Position 161: 1.5913160132524396e-08
Position 3838: 1.152790317698203e-08
Position 1500: 6.449707325411707e-09
Position 1122: 2.228997090891428e-09
Position 1065: 2.200943307746377e-09
