Gene = GM2A
Position 5931: 0.0005395434379784354
Position 9638: 0.0005375469952631573
Position 5730: 0.0005354300066914208
Position 7156: 0.0005250084496852198
Position 4287: 0.000523268510631826
Position 6765: 0.0005153905589122703
Position 14133: 0.0005065497177314791
Position 14858: 0.0004788237483385715
Position 14451: 0.0004521407539026473
Position 1297: 0.0004338862380039868
Position 14424: 0.00041515099474203373
Position 342: 0.00039299174525869127
Position 6441: 0.0003786029523992879
Position 5189: 0.0003773609103054974
Position 16750: 0.0003730689724751239
Position 14150: 0.00036238835464292766
Position 15818: 0.00034903816014881226
Position 4561: 0.0003421270403974087
Position 1258: 0.0003322656842637503
Position 15285: 0.00028870984837083257
Position 14137: 0.0002758348341100793
Position 1361: 0.00027402530010956893
Position 9248: 0.0002444729538837905
Position 1081: 0.00022573318464713093
Position 2128: 0.00022289639794248267
Position 4383: 0.00021336821034468082
Position 1100: 0.0002096682446545803
Position 4981: 0.00020330160753411242
Position 2807: 0.0002005105497670194
Position 10221: 0.00019473055651504078
Position 4171: 0.0001900509360171864
Position 4714: 0.00018747324775476347
Position 5763: 0.00017060279096534468
Position 654: 0.00016283020189561685
Position 9274: 0.00015483148012398665
Position 1015: 0.00015118168810874386
Position 9083: 0.00013379607852013648
Position 4628: 0.00011756367953780405
Position 1923: 0.00011353714003913875
Position 2133: 0.00010288795431895907
Position 15866: 9.523844525843997e-05
Position 3408: 9.435731927177191e-05
Position 1224: 9.306061226429834e-05
Position 9954: 8.227796305527225e-05
Position 1734: 8.119460223924763e-05
Position 7231: 8.007277427820596e-05
Position 9381: 7.620660754794897e-05
Position 4146: 7.61915658550253e-05
Position 8591: 7.423028407142209e-05
Position 3861: 5.944047886024559e-05
Position 703: 5.5872149797592214e-05
Position 3458: 5.290156113364177e-05
Position 3913: 5.014420477325612e-05
Position 9899: 4.793149998948747e-05
Position 1707: 4.534347810908355e-05
Position 3882: 4.348418008269659e-05
Position 768: 4.300272035763363e-05
Position 2462: 4.1990230012452216e-05
Position 9476: 4.1822946721871484e-05
Position 8177: 4.140292164194535e-05
Position 4088: 3.933881181843049e-05
Position 4315: 3.7660849644442925e-05
Position 296: 3.532746198486956e-05
Position 4300: 3.503916653745661e-05
Position 1933: 3.383189987939398e-05
Position 2022: 3.205758591856365e-05
Position 1500: 2.8752145586433542e-05
Position 2542: 2.7116189969902042e-05
Position 8567: 2.6868386989378308e-05
Position 1773: 2.6641369430642332e-05
Position 1335: 2.636912947165678e-05
Position 1653: 2.562712572944631e-05
Position 8151: 2.5344151505388628e-05
Position 1685: 2.4527339023083902e-05
Position 10016: 2.2011883176751983e-05
Position 2871: 2.1885244831886123e-05
Position 9838: 2.1140164534167348e-05
Position 1948: 2.1059643968265312e-05
Position 505: 2.0109933141111002e-05
Position 2649: 1.9793480217794585e-05
Position 1382: 1.7910917632473838e-05
Position 4538: 1.748265226156194e-05
Position 3984: 1.706180211200621e-05
Position 3792: 1.6680553470754738e-05
Position 9397: 1.6298627217090323e-05
Position 8076: 1.5075002450912925e-05
Position 524: 1.2361532345954042e-05
Position 4941: 1.2273838137611602e-05
Position 4696: 1.1901291123805112e-05
Position 2493: 1.1493454576030694e-05
Position 5137: 1.0957328741066977e-05
Position 2201: 9.766373006799596e-06
Position 5798: 8.313143723917394e-06
Position 7806: 8.282160415315583e-06
Position 1059: 8.007086215319968e-06
Position 7885: 7.92873832273787e-06
Position 9433: 7.07536390786221e-06
Position 5601: 6.540635261343775e-06
Position 951: 5.899733314836999e-06
Position 2054: 4.8822475512872e-06
Position 3967: 4.562199029874586e-06
Position 391: 4.378388692815164e-06
Position 1992: 2.861097038627604e-06
Position 3014: 2.2085672140140465e-06
Position 3416: 1.3542747664110999e-06
Position 2815: 1.1702590246486179e-06
Position 3640: 7.778999472224326e-07
Position 1574: 5.899077155522515e-07
Position 1953: 5.42438893837558e-07
Position 2178: 2.525533651862735e-07
Position 269: 1.6230178379011723e-07
Position 1557: 1.4802520855264484e-07
Position 1461: 1.1293740047770763e-07
Position 1526: 1.1006489210033404e-07
Position 7162: 1.0732223279263229e-07
Position 1449: 8.434948851334415e-08
Position 2295: 8.398131862934061e-08
Position 1129: 8.367464998424326e-08
Position 2382: 7.808846101957559e-08
Position 2286: 7.615794962758201e-08
Position 1385: 7.570016864106758e-08
Position 1778: 7.476930975939022e-08
Position 2263: 7.17110576931281e-08
Position 615: 7.159214991999391e-08
Position 526: 6.865379786635175e-08
Position 2579: 6.603199800209205e-08
Position 1156: 6.452752015279052e-08
Position 584: 6.442369897001795e-08
Position 690: 5.643443680800726e-08
Position 711: 5.461790343629583e-08
Position 2572: 5.316429839392999e-08
Position 889: 4.740349490551957e-08
Position 259: 4.383483662004732e-08
Position 1688: 4.381623100323206e-08
Position 1598: 3.472190362781272e-08
Position 1586: 3.4034506278160605e-08
Position 1408: 3.2387997518116416e-08
Position 2394: 3.2037027478595615e-08
Position 2026: 2.1990021520580388e-08
Position 673: 1.995401225144466e-08
Position 1560: 1.9644727372182294e-08
Position 1085: 1.9310836329892533e-08
Position 919: 1.553210532694912e-08
Position 662: 1.3986651759590005e-08
Position 1536: 1.320669418701874e-08
Position 934: 1.1191685016932787e-08
Position 1629: 1.1160629754715605e-08
Position 613: 9.343680199254824e-09
Position 705: 9.141663615222638e-09
Position 1512: 8.60837358273009e-09
Position 847: 7.319543423662767e-09
Position 677: 5.275067657027643e-09
Position 808: 4.557959823294379e-09
Position 2598: 4.392509752803976e-09
Position 233: 2.1392283910140605e-09
Position 570: 3.3074711118089935e-10
Position 114: 8.9266517337246e-13
Position 185: 6.429706008735813e-13
Position 206: 3.821639848057869e-13
Position 136: 7.598679811002496e-14
Position 220: 5.079716519873955e-14
Position 142: 3.201762349472681e-14
Position 122: 3.0106869636691536e-14
Position 151: 1.1557255813111549e-14
Position 158: 5.259051238969996e-15
Position 118: 4.890610495428724e-15
Position 116: 4.602680873951061e-15
Position 138: 3.682885942057757e-15
Position 86: 4.1865571948327653e-19
Position 88: 1.2692747924894944e-20
Position 90: 1.179936365285344e-20
