Gene = PXYLP1
Position 9241: 0.00022704494397634504
Position 678: 0.00021871147530399504
Position 6604: 0.00021542933609373403
Position 8014: 0.00021409258755602137
Position 2630: 0.00020355083627640721
Position 9104: 0.0002000472503099805
Position 2823: 0.00019517905553819687
Position 592: 0.00019405790226465763
Position 5376: 0.0001846575951011126
Position 306: 0.00017447749527558934
Position 4629: 0.00017084318314544158
Position 2111: 0.00016906516303918532
Position 1205: 0.0001628896349197619
Position 7435: 0.00015781543333898365
Position 827: 0.00015540361396014127
Position 4859: 0.0001533895387885868
Position 1874: 0.0001527497731723835
Position 7312: 0.00015014062303490375
Position 3267: 0.00013399217021911697
Position 2255: 0.00012773739897558334
Position 301: 8.716462293413592e-05
Position 4061: 8.684044692703827e-05
Position 8908: 8.189657607028028e-05
Position 3777: 8.044105238503745e-05
Position 2805: 7.62470476210167e-05
Position 1295: 7.366373620930519e-05
Position 2002: 7.142959616912483e-05
Position 6377: 6.195171422273342e-05
Position 1831: 6.0856911308157003e-05
Position 391: 6.00269150478445e-05
Position 4064: 5.890137547313343e-05
Position 243: 2.4048833561465255e-05
Position 2036: 1.6247930271753228e-05
Position 4905: 1.2010892580534276e-05
Position 600: 1.1376322531321941e-05
Position 2645: 1.0843692888613966e-05
Position 1780: 1.0763864862913226e-05
Position 1278: 8.817246272485163e-06
Position 993: 8.662466172972845e-06
Position 4120: 8.498883276520886e-06
Position 1221: 6.185849702058742e-06
Position 988: 4.519939173084494e-06
Position 1856: 3.992849105392179e-06
Position 612: 3.964116541439462e-06
Position 771: 3.775983228259937e-06
Position 269: 2.4860892492022538e-06
Position 1391: 2.4547108130854937e-06
Position 552: 2.1007713267858846e-06
Position 724: 1.972079956712832e-06
Position 3842: 1.664408701488202e-06
Position 3832: 1.305179374687674e-06
Position 2483: 1.2488427076580786e-06
Position 559: 7.858296909143517e-07
Position 164: 6.448489401042703e-07
Position 695: 4.195457007965949e-07
Position 756: 3.9900184264836346e-07
Position 1015: 3.507559476860116e-07
Position 1751: 1.7308197288813852e-07
Position 213: 1.5717615062331147e-07
Position 225: 1.3833817171598873e-07
Position 1061: 1.3611167903248323e-07
Position 615: 1.3375319613055567e-07
Position 3125: 1.2454944582899383e-07
Position 1042: 1.0159888010591282e-07
Position 1880: 9.409644795961979e-08
Position 186: 4.385597884976304e-08
Position 860: 2.9442802353666687e-08
Position 1046: 2.7486492661804312e-08
Position 148: 2.4425290521169448e-08
Position 856: 1.7666247174736485e-08
Position 962: 7.4119286293146845e-09
Position 172: 6.359164301915069e-09
Position 180: 4.794663422871605e-09
Position 215: 4.7928648691091595e-09
Position 864: 3.940091792260288e-09
Position 1099: 3.5924623287315397e-09
Position 858: 3.5014977303995253e-09
Position 862: 3.1366641882375363e-09
Position 1608: 1.5638706190663637e-09
Position 1297: 1.3406101072561936e-09
Position 1523: 1.0722648024075055e-09
Position 1344: 2.0123536672452294e-10
Position 1182: 1.8658515917265235e-10
Position 1341: 1.8424298102972658e-10
Position 1142: 6.247291896970269e-14
