Gene = LNP1
Position 881: 0.00029217340324824855
Position 4006: 0.00028744428855131753
Position 5990: 0.0002805130532824065
Position 1651: 0.0002788197147055828
Position 1177: 0.00027597304418226423
Position 4210: 0.0002670541831548597
Position 4712: 0.0002659479092063602
Position 3782: 0.0002634932000978008
Position 1390: 0.00025432221843761014
Position 6153: 0.00023411328494138666
Position 1196: 0.00022682672322442668
Position 3425: 0.00022318076248029308
Position 905: 0.00021889232757852173
Position 164: 0.00021146600408835744
Position 3290: 0.0001791476551202528
Position 1687: 0.00017357736207789014
Position 833: 0.00016788209497905135
Position 3323: 0.00016414651089689705
Position 5165: 0.00016145989844459577
Position 397: 0.00015844228589367046
Position 3442: 0.0001561038819253124
Position 2365: 0.00013970075955924607
Position 1072: 0.00013803085684966664
Position 3095: 0.0001283302274952066
Position 5207: 0.0001221848270039172
Position 4780: 0.00012136824943845341
Position 2481: 0.00012058625251077023
Position 1624: 0.0001203856678066062
Position 1584: 0.00011380315637980232
Position 2390: 0.0001056211210565309
Position 104: 0.00010143609502732829
Position 1618: 0.00010059344000940213
Position 3785: 9.173120427276433e-05
Position 1084: 8.416044971784977e-05
Position 3964: 6.974391272866392e-05
Position 3521: 6.837766527558751e-05
Position 2962: 6.486195953940837e-05
Position 1016: 5.9068206553448435e-05
Position 347: 4.8427892842902905e-05
Position 2043: 4.6335486872293576e-05
Position 3246: 4.206598756602665e-05
Position 2653: 4.1210369147144385e-05
Position 2177: 3.695471601591043e-05
Position 2352: 3.5968468474320404e-05
Position 1588: 3.4298883609629194e-05
Position 3287: 3.1450190272164986e-05
Position 1416: 2.775017127024606e-05
Position 1222: 2.3170497937343718e-05
Position 423: 1.551192989007501e-05
Position 836: 1.1497520479889993e-05
Position 1672: 9.960532770017952e-06
Position 1640: 9.10609379509481e-06
Position 788: 8.59785298300418e-06
Position 686: 7.144755903414947e-06
Position 772: 2.800194620390325e-06
Position 888: 1.8428920726648576e-06
Position 1152: 1.5769345927982259e-06
Position 610: 5.840853546638941e-07
Position 839: 3.284888101608412e-07
Position 361: 1.7508009953539747e-07
Position 1530: 1.345659972662166e-07
Position 1550: 1.1401738656234706e-07
Position 710: 1.1114619659775634e-07
Position 554: 9.774005778820691e-08
Position 1504: 9.498926294000886e-08
Position 355: 7.483381665981144e-08
Position 1025: 6.536573220732052e-08
Position 745: 6.337194058828406e-08
Position 137: 5.413985392881409e-08
Position 520: 3.618398552409901e-08
Position 186: 3.071990641146353e-08
Position 134: 3.0081215189887637e-08
Position 665: 8.059017942530616e-09
Position 452: 7.462554976847422e-09
Position 438: 6.903639504998997e-09
Position 441: 5.945904315708414e-09
Position 169: 4.684597947763335e-09
Position 309: 2.9010040996984015e-09
Position 195: 5.389081617339183e-10
Position 484: 2.6561913509444803e-10
Position 547: 2.2981785763602947e-10
Position 286: 1.908638329311275e-10
Position 466: 1.0486105360613764e-10
Position 575: 7.244016307420931e-11
