Gene = MKLN1
Position 1245: 7.029502894347167e-05
Position 2355: 6.169697641495124e-05
Position 8379: 5.836988889048474e-05
Position 3506: 5.7170011458584674e-05
Position 2103: 5.7011867676485416e-05
Position 1722: 5.58801055613151e-05
Position 1434: 4.547309475069434e-05
Position 469: 3.714117371674902e-05
Position 1137: 3.580658745864228e-05
Position 7126: 3.5736584837755716e-05
Position 2998: 3.548440911257607e-05
Position 3838: 3.424513202655135e-05
Position 6263: 3.394328840440461e-05
Position 5084: 3.365963501706417e-05
Position 7061: 3.315809327793659e-05
Position 6793: 3.181155374510253e-05
Position 3887: 3.1241044010323104e-05
Position 5425: 2.950984747698769e-05
Position 1835: 2.949946764110479e-05
Position 1418: 2.9456472925636688e-05
Position 6541: 2.683416171395394e-05
Position 695: 2.6703092362790086e-05
Position 4787: 2.2801202162633534e-05
Position 2768: 1.8093907028713443e-05
Position 5468: 1.7963854719464144e-05
Position 2169: 1.7072743982578494e-05
Position 4223: 1.6592511468677442e-05
Position 5327: 1.652466476067948e-05
Position 4960: 1.4717333550442762e-05
Position 276: 1.2646668829679156e-05
Position 1758: 1.2438984183738506e-05
Position 956: 1.1887258830646857e-05
Position 3314: 1.0558456543422253e-05
Position 2929: 9.827021608078624e-06
Position 1643: 8.623877753103874e-06
Position 744: 7.624882328955774e-06
Position 1118: 7.574599342566772e-06
Position 1106: 6.496517995538293e-06
Position 2645: 6.34688401070535e-06
Position 2833: 6.2356314446530414e-06
Position 1142: 5.796928218882658e-06
Position 712: 5.410014152211419e-06
Position 522: 5.398244097789005e-06
Position 692: 5.279282998555221e-06
Position 4159: 5.08194559087529e-06
Position 3719: 4.972451401795266e-06
Position 3031: 4.701262077732696e-06
Position 2672: 4.545947069992516e-06
Position 2818: 4.2905967164930685e-06
Position 1936: 3.608142210401173e-06
Position 1225: 3.5936936616068307e-06
Position 2126: 3.3717798417950434e-06
Position 384: 3.311335172320745e-06
Position 1252: 3.3026919238457672e-06
Position 814: 3.2835116498098014e-06
Position 315: 3.1197516536410113e-06
Position 553: 2.9816522146279113e-06
Position 847: 2.9737869684666283e-06
Position 2164: 2.8988432455321804e-06
Position 234: 2.7017964865618766e-06
Position 2995: 2.6246368261351494e-06
Position 811: 2.2041159865327667e-06
Position 3342: 2.1451157142014177e-06
Position 4092: 2.1223132274054724e-06
Position 1148: 1.9780681638636403e-06
Position 2271: 1.8989565705100597e-06
Position 606: 1.8760522036741009e-06
Position 4026: 1.8016982069023174e-06
Position 2307: 1.5338183806564844e-06
Position 2395: 1.101179128393537e-06
Position 2642: 1.0844759738470951e-06
Position 3617: 8.507675558702015e-07
Position 270: 6.781142295710956e-07
Position 216: 6.744810129357103e-07
Position 6009: 5.394822829557512e-07
Position 281: 5.292415328954204e-07
Position 1431: 5.240290230118702e-07
Position 944: 4.493273895632809e-07
Position 1094: 4.3832671683305794e-07
Position 1863: 3.4229536111209115e-07
Position 866: 3.359741088458381e-07
Position 322: 2.995018996040945e-07
Position 755: 2.9316393508452223e-07
Position 1360: 2.2737497313485259e-07
Position 1373: 2.1316447541355644e-07
Position 2708: 2.036510281252006e-07
Position 721: 1.2710583784695173e-07
Position 2429: 1.1013519200139629e-07
Position 249: 1.0538302129676846e-07
Position 211: 1.0122485474908944e-07
Position 787: 5.990287859489711e-08
Position 1262: 5.7677405089593065e-08
Position 431: 5.008076876798603e-08
Position 532: 3.715563527363216e-08
Position 759: 2.8240632359144722e-08
Position 1673: 2.1735336218555743e-08
Position 1460: 2.169608024973795e-08
Position 337: 1.9465763035229153e-08
Position 387: 1.8679395731067862e-08
Position 659: 1.8543672175907788e-08
Position 1542: 1.0488420411131974e-08
Position 228: 9.73548507124471e-09
Position 1272: 7.988166026143624e-09
Position 342: 5.960362171081438e-09
Position 630: 4.2812852113388325e-09
Position 478: 2.632014972211297e-09
Position 623: 2.47217216682383e-09
Position 636: 2.0669303257834795e-09
Position 641: 1.7183282763649806e-09
Position 440: 1.175427461736513e-09
Position 184: 7.734267314673187e-10
Position 1276: 6.608118090968681e-10
Position 437: 8.97474272852065e-11
Position 668: 8.480523976644799e-11
Position 579: 8.147407778473257e-11
Position 773: 7.758240752870702e-11
Position 558: 2.7623881489016934e-11
Position 763: 2.6822686316386607e-11
Position 331: 2.3725709221701368e-11
Position 221: 1.4754365761673647e-11
Position 396: 8.849610785584263e-12
Position 650: 6.595706751649369e-12
Position 770: 5.550822089448162e-12
Position 198: 2.8321601302467246e-12
Position 291: 2.1978489851474933e-12
Position 226: 1.8137430736772565e-12
Position 349: 1.568971299782538e-12
Position 401: 4.922634762410747e-13
Position 333: 4.4538639727678927e-13
