Gene = LEAP2
Position 2211: 1.901442512141765e-05
Position 328: 1.771715582671211e-05
Position 194: 1.6724532547153116e-05
Position 1102: 1.5464450780500648e-05
Position 2142: 1.5211520028894225e-05
Position 2644: 1.3333426152943303e-05
Position 1698: 1.3265436927527075e-05
Position 471: 1.1545121996686959e-05
Position 1990: 1.1425136298896106e-05
Position 2589: 9.780668937547046e-06
Position 893: 9.304723530451729e-06
Position 2532: 8.788774187792883e-06
Position 1472: 6.097818112516884e-06
Position 179: 5.0767950298218345e-06
Position 842: 5.037543358623495e-06
Position 1465: 4.8510139336702236e-06
Position 606: 4.031130129413345e-06
Position 349: 3.872037354153539e-06
Position 1874: 3.767944738366492e-06
Position 1700: 3.589675884597254e-06
Position 1009: 3.3455659362594003e-06
Position 876: 3.068144597746903e-06
Position 115: 2.5806772711706457e-06
Position 1671: 2.1992239588374495e-06
Position 820: 2.1221604599135263e-06
Position 751: 2.0882071539703933e-06
Position 1300: 2.0086136201254214e-06
Position 935: 1.7806772189620705e-06
Position 680: 1.7248774581936948e-06
Position 228: 1.6925696399166698e-06
Position 1666: 1.2942754340138489e-06
Position 279: 8.66296010292359e-07
Position 332: 8.465614911080628e-07
Position 243: 7.315538285234623e-07
Position 118: 3.7741397681175007e-07
Position 731: 3.7481870250051094e-07
Position 593: 3.578403765067709e-07
Position 576: 2.906085493195966e-07
Position 1177: 1.8705216899467082e-07
Position 896: 3.341886441449809e-08
Position 801: 3.2510462467865206e-08
Position 549: 2.595476107285097e-08
Position 580: 2.4701945864987452e-08
Position 283: 1.9956777313383053e-08
Position 340: 1.9835368618005542e-08
Position 744: 1.1477975432069406e-08
Position 746: 5.713299286969039e-09
Position 94: 5.622654296293098e-09
Position 1479: 4.072510920848135e-09
Position 124: 3.884853517889616e-09
Position 91: 3.837359523673707e-09
Position 618: 2.055081881548692e-09
Position 1434: 1.856198234328939e-09
Position 245: 8.440874477627056e-10
Position 252: 1.4327661391184017e-10
Position 1747: 1.3763865038410497e-10
Position 264: 1.0574738076746932e-10
Position 554: 9.425601012889277e-12
Position 257: 1.4008303335024845e-12
