Gene = KNCN
Position 1947: 0.31643564267073576
Position 1440: 0.18350266404034857
Position 1764: 0.126011472749859
Position 2617: 0.08326423542182852
Position 1795: 0.05311388573229376
Position 634: 0.04982027335678337
Position 3287: 0.04552515987553666
Position 694: 0.04071644005049777
Position 1190: 0.03484565349586207
Position 3547: 0.03181510315752404
Position 583: 0.03094960986907374
Position 2666: 0.02972640806560695
Position 2292: 0.02566020697726825
Position 1890: 0.024630493025777116
Position 343: 0.021613142261017262
Position 1980: 0.017468614085945182
Position 1138: 0.017246313359450247
Position 1157: 0.013301249736779538
Position 763: 0.012568761653690991
Position 1619: 0.01155189709312045
Position 2477: 0.011517218147728527
Position 3069: 0.009154828129285919
Position 2393: 0.008475600230083803
Position 3016: 0.007743191102984772
Position 413: 0.007579859906435007
Position 2933: 0.0073983546152611955
Position 1307: 0.007006631882104333
Position 3563: 0.006770016367194992
Position 3408: 0.005414148731546392
Position 1173: 0.0051085337052045165
Position 1670: 0.00491123853623694
Position 961: 0.0045711469382202765
Position 1244: 0.0038231554064033957
Position 1281: 0.0034450045778481506
Position 2101: 0.0034347389706601704
Position 3308: 0.0032106225388341065
Position 3118: 0.003099363431351798
Position 3774: 0.003005356029894606
Position 1077: 0.002801542700485966
Position 3725: 0.002718873398156702
Position 2320: 0.002494239257493114
Position 586: 0.0022038313658560072
Position 1713: 0.002183540728994921
Position 1656: 0.0021711609524867176
Position 2822: 0.0019931712334442285
Position 1055: 0.0017447792250241557
Position 1039: 0.0017213589186337338
Position 3208: 0.001708615995370944
Position 2334: 0.001692873000962305
Position 3086: 0.001462020642942672
Position 349: 0.0013341833957454536
Position 1771: 0.0012419546335355133
Position 3415: 0.0012305293985403994
Position 1018: 0.0012035851889733115
Position 893: 0.0010530769777168994
Position 1639: 0.001014849492986969
Position 2238: 0.000904226534178676
Position 3376: 0.0008984940294955193
Position 2267: 0.0008370650919915515
Position 249: 0.0007736121986987264
Position 2241: 0.0007700555925055276
Position 3109: 0.000666231620335355
Position 1742: 0.0006479159036251494
Position 2443: 0.0006086032312237969
Position 2390: 0.0005945734901618189
Position 3741: 0.0005671848714129716
Position 1304: 0.0005527167310017641
Position 2973: 0.0005454097536627551
Position 3036: 0.0005353501918565589
Position 426: 0.0004898418202389309
Position 2881: 0.00048206214936125747
Position 3597: 0.0004723218094461022
Position 2158: 0.0004302661040513206
Position 455: 0.000420989061998872
Position 473: 0.00041834034040641324
Position 308: 0.00039822983793429893
Position 215: 0.0003653063585457531
Position 735: 0.00035348191003239384
Position 1412: 0.00034940494469841595
Position 3436: 0.00033939868739732415
Position 3380: 0.0003190239721380572
Position 1628: 0.0002785297870577649
Position 1800: 0.0002774323362027228
Position 420: 0.00026640052104217113
Position 3566: 0.00026139685965574085
Position 2807: 0.00024905816061286624
Position 868: 0.00024856580189343665
Position 2887: 0.0002453454733086367
Position 1951: 0.00024257974676457537
Position 1146: 0.00023798049801792388
Position 2080: 0.00022486533801432208
Position 3041: 0.00021982350038180762
Position 1458: 0.00021437380071555006
Position 300: 0.00021391133694580026
Position 2955: 0.00020529513052903672
Position 2986: 0.0001821698378763225
Position 1332: 0.00018216111367858108
Position 3053: 0.0001369076767303164
Position 1996: 0.00011029299015880725
Position 490: 9.881170850806786e-05
Position 2175: 9.538177562316097e-05
Position 701: 8.741747804146707e-05
Position 3334: 7.905512777370334e-05
Position 1399: 7.505585050416599e-05
Position 1913: 7.022192238973962e-05
Position 256: 6.308209327092411e-05
Position 904: 6.110675239365617e-05
Position 203: 5.64892393497667e-05
Position 1321: 5.6326510013417494e-05
Position 861: 5.540516387595649e-05
Position 907: 5.3218160193778684e-05
Position 2506: 5.2332471242712536e-05
Position 3656: 4.898897298136297e-05
Position 246: 4.714828568534739e-05
Position 843: 3.832713901093157e-05
Position 2554: 3.652744565607566e-05
Position 224: 3.485436495983418e-05
Position 1957: 3.293640070731224e-05
Position 158: 2.795137914967837e-05
Position 272: 2.7674110275768863e-05
Position 289: 2.516123352079388e-05
Position 2829: 2.3549457957340175e-05
Position 931: 2.286066089312745e-05
Position 2631: 1.8893661665057742e-05
Position 230: 1.7919927054470346e-05
Position 927: 1.5636459645113885e-05
Position 705: 1.5259778119876977e-05
Position 2536: 1.4554601305052737e-05
Position 532: 1.355335298155712e-05
Position 2354: 1.3051124671376602e-05
Position 3418: 1.1922496018878329e-05
Position 942: 1.0324078261494324e-05
Position 3588: 9.481355659560516e-06
Position 783: 9.174471907113249e-06
Position 3604: 8.824867921273734e-06
Position 909: 7.965927211167264e-06
Position 276: 7.913940640724778e-06
Position 175: 6.176737580729735e-06
Position 278: 5.582410634395233e-06
Position 797: 4.501162497369737e-06
Position 2076: 4.432013298039743e-06
Position 364: 4.25150693706289e-06
Position 2243: 3.49147160079699e-06
Position 528: 3.398806181298081e-06
Position 855: 3.1619482032222612e-06
Position 356: 3.018960294688496e-06
Position 193: 2.9688899219159944e-06
Position 1414: 2.894204760042505e-06
Position 235: 2.595163879229925e-06
Position 801: 2.3794831391238872e-06
Position 2905: 2.17656659904795e-06
Position 2018: 1.7042063838378665e-06
Position 1600: 1.5636539298261504e-06
Position 1549: 1.4656393948507978e-06
Position 711: 1.3008024174559785e-06
Position 353: 1.143932158336778e-06
Position 320: 9.180371736406507e-07
Position 714: 8.442479113944358e-07
Position 2002: 8.321315780034645e-07
Position 976: 6.535910622114434e-07
Position 497: 6.250913173010064e-07
Position 1084: 6.191343628848384e-07
Position 915: 5.385448440212491e-07
Position 361: 5.00798233464332e-07
Position 550: 4.998999615086074e-07
Position 720: 4.966786179873296e-07
Position 995: 4.408358707060537e-07
Position 539: 3.8990276120014624e-07
Position 285: 3.1501013272459986e-07
Position 725: 2.8763130862641387e-07
Position 544: 2.266946362215102e-07
Position 180: 1.0916649960937642e-07
Position 523: 8.18665008316683e-08
Position 502: 6.795831959379447e-08
Position 184: 6.36734380304834e-08
Position 315: 6.286685483493684e-08
Position 317: 5.1597741723105995e-08
Position 369: 4.9074381592740156e-08
Position 367: 4.361278505468242e-08
Position 1466: 4.018246115302697e-08
Position 264: 3.371890889952965e-08
Position 504: 2.3126678764368086e-08
Position 1588: 1.0475607939560204e-08
Position 512: 1.0226566846537393e-08
Position 972: 4.788876655848605e-09
Position 155: 6.715137650079182e-11
