Gene = GHRL
Position 729: 1.597434431395704e-07
Position 30: 7.716566532818679e-08
Position 212: 3.303712560764008e-08
Position 36: 3.1812891384118394e-08
Position 520: 1.9144077796666288e-08
Position 396: 1.7722593524411933e-08
Position 458: 1.328136542176504e-08
Position 286: 1.1596675161087384e-08
Position 342: 9.261884787555473e-09
Position 533: 5.997051344463512e-09
Position 427: 1.4914565267352853e-10
Position 444: 5.6283229268533776e-11
Position 418: 1.3057581843398045e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6134: 0.6589833496908672
Position 3071: 0.6058990839516564
Position 258: 0.4064176188340527
Position 3068: 0.3741455061288601
Position 7052: 0.3472954116414353
Position 1995: 0.32583975427412964
Position 3859: 0.3076972768590527
Position 2737: 0.3003945100600848
Position 1063: 0.1942214172075801
Position 5620: 0.1927218830108745
Position 2779: 0.1895633247839841
Position 7143: 0.17178271475539098
Position 2034: 0.16085350459673076
Position 1956: 0.13912134570573326
Position 6370: 0.11502303512992669
Position 274: 0.09604715390230824
Position 4235: 0.08203223478697888
Position 2434: 0.06745977509265
Position 1208: 0.06576139220055705
Position 2758: 0.05961262608635215
Position 3900: 0.05552834121430743
Position 3814: 0.051570447021109064
Position 6935: 0.0383330131347302
Position 4778: 0.03367597447844294
Position 1077: 0.03364923441871311
Position 2078: 0.03083004275492411
Position 4371: 0.02950868303886388
Position 2622: 0.02699513511393222
Position 2533: 0.024780570221823492
Position 2163: 0.02363980609083603
Position 4177: 0.020410368012345425
Position 6284: 0.020270317694682075
Position 1176: 0.016966438925782968
Position 2521: 0.01684281518831378
Position 2456: 0.016111305743330025
Position 4293: 0.015757355938948427
Position 991: 0.015661687091724392
Position 3880: 0.01450243666288058
Position 1230: 0.01256772266243419
Position 4688: 0.011977904835837513
Position 859: 0.01191507502423792
Position 1189: 0.011281552786708806
Position 2045: 0.011240380372061076
Position 2510: 0.010930070528437206
Position 2792: 0.009251759552858372
Position 2319: 0.009220801234701023
Position 6750: 0.00898597352317942
Position 205: 0.008812610209825019
Position 3543: 0.008223823795246079
Position 6721: 0.007870333574726354
Position 6795: 0.007756136469478688
Position 6345: 0.0073154574804055504
Position 1346: 0.007249403566623195
Position 7104: 0.007016251054201685
Position 231: 0.0069767244516155185
Position 2475: 0.006786514259707929
Position 438: 0.006595390969390496
Position 297: 0.0060128957283952485
Position 6378: 0.005865656626196188
Position 3562: 0.005362852634571103
Position 6779: 0.005337109369109994
Position 1099: 0.0047590846768868515
Position 1358: 0.004659922879999809
Position 4911: 0.004496597880349017
Position 6856: 0.0038875941401280553
Position 1495: 0.0038184098449029246
Position 6164: 0.003621596689945842
Position 5539: 0.0035781700406819035
Position 6940: 0.0035101905338264464
Position 4730: 0.0034880177491541527
Position 3864: 0.0033496693647883974
Position 3572: 0.0029609340649001206
Position 4428: 0.002951066707428346
Position 6823: 0.0029078093177671398
Position 6487: 0.00261609578705078
Position 1775: 0.002435845783482905
Position 4340: 0.0019797832588771794
Position 999: 0.001958200394870923
Position 476: 0.0017464877794997132
Position 5471: 0.0017006768866808912
Position 4382: 0.0016483940188269284
Position 4005: 0.0016376346289964
Position 6048: 0.0016062254786448496
Position 6757: 0.0015940455348491863
Position 1728: 0.00155514897069836
Position 2409: 0.0015195521935253329
Position 6668: 0.0014289738116860544
Position 2625: 0.0014271052464713471
Position 407: 0.0013935235647196172
Position 2001: 0.0013017758297645895
Position 3401: 0.0012884094422012356
Position 4855: 0.001272789672462513
Position 7109: 0.0011749165637670667
Position 1869: 0.0010390534494739022
Position 913: 0.001032608246587602
Position 1517: 0.000995890533489152
Position 5355: 0.00098627317003178
Position 2080: 0.0009844276398927403
Position 2189: 0.0009451823444604132
Position 6444: 0.0009361508715942529
Position 3073: 0.0009264439800016084
Position 4182: 0.0009017148969107569
Position 910: 0.0008268145751889321
Position 891: 0.0007991412170251448
Position 767: 0.0007428928223774518
Position 3606: 0.0007391792585735548
Position 779: 0.0007354379578657559
Position 1114: 0.0007053096647842512
Position 609: 0.0006884609987960408
Position 1619: 0.0006869148545727127
Position 2911: 0.0006507377633302923
Position 223: 0.0006304465402551161
Position 7054: 0.0005766564153178022
Position 5185: 0.0005674456298901717
Position 3907: 0.0005670127885662615
Position 4571: 0.000552015300803706
Position 2836: 0.0005416356215645445
Position 2269: 0.0005231495188734257
Position 3023: 0.0004758531765949775
Position 4310: 0.0004680095828210963
Position 614: 0.0004194926814279823
Position 4432: 0.00037791898242928363
Position 6893: 0.000357847136876101
Position 734: 0.0003431291145333158
Position 3921: 0.00032805566004807994
Position 2222: 0.0003243451912086801
Position 1402: 0.000229604995802228
Position 868: 0.00022086663847812772
Position 478: 0.00020635006483572777
Position 4267: 0.00019748826394812833
Position 1734: 0.0001870966370171645
Position 357: 0.0001800662040802153
Position 6022: 0.00017232898700127666
Position 1676: 0.00015064938650033457
Position 3667: 0.000137964929927405
Position 524: 0.00011748310875068036
Position 1707: 0.0001087055564682527
Position 520: 0.00010162417110172663
Position 2595: 9.988423211880312e-05
Position 2949: 9.72110019407746e-05
Position 1089: 9.238664760152795e-05
Position 2199: 8.162384206980034e-05
Position 1240: 7.902564356949241e-05
Position 212: 7.862092575962238e-05
Position 3516: 7.758299570896045e-05
Position 444: 7.219095423417135e-05
Position 2562: 7.194064489091749e-05
Position 3406: 6.626799465465261e-05
Position 1538: 6.298998495591146e-05
Position 2559: 5.8526049127726005e-05
Position 1248: 5.840836829601292e-05
Position 1520: 5.333555359247558e-05
Position 2971: 5.3023637511928715e-05
Position 1439: 5.253368120924573e-05
Position 653: 3.4398408465159555e-05
Position 2564: 3.279035892070094e-05
Position 1273: 3.0253347778411443e-05
Position 3672: 2.9568790989514558e-05
Position 283: 2.5252207928592636e-05
Position 4407: 2.334580356375842e-05
Position 369: 2.1928508665246067e-05
Position 789: 1.9244958774801685e-05
Position 1139: 1.774130561371296e-05
Position 3141: 1.287456836518864e-05
Position 378: 1.2726823331060389e-05
Position 410: 1.2688828708358261e-05
Position 1309: 1.2402244295360175e-05
Position 393: 1.2027807290846045e-05
Position 3120: 1.186160945313966e-05
Position 506: 9.943995959237025e-06
Position 1592: 7.530164172250304e-06
Position 304: 7.26375549270434e-06
Position 3123: 5.327091465788529e-06
Position 2946: 5.037549018130521e-06
Position 3638: 4.417861577739962e-06
Position 1674: 3.4658411889979304e-06
Position 485: 2.7233904338309825e-06
Position 4136: 1.7653589401764827e-06
Position 3348: 1.0797671529270177e-06
Position 649: 1.0172706070631927e-06
Position 665: 8.302601978621011e-07
Position 711: 7.371052160612745e-07
Position 1145: 6.307921354545622e-07
Position 308: 5.247478613442418e-07
Position 682: 3.6142143933899174e-07
Position 4179: 3.416511516434233e-07
Position 529: 2.552191203127145e-07
Position 1282: 2.3910093638453403e-07
Position 804: 1.9573435151577697e-07
Position 921: 1.534015496326886e-07
Position 796: 1.501321250612954e-07
Position 2924: 1.494909434240823e-07
Position 685: 1.2448110046319825e-07
Position 746: 9.47786797453578e-08
Position 3147: 5.494033978173431e-08
Position 669: 3.3797298855053135e-08
Position 814: 1.5724630623686884e-08
Position 318: 5.0375749950647265e-09
Position 1252: 1.0261484678836287e-09
Position 489: 7.80728029803265e-10
Position 129: 2.4272356236898663e-11
Position 149: 2.041453668479656e-11
Position 153: 1.182785022155126e-11
Position 132: 9.771447089156474e-13
Position 105: 2.7215292257736356e-14
Position 98: 1.3960253027151021e-14
Position 110: 2.4336060232013037e-15
Position 115: 2.469046022798095e-16
