Gene = ACBD6
Position 3011: 0.0007451846658629449
Position 989: 0.000717679506845968
Position 142: 0.0006975634183034076
Position 1698: 0.0006314450119947297
Position 486: 0.0005682550509865541
Position 1943: 0.000495468613332414
Position 6938: 0.00041157694010845075
Position 1947: 0.000344142320193529
Position 2952: 0.0003435579973820605
Position 2023: 0.00030441955468910335
Position 3540: 0.0002621705835303858
Position 3661: 0.00025242464715233493
Position 4029: 0.000236552965360158
Position 4849: 0.00023286312041078587
Position 16096: 0.00022740794840791668
Position 572: 0.00018156004909643809
Position 14554: 0.00016102461728172975
Position 1279: 9.8858191613626e-05
Position 734: 9.708494769012701e-05
Position 1003: 8.511885863335713e-05
Position 15086: 7.486065748242522e-05
Position 3018: 5.0651889091766254e-05
Position 2585: 4.04311245097778e-05
Position 3173: 3.1665363812639766e-05
Position 3049: 2.8260210255297297e-05
Position 1001: 2.7542601161084778e-05
Position 1522: 2.7402922170060135e-05
Position 1541: 2.7046098408884718e-05
Position 1778: 2.0715019497685344e-05
Position 3198: 2.0249749064897223e-05
Position 885: 1.912239443585322e-05
Position 1905: 1.905532914959957e-05
Position 3094: 1.6146253089329568e-05
Position 1459: 1.5140426146729553e-05
Position 915: 9.142862120499247e-06
Position 247: 8.114311730572058e-06
Position 394: 6.552703132959944e-06
Position 516: 5.802277340121997e-06
Position 1082: 5.6755249468885695e-06
Position 1093: 5.593058474117416e-06
Position 538: 4.319815924774389e-06
Position 12074: 4.252327635997198e-06
Position 8586: 3.776680119191646e-06
Position 1023: 3.3592718657251268e-06
Position 1651: 3.101448160099142e-06
Position 929: 2.9243459940013683e-06
Position 1109: 2.3499639301705846e-06
Position 51: 1.9098077162020575e-06
Position 5: 1.744421951758726e-06
Position 65: 7.942809332557275e-07
Position 1634: 7.417343791452187e-07
Position 240: 5.992280425098123e-07
Position 432: 5.091855606536856e-07
Position 1320: 5.074511114022915e-07
Position 1021: 3.5581346315332484e-07
Position 252: 3.551270418749878e-07
Position 1486: 3.261878291129754e-07
Position 806: 3.1942793260099196e-07
Position 1328: 2.562266727243622e-07
Position 822: 2.0827473320153213e-07
Position 1170: 1.1715729230725152e-07
Position 774: 6.916857908172332e-08
Position 1934: 5.827221594339747e-08
Position 1114: 4.285491999449244e-08
Position 1473: 8.015737707071224e-09
Position 399: 1.7946942581233572e-09
Position 1853: 4.84938671708357e-10
Position 1822: 2.0097841244917906e-10
Position 1015: 1.0419910992936662e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 7428: 0.8709471020415865
Position 8474: 0.8423105174617816
Position 22972: 0.5731948285013095
Position 10588: 0.5457686460118312
Position 10562: 0.4089400316452787
Position 16027: 0.39777578488443643
Position 14728: 0.23861448229801324
Position 12683: 0.18719832988220703
Position 26136: 0.1854662889865763
Position 3365: 0.1833920789443443
Position 16367: 0.18220893179402975
Position 17503: 0.1777321005255403
Position 26972: 0.11470833096619046
Position 8100: 0.1130902809515879
Position 20454: 0.09243318132488039
Position 17886: 0.09224903049196623
Position 14926: 0.08095674314688436
Position 1170: 0.07346824749836499
Position 8151: 0.06609929313613376
Position 1106: 0.06461455260236847
Position 17381: 0.05636209446952331
Position 14462: 0.04695105234175467
Position 21927: 0.044827956811653025
Position 20990: 0.039628199758415306
Position 8124: 0.038185295214339054
Position 16807: 0.0349984444799916
Position 25422: 0.034949756766613674
Position 8320: 0.033885654209573
Position 10851: 0.03165456493518768
Position 14818: 0.030823443095989025
Position 6289: 0.027981368139740625
Position 10812: 0.0274279158708773
Position 16672: 0.027420089890165377
Position 1250: 0.023122110416821086
Position 11466: 0.022241441895397264
Position 20614: 0.021525644599972464
Position 11438: 0.021424528945928587
Position 1370: 0.019484641300924543
Position 6193: 0.01907276961685877
Position 21170: 0.017413165263266656
Position 19046: 0.016960889170299483
Position 6228: 0.014485866787058006
Position 1189: 0.013454085037261648
Position 15266: 0.013119365564171804
Position 8671: 0.012425314842255829
Position 10469: 0.010998615982736427
Position 12650: 0.010493483793783837
Position 1336: 0.010470873273470335
Position 16776: 0.009775045312760184
Position 23822: 0.009626325682757422
Position 7314: 0.009429702747498455
Position 14964: 0.009228480009062508
Position 16524: 0.009099548743269733
Position 15960: 0.00843700645283127
Position 15294: 0.0078266436463662
Position 8959: 0.007573540208893338
Position 3343: 0.007082864964090766
Position 6936: 0.00704738474286852
Position 5852: 0.006450699375725517
Position 8811: 0.00644540137890269
Position 1778: 0.0064063654594294596
Position 10489: 0.006149600204781387
Position 15858: 0.005855613964888676
Position 16291: 0.005825171556046827
Position 16087: 0.005713023971551981
Position 14981: 0.005376431053664759
Position 1738: 0.00511191754936451
Position 8103: 0.004849625488765362
Position 21206: 0.004648123564252813
Position 20401: 0.004500620982410925
Position 12478: 0.004257455344163991
Position 5441: 0.0042445799936142855
Position 8938: 0.004205147684162083
Position 6100: 0.004186027414309307
Position 10879: 0.0041739271147662425
Position 11506: 0.004112817938026499
Position 12712: 0.004104756547072506
Position 18407: 0.0040735970443487425
Position 6345: 0.004038230398265472
Position 8392: 0.003986967390041458
Position 7146: 0.003804283471330239
Position 2867: 0.003675939785790299
Position 5506: 0.0034715138229688314
Position 13791: 0.0034513432548007486
Position 12724: 0.0034397862319834275
Position 8848: 0.0031654353776556397
Position 5379: 0.0029925417374501947
Position 3280: 0.002948799725865053
Position 12175: 0.0029339697478370907
Position 3313: 0.0028954688448205993
Position 7480: 0.0027919233172075788
Position 18458: 0.0027528219050811115
Position 12996: 0.0027335868200007492
Position 12621: 0.0026628258894912608
Position 10512: 0.0026024610071759455
Position 5602: 0.002448507121578354
Position 22812: 0.0023881385570507815
Position 7962: 0.0023583086541971773
Position 1123: 0.00230947505526818
Position 8522: 0.0022262992567302917
Position 6073: 0.0021732675634845203
Position 6076: 0.0020107534220368786
Position 3041: 0.0019500196631968664
Position 8879: 0.001910722304655752
Position 4105: 0.0017757607027169189
Position 14941: 0.0016820088541577671
Position 7611: 0.001582533282524384
Position 11478: 0.001558537453883124
Position 8450: 0.0014872163675881248
Position 15517: 0.001427729511124205
Position 4560: 0.0014246223913195128
Position 5561: 0.0013793817788713553
Position 11208: 0.0013631763655798932
Position 5875: 0.0013627349247878205
Position 17882: 0.0013559202922620401
Position 12003: 0.0011049830008783238
Position 11386: 0.0010779939764408895
Position 2262: 0.000989149906756672
Position 5524: 0.0009821697414444204
Position 8479: 0.0009286097522036156
Position 2287: 0.0009269913387595917
Position 7287: 0.0009182457943578466
Position 7903: 0.0008355793257400918
Position 1109: 0.0007514220708090228
Position 11286: 0.0007191118294204421
Position 4101: 0.0007073892726359509
Position 17083: 0.000677635610011451
Position 5410: 0.0006366642219072489
Position 2966: 0.0006277314943955121
Position 4123: 0.0005927407791688908
Position 2128: 0.0005882365989134236
Position 1387: 0.0005876514342888639
Position 12344: 0.0005338220560340756
Position 13815: 0.0005147765405677806
Position 8687: 0.0005115252548798522
Position 1459: 0.0004884828938110516
Position 645: 0.00048719832760552804
Position 7402: 0.00048598920404772765
Position 8881: 0.0004819125267848839
Position 13865: 0.00048003893636458934
Position 6777: 0.00041157694010844886
Position 1195: 0.00038815041461058797
Position 15651: 0.00038452287686246723
Position 15894: 0.00034227029759362193
Position 13603: 0.0003399897099627517
Position 12950: 0.0003394863550240161
Position 1495: 0.0003222047685420878
Position 4173: 0.00032037321442475724
Position 2425: 0.000303352092681735
Position 996: 0.0002956184543683932
Position 15146: 0.0002868573743125013
Position 12347: 0.00028164107823911984
Position 3787: 0.0002360709578282481
Position 4607: 0.00023286312041078487
Position 17724: 0.00023114441722043365
Position 1932: 0.00022614099995110383
Position 13562: 0.00021619486465472224
Position 731: 0.0002157872685605924
Position 11952: 0.00019896082308622638
Position 3470: 0.00019801025635463317
Position 3230: 0.0001943058158422915
Position 11625: 0.0001779351252798109
Position 2770: 0.00016192636384737677
Position 3420: 0.0001436091310792768
Position 13636: 0.00014173613529927656
Position 8569: 0.00013216551543006962
Position 11892: 0.00013066790961117618
Position 11328: 0.000129881239525185
Position 2156: 0.00012730884410470762
Position 2479: 0.00011785111402430314
Position 774: 0.00010294437477885469
Position 899: 9.136317401030173e-05
Position 1252: 9.110628991413062e-05
Position 11779: 8.921989494099741e-05
Position 1011: 8.751882246270216e-05
Position 1463: 7.791642622349293e-05
Position 13695: 7.241177021191409e-05
Position 11223: 6.83421182939656e-05
Position 9713: 6.803165973409624e-05
Position 1000: 6.486367686274961e-05
Position 10765: 6.270100469272362e-05
Position 1783: 6.198016920192993e-05
Position 785: 5.980801682619614e-05
Position 976: 5.87305925705534e-05
Position 614: 4.9355807593287584e-05
Position 12195: 4.5399410463554425e-05
Position 11999: 4.283955755663807e-05
Position 12073: 4.244073281376149e-05
Position 11345: 3.500325885206409e-05
Position 9733: 3.3642654547695396e-05
Position 9468: 3.349587237022595e-05
Position 12171: 3.243247125503567e-05
Position 2893: 2.7556574953223298e-05
Position 9110: 2.7440489092426456e-05
Position 11243: 2.4472006656027826e-05
Position 10786: 2.2894025098492405e-05
Position 2986: 2.28056846961288e-05
Position 2952: 2.1812351978363692e-05
Position 9783: 1.8538982868517552e-05
Position 648: 1.3771286233032467e-05
Position 10322: 1.295350367355641e-05
Position 9421: 1.1347925558426986e-05
Position 3068: 1.1034412647972944e-05
Position 10287: 8.328609519907634e-06
Position 2000: 8.286582703703872e-06
Position 1559: 7.678566796051218e-06
Position 831: 7.658434773642082e-06
Position 1698: 7.609472352832638e-06
Position 1820: 7.50434510974324e-06
Position 1090: 7.1512991470605874e-06
Position 2361: 6.349157068580769e-06
Position 1068: 5.676201137785732e-06
Position 9709: 4.656739877263962e-06
Position 1381: 2.935459236360989e-06
Position 10167: 2.848894787205989e-06
Position 231: 2.4981074870161737e-06
Position 861: 1.5352461309705877e-06
Position 850: 1.2344139777785694e-06
Position 798: 1.139167406328322e-06
Position 792: 8.791087136955999e-07
Position 653: 6.638057213836354e-07
Position 819: 5.602357849469381e-07
Position 1212: 4.169949769690567e-07
Position 664: 4.093075477918976e-07
Position 588: 3.781882433200494e-07
Position 623: 3.6214050476330227e-07
Position 601: 3.1823823144151196e-07
Position 3852: 2.9676226776231725e-07
Position 3976: 2.8541046291892857e-07
Position 3997: 2.6579888203032085e-07
Position 678: 2.2931774784336267e-07
Position 666: 1.9832694166821915e-07
Position 1315: 1.8614307604999198e-07
Position 828: 1.724125760129064e-07
Position 1296: 1.7148828697743831e-07
Position 1424: 1.6597188347767028e-07
Position 1419: 1.3369878317170254e-07
Position 768: 1.2075729507071064e-07
Position 806: 1.0594469829272064e-07
Position 801: 1.0299351285236e-07
Position 909: 9.492648487578849e-08
Position 1223: 9.178342706131294e-08
Position 278: 7.014873510041656e-08
Position 1440: 5.568123429034499e-08
Position 2344: 5.4719605499955195e-08
Position 1405: 4.52846017821864e-08
Position 2507: 4.13039754014714e-08
Position 741: 3.9726776987088955e-08
Position 512: 3.8770515010002597e-08
Position 980: 3.654285444975329e-08
Position 739: 3.0786564533069435e-08
Position 1512: 2.5944749760431006e-08
Position 1979: 2.2215205556610215e-08
Position 1506: 2.1916774416091883e-08
Position 1265: 2.0308917804104788e-08
Position 1997: 1.8592291795637088e-08
Position 1394: 1.4350342521031344e-08
Position 1634: 1.3692559836438705e-08
Position 583: 1.2861503764774377e-08
Position 945: 1.1442273509790937e-08
Position 872: 1.0986172244884872e-08
Position 1298: 8.225758563993269e-09
Position 204: 8.031621389535519e-09
Position 682: 7.952766442424972e-09
Position 685: 7.1102926408864246e-09
Position 1279: 6.867666974320246e-09
Position 338: 5.3949423850916456e-09
Position 1898: 5.193514484251707e-09
Position 405: 5.127337748035533e-09
Position 751: 4.8509199218660596e-09
Position 1521: 3.81968168888091e-09
Position 869: 1.7131273974906883e-09
Position 746: 1.4436996358109443e-09
Position 674: 1.1844917309792856e-09
Position 283: 1.1229580054922708e-09
Position 447: 9.407066272756784e-10
Position 879: 4.708659184244685e-10
Position 236: 4.018694514891262e-10
Position 474: 2.8658442651585373e-10
Position 280: 1.734917194076699e-10
Position 442: 1.657167916957729e-10
Position 2037: 1.3141298620007878e-10
Position 566: 9.953046504219727e-11
Position 2428: 9.390112876570521e-11
Position 2268: 5.887249854010323e-11
Position 344: 3.8902633067752655e-11
Position 292: 3.766661169075165e-11
