Gene = SIGMAR1
Position 131: 0.0008223653844571195
Position 1645: 0.0007757655685891839
Position 1691: 0.0007272544593508515
Position 1917: 0.0006697545116981259
Position 2986: 0.0006558589266716625
Position 2698: 0.0006324256740300368
Position 1687: 0.000619566161326178
Position 172: 0.0005974454559577181
Position 915: 0.0005650274738580481
Position 2356: 0.000545173727911984
Position 187: 0.0005214033773425262
Position 1641: 0.0005208505523521399
Position 2223: 0.00048185231513152017
Position 2270: 0.0004664160552265098
Position 2975: 0.0004407607907750799
Position 2227: 0.0004246039863860778
Position 433: 0.00041185106825777565
Position 2353: 0.000382870225282446
Position 2244: 0.0003254614957686179
Position 1145: 0.0003025857558069409
Position 2467: 0.0002933366504983588
Position 1545: 0.00029257423269528923
Position 1237: 0.0002536528103184107
Position 1098: 0.00024154700010682245
Position 2147: 0.0002376949216625059
Position 1328: 0.00023265524488608639
Position 2143: 0.00023170841527072515
Position 318: 0.00012531223596633096
Position 2781: 0.0001092866406489418
Position 1498: 9.810395924828072e-05
Position 932: 9.285847365714059e-05
Position 1397: 8.599931170025986e-05
Position 1720: 8.212788131504257e-05
Position 2106: 7.907182138576527e-05
Position 1383: 7.732798718397716e-05
Position 364: 7.704496623650375e-05
Position 145: 7.480200162128178e-05
Position 1834: 6.87198962427336e-05
Position 556: 6.420926222013299e-05
Position 1619: 6.297852489044809e-05
Position 1564: 5.8975490755663026e-05
Position 2737: 4.166678354013926e-05
Position 430: 2.822366170524721e-05
Position 1308: 2.3285030189236932e-05
Position 1508: 2.1080409159464713e-05
Position 79: 2.045065789172276e-05
Position 596: 1.6725933281463904e-05
Position 698: 1.2762720024960196e-05
Position 1481: 1.2164579246245395e-05
Position 505: 9.125776189337896e-06
Position 287: 8.668876270821092e-06
Position 174: 6.872518523000527e-06
Position 194: 6.495670888152202e-06
Position 1475: 6.394990295052196e-06
Position 743: 6.070827401660486e-06
Position 1200: 5.66787976896829e-06
Position 1332: 5.530694452407381e-06
Position 1753: 5.199699113093826e-06
Position 277: 4.227922106945229e-06
Position 757: 2.6728881408906315e-06
Position 801: 1.608105351084519e-06
Position 856: 1.3042910364506677e-06
Position 236: 1.1422790039244016e-06
Position 786: 8.929690804765941e-07
Position 238: 8.423639560577475e-07
Position 741: 7.705542735622957e-07
Position 859: 5.438758494747745e-07
Position 1175: 4.733953245987804e-07
Position 272: 3.332277544363987e-07
Position 1163: 2.935451192979388e-07
Position 217: 2.67828624607428e-07
Position 739: 2.1958272883067728e-07
Position 1249: 2.133283798899168e-07
Position 562: 1.8239151799480997e-07
Position 1261: 1.7377254776446076e-07
Position 841: 1.6915091624600912e-07
Position 573: 1.6628981914466057e-07
Position 783: 1.5661258667526703e-07
Position 761: 1.01406408863189e-07
Position 243: 5.990200879504898e-08
Position 796: 5.626574445679878e-08
Position 267: 4.257910207111578e-08
Position 196: 3.4871021461675445e-08
Position 200: 3.373911576434113e-08
Position 934: 1.6908081820992922e-08
Position 205: 1.4155613957789014e-08
Position 252: 6.988530308651071e-09
Position 229: 2.6655120222307793e-09
Position 247: 4.323286707058541e-10
Position 581: 4.6870589378318614e-11
