Gene = TRAPPC13
Position 10624: 0.011299067891561381
Position 3237: 0.011075384148788439
Position 36818: 0.01077666632333307
Position 12944: 0.010523091689676387
Position 33400: 0.010311372226695165
Position 17231: 0.009989568716407745
Position 7207: 0.009466532089473642
Position 6237: 0.009266471788086782
Position 10127: 0.00863540281995267
Position 34976: 0.00846220633313563
Position 16279: 0.008354601280646889
Position 24966: 0.007308274724034151
Position 21079: 0.007097803933786358
Position 26072: 0.0065204536904180455
Position 18312: 0.00563936072618954
Position 11928: 0.005559116857109099
Position 4283: 0.005368066987228593
Position 39336: 0.005147211457749061
Position 10482: 0.005083111882818196
Position 25789: 0.005074752301897912
Position 11748: 0.004904779693589977
Position 4263: 0.004674659900476186
Position 364: 0.004145190685924662
Position 23456: 0.004030947189732796
Position 6258: 0.0038899922936155547
Position 10549: 0.0034614324442813517
Position 10421: 0.003313303775172666
Position 14891: 0.0030460017633219378
Position 17658: 0.0027038186314910484
Position 12464: 0.0025224598060039067
Position 2538: 0.0024073600761835255
Position 11913: 0.0022586950228802964
Position 7031: 0.002008546497853032
Position 25780: 0.0018670659008738417
Position 5820: 0.001716080046438294
Position 9231: 0.0014373877643656676
Position 2838: 0.0013206246401454007
Position 433: 0.0013165677455877025
Position 9676: 0.0012387896759676136
Position 13520: 0.0011300188243937297
Position 39257: 0.0009884927177264684
Position 22178: 0.000947662847781422
Position 11881: 0.0008521890449994941
Position 12415: 0.0008258895551894696
Position 7949: 0.0008238996610675472
Position 11953: 0.0008078680475003496
Position 12255: 0.0007636028021545838
Position 11344: 0.0007251266421506681
Position 38947: 0.0007014896029687481
Position 38033: 0.0005777398144570748
Position 12185: 0.0004720542958918655
Position 37360: 0.00039363844383898344
Position 567: 0.0003564003254039624
Position 7455: 0.0003305376390829055
Position 1965: 0.0002963500515172395
Position 14840: 0.00021034424786991847
Position 144: 0.0001391390002577546
Position 1046: 0.00011524748115179395
Position 5152: 0.00010150849292274333
Position 6466: 7.802407348366143e-05
Position 33: 7.511374945239868e-05
Position 1380: 7.112927974724563e-05
Position 862: 5.769703235728627e-05
Position 16180: 5.013279738263504e-05
Position 2463: 4.2490672047013574e-05
Position 240: 4.1439354605474366e-05
Position 457: 3.805028070170403e-05
Position 1489: 3.640333195509557e-05
Position 4: 3.389866088722286e-05
Position 2532: 3.381130925625226e-05
Position 15228: 3.176659141123368e-05
Position 639: 2.7627340508626634e-05
Position 17682: 2.2588624238554153e-05
Position 17926: 2.1900971045025595e-05
Position 13456: 1.9552414256272906e-05
Position 2834: 1.9507116402887337e-05
Position 1413: 1.6811790915784782e-05
Position 2732: 1.5576205109297305e-05
Position 479: 1.5397112376687774e-05
Position 1182: 1.2856627639049757e-05
Position 506: 1.0904905606652678e-05
Position 2361: 1.0150184401009659e-05
Position 2083: 8.952220493952584e-06
Position 14272: 8.137177261368688e-06
Position 1478: 8.047963862711304e-06
Position 2040: 7.356701525139803e-06
Position 1552: 7.068027972871594e-06
Position 811: 6.183921446390965e-06
Position 4321: 5.819212017767175e-06
Position 2924: 5.676939596360434e-06
Position 352: 4.15486532446855e-06
Position 4906: 3.938588624604824e-06
Position 338: 3.658495628981063e-06
Position 466: 3.141308088528617e-06
Position 402: 3.137707368611604e-06
Position 2277: 3.095654470720573e-06
Position 1378: 2.692405525887308e-06
Position 11041: 2.3118721190386154e-06
Position 106: 2.0346170823830472e-06
Position 4566: 1.8946922065238962e-06
Position 2292: 1.836877380839249e-06
Position 2683: 1.6844950822385133e-06
Position 2936: 1.5432017512915322e-06
Position 8: 8.261634480204505e-07
Position 10958: 5.972016488904992e-07
Position 2817: 5.35758839134794e-07
Position 10974: 4.377950358793168e-07
Position 15: 4.195213989175213e-07
Position 171: 3.7417388146636397e-07
Position 21: 3.442282917742614e-07
Position 933: 9.200326348786731e-08
Position 409: 6.119250418707485e-08
Position 298: 3.4237968745802275e-08
Position 634: 2.8770896727990282e-08
Position 582: 2.5033581170253847e-08
Position 613: 1.9309213492782394e-08
Position 309: 1.1358755735843651e-08
Position 571: 6.525295037577625e-09
Position 190: 3.409444517561001e-09
Position 419: 2.942692109522243e-09
Position 548: 8.402533766263785e-10
Position 482: 1.0507762524867076e-10
Position 596: 3.173189724662032e-11
Position 284: 8.134725943632534e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 10909: 0.9739261762589502
Position 39469: 0.9058667020338941
Position 33333: 0.9017440352310228
Position 37015: 0.8984013947439914
Position 27466: 0.8469957944173013
Position 25775: 0.7867024334992851
Position 12661: 0.775367980975024
Position 22020: 0.7438288281995715
Position 21396: 0.6088456389879301
Position 7330: 0.5647893464393727
Position 10266: 0.5086683596494985
Position 39199: 0.4675014376341112
Position 25929: 0.35521305862011926
Position 36179: 0.3449648673457391
Position 35664: 0.29747492471806686
Position 39202: 0.2962521466761236
Position 7305: 0.23062294979412026
Position 22323: 0.19332727829759647
Position 22060: 0.19011673770703313
Position 9548: 0.17159984969525105
Position 14716: 0.16647172593895002
Position 2873: 0.11390616229643995
Position 5410: 0.10260474940679881
Position 37817: 0.09585851155783559
Position 38836: 0.09478115806907576
Position 6938: 0.08370930880065482
Position 37225: 0.07700792922950302
Position 25533: 0.0762167750734318
Position 37783: 0.0748716369866539
Position 20910: 0.06524861565846572
Position 35041: 0.05691490567015356
Position 37206: 0.05534205181590391
Position 29405: 0.051909289861596014
Position 7895: 0.049929591119042736
Position 309: 0.04559509552714929
Position 30103: 0.04227782806007915
Position 29812: 0.04172029667647745
Position 29316: 0.039312080214431604
Position 35622: 0.03685720225609724
Position 33260: 0.03272641934851692
Position 5383: 0.025151622517751687
Position 7282: 0.024542406582009842
Position 5299: 0.022899486727182564
Position 8972: 0.019625923522180365
Position 7510: 0.019129717399092312
Position 239: 0.017562796822949082
Position 39270: 0.017285109671111926
Position 259: 0.016914792023011112
Position 29457: 0.015826389736007338
Position 34133: 0.015272141917558425
Position 22498: 0.01504080301922953
Position 22236: 0.015011226602836368
Position 21954: 0.012964185810526052
Position 28249: 0.011958517704932455
Position 25848: 0.011643567476374388
Position 36661: 0.011273911786586023
Position 10052: 0.01103456824848174
Position 171: 0.010853085720745587
Position 22522: 0.0108140281091869
Position 4123: 0.009853381791307089
Position 22357: 0.009792300321994588
Position 39471: 0.00973863272738963
Position 28184: 0.00966962760797845
Position 6077: 0.009636383422921104
Position 35944: 0.009598564775839579
Position 35012: 0.008894877375956563
Position 15222: 0.008741738475974184
Position 1026: 0.008704291767879267
Position 29424: 0.008667873057311036
Position 29478: 0.008602849316096575
Position 526: 0.008591807241710762
Position 7379: 0.008560008200293753
Position 12836: 0.00809335072684159
Position 10481: 0.007923462202131061
Position 3048: 0.007674188592293188
Position 24843: 0.007308675322205312
Position 4494: 0.006927852130018663
Position 4433: 0.00676883895783011
Position 21291: 0.005897185764462497
Position 18208: 0.005639406786659107
Position 17018: 0.005436012470201855
Position 205: 0.005142867278268913
Position 11781: 0.0051348391988939495
Position 9416: 0.005130218798014235
Position 34817: 0.005077139355128302
Position 5465: 0.005002522204289168
Position 16084: 0.004678263433882474
Position 37296: 0.004468456296626733
Position 11552: 0.004405454416391412
Position 10912: 0.0041990859993092785
Position 5419: 0.0039052707613887656
Position 29534: 0.0038468942067302584
Position 37712: 0.003777103995783845
Position 17040: 0.00362929552617427
Position 6129: 0.003520080658781235
Position 14677: 0.0033678003174110087
Position 548: 0.0032260635777315687
Position 34785: 0.003147911575103021
Position 1073: 0.003106267747912728
Position 12349: 0.0029044193239818506
Position 14808: 0.002802341910186078
Position 17521: 0.0027264072557296004
Position 3015: 0.002710234043279967
Position 16114: 0.0025526419819228564
Position 10838: 0.002520130994754142
Position 15255: 0.0024756033326324375
Position 22290: 0.0021610505246263466
Position 37273: 0.002109911886906643
Position 11735: 0.0020920847607824467
Position 25902: 0.002043025613374593
Position 2335: 0.0019717983428816934
Position 8941: 0.0019579996601596563
Position 5050: 0.0019161817354225409
Position 11718: 0.0018992425755802434
Position 936: 0.0018625623893663106
Position 6971: 0.0017358677323236881
Position 620: 0.0017301574626985639
Position 9999: 0.001669262956804692
Position 2751: 0.0015573639718328713
Position 34139: 0.001503533229895024
Position 10926: 0.0014825552696487152
Position 9454: 0.001415738083095472
Position 34135: 0.0013670109562719341
Position 7537: 0.0013531892890303028
Position 5365: 0.001336777229303555
Position 9759: 0.0013310352933762852
Position 4385: 0.0013230259001345743
Position 23385: 0.001258770346362492
Position 12844: 0.001256228495523408
Position 374: 0.001203437752085898
Position 16111: 0.0011738286622241935
Position 23234: 0.0011660857734054303
Position 10719: 0.0011423217988410096
Position 7900: 0.0011063964109220184
Position 147: 0.001072393269023347
Position 1116: 0.001045850115016624
Position 5748: 0.0010204022121922394
Position 745: 0.000981692002362167
Position 23388: 0.0009294304267151631
Position 16947: 0.0009242607200316181
Position 8996: 0.0009067646733547245
Position 9134: 0.0008546672313551281
Position 7492: 0.0008389379967054579
Position 1050: 0.0008369247296509199
Position 12184: 0.0008310714660950869
Position 5433: 0.00081590521602234
Position 37840: 0.0007614212829200497
Position 466: 0.0007037832585586488
Position 1034: 0.0006892718857810709
Position 23118: 0.000676925759987177
Position 11615: 0.0006060043655942809
Position 39486: 0.0005875267649902976
Position 39508: 0.0005644002185307273
Position 12327: 0.0005397347856497515
Position 5238: 0.0005140723121951047
Position 39170: 0.0004832529999806706
Position 15076: 0.00048022934594073985
Position 691: 0.0004796849790675963
Position 38121: 0.0004563154969913168
Position 39445: 0.00045116029497836203
Position 12156: 0.0004496366444168702
Position 13502: 0.00044837882992360633
Position 2879: 0.0004432483852211638
Position 2640: 0.0004367227782108604
Position 15132: 0.0004357859457648812
Position 34159: 0.00041371388840897276
Position 37248: 0.0004109162182561801
Position 11130: 0.00039399539020734144
Position 12803: 0.00038948810624908
Position 14592: 0.00038287412450944383
Position 5634: 0.00037656649350055054
Position 11154: 0.0003308730488800167
Position 38299: 0.0003251447678501773
Position 5769: 0.00031911134074550567
Position 39336: 0.000306966975836564
Position 9608: 0.0002767892759283036
Position 9137: 0.00026929025175988756
Position 10963: 0.0002686588997935028
Position 13343: 0.000259738709237612
Position 13378: 0.000256303958850859
Position 10654: 0.0002510403757422119
Position 12048: 0.0002461617066867301
Position 5330: 0.00024141983037024857
Position 2779: 0.00023929730942176162
Position 34712: 0.0002371554029043065
Position 9566: 0.00022842552913398498
Position 479: 0.000202280001395791
Position 329: 0.0001991745678899351
Position 1796: 0.0001986238599828336
Position 11644: 0.00019481203155975822
Position 33560: 0.0001927969804429121
Position 1114: 0.00019114487658682377
Position 13257: 0.00018515004052992382
Position 38248: 0.00018476628860557824
Position 2387: 0.00017980440201885965
Position 7854: 0.00017728023180668814
Position 11001: 0.0001737097968071696
Position 38651: 0.00017337845101935952
Position 988: 0.00016614508236247914
Position 357: 0.00015977020790987787
Position 10777: 0.00014525449015070398
Position 4207: 0.00013829749464737854
Position 10675: 0.00013419290738261047
Position 35242: 0.0001283140406159491
Position 39609: 0.00010703165234641996
Position 12102: 0.00010367363520593693
Position 2226: 0.00010220265158263935
Position 1111: 9.882682331361129e-05
Position 323: 9.132272062010678e-05
Position 2365: 9.027212334277152e-05
Position 2812: 8.643946801163759e-05
Position 1858: 8.574721915608509e-05
Position 2196: 8.358663593006049e-05
Position 1278: 8.281781749473125e-05
Position 906: 8.114716811188832e-05
Position 3064: 7.837660050203834e-05
Position 6358: 7.802407348366163e-05
Position 482: 6.983241279299608e-05
Position 37995: 6.899118092889282e-05
Position 37276: 5.3382177846690186e-05
Position 5086: 5.314818357386264e-05
Position 11785: 5.021356839411697e-05
Position 35193: 4.9394037491631214e-05
Position 2382: 4.727430520471529e-05
Position 269: 4.3230905338469074e-05
Position 1299: 4.2627439869687614e-05
Position 22241: 3.978808597903684e-05
Position 4091: 3.836544859094665e-05
Position 7876: 3.6494319141686046e-05
Position 33963: 3.403972631112801e-05
Position 7913: 3.251684359430526e-05
Position 35114: 2.451725775199834e-05
Position 17681: 2.1900971045025605e-05
Position 12779: 1.667717043461346e-05
Position 2936: 1.5338437884831887e-05
Position 32482: 1.3890722333138135e-05
Position 33780: 1.385297675676882e-05
Position 4187: 1.3610211574914969e-05
Position 36389: 1.3026405232065501e-05
Position 4533: 1.2450659555554845e-05
Position 27674: 1.1978298295121295e-05
Position 4552: 1.1888965658283752e-05
Position 2933: 1.0202833950262969e-05
Position 316: 9.198124426767267e-06
Position 31577: 8.851592903345962e-06
Position 14156: 8.137502810877373e-06
Position 33719: 7.99246547313395e-06
Position 1764: 7.804243814639543e-06
Position 14876: 6.926033986561646e-06
Position 943: 6.8706846435918274e-06
Position 7512: 6.611567882986539e-06
Position 2450: 6.170187575758186e-06
Position 30601: 6.163654854164201e-06
Position 22257: 5.994377613923935e-06
Position 1259: 5.302772177867427e-06
Position 433: 5.052259762201198e-06
Position 1984: 4.1710103814108845e-06
Position 30874: 3.914790516397146e-06
Position 2473: 3.828343149729283e-06
Position 1280: 3.64030664639323e-06
Position 2482: 3.202450709069864e-06
Position 27693: 3.1620036653668343e-06
Position 1456: 3.1479467422254564e-06
Position 1823: 2.8720478454515673e-06
Position 1678: 2.81312458102994e-06
Position 4779: 2.4812918247669268e-06
Position 651: 2.480279026610839e-06
Position 4031: 2.317713072555809e-06
Position 2289: 2.123808796356561e-06
Position 31005: 1.9009723807936477e-06
Position 1459: 1.819697845626513e-06
Position 1875: 1.6861122680862727e-06
Position 27942: 1.663942943758759e-06
Position 4130: 1.4719322412569009e-06
Position 2401: 1.3071669350133678e-06
Position 2828: 1.2385321472311942e-06
Position 27743: 1.2380697300197208e-06
Position 4169: 1.1015082884091145e-06
Position 955: 1.0620416042695698e-06
Position 2390: 9.918723312551747e-07
Position 952: 9.71728426137264e-07
Position 12477: 8.769434743399507e-07
Position 29165: 8.735257738792367e-07
Position 2301: 8.543130356875081e-07
Position 1397: 8.137743674674383e-07
Position 22650: 7.971128371255334e-07
Position 1336: 6.291594849918065e-07
Position 1245: 6.289641747096749e-07
Position 588: 5.975548614898614e-07
Position 211: 5.733369687454355e-07
Position 441: 5.522223633506492e-07
Position 3080: 4.688947056879406e-07
Position 22714: 4.225494032307436e-07
Position 1061: 4.058731172323893e-07
Position 1199: 3.7406674619951344e-07
Position 1361: 3.5227142113703504e-07
Position 834: 3.3445787560182163e-07
Position 4623: 3.2792800592750104e-07
Position 1085: 3.1834922479573613e-07
Position 3136: 2.9445139659494247e-07
Position 332: 2.8837947277555907e-07
Position 2837: 2.8333598971411485e-07
Position 448: 2.754698677067935e-07
Position 4740: 2.736952287520103e-07
Position 4853: 2.42165024424358e-07
Position 506: 2.3596143148816757e-07
Position 2803: 2.3057197148769874e-07
Position 4663: 2.2174121292007776e-07
Position 2722: 2.0749984649118437e-07
Position 11073: 1.5376401053952484e-07
Position 26849: 1.424839938892104e-07
Position 2683: 1.3756972563063997e-07
Position 11136: 1.0480920267025811e-07
Position 23011: 8.517970548914434e-08
Position 496: 1.7483454649556904e-08
Position 387: 1.3651426345142063e-08
Position 487: 1.339982854870525e-08
Position 663: 1.0415238991771473e-08
Position 215: 3.4368155079092474e-09
Position 2209: 2.59653736065346e-09
Position 133: 1.3012685981462318e-09
Position 489: 1.3011475108781056e-09
Position 673: 1.2924939519406823e-09
Position 992: 9.697187957297782e-10
Position 634: 6.690704555740871e-10
Position 963: 1.4749851953488092e-10
Position 839: 1.1230853573685193e-10
Position 676: 2.128963098139483e-11
Position 72: 2.1688629990375037e-12
