Gene = IQCC
Position 1426: 6.080686038471162e-09
Position 1860: 4.957788999146877e-09
Position 1393: 3.6772223674530127e-09
Position 1578: 8.16113640619589e-11
Position 479: 8.133012664207484e-24

Sorted 3' Splice Sites (High to Low Probability):
Position 1340: 0.9767388226567065
Position 1578: 0.8117504475020171
Position 847: 0.5856291921016931
Position 492: 0.5434130195270329
Position 1036: 0.15802373568518818
Position 388: 0.1238527197265077
Position 850: 0.11147038326482879
Position 1651: 0.06312856719325044
Position 525: 0.036820317908725766
Position 1014: 0.034807615418659475
Position 1541: 0.021606085881884257
Position 531: 0.018770111868866297
Position 1343: 0.014118754022969207
Position 1968: 0.011443173170376554
Position 782: 0.01040001549445165
Position 2631: 0.0072635499975018565
Position 2510: 0.0068039374007457885
Position 2012: 0.0050470734949857555
Position 2233: 0.004922205167738209
Position 932: 0.004716278920588704
Position 462: 0.004583306184820597
Position 1787: 0.0045028698277011035
Position 2358: 0.004466081579202999
Position 2549: 0.004058190445041591
Position 1892: 0.0038849728282174885
Position 1910: 0.0035178338218433405
Position 2689: 0.00336155168784351
Position 2216: 0.0032669579124147705
Position 1538: 0.0030521844440169936
Position 2252: 0.0028847133789191427
Position 1308: 0.002709995981230491
Position 1368: 0.00259222569608024
Position 2027: 0.0018021277847910845
Position 2362: 0.0016222490977277322
Position 1001: 0.0013118910878786667
Position 2191: 0.001064633404275639
Position 2098: 0.0009481988743430942
Position 2090: 0.0008739041664394853
Position 878: 0.0007412364108170283
Position 1045: 0.0007284268589050804
Position 1795: 0.000724426534699029
Position 423: 0.0007204169804983214
Position 1856: 0.0006769673639813649
Position 976: 0.000665208286564814
Position 1005: 0.0006375049514034223
Position 2255: 0.000609662850326572
Position 2823: 0.0005569854716514355
Position 1349: 0.0005278054140966423
Position 2706: 0.000508191515092858
Position 1023: 0.0005044575165970309
Position 281: 0.0004775720759792575
Position 1665: 0.0004757208157417153
Position 1042: 0.0004506920572348121
Position 1769: 0.0004484989609240328
Position 2076: 0.000375645320599205
Position 2031: 0.00033782371563906126
Position 865: 0.0003261257338192424
Position 2238: 0.00030192001548578205
Position 2061: 0.0003002804926567018
Position 1683: 0.0002722081275847561
Position 1016: 0.0002575027429113212
Position 157: 0.00025355621173978044
Position 1612: 0.00023943435393278156
Position 934: 0.00022204678241364906
Position 3009: 0.000213792790045433
Position 1896: 0.00020664628993433387
Position 899: 0.0002051699508621071
Position 137: 0.00020455278816673483
Position 1628: 0.00020311977093797611
Position 2869: 0.00019847680295621844
Position 2152: 0.00018868062822296507
Position 885: 0.0001851162611641366
Position 2421: 0.00017617122776793416
Position 1836: 0.00014996942690155318
Position 700: 0.00014764372009922044
Position 2125: 0.00013347140805882525
Position 1707: 0.0001244902196641629
Position 3020: 0.0001139954012990234
Position 1292: 0.00011226679311507214
Position 1378: 0.000109734954233118
Position 428: 0.00010069124476480574
Position 723: 9.751111514303405e-05
Position 1713: 9.737791185435011e-05
Position 881: 9.332793597273298e-05
Position 796: 9.271156287586854e-05
Position 1989: 9.242345445074329e-05
Position 2914: 9.089308469687103e-05
Position 355: 8.864253003682694e-05
Position 1494: 8.512419336494213e-05
Position 1059: 8.497856336698181e-05
Position 2872: 8.483478411783733e-05
Position 946: 8.352854697165812e-05
Position 1841: 8.347130585230713e-05
Position 980: 8.298320608824682e-05
Position 904: 7.560260395805606e-05
Position 2797: 7.129467072134848e-05
Position 1225: 6.98686708282715e-05
Position 2428: 6.881848735690196e-05
Position 1050: 6.815469388015658e-05
Position 2654: 6.453707425351319e-05
Position 2667: 6.393078256334267e-05
Position 1860: 6.165729866764111e-05
Position 2193: 6.143566755314828e-05
Position 973: 6.108903068494456e-05
Position 339: 5.9617714015504845e-05
Position 961: 5.7464737086498076e-05
Position 2285: 5.648761495445556e-05
Position 2878: 5.6164961564235014e-05
Position 987: 5.285160830278212e-05
Position 2261: 5.2306061387431315e-05
Position 2829: 4.993646439250186e-05
Position 1997: 4.535972305011057e-05
Position 2850: 4.279614034273221e-05
Position 1727: 4.208685372394426e-05
Position 1721: 4.0831158469330204e-05
Position 617: 4.044709706395617e-05
Position 1921: 3.52528971323825e-05
Position 2407: 3.0371598111436393e-05
Position 814: 2.9101046245651695e-05
Position 2036: 2.7340149054689556e-05
Position 1799: 2.645292420349072e-05
Position 1604: 2.4216279663476062e-05
Position 2472: 2.328172966266742e-05
Position 1694: 2.292858539453197e-05
Position 2298: 2.0997538095146185e-05
Position 725: 2.0791026109629552e-05
Position 362: 2.060391834687048e-05
Position 875: 1.9572800645634516e-05
Position 958: 1.8782445260075925e-05
Position 212: 1.8243175507162936e-05
Position 2477: 1.8227087983379327e-05
Position 2129: 1.78815125680719e-05
Position 1927: 1.7145825461456756e-05
Position 2304: 1.6423006659038445e-05
Position 2307: 1.5952616050448914e-05
Position 2926: 1.4278968065157773e-05
Position 807: 1.2932576257294176e-05
Position 1404: 1.2385285788708702e-05
Position 1941: 1.2055437136287367e-05
Position 217: 1.100749828929082e-05
Position 141: 9.67945305835196e-06
Position 2371: 9.638887295739336e-06
Position 594: 9.576665812718464e-06
Position 634: 8.340401081863405e-06
Position 2592: 8.163917032066651e-06
Position 707: 7.872879596894915e-06
Position 992: 7.274954910563983e-06
Position 2331: 6.280661117414231e-06
Position 2324: 5.594395379471008e-06
Position 349: 5.462861889411504e-06
Position 567: 5.358174162030871e-06
Position 729: 5.101174200065352e-06
Position 1438: 4.782645369891568e-06
Position 2801: 4.468144933344776e-06
Position 573: 4.200996935680857e-06
Position 2107: 4.114656645040642e-06
Position 185: 3.851259628641955e-06
Position 437: 3.780954889390558e-06
Position 1151: 3.764000504089672e-06
Position 2079: 3.6302022996598247e-06
Position 103: 3.572754831473639e-06
Position 533: 3.4491485238763823e-06
Position 1744: 3.103920348804771e-06
Position 1630: 2.899036327086699e-06
Position 940: 2.378110297378774e-06
Position 1165: 2.244860949104188e-06
Position 1064: 2.1842544375877674e-06
Position 1246: 2.0845707643300914e-06
Position 1393: 2.033506660771206e-06
Position 983: 1.9622744829798822e-06
Position 1069: 1.843686166017478e-06
Position 732: 1.8364858675684862e-06
Position 1280: 1.4473240695128546e-06
Position 320: 1.4159516851086282e-06
Position 1385: 1.2896711763881767e-06
Position 1356: 1.2720549292104377e-06
Position 1184: 1.246729478038051e-06
Position 901: 1.1673534369579334e-06
Position 944: 8.71661706941071e-07
Position 1116: 7.757240255041744e-07
Position 1269: 7.132054112142381e-07
Position 1275: 6.912357075240089e-07
Position 293: 6.380567318759839e-07
Position 1251: 6.077200990915659e-07
Position 890: 4.6683378081464633e-07
Position 302: 2.5343057756611525e-07
Position 1449: 2.4455922423116027e-07
Position 1066: 2.3672605957872245e-07
Position 541: 1.8164028692536582e-07
Position 546: 1.3661063182259342e-07
Position 603: 1.2599515457106502e-07
Position 565: 1.1742237727957268e-07
Position 552: 8.214964947921166e-08
Position 1387: 7.997984157300218e-08
Position 1086: 7.837052158298508e-08
Position 1093: 5.987736451665566e-08
Position 1173: 5.01003398719325e-08
Position 1167: 3.8034050573336145e-08
Position 295: 2.6335846295385104e-08
Position 1189: 1.5938580841697003e-08
Position 2043: 1.1661562602122339e-08
Position 310: 7.894935386144753e-09
Position 1121: 7.619085777700999e-09
Position 1456: 7.403848477172717e-09
Position 1501: 2.5759534954048445e-09
Position 307: 2.589247314507969e-10
Position 679: 1.7172891862353487e-10
Position 640: 1.358120653454276e-11
Position 89: 7.439050487386066e-12
