Gene = MYCBP
Position 10514: 0.006445625064515749
Position 957: 0.0051003256374936795
Position 8310: 0.0048725105128235606
Position 9626: 0.00391423809077166
Position 5202: 0.003867761237968638
Position 7600: 0.003857647963077352
Position 9740: 0.0038323287914339426
Position 2755: 0.0036366242048815295
Position 1696: 0.003537202250776118
Position 900: 0.0032838241748877053
Position 9623: 0.0032620407981397456
Position 9518: 0.0031503716599566105
Position 758: 0.003060363589168918
Position 667: 0.0027991588164243313
Position 1155: 0.002718155459845484
Position 2223: 0.002683079827879566
Position 360: 0.002594155750722855
Position 242: 0.0024478762005477866
Position 9956: 0.002351003834929415
Position 7354: 0.0023429707893697954
Position 738: 0.0023011362868896167
Position 10539: 0.0021079802299515116
Position 10199: 0.002052707249005654
Position 1315: 0.0019244374756344476
Position 6366: 0.0015309947381032306
Position 7424: 0.0014927424983432458
Position 8470: 0.0014204935895169796
Position 1391: 0.0013573626079914974
Position 10917: 0.0013531282422112184
Position 642: 0.0012087907791285622
Position 9979: 0.0011258131407221024
Position 6202: 0.0011191063332458035
Position 5872: 0.0009249358834876667
Position 10614: 0.0008981510818198717
Position 10689: 0.0008782715199435365
Position 468: 0.0008470933036943145
Position 3629: 0.0008274771416673355
Position 9777: 0.0008039046032121529
Position 1433: 0.0006787646034535969
Position 623: 0.0006664637577386499
Position 10411: 0.0006052882027541709
Position 400: 0.0005880088353967287
Position 1426: 0.0005550184000884568
Position 9579: 0.0005515010143202961
Position 3242: 0.0005065571406850747
Position 3029: 0.0005047266787078444
Position 8330: 0.00048014068191198504
Position 10966: 0.0004603251058446657
Position 7840: 0.0004464128348134556
Position 8829: 0.0004390106090010656
Position 2557: 0.0004166241332959358
Position 1570: 0.0003975224869209321
Position 503: 0.00039364267446394204
Position 5365: 0.0003916757298589261
Position 1465: 0.0003688685673268193
Position 703: 0.00032393738174922663
Position 7305: 0.0002795907065443977
Position 710: 0.00023262249759868725
Position 1628: 0.0002232009964268653
Position 3083: 0.00021303438496329547
Position 340: 0.00020724466812349485
Position 8778: 0.00020246899286585678
Position 4592: 0.00018195852724560603
Position 3032: 0.00017647782162252585
Position 735: 0.00016423835435669815
Position 195: 0.00015746235824976645
Position 6224: 0.00014925273538941185
Position 8548: 0.0001426541018501287
Position 6177: 0.00014182185657597506
Position 2772: 0.00014136963438954808
Position 7557: 0.0001355347441019952
Position 4751: 0.0001328862397541835
Position 2426: 0.000123365457175455
Position 5949: 0.00011684985837156775
Position 777: 0.00010945922338694354
Position 1816: 9.13533870914091e-05
Position 7376: 8.182309482228256e-05
Position 3332: 8.036005995428212e-05
Position 1625: 7.882437028972333e-05
Position 2147: 7.880351411223392e-05
Position 1584: 7.716755826528434e-05
Position 6595: 7.586561666374281e-05
Position 4239: 7.33119966365306e-05
Position 3173: 7.222245382838266e-05
Position 6065: 6.745261653271544e-05
Position 586: 5.813532810518567e-05
Position 1891: 5.560039458039427e-05
Position 3938: 5.519168475067669e-05
Position 1165: 5.2027947114950135e-05
Position 5522: 4.8494450706594476e-05
Position 6112: 4.5279697321437746e-05
Position 5757: 4.36335643512239e-05
Position 5368: 4.289804944956315e-05
Position 415: 4.1557923619369546e-05
Position 1382: 4.1006035632077936e-05
Position 5774: 3.9646099359535945e-05
Position 590: 3.274702218049406e-05
Position 3649: 2.7196791727186895e-05
Position 922: 2.6971792801476418e-05
Position 536: 2.5953449463886137e-05
Position 2780: 2.2839588799579388e-05
Position 4564: 2.2686137749510375e-05
Position 2061: 2.0858097686209473e-05
Position 1209: 1.95931729345387e-05
Position 608: 1.9194292929811744e-05
Position 1029: 1.7784600617780047e-05
Position 4102: 1.7246981173444583e-05
Position 3683: 1.7191109158155515e-05
Position 4355: 1.672284499163837e-05
Position 3835: 1.591278219934947e-05
Position 644: 1.4096368831195622e-05
Position 508: 1.3683654462633204e-05
Position 2741: 1.3201788359280172e-05
Position 3314: 1.211082193131176e-05
Position 1445: 1.2055367698324912e-05
Position 368: 1.203341910547671e-05
Position 1867: 1.1324206433474422e-05
Position 1920: 1.127490763375885e-05
Position 244: 1.0935925313637084e-05
Position 1269: 1.0900103667366838e-05
Position 3625: 1.0830788891072078e-05
Position 366: 1.0320599973672577e-05
Position 2094: 9.750860100214952e-06
Position 1966: 8.868735102222832e-06
Position 1969: 7.01396001802287e-06
Position 1234: 5.762034268942402e-06
Position 1449: 5.377707794191172e-06
Position 1736: 4.030457386654418e-06
Position 913: 3.5894512226993887e-06
Position 1301: 3.222949908126421e-06
Position 1086: 3.1813654878093984e-06
Position 256: 3.0745881721092148e-06
Position 926: 3.0715959473906065e-06
Position 565: 2.4380645880417645e-06
Position 1038: 2.2326150666201076e-06
Position 2155: 1.9755329006693444e-06
Position 592: 1.7805842917930238e-06
Position 936: 1.7090504453144057e-06
Position 1059: 1.7082039455487406e-06
Position 150: 1.4357477427664412e-06
Position 1187: 1.2801341106665066e-06
Position 1035: 1.251009153185055e-06
Position 563: 1.2229694988758266e-06
Position 424: 1.0209994148372404e-06
Position 1326: 9.7558499989548e-07
Position 408: 6.49444244728328e-07
Position 272: 6.439823774168284e-07
Position 220: 6.365912162309672e-07
Position 930: 6.050051145738489e-07
Position 2738: 5.468493838051801e-07
Position 510: 5.15451164515426e-07
Position 1231: 5.136027164645834e-07
Position 260: 5.104494044625479e-07
Position 373: 4.2856165198591986e-07
Position 284: 3.938147930874709e-07
Position 210: 3.591477025127055e-07
Position 381: 1.8718325665985467e-07
Position 1056: 1.8655682785244713e-07
Position 569: 1.8488143546782582e-07
Position 349: 1.2991403925603436e-07
Position 815: 1.1290262303638385e-07
Position 376: 1.0366313671703055e-07
Position 1365: 5.043156132056044e-08
Position 162: 5.004025885887379e-08
Position 1213: 4.79866826186509e-08
Position 291: 4.212484802065437e-08
Position 1495: 2.239910452551931e-08
Position 1662: 1.5056165937201496e-08
Position 855: 1.3437265482435802e-09
Position 883: 5.020548797281629e-10
Position 297: 9.329434202185863e-11
Position 1175: 7.770961130336408e-11
Position 275: 5.376649706869369e-11
Position 571: 4.041294912805696e-11
