Gene = OPA1
Position 194: 8.839043434955077e-10
Position 642: 7.198011609329936e-10
Position 906: 2.584177481400368e-10
Position 634: 2.1477077907781452e-10
Position 323: 4.500732467371565e-11
Position 608: 2.3182779933116502e-11
Position 900: 1.4972467183693475e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 5378: 0.6244749709024031
Position 623: 0.6132427922984817
Position 22529: 0.5683662149641778
Position 11324: 0.5431626263976049
Position 23519: 0.4778607144498991
Position 14406: 0.33393632165235126
Position 18854: 0.3321227456112182
Position 2681: 0.3105856396596615
Position 9449: 0.27208671011469737
Position 11199: 0.21056966449673223
Position 10355: 0.19171138115307784
Position 10175: 0.14758056890651614
Position 3655: 0.133056038945267
Position 14069: 0.11823229585486673
Position 3286: 0.10313910894570998
Position 26115: 0.08159713225747411
Position 21578: 0.07303313097151029
Position 8722: 0.06461619969440958
Position 772: 0.047972709373780204
Position 9726: 0.028205341617517126
Position 5430: 0.025351744619935817
Position 5727: 0.024650049018603005
Position 3669: 0.023879109050645
Position 3594: 0.014726934052173462
Position 5676: 0.013739554290975196
Position 2361: 0.01303362825718573
Position 10150: 0.010334726365306383
Position 13291: 0.008967458287621544
Position 16675: 0.007366038092737439
Position 1264: 0.007105845282320568
Position 351: 0.0067996611820323625
Position 3729: 0.006545074087265111
Position 16524: 0.005495482632760027
Position 3689: 0.005293986715732837
Position 567: 0.0052267429334966
Position 723: 0.005144367028127409
Position 7186: 0.004561316240357062
Position 3634: 0.004103975327890048
Position 16314: 0.004083161538416611
Position 17096: 0.0036951584619741252
Position 20907: 0.0034981278879763415
Position 5353: 0.0033821392646357605
Position 3431: 0.0032494914910535526
Position 14963: 0.0028906423115126114
Position 12853: 0.0024273813504366803
Position 5356: 0.0022092175182437954
Position 2619: 0.002130871707651637
Position 1036: 0.0018115540495101004
Position 3766: 0.0015244841815576524
Position 5606: 0.0015094177627610484
Position 8791: 0.0014950527770018907
Position 19159: 0.0014060132686813478
Position 1560: 0.0013213159692790966
Position 16204: 0.0012808442269497385
Position 9100: 0.0012720860294163237
Position 1507: 0.0011437046976498495
Position 12946: 0.0010482277925397555
Position 11976: 0.0009982385237966992
Position 3697: 0.0007501169643358654
Position 1089: 0.0007333373874928329
Position 5708: 0.0006081815600790301
Position 9562: 0.0005977481235641206
Position 2521: 0.0005510316807911211
Position 1454: 0.0004672961034006086
Position 1288: 0.0004647556657916911
Position 3556: 0.00045403195681826376
Position 10649: 0.0004505555785396249
Position 12210: 0.00045020852719757364
Position 3482: 0.0004404031171550882
Position 2485: 0.0004179734591486397
Position 8975: 0.0003748681261049368
Position 642: 0.0003543617420533521
Position 2692: 0.00035339632553182124
Position 1182: 0.0003533813494624141
Position 3306: 0.0003312664447304299
Position 1051: 0.0003282356743344778
Position 1741: 0.0003224945498686809
Position 1664: 0.00032240768521714445
Position 15915: 0.0002998123251461196
Position 783: 0.0002989328885101491
Position 14180: 0.0002969157416279574
Position 2315: 0.0002810023056966142
Position 13343: 0.00022964127238216174
Position 1338: 0.00022787157749225127
Position 1428: 0.00020425318882673335
Position 3763: 0.0001821485449882981
Position 13243: 0.00017402443004756608
Position 362: 0.00016901418831161602
Position 819: 0.00016190858238621314
Position 11468: 0.0001580629989972163
Position 1425: 0.0001574368966904728
Position 4650: 0.00014163260320368428
Position 1100: 0.00013327867265752356
Position 6077: 0.00012002693926995468
Position 7247: 0.00011688446497544296
Position 2095: 0.00011241097587627857
Position 750: 0.00010987335868116186
Position 6062: 8.893976582730937e-05
Position 1638: 8.834852592820064e-05
Position 11430: 8.801891086598454e-05
Position 2882: 7.201056546946753e-05
Position 1776: 6.854538985704429e-05
Position 2213: 6.483737275655603e-05
Position 2585: 5.277719472009907e-05
Position 411: 5.054501217860518e-05
Position 6944: 3.821139727977345e-05
Position 1060: 3.387525555354972e-05
Position 6820: 3.369776839822898e-05
Position 852: 3.2560242149961554e-05
Position 1270: 2.968491118315412e-05
Position 7859: 2.8540765928279433e-05
Position 2045: 2.2873386223328993e-05
Position 2226: 2.2825176812725505e-05
Position 2248: 2.19200199600854e-05
Position 964: 2.1359961354013465e-05
Position 849: 1.99390799506625e-05
Position 1778: 1.9110329690335723e-05
Position 1222: 1.7914585147047276e-05
Position 131: 1.7570141172739527e-05
Position 786: 1.6525460387552803e-05
Position 2943: 1.177223561515749e-05
Position 2940: 1.0769286212045993e-05
Position 2742: 1.0474805777239901e-05
Position 5158: 9.148862015927e-06
Position 1076: 8.986783323745107e-06
Position 5510: 8.694158940895395e-06
Position 1973: 8.541986761912183e-06
Position 2771: 7.119307907675761e-06
Position 896: 6.216568570846472e-06
Position 7661: 6.022216218491552e-06
Position 367: 4.97895071708251e-06
Position 378: 4.813383525076394e-06
Position 1071: 4.13975537778307e-06
Position 1698: 4.103531792588716e-06
Position 1783: 3.7193358812267377e-06
Position 6227: 3.609240602917355e-06
Position 393: 2.714347227182175e-06
Position 2712: 1.6797179401025431e-06
Position 2910: 1.2977233016203252e-06
Position 2334: 1.1380795935491915e-06
Position 2371: 8.979075711670816e-07
Position 2859: 7.018645156879038e-07
Position 2532: 6.693321363404993e-07
Position 1159: 5.456450114137603e-07
Position 790: 4.0431417400763923e-07
Position 1683: 2.7886870759578665e-07
Position 974: 2.516358874016292e-07
Position 163: 2.1167887781912372e-07
Position 821: 1.8960951294706899e-07
Position 5632: 1.3334058270012244e-07
Position 877: 6.822949756098101e-08
Position 419: 5.34627273278529e-08
Position 404: 4.911288099341758e-08
Position 1162: 2.7846075710281613e-08
Position 873: 2.54668792237874e-08
Position 1017: 2.182081479760582e-08
Position 446: 1.7457800493095997e-08
Position 1193: 1.4018669960845965e-08
Position 384: 1.3550505087997086e-08
Position 796: 1.2210514979151121e-08
Position 1108: 9.68618915124624e-09
Position 1242: 5.6361126984022025e-09
Position 1104: 3.8924445849952775e-09
Position 834: 2.422753722412308e-09
Position 1374: 1.9734621375389465e-09
Position 1676: 1.6629051970257217e-09
Position 96: 1.5934777237951193e-09
Position 1583: 1.0951037503025244e-09
Position 1820: 5.576766937558972e-10
Position 422: 5.152316149725042e-10
Position 798: 1.4677969979011574e-11
Position 270: 6.542873633213124e-12
Position 1201: 4.207693118292446e-12
Position 275: 3.654364741090562e-12
Position 313: 3.5148479277008167e-12
Position 315: 1.1545761491033905e-12
