Gene = SNX8
Position 7419: 0.07378041749111054
Position 13378: 0.06680524798057531
Position 7567: 0.06642971422256383
Position 10300: 0.055335143848564285
Position 1942: 0.04788924962472223
Position 10904: 0.04487273881962745
Position 14945: 0.04128134458857676
Position 9267: 0.038870878268656144
Position 7494: 0.03643728895693488
Position 9761: 0.03534401649158925
Position 8550: 0.0331157248429547
Position 4404: 0.02638328251088307
Position 11626: 0.02359054723251219
Position 2692: 0.020299527203496124
Position 2408: 0.020074484976502622
Position 11506: 0.018688273551741682
Position 687: 0.01717418511851147
Position 9251: 0.015133283338407693
Position 2814: 0.014051670237924448
Position 11859: 0.01387063803410695
Position 9674: 0.013497255404194377
Position 16629: 0.01276623069296528
Position 3216: 0.012179069884731497
Position 5805: 0.01214631319563169
Position 4211: 0.01161207098042759
Position 3696: 0.011058672272642636
Position 4009: 0.00991299761057661
Position 2695: 0.008931704600993453
Position 4760: 0.00843929011174347
Position 1978: 0.008151594816408344
Position 2975: 0.007498745027139517
Position 2530: 0.007314901358200237
Position 2772: 0.006902551030219138
Position 11819: 0.0067666278336576315
Position 4100: 0.006639736678419132
Position 8010: 0.006563527726009065
Position 9710: 0.006411060572833783
Position 4254: 0.0064040416812717275
Position 7393: 0.006370928697127775
Position 4642: 0.0063499917479594966
Position 4377: 0.006335963994616935
Position 11663: 0.006167295990403813
Position 9310: 0.006101041633626234
Position 6682: 0.006027778358952871
Position 11779: 0.005437253619660631
Position 14521: 0.004855390080650781
Position 10625: 0.004784093592009051
Position 2753: 0.004633417146317492
Position 1645: 0.004542660354364455
Position 4532: 0.0043828686193214846
Position 4086: 0.00437980794492537
Position 7605: 0.004074750156921017
Position 6628: 0.0038023890350999726
Position 9923: 0.00378966483611076
Position 6585: 0.0035695704168308903
Position 6859: 0.003342997049941415
Position 2487: 0.0033414980458379992
Position 4033: 0.0033225094797138272
Position 3414: 0.0030579974917392424
Position 7543: 0.0028340896332678953
Position 4735: 0.0027207471572021275
Position 2554: 0.002633771728619382
Position 2165: 0.0026276126228167024
Position 9723: 0.002573560924926785
Position 6198: 0.0025603133096927986
Position 3720: 0.002487301640879461
Position 9427: 0.0023111236902490203
Position 4296: 0.0021149035369639377
Position 7396: 0.001981085794527225
Position 4580: 0.0018517559070579132
Position 2717: 0.0018329956399282562
Position 947: 0.0017861526682256888
Position 8055: 0.001749777247297363
Position 8834: 0.0017050726502511292
Position 1996: 0.0016540139549481856
Position 9387: 0.0016252722632845802
Position 6014: 0.0014937036885715525
Position 576: 0.001465334847264835
Position 4950: 0.0013506296108708746
Position 4330: 0.001305403872364318
Position 2786: 0.0012901451355749498
Position 2355: 0.0012623520222105077
Position 1239: 0.0012603261860830645
Position 9847: 0.0012292853297951874
Position 2628: 0.0012092719683654376
Position 2319: 0.0011660443258597426
Position 435: 0.0011517704134226996
Position 11586: 0.0011279999353537335
Position 2140: 0.0010767179153757446
Position 1299: 0.000879326435252109
Position 4342: 0.0008331317426484525
Position 557: 0.0008252147812133154
Position 657: 0.0008122114517682934
Position 2334: 0.000781745221027248
Position 7077: 0.0007464186176201124
Position 3359: 0.0007108108852670033
Position 6229: 0.0006785456273424444
Position 5801: 0.0006720933912464938
Position 9651: 0.0006305568728525106
Position 2295: 0.0006260222964406335
Position 768: 0.0006176765450243123
Position 4474: 0.0006055024663291812
Position 5102: 0.0006009421577008059
Position 7546: 0.0005980636494216923
Position 7672: 0.0005847711438187858
Position 3798: 0.0005724003512387903
Position 6580: 0.00046839547454147055
Position 9364: 0.00043160809299461845
Position 2212: 0.0004227401475891737
Position 3862: 0.0004156264231437699
Position 7895: 0.000405923268871147
Position 5875: 0.0004025004767995322
Position 4199: 0.000390370633586655
Position 3382: 0.00038154262488322265
Position 2448: 0.00037653531889583443
Position 9947: 0.00036165564645731574
Position 6157: 0.000353321550726074
Position 5105: 0.0003495571058383999
Position 3453: 0.00031926724801893555
Position 9359: 0.00031805737032117683
Position 2697: 0.0003076646303790424
Position 5960: 0.00030652131261438477
Position 7754: 0.00029908808596430916
Position 9210: 0.0002974596112746501
Position 5409: 0.0002758427429548192
Position 794: 0.000267258059097711
Position 8392: 0.00026236555698101114
Position 3636: 0.00025501663197290933
Position 5963: 0.00023324112995073986
Position 7440: 0.00021940652109588552
Position 605: 0.00018668835626103967
Position 4538: 0.00018623015767616692
Position 4233: 0.00017900554041483805
Position 5735: 0.0001696192911138624
Position 5989: 0.0001692151330073222
Position 5720: 0.00015677509847924963
Position 3072: 0.00015559712559739085
Position 6458: 0.00015340536460720878
Position 6490: 0.00015300565062997462
Position 3458: 0.0001479699918785298
Position 3865: 0.00014737681308319418
Position 2536: 0.00014462090402390023
Position 943: 0.00013700575884998138
Position 2099: 0.0001311126511612156
Position 3296: 0.00012857321861954978
Position 2014: 0.00012740387155956614
Position 398: 0.00012135127164418528
Position 1824: 0.00011135215845001991
Position 2060: 0.00010787110480221046
Position 3158: 0.00010555991775817615
Position 4659: 0.00010071873473437473
Position 5825: 9.703924237227438e-05
Position 1520: 9.144397061596622e-05
Position 1795: 9.103260661941746e-05
Position 7170: 8.318919421175271e-05
Position 6032: 8.10139316349e-05
Position 1102: 7.701410878745241e-05
Position 1799: 7.257283906263427e-05
Position 1747: 7.191454813413258e-05
Position 453: 7.021138381087705e-05
Position 1156: 6.820141447855581e-05
Position 3128: 6.783163590547461e-05
Position 4011: 6.528827872985551e-05
Position 1105: 6.41670716210186e-05
Position 6205: 6.292459611560344e-05
Position 2433: 5.99116520358369e-05
Position 2174: 5.801308673511924e-05
Position 2389: 5.4572028109512194e-05
Position 4978: 5.3790820157872936e-05
Position 2043: 5.127550263977179e-05
Position 3043: 4.928904387253638e-05
Position 4899: 4.4508289310976226e-05
Position 703: 4.175856925491055e-05
Position 1916: 3.34831266713812e-05
Position 4925: 3.322362191304436e-05
Position 1964: 3.243026384174477e-05
Position 2375: 3.1224713054283084e-05
Position 3197: 3.059140673178384e-05
Position 2591: 2.8936835179860632e-05
Position 965: 2.83420995030813e-05
Position 3702: 2.6108922066860177e-05
Position 770: 2.5751930979970068e-05
Position 3218: 2.3973932779174314e-05
Position 4528: 2.373968109125029e-05
Position 7091: 2.2843016410986737e-05
Position 3331: 2.2831529304164645e-05
Position 847: 2.0398926277530457e-05
Position 275: 2.0014854447730602e-05
Position 414: 1.9201005705966042e-05
Position 3232: 1.5180844329743903e-05
Position 3091: 1.5106634280976348e-05
Position 1713: 1.4116722391888414e-05
Position 1903: 1.3898674074354419e-05
Position 1948: 1.3538854743477743e-05
Position 2413: 1.3368655522475141e-05
Position 1482: 1.2325810276353742e-05
Position 6495: 1.2056886432353477e-05
Position 2214: 1.1309584437990915e-05
Position 665: 9.855076659136515e-06
Position 381: 9.068714222269706e-06
Position 3015: 8.702858499076757e-06
Position 1737: 7.130967947117666e-06
Position 1875: 7.069623661098938e-06
Position 379: 6.205657556924217e-06
Position 391: 5.35394274828471e-06
Position 4015: 4.198463203982216e-06
Position 3942: 2.2817173617999225e-06
Position 2218: 1.2907604315433233e-06
Position 2026: 7.543640094710952e-07
Position 1532: 6.706672951095886e-07
Position 2379: 6.532573865599169e-07
Position 1484: 6.212188431783781e-07
Position 1131: 6.174834456229732e-07
Position 2146: 6.167615471038927e-07
Position 1316: 6.094133170000459e-07
Position 437: 5.699926737625321e-07
Position 1478: 5.429611309740822e-07
Position 1886: 4.588613283756038e-07
Position 1429: 4.205362989797388e-07
Position 2009: 3.4858623011418196e-07
Position 2239: 3.237555689805865e-07
Position 1774: 3.1821245839923623e-07
Position 713: 2.8617290813293434e-07
Position 1039: 2.765041267355866e-07
Position 2108: 2.6500884041844623e-07
Position 2177: 2.577560097022227e-07
Position 1834: 2.4749151837468497e-07
Position 1758: 2.0566247711670125e-07
Position 2337: 1.860483513548271e-07
Position 2299: 1.5815948809754053e-07
Position 1022: 1.2812959295948724e-07
Position 1594: 1.1922377220336134e-07
Position 1456: 1.1783176103574572e-07
Position 1591: 1.1062609756988137e-07
Position 737: 7.80283092633066e-08
Position 1435: 7.219711448335793e-08
Position 1198: 7.012093117039953e-08
Position 1107: 5.67512526244827e-08
Position 1815: 4.291099664508297e-08
Position 1452: 3.992319382938289e-08
Position 1890: 3.3878213597147526e-08
Position 2992: 3.384834973345269e-08
Position 1579: 3.264199395573625e-08
Position 1403: 2.971800859596693e-08
Position 1174: 2.961298397834345e-08
Position 1652: 2.9154896025650115e-08
Position 1602: 2.037624528775189e-08
Position 820: 1.1120301071091768e-08
Position 511: 9.635663739148443e-09
Position 285: 8.917757230223473e-09
Position 1504: 8.902308171073512e-09
Position 211: 8.154997672598762e-09
Position 1761: 7.428866656127336e-09
Position 1182: 5.61111747520254e-09
Position 1063: 5.377325486736045e-09
Position 806: 8.312452962219548e-10
Position 2948: 7.966439300816903e-10
Position 1256: 1.279007405816908e-10
Position 1051: 6.33746585846831e-11
Position 1310: 2.280124525702785e-11
