Gene = GTF2E1
Position 1394: 0.006922602698251511
Position 14354: 0.006426469355762578
Position 8044: 0.004583831338816753
Position 7204: 0.004430950018707378
Position 202: 0.0044011773810471505
Position 2955: 0.004291920928660722
Position 7644: 0.0040953811063778175
Position 5982: 0.0037640094989412004
Position 6862: 0.0030549087764514256
Position 2211: 0.0028526170829168518
Position 7848: 0.002543279212588977
Position 8021: 0.0024748423840286198
Position 6189: 0.00223162646066503
Position 7936: 0.002194779160959959
Position 7820: 0.0017598989854511805
Position 5173: 0.0017280817698142206
Position 4684: 0.001412487117669561
Position 4790: 0.001378862139499658
Position 4416: 0.0013593856471038658
Position 4391: 0.0012691617173665704
Position 6470: 0.0011680590306190851
Position 7115: 0.0011557501126657976
Position 15570: 0.001057287561343221
Position 3030: 0.001003261830084995
Position 2380: 0.0009932275174935749
Position 5699: 0.0009089039279993504
Position 366: 0.0009082293573931373
Position 5576: 0.0009019508623961861
Position 6443: 0.0008703660489805712
Position 9844: 0.0008324382158813256
Position 14703: 0.0008268517078508527
Position 7017: 0.0008081193731020676
Position 1526: 0.0007912652421919346
Position 16653: 0.000736444246808464
Position 5506: 0.0006506542742417717
Position 1546: 0.0006450313540440509
Position 1476: 0.0005827664468825449
Position 1554: 0.0005048359786988299
Position 6278: 0.00047783362640535374
Position 6055: 0.000456040405362821
Position 9817: 0.00044686374881471535
Position 3066: 0.00044003437790406336
Position 17170: 0.00042559673898556267
Position 2873: 0.00041350708125797693
Position 16992: 0.0004120165150798464
Position 6929: 0.0003757340597506316
Position 17579: 0.00034907462715240466
Position 5651: 0.00034446435106623804
Position 6849: 0.0003156093269517574
Position 6111: 0.0003087537043241507
Position 2789: 0.00030695579954039795
Position 2243: 0.0003017522952922387
Position 9672: 0.0002810168839609615
Position 1976: 0.00027262569733267633
Position 11533: 0.00026754396630959107
Position 2354: 0.00026494317231842875
Position 13012: 0.00021457382592880595
Position 5772: 0.00021302437461361508
Position 2267: 0.00019055903102075102
Position 13498: 0.00018702929753743885
Position 9324: 0.00017401096165758822
Position 333: 0.00016734831251386168
Position 9626: 0.00016532435185187267
Position 2231: 0.00016377028096701768
Position 10888: 0.0001609915975988386
Position 5489: 0.00015329632603761436
Position 5000: 0.00013880276790493562
Position 3078: 0.00013873283141370722
Position 4836: 0.0001351719872428582
Position 2915: 0.00012925789170019675
Position 3354: 0.00012603304494834214
Position 9902: 0.00012066593626453602
Position 1334: 0.00011823976861457072
Position 2612: 0.00011537025131127617
Position 5509: 0.0001120811049097159
Position 4257: 0.00010822057008867763
Position 5071: 0.0001069933336611556
Position 5065: 0.00010611815871322169
Position 2689: 9.821507797981555e-05
Position 12722: 8.857194302259406e-05
Position 2180: 7.187029061148032e-05
Position 10755: 6.938974702874588e-05
Position 8218: 6.68928293378772e-05
Position 1351: 6.652664035865355e-05
Position 9688: 6.210372018076917e-05
Position 2071: 6.17680730349691e-05
Position 10850: 5.476203798448881e-05
Position 1981: 5.084074502156382e-05
Position 10306: 5.0402591048040795e-05
Position 12820: 4.895857867028659e-05
Position 12568: 4.4443038028244366e-05
Position 12545: 4.305487116817987e-05
Position 2812: 4.2954075641570755e-05
Position 1413: 3.607792221546483e-05
Position 8221: 2.607161381998793e-05
Position 14782: 2.4520249358712504e-05
Position 11087: 2.412257583193117e-05
Position 9470: 2.2258609764613682e-05
Position 12780: 2.2030083833195703e-05
Position 8599: 2.1388895072695353e-05
Position 561: 1.731873817814364e-05
Position 3524: 1.4242347017719864e-05
Position 10624: 1.193476300323911e-05
Position 7296: 1.1925729926330025e-05
Position 630: 1.1499862108011743e-05
Position 13181: 1.1285690110350407e-05
Position 7260: 7.94003837272575e-06
Position 10448: 7.699585105064407e-06
Position 10047: 5.6179920589257876e-06
Position 8268: 5.512694118046911e-06
Position 8373: 4.215724793274304e-06
Position 1792: 3.651867706218718e-06
Position 4636: 3.0475464524292746e-06
Position 9297: 2.1379667613050082e-06
Position 6666: 1.9965872926398954e-06
Position 5105: 1.7844886043957302e-06
Position 1815: 1.6947691274794312e-06
Position 7219: 1.3658649383723042e-06
Position 6753: 1.2511566483697327e-06
Position 633: 1.1806103592049667e-06
Position 784: 1.150147162649123e-06
Position 7369: 1.1468634988305932e-06
Position 1747: 8.517703399860827e-07
Position 7346: 8.222864441140362e-07
Position 4568: 7.893279552435852e-07
Position 2116: 7.317955950710305e-07
Position 1698: 6.896156033187965e-07
Position 4546: 6.397097437436876e-07
Position 3947: 5.442267261928221e-07
Position 3815: 5.339602571781773e-07
Position 4540: 5.093034068302226e-07
Position 5326: 4.837207477598408e-07
Position 4287: 4.760338675733173e-07
Position 4941: 4.6372748046343e-07
Position 5921: 4.2834554790283806e-07
Position 674: 4.1507155113935824e-07
Position 5268: 3.841104434781671e-07
Position 1719: 3.71109912023861e-07
Position 5896: 3.5925655318180333e-07
Position 3501: 3.381982166958397e-07
Position 2447: 3.2394422318221065e-07
Position 2433: 2.983646094272144e-07
Position 2621: 2.665433410173251e-07
Position 2639: 2.6641476836901647e-07
Position 93: 2.6472168730571016e-07
Position 3473: 2.571290906520841e-07
Position 3147: 2.4489435544071324e-07
Position 3823: 2.0550503376759253e-07
Position 5032: 1.9685801230921183e-07
Position 411: 1.9136147850783874e-07
Position 2092: 1.6372390531456886e-07
Position 2356: 1.3858027162917805e-07
Position 637: 1.29368453820106e-07
Position 2409: 1.2640595240914e-07
Position 3637: 1.232964191537195e-07
Position 5404: 1.1568703945468828e-07
Position 1684: 1.1465467083227051e-07
Position 361: 1.1140451310567006e-07
Position 984: 1.0438935719883478e-07
Position 565: 9.847473109178044e-08
Position 1256: 9.740990772492107e-08
Position 738: 9.491777677584434e-08
Position 1249: 8.403962607355104e-08
Position 1212: 7.276864950207026e-08
Position 3214: 6.471083499586868e-08
Position 635: 5.907538554892054e-08
Position 946: 5.7802873723045635e-08
Position 1029: 5.2138537503905e-08
Position 3158: 5.0811202841432355e-08
Position 990: 4.3176914183793427e-08
Position 2300: 2.7019853984944763e-08
Position 2128: 1.9538825339602495e-08
Position 315: 1.4003393949650158e-08
Position 243: 1.250560235548987e-08
Position 390: 1.1609178978752032e-08
Position 1760: 2.4988647689690684e-09
Position 2156: 2.456453764407901e-09
Position 741: 1.1612050808489429e-09
Position 1721: 5.20533765756252e-10
Position 219: 3.6410879093144377e-10
Position 1827: 3.444685972084492e-10
Position 3183: 3.253098014564991e-10
Position 3245: 3.1452169576357623e-10
Position 1291: 2.6679968283667154e-10
Position 1268: 2.018643644296634e-10
Position 1846: 1.991530453102357e-10
Position 1415: 1.9860392657503132e-10
Position 1575: 1.9379438416583597e-10
Position 330: 1.299915471509537e-10
Position 378: 1.0675552658278434e-10
Position 1418: 8.229893623627855e-11
Position 288: 6.704636817870701e-11
Position 264: 1.4499031916841538e-11
Position 290: 5.488433637583041e-12
Position 300: 3.0300014099833743e-12
Position 296: 2.833415801568298e-12
Position 421: 2.267892044222902e-12
Position 2312: 1.2183083689750947e-12
