Gene = CAMLG
Sorted 3' Splice Sites (High to Low Probability):
Position 5485: 0.4304899702014999
Position 2561: 0.25360033830002776
Position 13203: 0.228623477378016
Position 12257: 0.16996288483368155
Position 13224: 0.15330763812684167
Position 12726: 0.1347378165611955
Position 10164: 0.07418888272688759
Position 5415: 0.07312384058238683
Position 11002: 0.0531008209340938
Position 8005: 0.04970291315783811
Position 5394: 0.042849501867824345
Position 10214: 0.031787821861101705
Position 1215: 0.031188919521133174
Position 12943: 0.031148399486262995
Position 3241: 0.026899851475631707
Position 10189: 0.025743939577199896
Position 1399: 0.024828030274009816
Position 1259: 0.024023977963526205
Position 2964: 0.022776347248263454
Position 2564: 0.019950305117551723
Position 10587: 0.018344161584226727
Position 4922: 0.014154055243853209
Position 11210: 0.014026053112084562
Position 826: 0.011429101955395244
Position 13199: 0.01007716827350574
Position 695: 0.009014425071828213
Position 462: 0.008904786811671929
Position 531: 0.008049858858839977
Position 13592: 0.007935273030099981
Position 2638: 0.006986849096669799
Position 10558: 0.005905516080464799
Position 2846: 0.005801823185674801
Position 582: 0.00563779197287485
Position 9382: 0.0052178969514759975
Position 12201: 0.005209391115865336
Position 1186: 0.0040793550171270825
Position 12231: 0.003951964761903737
Position 8872: 0.0039373555253592474
Position 553: 0.003935010709928731
Position 3208: 0.003633143530364207
Position 3299: 0.0034440740499106547
Position 2862: 0.0033385261816535833
Position 12564: 0.003127230217877119
Position 650: 0.0031048701962453737
Position 2114: 0.0030695626625892826
Position 8721: 0.0030475290455704235
Position 3183: 0.0029991393998751665
Position 3102: 0.0028104428380245623
Position 9544: 0.002751312250675994
Position 8001: 0.0025820084158486994
Position 12151: 0.002543765241208933
Position 784: 0.0025157409909347516
Position 11075: 0.0023882047229814717
Position 604: 0.002231277994573173
Position 4569: 0.002186670257678168
Position 8157: 0.0021077019313795824
Position 4263: 0.0020386844835314794
Position 672: 0.001992259199480221
Position 8695: 0.0019834981473947863
Position 1193: 0.001903207588554893
Position 803: 0.0018285492478517004
Position 12691: 0.00174117414855892
Position 6294: 0.0017269015837197705
Position 839: 0.0016707763528452208
Position 2567: 0.0016262381694613006
Position 11388: 0.0015417181030274332
Position 1414: 0.0014822411600801863
Position 3661: 0.0014376042449875815
Position 1377: 0.0014313482841837892
Position 3630: 0.0013992782884924427
Position 5259: 0.0013656634794721456
Position 6389: 0.001349261557368197
Position 1595: 0.001304095675041668
Position 11005: 0.0011816696313680527
Position 8844: 0.0011791252290971202
Position 7389: 0.001167584465821946
Position 8895: 0.0011444749037185665
Position 2824: 0.001095970788322803
Position 442: 0.0010929915417307783
Position 2041: 0.0010761233905741774
Position 2810: 0.001055179158396876
Position 3000: 0.000960171377043531
Position 6340: 0.0009371377997408003
Position 2619: 0.0009322145399069669
Position 758: 0.0009317924102801133
Position 6688: 0.0008741989900901642
Position 2851: 0.0008609093304200789
Position 1125: 0.0008056527981159494
Position 6215: 0.0007847034794528854
Position 2788: 0.000739068235554425
Position 7676: 0.0007026798666604453
Position 6428: 0.0006986022859623375
Position 8338: 0.0006449473914883969
Position 9797: 0.0006391234754692732
Position 1219: 0.0006219544544398777
Position 8025: 0.0006151499170609907
Position 5722: 0.0005877909431830274
Position 707: 0.0005659359383297345
Position 392: 0.0004992459363415415
Position 2760: 0.0004969771425443166
Position 6275: 0.0004900745457190709
Position 2457: 0.00048084265529020447
Position 9162: 0.00047227737129952726
Position 2996: 0.0004564153988793453
Position 5551: 0.0004525335817619281
Position 2873: 0.00044649426864616
Position 5783: 0.00044116595685223496
Position 10611: 0.0004252404751385666
Position 1987: 0.00042380989217972255
Position 2755: 0.0004054757087964876
Position 2590: 0.00038721844892701946
Position 5656: 0.00038348445646237535
Position 5909: 0.00037207068704716347
Position 3131: 0.0003564652314475918
Position 4886: 0.00033067639376205255
Position 8160: 0.00032901547808873423
Position 1395: 0.0003255786666466806
Position 2509: 0.00031359032207973374
Position 5262: 0.000297696448098895
Position 6570: 0.0002859905906117377
Position 624: 0.0002282845046357712
Position 3967: 0.00022567748270352188
Position 2137: 0.00021995345450969705
Position 3331: 0.00020898609656691569
Position 2430: 0.00020146726421927145
Position 1958: 0.0001968666863529522
Position 2384: 0.0001813354892024887
Position 2360: 0.00017620088341912006
Position 5607: 0.0001581288145890391
Position 907: 0.00015804115295736543
Position 5118: 0.00015008207118139273
Position 3105: 0.00013754960793712623
Position 3552: 0.00012771234793963488
Position 4420: 0.00012541965250725034
Position 7886: 0.00012373086408405359
Position 2290: 0.00011320291917286154
Position 1304: 9.869971538696494e-05
Position 4097: 9.769267399781513e-05
Position 2293: 8.980697556707226e-05
Position 872: 7.94288911047542e-05
Position 1139: 7.685080408851246e-05
Position 957: 6.871854776057556e-05
Position 2848: 6.418775892793341e-05
Position 2539: 6.256871695559257e-05
Position 6278: 5.9067905296069434e-05
Position 5634: 5.7590801640241434e-05
Position 3151: 5.210812244689788e-05
Position 1852: 5.0260373409531896e-05
Position 2520: 4.945554214980561e-05
Position 4423: 4.7600758375440413e-05
Position 2796: 4.379930306824415e-05
Position 3977: 4.320863241372051e-05
Position 2120: 4.000625224683282e-05
Position 2319: 3.7398158461533625e-05
Position 2020: 3.668519469327718e-05
Position 2271: 3.4106077874899897e-05
Position 1817: 3.396671659070138e-05
Position 1113: 3.38173642642787e-05
Position 4638: 3.064562025703473e-05
Position 4800: 2.9814956659119753e-05
Position 245: 2.9055359232774602e-05
Position 4019: 2.501786056741397e-05
Position 473: 2.4039519153001433e-05
Position 1419: 2.371499261367538e-05
Position 4167: 2.259812174882743e-05
Position 1895: 2.247246017596112e-05
Position 4269: 2.146679415255177e-05
Position 2197: 1.9026776160969206e-05
Position 998: 1.6290714446067443e-05
Position 1661: 1.6226838737199634e-05
Position 1647: 1.581842115901546e-05
Position 566: 1.435187129325941e-05
Position 1106: 1.400258951587321e-05
Position 1945: 1.3733043109910172e-05
Position 274: 1.295516004303885e-05
Position 1476: 9.749447677825526e-06
Position 1567: 6.829007024558553e-06
Position 1201: 6.3662490849681585e-06
Position 1750: 6.322953773119713e-06
Position 1445: 6.247577320089618e-06
Position 1095: 5.560308780016703e-06
Position 2587: 5.551306475547621e-06
Position 2214: 5.162352721375046e-06
Position 2218: 5.151839921089155e-06
Position 1085: 4.94639605594084e-06
Position 2660: 4.668366548824635e-06
Position 985: 4.591214000539408e-06
Position 1620: 4.41317612137502e-06
Position 1267: 3.563978602564363e-06
Position 2686: 3.3212969909804865e-06
Position 1493: 2.9222390321296145e-06
Position 509: 2.8571908404060847e-06
Position 915: 2.529232540088299e-06
Position 1455: 2.2255110678313714e-06
Position 2763: 2.1566669421838987e-06
Position 197: 2.096930489318847e-06
Position 2593: 2.0700198186003123e-06
Position 1068: 1.3926667359612705e-06
Position 2459: 1.3385173263795279e-06
Position 680: 5.102647470964124e-07
Position 2414: 3.6383575261823066e-07
Position 654: 2.9389303146232745e-07
Position 909: 2.8257883760167286e-07
Position 1003: 2.2778432169791173e-07
Position 2370: 2.1405545314400616e-07
Position 3847: 1.9824883424980177e-07
Position 1236: 1.912517014374056e-07
Position 1231: 1.8747884111363438e-07
Position 877: 1.225346669484653e-07
Position 1153: 1.1167957864546294e-07
Position 533: 6.568543098750176e-08
Position 1270: 3.821482679532921e-08
Position 919: 3.647098459384519e-08
Position 1001: 3.473944277753145e-08
Position 940: 3.234945771447039e-08
Position 104: 1.5235591219499036e-08
Position 1078: 1.3161966290349252e-08
Position 887: 1.1044287195074879e-08
Position 897: 7.924344477537835e-09
Position 938: 7.621160879587319e-09
Position 343: 6.695739717342182e-09
Position 926: 3.634030210147031e-09
Position 891: 3.1311806752030064e-09
Position 180: 2.852384359609249e-09
Position 209: 2.7768994628884178e-09
Position 224: 2.7468938076021275e-09
Position 315: 8.216894877164821e-10
Position 171: 2.870616091535117e-11
Position 283: 4.8027100036746e-12
Position 220: 2.2844974218800956e-12
Position 157: 2.06896279622488e-12
Position 118: 8.373537663398157e-13
Position 125: 3.566072930304549e-13
Position 155: 2.752996305423171e-13
Position 296: 2.592271428713806e-14
Position 298: 1.4290342580355057e-15
