Gene = PITHD1
Position 1801: 7.868618514114227e-05
Position 1232: 7.860762519725719e-05
Position 1150: 7.124233773311347e-05
Position 281: 6.712362659079101e-05
Position 827: 6.204939615508504e-05
Position 1043: 5.986099341970967e-05
Position 466: 4.308526969357687e-05
Position 945: 2.4997442771728615e-05
Position 577: 2.4677389950192885e-05
Position 692: 1.7620960579389333e-05
Position 203: 1.4253339390026003e-05
Position 8658: 1.4139428620137695e-05
Position 948: 1.3851261970053736e-05
Position 121: 1.3837971116650314e-05
Position 901: 1.3698232835096277e-05
Position 8614: 1.113465310649633e-05
Position 1357: 8.050800545106225e-06
Position 560: 7.242585506410992e-06
Position 854: 3.4432534101643044e-06
Position 8805: 3.0434169589245427e-06
Position 697: 2.8856121835900285e-06
Position 42: 2.6494067631311275e-06
Position 680: 2.2760344392055118e-06
Position 2264: 2.1795053692953286e-06
Position 3833: 2.079101901853474e-06
Position 3956: 1.9794708979092823e-06
Position 775: 1.9321671775030357e-06
Position 365: 1.8910615383318669e-06
Position 661: 1.7445941985545191e-06
Position 8423: 1.3372511588425093e-06
Position 350: 1.1849411554125205e-06
Position 139: 6.982337775585024e-07
Position 369: 4.368959433809638e-07
Position 1916: 4.089988253261624e-07
Position 558: 3.6577809190420237e-07
Position 1610: 3.403212376078234e-07
Position 517: 2.0695691860105663e-07
Position 1413: 1.9619250174260395e-07
Position 386: 1.4401868882554628e-07
Position 1631: 1.07314234174946e-07
Position 431: 9.634487030667365e-08
Position 1427: 6.096249137568932e-08
Position 113: 3.5676831473671873e-08
Position 348: 1.0994211588778774e-08
Position 407: 3.518614651133176e-09
Position 589: 3.366137465701176e-09
Position 522: 2.659078932965132e-09
Position 425: 2.4071779113005796e-10
Position 270: 1.6367282373675457e-10
Position 14: 1.4866615565799279e-10
Position 463: 7.164076165324733e-11
Position 105: 4.7319079638021806e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7269: 0.9404739838226265
Position 7909: 0.8165951674668205
Position 1458: 0.6892625567799324
Position 9345: 0.34484999443552167
Position 8869: 0.2757380892478477
Position 5625: 0.2615479971094159
Position 1032: 0.23205546181985856
Position 6338: 0.15532066910654058
Position 9468: 0.08136445136928543
Position 775: 0.07530357151646086
Position 9530: 0.05266812957036744
Position 5856: 0.031231308506217383
Position 5091: 0.030892435623173283
Position 8972: 0.029776671091105853
Position 8775: 0.02767304371854389
Position 553: 0.026692065656270223
Position 1426: 0.025112726124664315
Position 8575: 0.022381034897200346
Position 945: 0.020381820644534494
Position 7724: 0.020025354148804
Position 8279: 0.018894068857109397
Position 9366: 0.016438730939102347
Position 9110: 0.015539923636168141
Position 8684: 0.015044950856044164
Position 4616: 0.014073834095895358
Position 6356: 0.013787273561253597
Position 9252: 0.011280320447940197
Position 8628: 0.010716965904754816
Position 8656: 0.00980450679378651
Position 3181: 0.008721292501495904
Position 7775: 0.008492548855634422
Position 7693: 0.007415984495426459
Position 5231: 0.007333888526307532
Position 5558: 0.007123009489260434
Position 8822: 0.006770158597604025
Position 9713: 0.006310586911151361
Position 7457: 0.006126288175994763
Position 6767: 0.005683674286576074
Position 486: 0.005505906794272818
Position 8151: 0.005300646051932363
Position 6309: 0.004978501905928877
Position 5528: 0.004621619109557376
Position 7971: 0.0046083056930264635
Position 6401: 0.004356918627826915
Position 5234: 0.004344690447515038
Position 730: 0.004072673836145071
Position 7307: 0.004065684786065606
Position 7643: 0.004048472677307591
Position 727: 0.004005633492687323
Position 6312: 0.0037052091285262687
Position 391: 0.0036964718910854105
Position 980: 0.00359080785233913
Position 3329: 0.0034628683540767315
Position 442: 0.0032655755876990467
Position 1412: 0.003227269136782212
Position 8255: 0.0031449682200712396
Position 1104: 0.002872519502188222
Position 8368: 0.0028534960877975753
Position 8631: 0.0027839308745319104
Position 7664: 0.0026622811527179926
Position 7688: 0.002620809366506525
Position 5067: 0.0026136281814670265
Position 8953: 0.002453152781612772
Position 5313: 0.0023974112412734473
Position 8514: 0.002358189578837607
Position 2228: 0.0022799159545506104
Position 746: 0.0022417556203840738
Position 3276: 0.002166183329254605
Position 8852: 0.0020684643111326417
Position 1176: 0.0019195021638532608
Position 8125: 0.0017972006282418595
Position 9821: 0.0016977168456108643
Position 8371: 0.0016679602508294792
Position 3652: 0.0015432558868091965
Position 1721: 0.0015389297724228736
Position 2062: 0.00151052176416331
Position 5260: 0.0012933901195895843
Position 9184: 0.0011705623912452322
Position 7821: 0.001144837840728058
Position 7616: 0.001135653388693981
Position 787: 0.0010903614826483206
Position 951: 0.001070673955896772
Position 5368: 0.0010678489986166938
Position 4408: 0.0010360887691324941
Position 9397: 0.0010220906190935703
Position 6018: 0.0010193198163539635
Position 5406: 0.0010177570768249101
Position 8422: 0.0010035187987826324
Position 167: 0.0009915204337770033
Position 7509: 0.000987592947882466
Position 7781: 0.0009759258187349185
Position 7621: 0.0009317593675966202
Position 832: 0.0009152116418889253
Position 3610: 0.0008301655093901378
Position 182: 0.0008273184358167464
Position 2026: 0.000825612456427721
Position 5880: 0.0008011867384256619
Position 6839: 0.0008000239033246952
Position 7778: 0.0007385140837654082
Position 1051: 0.0006749185518091181
Position 7162: 0.0006583549549417032
Position 8464: 0.000652316818426698
Position 8827: 0.0005619246546200729
Position 9481: 0.000533746828531537
Position 916: 0.0005153111526470202
Position 1081: 0.0004945542865957048
Position 842: 0.0004745842827488747
Position 1394: 0.00047207049399121317
Position 1237: 0.00045901300002589723
Position 7441: 0.0004246340234960151
Position 9400: 0.0004203674374293841
Position 7734: 0.00041637716488729246
Position 703: 0.00036951331078860993
Position 9298: 0.00036509897477996227
Position 170: 0.0003418687941523636
Position 1043: 0.0003345981749404927
Position 8924: 0.00033000466989440336
Position 224: 0.0002929061656626591
Position 7417: 0.00026840427388829955
Position 9035: 0.0002512263762028384
Position 5511: 0.0002458046140146783
Position 9724: 0.00023550141826224463
Position 8303: 0.00023439640709124466
Position 1133: 0.00021123708182037
Position 8184: 0.00020391120321830696
Position 1477: 0.00018187457958790176
Position 4075: 0.00017432206112997172
Position 4382: 0.00015404616904347263
Position 5459: 0.00015261356802467714
Position 7176: 0.00013154938216902997
Position 7479: 0.00013101878689776662
Position 568: 0.00012051208575573132
Position 3208: 0.00010644196517145776
Position 3225: 0.00010303750200581122
Position 4612: 9.539263354246507e-05
Position 8884: 9.1814136532254e-05
Position 6021: 9.003829760951182e-05
Position 1376: 8.650813690281824e-05
Position 988: 8.349504201040672e-05
Position 1528: 8.236650576360303e-05
Position 1764: 6.753570164185788e-05
Position 1878: 6.506770167358083e-05
Position 790: 6.484769321897904e-05
Position 956: 6.41784422457946e-05
Position 7288: 5.973461599190927e-05
Position 1157: 5.482919060148595e-05
Position 7699: 4.208083611190781e-05
Position 672: 3.9045333833943504e-05
Position 3504: 3.5370933917763486e-05
Position 1302: 3.0744825221707004e-05
Position 179: 2.968844732920712e-05
Position 2146: 2.785888905037718e-05
Position 877: 2.7351045843557404e-05
Position 3997: 2.5318823250226287e-05
Position 2067: 2.448954282905488e-05
Position 535: 2.4121538182019642e-05
Position 527: 2.39567672287673e-05
Position 4775: 2.270418779885024e-05
Position 4636: 2.139577873156142e-05
Position 1113: 2.048722314614066e-05
Position 402: 1.96514706218685e-05
Position 415: 1.6232117791943052e-05
Position 1210: 1.388063981869654e-05
Position 3417: 1.3737561403311103e-05
Position 1977: 1.2863163252168757e-05
Position 1829: 1.0600446493418835e-05
Position 572: 1.034909938029508e-05
Position 4241: 8.734064118041175e-06
Position 1790: 8.47495717872745e-06
Position 1605: 8.370973910566677e-06
Position 636: 8.013215052981981e-06
Position 247: 6.981195824937585e-06
Position 920: 6.80862030523878e-06
Position 1207: 6.331335399355732e-06
Position 1260: 5.325673499039484e-06
Position 1916: 4.17972448316335e-06
Position 570: 3.665193426200948e-06
Position 517: 3.183891320739781e-06
Position 922: 3.064124318906896e-06
Position 1159: 2.6392012080512567e-06
Position 3765: 2.48925192196666e-06
Position 7696: 2.46672455271192e-06
Position 886: 2.4455441336384223e-06
Position 893: 2.404540087096248e-06
Position 6334: 2.313816240356928e-06
Position 259: 1.8081702573172874e-06
Position 278: 1.6732448156936244e-06
Position 584: 1.5193470876803407e-06
Position 3398: 1.5172106549929623e-06
Position 502: 1.431305187307382e-06
Position 1057: 1.3995232265642845e-06
Position 461: 1.2391850715920842e-06
Position 1124: 1.1118408530278392e-06
Position 8089: 1.032756554736515e-06
Position 3251: 9.787631753431244e-07
Position 245: 6.855517863831784e-07
Position 4054: 4.727665148470065e-07
Position 3733: 4.58146201044919e-07
Position 3720: 4.514906019183361e-07
Position 1352: 3.5659187262309137e-07
Position 453: 2.7782899461013376e-07
Position 2195: 2.4023973462559146e-07
Position 254: 2.2814134600545282e-07
Position 1294: 2.1979847630113956e-07
Position 1285: 2.1892999471689848e-07
Position 1339: 1.7596540138014497e-07
Position 458: 8.741567267054574e-08
Position 127: 6.975008038098529e-08
Position 674: 3.5593626898973035e-08
Position 3680: 3.01983039244754e-08
Position 1484: 2.9353701147739182e-08
Position 901: 2.9260436990638104e-08
Position 3696: 2.9109159470011506e-08
Position 1727: 2.6276869595655157e-08
Position 496: 2.1515212797297865e-08
Position 1845: 1.9901931961848988e-08
Position 657: 1.4895655824837164e-08
Position 1248: 1.3607370008382908e-08
Position 308: 1.0240283378965891e-08
Position 1745: 1.0138110829798877e-08
Position 342: 3.926499734945535e-09
Position 1736: 3.205221773391423e-09
Position 646: 3.142627993036101e-09
Position 504: 2.6239067545493226e-09
Position 641: 1.8675720602105614e-09
Position 953: 1.6660730058246557e-09
Position 290: 1.179413209630262e-09
Position 287: 5.163751656396124e-11
Position 1215: 7.210974773203282e-12
Position 650: 2.518468280556363e-12
Position 96: 2.6908079223708676e-14
Position 87: 4.4658389353563145e-15
Position 85: 1.0124567878288464e-15
