Gene = MAT2B
Position 9708: 0.00032981781777541107
Position 3635: 0.0003047740914860949
Position 9935: 0.0002946332564702091
Position 4207: 0.0002892016074943525
Position 476: 0.00028158057262599894
Position 9188: 0.0002814141439217238
Position 10371: 0.0002638655179838334
Position 8722: 0.0002596255134590363
Position 13273: 0.00025537260990420057
Position 956: 0.0002506418864830172
Position 12569: 0.00024710059461232573
Position 8568: 0.0002404897964912023
Position 3755: 0.00022977803407173947
Position 8584: 0.00022592903391398806
Position 11847: 0.00022491231631961977
Position 12387: 0.0002227244436030259
Position 3959: 0.00022194361286969382
Position 3089: 0.0002217910030134504
Position 10765: 0.00021740273126462535
Position 9541: 0.00021294445643095598
Position 13121: 0.00020775146805672142
Position 8246: 0.00020387759198902116
Position 13112: 0.00020004710655355685
Position 11685: 0.0001830330253032067
Position 12284: 0.0001693101217446034
Position 13277: 0.00016571541933531927
Position 9737: 0.0001647644156515241
Position 11097: 0.00016181453328036432
Position 1154: 0.00015299627690136834
Position 12113: 0.00015269541136808424
Position 4283: 0.0001360611692070536
Position 12855: 0.00011739068476674408
Position 10866: 0.00011377715146285133
Position 11094: 0.00011036194940620826
Position 10928: 0.00010720309512884908
Position 10588: 9.860721896576849e-05
Position 10616: 9.199331428065899e-05
Position 426: 8.12683886998659e-05
Position 9260: 7.607019773763575e-05
Position 3370: 7.224110262158129e-05
Position 9536: 7.159586358447008e-05
Position 9367: 7.021219330173544e-05
Position 9355: 6.501030139549742e-05
Position 10079: 6.201596809557608e-05
Position 8982: 6.149403685906195e-05
Position 13091: 5.671319528236435e-05
Position 12815: 5.660065604617312e-05
Position 1358: 5.5973879409194046e-05
Position 6730: 4.359040023088516e-05
Position 6648: 4.3263307119655705e-05
Position 8485: 4.208052107143189e-05
Position 9474: 3.4290717653282895e-05
Position 8194: 3.3072174681926806e-05
Position 1545: 2.8830859560589657e-05
Position 5743: 2.8533067615776872e-05
Position 2181: 2.6520114320076582e-05
Position 1082: 2.272168205379686e-05
Position 930: 2.072070074367166e-05
Position 11233: 1.6860561078292406e-05
Position 8742: 1.0797465819643656e-05
Position 2141: 9.283937577947721e-06
Position 1401: 5.976827002217081e-06
Position 9610: 2.5995693733736316e-06
Position 3465: 2.373299680871088e-06
Position 8185: 1.862546220971622e-06
Position 651: 1.644917663154135e-06
Position 569: 1.153883741296715e-06
Position 3985: 1.034387620620269e-06
Position 9210: 1.01850208604703e-06
Position 777: 7.439119853180039e-07
Position 3114: 4.904484025402338e-07
Position 8932: 4.808628429360054e-07
Position 3741: 3.8100750075367735e-07
Position 9213: 3.748601043585032e-07
Position 644: 2.589884738263726e-07
Position 1439: 2.3487578318699017e-07
Position 494: 2.05052665075287e-07
Position 3857: 1.843957302090808e-07
Position 11855: 1.8416752839094524e-07
Position 355: 1.6757630893850684e-07
Position 305: 1.4563258579064953e-07
Position 485: 1.4426022705318186e-07
Position 699: 1.2297164048472439e-07
Position 9740: 1.1926965493176136e-07
Position 483: 1.102114493407368e-07
Position 1110: 1.0732933499264306e-07
Position 802: 1.0250633298073299e-07
Position 3662: 9.944282098479459e-08
Position 319: 9.734233791436944e-08
Position 2442: 8.879335013310549e-08
Position 2209: 7.166886532517568e-08
Position 1261: 5.89448592223976e-08
Position 2492: 5.460442167181195e-08
Position 1461: 5.105205898789461e-08
Position 980: 5.044672239226645e-08
Position 398: 4.2832593690587725e-08
Position 2449: 4.159213746214342e-08
Position 580: 3.892702555531727e-08
Position 430: 3.4292890492301484e-08
Position 851: 3.380999978602395e-08
Position 457: 3.214810605710586e-08
Position 796: 2.99662874809755e-08
Position 235: 2.871452829280139e-08
Position 1258: 2.7496089176359144e-08
Position 840: 2.2073059398034084e-08
Position 2783: 2.1852975896202703e-08
Position 585: 1.717572922626201e-08
Position 9146: 1.574827984174851e-08
Position 1322: 1.5288671370358357e-08
Position 2623: 8.839813614616364e-09
Position 1236: 8.425916691699979e-09
Position 1057: 6.963704488083481e-09
Position 185: 6.68483399629704e-09
Position 1283: 6.433851514723579e-09
Position 370: 6.315074377190289e-09
Position 763: 6.143679719634576e-09
Position 248: 5.134666362210495e-09
Position 1592: 5.042189845788659e-09
Position 1694: 4.834527056358016e-09
Position 2497: 4.573022109555247e-09
Position 2090: 4.265656849821821e-09
Position 855: 4.213964994379875e-09
Position 1117: 3.748014776105705e-09
Position 939: 3.7008888191312727e-09
Position 1853: 3.634338544550562e-09
Position 206: 3.3648210876287367e-09
Position 998: 2.8912039644747026e-09
Position 1464: 2.8796769994688748e-09
Position 201: 2.474043548723486e-09
Position 1456: 2.3843607653417346e-09
Position 1411: 2.2253237982671653e-09
Position 443: 1.9120957143062404e-09
Position 743: 1.8253603005429902e-09
Position 257: 1.7061354838906916e-09
Position 1735: 1.6516735760143086e-09
Position 434: 6.479944804536632e-10
Position 730: 3.687421427562586e-10
Position 591: 3.186029075571973e-10
Position 576: 3.139434931891661e-10
Position 620: 3.051797049017167e-10
Position 437: 2.1194861720681082e-10
Position 129: 2.0959912884678535e-10
Position 210: 1.0452387738269194e-10
Position 97: 7.097348648809573e-11
Position 157: 6.880341008896281e-11
Position 115: 3.5951214254164206e-11
Position 100: 3.442371493289002e-11
Position 745: 9.102903093610456e-12
