Gene = UTS2B
Position 1641: 0.00012800194078040384
Position 939: 0.00012443500615106292
Position 511: 0.00012259822947895694
Position 2745: 0.00011823250621195047
Position 3550: 0.00010554024154511812
Position 2371: 0.00010456552258532771
Position 3526: 0.00010299927692404387
Position 3913: 9.145026779715904e-05
Position 3620: 9.089171827321969e-05
Position 1060: 8.779311602443865e-05
Position 3204: 8.277468728753529e-05
Position 3082: 8.024914500738542e-05
Position 3045: 7.631067822753646e-05
Position 3286: 6.464754103619697e-05
Position 1609: 6.431885429347588e-05
Position 2742: 5.197495718095315e-05
Position 690: 4.347367756166338e-05
Position 2051: 4.274146139613483e-05
Position 2698: 3.9986893348667495e-05
Position 3585: 3.158863013753514e-05
Position 1219: 3.0385177341897597e-05
Position 3400: 3.029060909280206e-05
Position 362: 3.0001556388593702e-05
Position 1034: 2.5042922369724817e-05
Position 942: 2.4782078273309815e-05
Position 608: 2.0489760041243568e-05
Position 1383: 2.025279030759496e-05
Position 1721: 1.7000123584296195e-05
Position 934: 1.6525980498549108e-05
Position 579: 1.3123070620906995e-05
Position 450: 1.1582696274871528e-05
Position 4736: 9.304942184006791e-06
Position 976: 4.054010908520363e-06
Position 985: 3.6301391097132425e-06
Position 454: 3.3766593542167248e-06
Position 1668: 3.243622677528849e-06
Position 1570: 2.1541270179452103e-06
Position 1497: 1.4716850304976813e-06
Position 1444: 1.3403510182991154e-06
Position 1565: 1.2304634647439632e-06
Position 2264: 1.1977846967821578e-06
Position 1651: 1.123265074354377e-06
Position 1052: 1.0423651939495938e-06
Position 945: 1.0186479804667792e-06
Position 1015: 7.432380044178165e-07
Position 1419: 5.922418875933278e-07
Position 964: 4.6593395585346176e-07
Position 359: 4.357520450684032e-07
Position 1465: 4.022388397619997e-07
Position 458: 2.0418620247679502e-07
Position 4285: 1.7900459719397873e-07
Position 1031: 1.7584965900624823e-07
Position 1621: 2.9028865993164267e-08
Position 1256: 2.837750139475891e-08
Position 1577: 2.814696561732443e-08
Position 2212: 2.2068937131510088e-08
Position 329: 1.204633695308225e-08
Position 371: 9.094019679255832e-09
Position 374: 8.725101702360535e-09
Position 295: 6.797177403142712e-09
Position 380: 6.12695811932135e-09
Position 2195: 5.691810837319452e-09
Position 333: 1.3121442041576803e-09
Position 382: 8.021648231227545e-10
Position 341: 6.414307964186481e-10
Position 633: 4.103383612781543e-10
Position 1159: 3.555338301345823e-10
Position 552: 1.915905400372914e-10
Position 337: 1.7687660175493283e-10
Position 368: 1.7082326679767722e-10
Position 366: 1.1001311623154834e-10
Position 118: 9.569116366114427e-11
Position 522: 8.699365849276933e-11
Position 700: 3.2864470185210623e-11
Position 1040: 2.7939550163615367e-11
Position 164: 2.0480716936665573e-11
Position 1133: 1.0021884828960198e-11
Position 486: 5.4983931837598445e-12
Position 539: 5.0654109866840325e-12
Position 122: 4.201753349069134e-12
Position 174: 2.5029874084886823e-12
Position 182: 7.128227718160273e-13
Position 127: 1.041172144934971e-13
