Gene = DUS4L
Position 635: 1.1630739748205645e-07
Position 418: 8.118030324568051e-08
Position 751: 1.0347191353777518e-08
Position 640: 7.028508127872492e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3091: 0.9847155959233107
Position 13354: 0.9507531315410533
Position 12407: 0.8554106074032394
Position 11127: 0.6338317272700955
Position 7096: 0.578505679510297
Position 1196: 0.4621573844580175
Position 629: 0.2814624578898971
Position 807: 0.27934428245660736
Position 1391: 0.2491108826969804
Position 7186: 0.2472824545676967
Position 9745: 0.18917180928023902
Position 11189: 0.1868117978187605
Position 11229: 0.15349287511688647
Position 7649: 0.13177756320568534
Position 3796: 0.11397874748625897
Position 9624: 0.10126082415837552
Position 6197: 0.08326114043520967
Position 2593: 0.0771283602466508
Position 9768: 0.07533909065477076
Position 890: 0.07044399356674913
Position 12436: 0.0628948448772238
Position 893: 0.06194368582043328
Position 7531: 0.05693779662239571
Position 12734: 0.05681267693196747
Position 12802: 0.049812819762474224
Position 785: 0.04945306220659146
Position 1160: 0.048159570388870546
Position 7198: 0.038544104740038033
Position 6279: 0.03682739226169268
Position 6875: 0.03662183596784766
Position 12762: 0.033705167178657645
Position 963: 0.03224152951602813
Position 12450: 0.0311898099551809
Position 12383: 0.029654202893346013
Position 3852: 0.02366447649672132
Position 3799: 0.023628070046951867
Position 12790: 0.02164114926897698
Position 8568: 0.01975047516739624
Position 1236: 0.019276831656358392
Position 12868: 0.018984381423182442
Position 6282: 0.01719532365034592
Position 11758: 0.016888797754051457
Position 769: 0.016454469337195035
Position 7661: 0.01123700437986376
Position 13979: 0.011040312925763336
Position 13084: 0.01000916294905013
Position 12428: 0.009772022670924231
Position 12217: 0.009577868513346242
Position 1358: 0.009114767229862314
Position 6326: 0.008320149475320804
Position 6952: 0.007499164484391233
Position 199: 0.007109781369874672
Position 3118: 0.007003995174486852
Position 13030: 0.006686956464864188
Position 9814: 0.0064104004008916195
Position 1087: 0.006028155781832816
Position 14341: 0.005985833800676887
Position 11916: 0.005757076687271902
Position 7169: 0.0056332645600177976
Position 12841: 0.0055626131277114015
Position 3725: 0.005267323255361127
Position 13638: 0.005076659949194459
Position 6791: 0.005071140471333793
Position 14151: 0.0049424270289545056
Position 9317: 0.004648354408503692
Position 3074: 0.004542877168467433
Position 635: 0.004222702812202244
Position 861: 0.004152386483959162
Position 1041: 0.003994149681391201
Position 929: 0.0038782664960956797
Position 9270: 0.003822273596593818
Position 1887: 0.0038137397350945478
Position 202: 0.003766687082957638
Position 9861: 0.0037534363215242705
Position 3855: 0.0037125118335251976
Position 923: 0.003518498157255246
Position 14390: 0.003471706810253991
Position 8643: 0.0034560657696566435
Position 695: 0.003266964690120443
Position 1202: 0.0031194007070409046
Position 186: 0.003054854506596686
Position 11160: 0.0029876037013408688
Position 7596: 0.002770378329297936
Position 858: 0.002720799413495348
Position 593: 0.00239634487597922
Position 11919: 0.002267578527551217
Position 12481: 0.0021898090340388334
Position 3190: 0.0021285705324831927
Position 4101: 0.0021178730166521247
Position 4032: 0.0018673473209821674
Position 13185: 0.0017645256117834907
Position 7567: 0.0017227466801654988
Position 12890: 0.0017186523870186346
Position 14282: 0.0017026147217820337
Position 12894: 0.0016554280580155253
Position 14362: 0.0016151933438893814
Position 13064: 0.0014984344688379568
Position 14007: 0.0014482980189981303
Position 2167: 0.0014442910072738112
Position 1401: 0.0014376238056756274
Position 1310: 0.0014239536705154586
Position 9246: 0.0012776454757836605
Position 672: 0.0012369073230616883
Position 7696: 0.001228788736395787
Position 13739: 0.0012220100927282126
Position 12457: 0.001103633859459087
Position 12546: 0.001052775273731394
Position 1492: 0.0009901053079567027
Position 14000: 0.0009472150585333273
Position 11084: 0.0008521305623425373
Position 2097: 0.0008134124050162181
Position 1000: 0.0007793502502658867
Position 2597: 0.0007575301582296505
Position 11728: 0.0006768624023505026
Position 13997: 0.0006635613542023299
Position 13145: 0.0006264702880079566
Position 2082: 0.0005956021799405362
Position 9439: 0.0005827489217167944
Position 462: 0.0005669796566008178
Position 13701: 0.0004904200343196288
Position 1429: 0.00046409868754575495
Position 11778: 0.0003945077701873156
Position 3575: 0.0003940961148404984
Position 3148: 0.00039064326304055557
Position 905: 0.00038627509348359613
Position 813: 0.00034448837160088824
Position 7766: 0.00033533396743794805
Position 1406: 0.000332997292829029
Position 1209: 0.0003285412192785945
Position 14500: 0.00031976879807975
Position 1750: 0.000316600266080774
Position 11754: 0.0003009946590668796
Position 2022: 0.00026778680467527845
Position 13963: 0.00026569896073731726
Position 13126: 0.00026195224441061005
Position 12875: 0.0002520603011957097
Position 1586: 0.000233447973256134
Position 13097: 0.00022855070752690655
Position 13771: 0.0002272537061111927
Position 3662: 0.0002242034605467678
Position 3732: 0.00022307662241610764
Position 499: 0.00022291839213507618
Position 12767: 0.0002112180871778109
Position 13886: 0.00020838012221756493
Position 4624: 0.00020820758770713667
Position 4683: 0.00020095747047910262
Position 14231: 0.00019589179346126453
Position 3020: 0.00018192330528248916
Position 13684: 0.00017696551145219685
Position 1101: 0.00017198455511818498
Position 13846: 0.00016928158458217544
Position 11828: 0.0001570357099616193
Position 1320: 0.00015598313537256128
Position 455: 0.00014929733314823752
Position 4603: 0.00014785352138935927
Position 836: 0.00014282329631764638
Position 13745: 0.00014104307234505083
Position 13758: 0.0001378960349529949
Position 4005: 0.00012249439433560677
Position 14463: 0.00011847345665028454
Position 13061: 0.00011485929892389298
Position 7712: 0.00011298679707120435
Position 2534: 0.00011174789405695428
Position 240: 9.229847524740918e-05
Position 9050: 8.439458462866718e-05
Position 13015: 8.274694443546044e-05
Position 3295: 7.173826549347892e-05
Position 13585: 6.731545122130445e-05
Position 12981: 6.3800058779108e-05
Position 13293: 6.229735368655039e-05
Position 1610: 6.218849046503391e-05
Position 718: 5.781394959148396e-05
Position 13606: 5.700340927533735e-05
Position 13687: 5.6380417030485515e-05
Position 13310: 5.573355136784346e-05
Position 3907: 5.059598807981632e-05
Position 14194: 4.5735006233701985e-05
Position 14162: 4.3189264621853424e-05
Position 12343: 3.9112219680133176e-05
Position 12247: 3.8592297552669935e-05
Position 482: 3.845737753319939e-05
Position 409: 3.3625580294542125e-05
Position 710: 3.236382519408277e-05
Position 477: 2.9412580494709693e-05
Position 385: 2.7364620244463748e-05
Position 13646: 2.5417463732640718e-05
Position 13410: 2.4454438475670333e-05
Position 824: 2.286107505025578e-05
Position 207: 2.127693113016227e-05
Position 3499: 2.044305600698004e-05
Position 1089: 2.0058135339286602e-05
Position 646: 1.8913498397666504e-05
Position 275: 1.8715177499921638e-05
Position 843: 1.7471383599728007e-05
Position 3337: 1.6923157952140927e-05
Position 832: 1.6394454420370022e-05
Position 3538: 1.2393032756724374e-05
Position 307: 1.1879669609271933e-05
Position 3941: 1.1533301331377456e-05
Position 3519: 1.1399087617840757e-05
Position 549: 1.1300376865855778e-05
Position 3553: 9.963463098079967e-06
Position 3386: 8.636807046546443e-06
Position 2918: 7.662413604576532e-06
Position 387: 7.3110294152202434e-06
Position 527: 7.235169110409822e-06
Position 329: 6.670476402256064e-06
Position 3478: 6.5518340171344704e-06
Position 1667: 6.453183465682724e-06
Position 290: 6.419736123203225e-06
Position 3356: 6.105165535538737e-06
Position 1646: 5.975378632849592e-06
Position 512: 5.149892110208602e-06
Position 245: 4.669738168125736e-06
Position 312: 4.591125860658981e-06
Position 398: 4.311543533778951e-06
Position 530: 3.102344307240556e-06
Position 11530: 2.917617883472508e-06
Position 12127: 2.7922748886133377e-06
Position 868: 2.71202008332965e-06
Position 251: 2.4733093880937135e-06
Position 534: 1.9894975723018832e-06
Position 1131: 1.899990831525521e-06
Position 355: 1.3980532399766731e-06
Position 4316: 8.045612429029336e-07
Position 6028: 7.654848182317368e-07
Position 4319: 6.549291947155171e-07
Position 333: 6.461908540992376e-07
Position 504: 5.693566945042976e-07
Position 294: 5.566466370598912e-07
Position 164: 4.960032018943567e-07
Position 4200: 4.85450906473266e-07
Position 12912: 3.809657143921826e-07
Position 4244: 2.2316199827876152e-07
Position 506: 1.9565192234219175e-07
Position 248: 1.7068383292487665e-07
Position 336: 1.5492139816768497e-07
Position 1933: 1.216567300613981e-07
Position 3973: 6.175596051668982e-08
Position 1844: 5.0901339759427796e-08
Position 341: 3.7781844102641504e-08
Position 1469: 2.5494921614309708e-08
Position 518: 1.121113593804693e-08
Position 712: 1.0669558108174515e-08
Position 359: 3.2303635015985413e-09
Position 516: 2.7677744618354144e-09
Position 338: 1.0093634142193763e-09
Position 343: 8.180865531819408e-10
Position 348: 1.1693818478184462e-10
