Gene = PPOX
Position 207: 0.0005889824355906101
Position 3502: 0.0005445138789182032
Position 1046: 0.0005294851402576317
Position 2804: 0.0005055506303056243
Position 2534: 0.0004915867958716384
Position 2214: 0.0004036646522319469
Position 2959: 0.0003668230993411465
Position 2077: 0.0003503063783903388
Position 908: 0.00031846867672473753
Position 2517: 0.00026379892329428547
Position 3702: 0.0001682304950076518
Position 56: 0.00015902188248186598
Position 4522: 0.00014874116751337698
Position 836: 0.00014366240055410908
Position 1039: 0.00012047888535604149
Position 2647: 0.00011994701200130701
Position 2190: 0.0001177652982128959
Position 1282: 0.00011167082308509236
Position 4655: 0.0001041081187162499
Position 2469: 9.032833446269134e-05
Position 2400: 8.705006897670217e-05
Position 3410: 7.5894103947772e-05
Position 2973: 7.303536893240129e-05
Position 1806: 6.113798885815688e-05
Position 2203: 4.098357931076948e-05
Position 690: 3.2867506461508795e-05
Position 267: 2.5900402317048507e-05
Position 3686: 2.4579736983806132e-05
Position 2022: 2.2038222030833177e-05
Position 1183: 2.0023023555810973e-05
Position 912: 1.9215971231335314e-05
Position 529: 1.8616824885020572e-05
Position 885: 1.7251076179141382e-05
Position 3157: 1.713381641428086e-05
Position 843: 1.6844744119255705e-05
Position 1973: 1.4948329758374163e-05
Position 323: 1.460528171845017e-05
Position 166: 1.373372614848353e-05
Position 2435: 1.0421494053668692e-05
Position 2425: 8.425689560474479e-06
Position 122: 6.8523065685380376e-06
Position 2307: 5.3981443337823686e-06
Position 312: 4.559757027603873e-06
Position 1336: 4.060800757324428e-06
Position 1477: 3.4792881912117243e-06
Position 659: 3.1176786103319674e-06
Position 4210: 2.9941995865518767e-06
Position 490: 2.9025887202490723e-06
Position 961: 2.6779529372037198e-06
Position 387: 1.871456389250913e-06
Position 4345: 1.8382438603319108e-06
Position 1312: 1.8318375996503406e-06
Position 430: 1.5063517997685787e-06
Position 342: 1.3806361931724081e-06
Position 1106: 1.2066349432230977e-06
Position 14: 1.0313302134601233e-06
Position 738: 8.385631586010339e-07
Position 1416: 6.651733885603323e-07
Position 76: 5.534518895239731e-07
Position 693: 3.973363578885251e-07
Position 295: 3.4612004188660555e-07
Position 540: 2.9675828662707574e-07
Position 397: 2.919990001604703e-07
Position 997: 1.5766662467160302e-07
Position 1327: 1.225383288992905e-07
Position 988: 1.223461093120408e-07
Position 453: 1.1162757670556502e-07
Position 92: 1.0779011824289519e-07
Position 2107: 2.5263491043047707e-08
Position 450: 7.875371080450966e-09
Position 456: 7.378946703858102e-09
Position 1777: 4.763555338528498e-09
Position 950: 9.671159706315562e-10
Position 715: 5.369781784610795e-10
Position 390: 3.5390973654200195e-10
Position 699: 2.745095208501028e-10
Position 857: 2.1706263975815684e-10
Position 682: 6.84823252205359e-11
Position 669: 4.131069014113031e-11
Position 903: 2.1690679756419724e-11
Position 667: 8.15026284633313e-12
Position 405: 5.674159470278818e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 429: 0.986809319304263
Position 689: 0.8905318692498522
Position 4496: 0.7565275781229961
Position 2582: 0.7235946795826746
Position 2002: 0.6462478506950281
Position 3998: 0.5031677930972831
Position 4209: 0.46298839874800224
Position 944: 0.39074148544462334
Position 4269: 0.29670732285106355
Position 1177: 0.2194011326251136
Position 960: 0.20415210460002384
Position 4623: 0.18478526586319827
Position 3249: 0.08928614386530083
Position 3495: 0.08416703273980498
Position 2067: 0.05736119773082058
Position 1481: 0.04956404310152246
Position 4171: 0.04583943941369921
Position 928: 0.04555478728622992
Position 2268: 0.0445272124908395
Position 985: 0.041518539830984594
Position 2021: 0.0394116854454712
Position 1584: 0.03912246247100276
Position 3351: 0.030399886647909206
Position 1904: 0.030306852525549814
Position 916: 0.028939950073041728
Position 4284: 0.02796189786181406
Position 4654: 0.023618781524514867
Position 655: 0.022790177439356865
Position 3032: 0.020726697646762847
Position 1430: 0.01710158757614479
Position 4236: 0.013977655941721822
Position 2886: 0.013662824713873731
Position 988: 0.013637587259917828
Position 2008: 0.01268405840523577
Position 1028: 0.010786131185598307
Position 2107: 0.0072102758404466475
Position 1957: 0.00720809657290785
Position 1416: 0.007193797585079979
Position 304: 0.005008962219712261
Position 3386: 0.004874168157778376
Position 4752: 0.00468203587333674
Position 1015: 0.003931316761235623
Position 2118: 0.0033275197669188766
Position 2438: 0.003037126938918487
Position 4439: 0.002977335565276182
Position 4539: 0.0029756755502184343
Position 2034: 0.002735200437439559
Position 2620: 0.0027311621266627962
Position 3304: 0.0027068278756797112
Position 4521: 0.002597701299270655
Position 3614: 0.002346570538115436
Position 386: 0.002233332744092752
Position 2044: 0.002203220520017691
Position 4079: 0.001838943314369329
Position 699: 0.0015720098316345582
Position 4026: 0.0015465953235421477
Position 1339: 0.0015096795556810505
Position 3561: 0.0014863473587027076
Position 4511: 0.0014719868166635595
Position 1365: 0.001466336403491844
Position 323: 0.0013164053864513497
Position 4713: 0.0011464061714856093
Position 3132: 0.0010786135918839526
Position 1006: 0.0010166988003721155
Position 3383: 0.000985381794150521
Position 1490: 0.000974659990219499
Position 2292: 0.0009022592252980632
Position 2058: 0.0008983893238186679
Position 2074: 0.0008971169552333301
Position 2596: 0.0008952702541813458
Position 1183: 0.0008070186685809616
Position 1336: 0.0007857452415206767
Position 1762: 0.0006748740470533352
Position 4315: 0.0006026419753216787
Position 3668: 0.0005197185045295903
Position 4293: 0.00047746656248376417
Position 1199: 0.00045722089109516217
Position 3570: 0.00037766162693363733
Position 335: 0.00034931694014718885
Position 590: 0.0003380684076577814
Position 1881: 0.0002863088346317847
Position 4625: 0.00027882700270675034
Position 3260: 0.0002494965898730033
Position 2889: 0.00023992128481315812
Position 338: 0.00023781278077020894
Position 87: 0.00018845838439456977
Position 667: 0.00018044828870197933
Position 1795: 0.00016411436751032478
Position 787: 0.00016128414136554604
Position 189: 0.0001462999247708598
Position 1023: 0.00013876715965662243
Position 955: 0.00013266050147831755
Position 3547: 0.0001260071072007467
Position 1341: 0.00011648004689965238
Position 186: 0.00010241506992457739
Position 1496: 0.00010037729716042077
Position 1321: 9.601574613993924e-05
Position 1699: 8.5536838804915e-05
Position 744: 8.455018324569297e-05
Position 1768: 8.145346626904942e-05
Position 3037: 7.902076988573848e-05
Position 1689: 7.674115730700304e-05
Position 3310: 7.536504489751151e-05
Position 1524: 6.979421837607985e-05
Position 4677: 6.942649704314518e-05
Position 2274: 6.168436922762273e-05
Position 1076: 6.007799789918266e-05
Position 4629: 5.774246429703711e-05
Position 2531: 5.334312246757621e-05
Position 4029: 5.293508149912419e-05
Position 957: 4.974958332896703e-05
Position 1256: 4.974413436262032e-05
Position 1273: 4.0543827876832044e-05
Position 2092: 4.0168847052766184e-05
Position 1973: 3.7974827701389855e-05
Position 883: 3.6788360413377156e-05
Position 140: 3.0792268507037404e-05
Position 490: 2.8192638897428605e-05
Position 848: 2.7653515429175453e-05
Position 2947: 2.4718226372196724e-05
Position 1667: 2.1560105058514328e-05
Position 1977: 2.115257767184198e-05
Position 4762: 1.9306874258359142e-05
Position 2600: 1.9180428634117884e-05
Position 2440: 1.6615312516587928e-05
Position 2517: 1.3666221188271647e-05
Position 1982: 1.3146447648650193e-05
Position 1732: 1.1722194493187645e-05
Position 119: 1.1298332113250882e-05
Position 213: 1.0996607776129857e-05
Position 2415: 1.0790992490028642e-05
Position 709: 1.0201082463462172e-05
Position 1717: 9.69151017628187e-06
Position 4397: 9.273977742317322e-06
Position 586: 8.490891145250312e-06
Position 885: 6.620318452597326e-06
Position 2828: 6.340851581090196e-06
Position 267: 6.115881700910168e-06
Position 767: 5.561967744744497e-06
Position 1297: 5.128484220095863e-06
Position 1550: 5.03523532726169e-06
Position 890: 4.59529829567786e-06
Position 969: 4.569133311821529e-06
Position 1876: 4.3326330156347265e-06
Position 1654: 3.1744580260735126e-06
Position 899: 3.1669435315066665e-06
Position 2347: 2.926495050620138e-06
Position 1641: 2.837358611530268e-06
Position 1533: 2.550860142186483e-06
Position 1500: 2.500924846362936e-06
Position 102: 2.381518561179502e-06
Position 1285: 1.5809007267123533e-06
Position 1669: 1.5558520078277228e-06
Position 804: 1.4156781045742968e-06
Position 158: 1.3756779908182355e-06
Position 2748: 1.235922153309866e-06
Position 342: 1.191133345040119e-06
Position 2464: 1.1442145194635716e-06
Position 149: 1.1148673303216673e-06
Position 381: 8.93661609663549e-07
Position 89: 6.715602480564632e-07
Position 524: 6.655863706137171e-07
Position 112: 6.20996502893178e-07
Position 1206: 5.524480350569389e-07
Position 354: 5.07531070125944e-07
Position 475: 4.867254136462055e-07
Position 713: 4.208048829266238e-07
Position 191: 4.159066621278232e-07
Position 468: 3.6525787704989575e-07
Position 2490: 3.0854014859047047e-07
Position 853: 2.766049239827745e-07
Position 851: 2.740738822069868e-07
Position 723: 1.8633206629336378e-07
Position 792: 1.772347699247729e-07
Position 99: 1.4043436718745554e-07
Position 706: 1.2109925408342257e-07
Position 162: 1.1925548397915553e-07
Position 704: 8.51595262027729e-08
Position 546: 8.109544344285554e-08
Position 831: 7.55196311114488e-08
Position 2371: 6.371380924241066e-08
Position 104: 5.9279546349320384e-08
Position 829: 4.0386507151520266e-08
Position 502: 1.502438035176549e-08
Position 552: 1.07671429208875e-09
Position 548: 4.82619150533165e-10
Position 798: 3.314059943631499e-10
Position 529: 9.181178371709951e-14
