Gene = IMMP2L
Position 131: 3.563903881388517e-06
Position 1043: 3.2500675237676203e-06
Position 204: 3.154661459299488e-06
Position 1347: 1.6548196661087925e-06
Position 285: 1.336139007323842e-06
Position 429: 5.29659924286741e-07
Position 3441: 3.589716766309377e-07
Position 174: 2.666818475184579e-07
Position 215: 6.280239595884294e-08
Position 1076: 5.987359009409723e-08
Position 295: 5.7470722985448014e-08
Position 248: 5.3819451644191746e-08
Position 1206: 4.609843553491128e-08
Position 963: 4.520269634384123e-08
Position 1554: 3.848222464794789e-08
Position 1291: 2.994733884966607e-08
Position 389: 2.7558755038296894e-08
Position 837: 2.4931277164674897e-08
Position 3018: 5.3140175248456885e-09
Position 849: 3.7471922362610615e-09
Position 1086: 3.20623276742745e-09
Position 151: 2.781994722998961e-09
Position 1344: 2.351818186569282e-09
Position 591: 2.068530434977153e-09
Position 937: 1.1921062596303578e-09
Position 223: 7.512311347079306e-10
Position 439: 2.0124883950154035e-10
Position 252: 8.384594679870938e-11
Position 313: 8.057809882982728e-11
Position 632: 6.355313359345372e-11
Position 910: 3.3786004464274507e-11
Position 116: 2.4911089539881602e-11
Position 435: 1.0520069215002534e-11
Position 639: 9.766962978254703e-12
Position 801: 7.746511789244901e-12
Position 794: 4.7313629223584894e-12
Position 489: 3.578884121317706e-12
Position 522: 3.53607536846654e-12
Position 816: 2.8691198594520952e-12
Position 649: 2.8244584315168396e-12
Position 307: 1.3931503385184287e-12
Position 508: 4.73235645068953e-13
Position 495: 4.2413276075302894e-13
Position 475: 3.284784065028081e-13
Position 76: 1.9703994756201294e-13
Position 81: 7.269951099218104e-14
Position 305: 5.893385642253264e-14
Position 514: 2.9705834992932695e-14
Position 468: 6.791904401177022e-16
Position 445: 1.1181371271353205e-17
