Gene = SRFBP1
Position 3409: 1.557962850923699e-05
Position 16901: 1.549404045628887e-05
Position 14310: 1.5340705433781887e-05
Position 18406: 1.4950890363229263e-05
Position 18477: 1.4500306221333965e-05
Position 15717: 1.3543734671841758e-05
Position 15103: 1.2166557662227284e-05
Position 2887: 1.215125166473449e-05
Position 13634: 1.1690084504580635e-05
Position 410: 1.110317128856571e-05
Position 2301: 9.650842426361851e-06
Position 15068: 9.41809753936095e-06
Position 14461: 9.182140203561542e-06
Position 15994: 9.179814610038161e-06
Position 311: 7.525040071502268e-06
Position 13985: 7.297426375467407e-06
Position 16928: 7.290935776259693e-06
Position 14044: 5.304789365471547e-06
Position 819: 4.958464806461128e-06
Position 13863: 4.766210215508625e-06
Position 191: 4.658323973113095e-06
Position 14188: 4.615817667381659e-06
Position 518: 3.87443865680924e-06
Position 449: 3.349490852292426e-06
Position 3711: 2.971931210984724e-06
Position 249: 2.688584806700603e-06
Position 2552: 2.432626040779238e-06
Position 14621: 2.40670903724642e-06
Position 12460: 2.2962865212409585e-06
Position 439: 2.2537522984156377e-06
Position 396: 2.048962683488121e-06
Position 419: 1.9406710449498343e-06
Position 2355: 1.8793071168463034e-06
Position 576: 1.8349713929689741e-06
Position 206: 1.327023959514744e-06
Position 181: 1.093267163365045e-06
Position 644: 9.29190829064474e-07
Position 400: 8.290464574693606e-07
Position 294: 6.854126908424605e-07
Position 12972: 5.094798997921186e-07
Position 1675: 4.738613088756897e-07
Position 1652: 4.5891000925545286e-07
Position 1600: 4.395896900650785e-07
Position 1039: 3.3865284222759825e-07
Position 167: 1.7908836744451596e-07
Position 193: 1.7494269860372228e-07
Position 865: 1.7170856865615983e-07
Position 13002: 1.5561253680871362e-07
Position 563: 1.4346865270091456e-07
Position 12936: 1.238716728803424e-07
Position 142: 9.631141924237557e-08
Position 516: 8.325605857998096e-08
Position 157: 6.747834155942178e-08
Position 827: 4.4708407365320406e-08
Position 542: 3.857623632540706e-08
Position 13737: 2.9349624990547818e-08
Position 534: 1.992054907492118e-08
Position 300: 1.972712807393796e-08
Position 918: 1.3478027708388825e-08
Position 13525: 1.213911986492102e-08
Position 429: 4.9980285991942925e-09
Position 907: 3.957153754934194e-09
Position 107: 2.709438848468833e-09
Position 298: 1.4227320681247288e-09
Position 1115: 4.97151156697326e-10
Position 1124: 4.957758055140657e-10
Position 80: 2.437470940669415e-10
Position 112: 3.115381726098341e-14
Position 119: 1.3280080133683123e-14
