Gene = OCLN
Position 21814: 2.1040571215699605e-06
Position 12051: 2.103501998375506e-06
Position 276: 2.0623909748813924e-06
Position 352: 1.6546805654269655e-06
Position 218: 1.4375096377005936e-06
Position 1052: 9.297149361966494e-07
Position 142: 9.049912398403292e-07
Position 595: 5.046069387387257e-07
Position 729: 2.8920770308972627e-07
Position 615: 1.8022435903501125e-07
Position 85: 1.2227896752052265e-07
Position 652: 8.916991826125698e-08
Position 1808: 8.071353516521868e-08
Position 969: 6.812519203998613e-08
Position 680: 6.40149457147914e-08
Position 1818: 6.400302819426681e-08
Position 627: 5.593466967115629e-08
Position 717: 4.6977122816948114e-08
Position 1021: 3.46353176248074e-08
Position 658: 2.3203234272623465e-08
Position 828: 1.9997089151447938e-08
Position 752: 7.836464953655972e-10
Position 531: 1.8794604898325998e-10
Position 570: 6.724991249243963e-11
Position 194: 3.3162828824568983e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 11884: 0.9997613502701832
Position 21655: 0.9974667036207905
Position 39870: 0.5318548996210859
Position 2986: 0.3815963848438755
Position 2559: 0.3435523466420454
Position 3168: 0.263984631215478
Position 14867: 0.1363556015408948
Position 13859: 0.12107628365626749
Position 20217: 0.11554215675702195
Position 2585: 0.11250670351570796
Position 2631: 0.10042019553804388
Position 16848: 0.09228826003192889
Position 2334: 0.08775470418954459
Position 2834: 0.08595760445958638
Position 33660: 0.08487392073669568
Position 14887: 0.07188636906888235
Position 13991: 0.07059347789466992
Position 17468: 0.06566317674111008
Position 6412: 0.039624675297362175
Position 15787: 0.03949323057801615
Position 6807: 0.03692360340986386
Position 3336: 0.03596031574023434
Position 12174: 0.030985773328269448
Position 27356: 0.028233793708404765
Position 32837: 0.02815016105405605
Position 27162: 0.027972997794398328
Position 17093: 0.025451246911411266
Position 6811: 0.024489112900513456
Position 21905: 0.022865640718982394
Position 33510: 0.02283816858626994
Position 26113: 0.022577099950622896
Position 31121: 0.020514897994228683
Position 2390: 0.020293877674350758
Position 13904: 0.01970122662267317
Position 27446: 0.019193469122687528
Position 27694: 0.015225831108566948
Position 29707: 0.014881150881347591
Position 34547: 0.013036893807093539
Position 2311: 0.011750130010582619
Position 494: 0.011418878422092655
Position 26980: 0.011308520355161496
Position 548: 0.010589933530343378
Position 499: 0.010501844679018345
Position 393: 0.00975712342398405
Position 535: 0.009580132485699673
Position 29194: 0.009215007622127732
Position 1168: 0.008268407494781176
Position 14048: 0.008002257059424197
Position 14863: 0.007632454958046523
Position 25039: 0.007484010731625553
Position 28600: 0.007345578344882155
Position 23639: 0.0068660335377330895
Position 27690: 0.006762192040185293
Position 6408: 0.006713072126265152
Position 29728: 0.006648144629356168
Position 28576: 0.006155122411095844
Position 22367: 0.006088538900489415
Position 12137: 0.004965955482630904
Position 32232: 0.004631019045423782
Position 13709: 0.004374420334797547
Position 21955: 0.004297934220707658
Position 23139: 0.004280519977874297
Position 30114: 0.00411273119022677
Position 27711: 0.004008130571596117
Position 27325: 0.003785150797400045
Position 6432: 0.0036931358714810745
Position 26601: 0.0035482102255089292
Position 21931: 0.0034389545509029354
Position 309: 0.0034118601159989622
Position 2529: 0.0032480195639236127
Position 25565: 0.0031671520278677714
Position 25202: 0.0028199557541624064
Position 3115: 0.0026521986727385256
Position 3342: 0.002470422347860805
Position 22643: 0.0024283800922125323
Position 27590: 0.0023756018262292692
Position 14111: 0.0023088467519518105
Position 2874: 0.002123847768021326
Position 27024: 0.002071794718403523
Position 25521: 0.00203877932222388
Position 23679: 0.0019834003324386536
Position 2748: 0.0019327121813054134
Position 23719: 0.0019050186598577026
Position 30335: 0.0018752001589780376
Position 26315: 0.0018450843016505555
Position 13755: 0.0018415109639423111
Position 26221: 0.001805197152244463
Position 23486: 0.001781790956377574
Position 23406: 0.001732675746822035
Position 1923: 0.0017294077771328282
Position 2637: 0.0015715327066202114
Position 13628: 0.001528672336220572
Position 12844: 0.0015084645403897418
Position 22024: 0.001494965422665617
Position 25063: 0.0013496202266561703
Position 21881: 0.0012579775849395106
Position 25683: 0.0012484260942655127
Position 2676: 0.001241391169446019
Position 22279: 0.0012257033657497212
Position 438: 0.001191397808657032
Position 1947: 0.0011388714073401638
Position 511: 0.0011283773721029106
Position 25983: 0.0011203641297987748
Position 12196: 0.0011036989123068368
Position 23410: 0.0010737659337761993
Position 14828: 0.0010561881906606765
Position 450: 0.0009841379714961372
Position 23090: 0.0009652312363190707
Position 23600: 0.0009520296082792614
Position 23523: 0.0009194460012871158
Position 2129: 0.0009130509061135338
Position 23795: 0.0008770201364664997
Position 16568: 0.0007997414419612705
Position 28409: 0.0007983115543131412
Position 28029: 0.0007100250711866321
Position 3309: 0.0006997299196537444
Position 1338: 0.0006581043945767969
Position 21998: 0.0006464868962787693
Position 1242: 0.0006147039781638521
Position 14295: 0.0006088253761842552
Position 27393: 0.0005979928820918959
Position 25396: 0.0005950792101224359
Position 2499: 0.0005746821911464821
Position 2318: 0.0005165725488444735
Position 26915: 0.00046496109711064153
Position 24900: 0.00044850857574524306
Position 1326: 0.0004291610667809647
Position 2397: 0.0004025340928750626
Position 26549: 0.00038959337157091643
Position 2076: 0.000375482706496751
Position 22601: 0.0003667641914795057
Position 26277: 0.00035596803051224623
Position 2079: 0.00035269842934148476
Position 23563: 0.00035011687939732875
Position 316: 0.0003474961937762937
Position 2104: 0.00034650606436561565
Position 14255: 0.000307448412795508
Position 2212: 0.0002862326056033469
Position 22389: 0.00028146112183253196
Position 12709: 0.0002795517321728899
Position 14345: 0.00027703920568343776
Position 15358: 0.00024172809190408046
Position 26077: 0.00023831005054818333
Position 25790: 0.00023266735269945454
Position 23094: 0.0002317925402545446
Position 17748: 0.0002039719774809449
Position 2274: 0.0002008935623487953
Position 22073: 0.00019604370979338468
Position 22150: 0.0001936412229774554
Position 24880: 0.0001792813525630674
Position 2228: 0.00017560893262245938
Position 23180: 0.00017195904172653747
Position 23053: 0.00017148589170326911
Position 357: 0.00015682404408522992
Position 3010: 0.00015403543454222876
Position 224: 0.00015336732694781505
Position 2723: 0.00015306113533553975
Position 22047: 0.00014889875169989348
Position 1636: 0.00014796569427511858
Position 22799: 0.00014724551181790775
Position 1074: 0.00013240809492193735
Position 729: 0.00013165296072158573
Position 12357: 0.0001287553155108267
Position 969: 0.00012120262725263548
Position 12316: 0.00011838944389090755
Position 22568: 0.0001171599637951413
Position 12396: 0.00010921864047669904
Position 23375: 9.049745543787881e-05
Position 1952: 8.873233964799722e-05
Position 684: 8.435065480051483e-05
Position 19146: 7.042005921402486e-05
Position 22926: 6.974132023936996e-05
Position 2503: 6.791309868636489e-05
Position 2965: 6.665147107603594e-05
Position 1171: 6.542711964787904e-05
Position 13100: 6.281567238023141e-05
Position 457: 5.92605855832401e-05
Position 583: 5.8980845785497256e-05
Position 2157: 5.84948803667122e-05
Position 22759: 5.468794325177081e-05
Position 2845: 4.6545021789764196e-05
Position 1600: 4.446733583246272e-05
Position 162: 4.1625730072830135e-05
Position 367: 4.1050813168225946e-05
Position 1559: 4.049254597549394e-05
Position 21964: 3.833350315354898e-05
Position 475: 3.478564793334965e-05
Position 2414: 3.469445504143207e-05
Position 1290: 3.213956297813315e-05
Position 595: 3.112856584003486e-05
Position 1929: 3.089767116699145e-05
Position 2346: 2.8381944987123283e-05
Position 463: 2.7815977796029075e-05
Position 18803: 2.558360607312956e-05
Position 2254: 2.3538878680767304e-05
Position 1997: 2.3103616294072818e-05
Position 98: 2.0823660451102815e-05
Position 1134: 2.026883546937488e-05
Position 3379: 1.7944342517774678e-05
Position 1420: 1.5978522661229856e-05
Position 17566: 1.2539579456905864e-05
Position 15203: 1.2384485982546876e-05
Position 2934: 1.2108145581929893e-05
Position 15337: 1.1471595514682e-05
Position 330: 1.1415171647972438e-05
Position 2685: 1.0874673252564427e-05
Position 484: 9.965086702380664e-06
Position 1028: 9.471244378034911e-06
Position 21315: 7.896377255082083e-06
Position 2013: 6.626135318565373e-06
Position 1621: 5.334011648034772e-06
Position 16946: 4.213181929230365e-06
Position 13197: 4.213070308747236e-06
Position 16467: 3.8909377563779195e-06
Position 481: 3.4862877064484913e-06
Position 938: 3.3017940229558064e-06
Position 472: 2.415007172273343e-06
Position 1713: 2.0627629774081604e-06
Position 553: 1.7601557507518056e-06
Position 16985: 1.7577299254832992e-06
Position 1437: 1.6783340000023695e-06
Position 1272: 1.5057466325545436e-06
Position 15333: 1.4362831415726765e-06
Position 13277: 7.010646424645537e-07
Position 13648: 3.548644320053579e-07
Position 1743: 3.2371434470075926e-07
Position 1736: 3.131497656418581e-07
Position 13547: 3.0241360618906847e-07
Position 3833: 2.9064595435628536e-07
Position 364: 2.8376021064685764e-07
Position 1888: 2.447057637541222e-07
Position 218: 1.2598938530274903e-07
Position 336: 9.39390409852041e-08
Position 1513: 7.551999711837203e-08
Position 1217: 7.357473420484292e-08
Position 248: 6.277314922293089e-08
Position 1285: 6.058247870010282e-08
Position 14176: 4.474266045737717e-08
Position 4970: 4.327658511691155e-08
Position 173: 3.707475548096633e-08
Position 245: 2.9001580460150267e-08
Position 4293: 2.843208094640615e-08
Position 241: 2.6342365381058007e-08
Position 324: 1.7873743987100144e-08
Position 326: 1.5038528854251675e-08
Position 454: 9.428140565345781e-09
Position 762: 9.130963861278035e-09
Position 101: 7.776642956877736e-09
Position 187: 7.305408578266031e-09
Position 742: 4.731346638985908e-09
Position 1010: 3.875071450184607e-09
Position 348: 3.6729989870863298e-09
Position 466: 3.4136854370455383e-09
Position 631: 3.388391029438439e-09
Position 850: 2.360308465797743e-09
Position 875: 2.188323773899416e-09
Position 468: 1.6482649951150137e-09
Position 702: 1.5315038859635707e-09
Position 650: 1.1374104817355819e-09
Position 345: 1.0665775187536419e-09
Position 1614: 1.054313318844413e-09
Position 184: 9.782853725610767e-10
Position 1041: 8.922342152487504e-10
Position 689: 5.449870202497152e-10
Position 338: 3.9761015809530903e-10
Position 995: 2.7173960349030634e-10
Position 605: 2.327936303502698e-10
Position 3410: 7.294245389996282e-11
Position 3239: 4.538383452379805e-11
Position 644: 1.1624844510497478e-20
