Gene = CACFD1
Position 151: 0.0016710789768989048
Position 7127: 0.0016340195886719456
Position 7806: 0.0015565550757024144
Position 4146: 0.0011468160343196376
Position 185: 0.0010896159263561259
Position 8843: 0.001047535956188
Position 4470: 0.0008094319389527542
Position 5874: 0.000805448326816887
Position 7508: 0.0007855103062629164
Position 8851: 0.0007804634582938612
Position 307: 0.0007776654736798522
Position 5686: 0.0007283895302603527
Position 6571: 0.0006944901632399678
Position 6540: 0.0006832518914182508
Position 4447: 0.0006583251459833936
Position 8845: 0.0006503071867838881
Position 2695: 0.0006412425138307979
Position 8196: 0.0006112085390066774
Position 9249: 0.0005682289509875743
Position 5891: 0.0005645140806634311
Position 2675: 0.000519012290939842
Position 8157: 0.0004346132133587982
Position 10511: 0.0004321817434159897
Position 314: 0.0004242883537674978
Position 1359: 0.00040252949997819464
Position 6365: 0.0003737395205374952
Position 46: 0.0003593162610599505
Position 8163: 0.00033452822771830033
Position 791: 0.0002652159242690358
Position 1037: 0.000197582111998704
Position 691: 0.00019737021199430678
Position 6911: 0.00016333683407502352
Position 154: 0.00011826856997366512
Position 570: 0.00010885507753159912
Position 1555: 7.894902850786193e-05
Position 197: 7.717688064712892e-05
Position 6256: 6.652515364240451e-05
Position 498: 5.8101698616143e-05
Position 72: 5.740906612310022e-05
Position 674: 5.557824639544944e-05
Position 1548: 4.53703626660298e-05
Position 8200: 4.404161330780348e-05
Position 6132: 3.962051154444266e-05
Position 2173: 3.492969775286584e-05
Position 8046: 3.481041104012928e-05
Position 8928: 3.413960536200884e-05
Position 171: 3.0403458603575203e-05
Position 1523: 2.878688302411649e-05
Position 9514: 2.4817826829514435e-05
Position 384: 2.0998938398136782e-05
Position 109: 1.4512000274128647e-05
Position 8709: 1.3814950093684115e-05
Position 8097: 1.353316724451525e-05
Position 169: 1.3243625083394735e-05
Position 1105: 1.0574036223272317e-05
Position 178: 8.065070494817801e-06
Position 375: 7.709442884102383e-06
Position 1138: 7.168686199394719e-06
Position 735: 5.862493448982004e-06
Position 1266: 5.761672818450202e-06
Position 9029: 5.571382071885558e-06
Position 6439: 3.5633333801011156e-06
Position 756: 2.9488857153720577e-06
Position 5736: 2.270613791251289e-06
Position 212: 2.0663809775567126e-06
Position 556: 1.7485239656297646e-06
Position 1047: 1.6220151398049033e-06
Position 520: 2.273238454394078e-07
Position 754: 2.0402607297822334e-07
Position 1497: 1.220653304216349e-07
Position 613: 8.318765037671493e-08
Position 620: 4.610689738272919e-08
Position 1829: 3.6485602893475835e-08
Position 8514: 3.202774873091854e-08
Position 8774: 3.32132733549406e-09
Position 367: 7.624309676363182e-10
Position 603: 3.521550422657083e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 7933: 0.9940540223129642
Position 8575: 0.9406953835923872
Position 5334: 0.9070146574064908
Position 3495: 0.4513292782982867
Position 547: 0.27911133929201026
Position 10401: 0.2332006011128689
Position 2847: 0.18143707971565354
Position 7085: 0.17497521126689344
Position 2633: 0.17195455149763625
Position 4730: 0.11160217183879809
Position 2147: 0.11100556775486717
Position 8183: 0.10316528404757258
Position 8811: 0.10093822948708159
Position 5383: 0.0833935582058424
Position 5090: 0.08315215259007838
Position 3345: 0.08307190910014053
Position 2630: 0.07246378819107462
Position 6461: 0.06987103250029848
Position 7166: 0.06884807172174863
Position 2095: 0.06269206912087968
Position 3419: 0.05476487515240547
Position 5602: 0.05125486674995968
Position 287: 0.050705624135021374
Position 5047: 0.05022734602384369
Position 8352: 0.049211889672612204
Position 2482: 0.04123870601027945
Position 1137: 0.039241784149398114
Position 10614: 0.03767194318851695
Position 4605: 0.03619209209566543
Position 1516: 0.035688705784860934
Position 10346: 0.030927397841675235
Position 1328: 0.027509818920040476
Position 2042: 0.02667327742311843
Position 2658: 0.026331860880007732
Position 5616: 0.025315707287820777
Position 6519: 0.024172558379319142
Position 9602: 0.022103498510351528
Position 1725: 0.021347589049912425
Position 9343: 0.019327418753414368
Position 9629: 0.017367785986654824
Position 5574: 0.016182198251399296
Position 2010: 0.015461971754510648
Position 3400: 0.014784190977461673
Position 8935: 0.014504298247846138
Position 9719: 0.0137559617697279
Position 1827: 0.013539293357695232
Position 5635: 0.013404034095578003
Position 7011: 0.012800306822115505
Position 5650: 0.012225621314055283
Position 7367: 0.011769993429748521
Position 4663: 0.011215006152267242
Position 6076: 0.011173587746711369
Position 4579: 0.010719826618686418
Position 9085: 0.010568889048910431
Position 1926: 0.010076964796668843
Position 6649: 0.00961117549156866
Position 5675: 0.008945737942509545
Position 1614: 0.008039684270840293
Position 7327: 0.007731849938842671
Position 2399: 0.00745075349772815
Position 9144: 0.007339894045933933
Position 1588: 0.0064872539620896095
Position 7218: 0.006479724144190336
Position 10559: 0.00647860713326668
Position 2602: 0.006306199778244119
Position 3833: 0.006192710419644658
Position 862: 0.0057450113302180954
Position 7235: 0.0055033801154571035
Position 7683: 0.005177288172220523
Position 10282: 0.004985802887944177
Position 8135: 0.0049319603689109565
Position 1148: 0.0047791290316586375
Position 1419: 0.004739809700410865
Position 6385: 0.004518128188408227
Position 8307: 0.004502687551397353
Position 1162: 0.003997516255608701
Position 10306: 0.003982662035425736
Position 7211: 0.0038921183399409304
Position 2026: 0.003791226371928993
Position 2402: 0.0031344443978467635
Position 4887: 0.0027469518296700237
Position 7239: 0.002720362256623713
Position 8097: 0.002694395706509368
Position 4701: 0.00267214468219836
Position 6935: 0.002625459177310304
Position 6494: 0.0024433336618816495
Position 2291: 0.0024122774168224164
Position 7014: 0.002330034981350289
Position 1521: 0.0023177757728082326
Position 5970: 0.0021609379682273073
Position 2167: 0.0021111884021162166
Position 5819: 0.0020397696784983446
Position 7271: 0.00200313781021658
Position 9567: 0.001995642817137682
Position 10751: 0.001896404260460874
Position 1977: 0.0018310700218968996
Position 2343: 0.0017529074949890514
Position 2591: 0.0017003575452423487
Position 5302: 0.0016765402832192204
Position 1633: 0.001624841300498752
Position 8261: 0.001526163320337621
Position 7427: 0.0014088886462544688
Position 9852: 0.0013329600044307693
Position 1444: 0.0013143571481452703
Position 3444: 0.0013076265594359618
Position 7845: 0.0012869888514512838
Position 2438: 0.001261134780713216
Position 1781: 0.0012336310931711399
Position 3431: 0.001224741103563458
Position 2049: 0.001180455452367144
Position 2211: 0.0011701147232617774
Position 1344: 0.001140142904861123
Position 6978: 0.001113481488109468
Position 9548: 0.0010804343032331293
Position 2347: 0.0010801309973165428
Position 10038: 0.001064964783490224
Position 4769: 0.0010610169027940005
Position 2424: 0.001019740098487
Position 1673: 0.0009935702201808033
Position 1501: 0.0009639273904337805
Position 8381: 0.0009372442048873382
Position 3775: 0.0009309233751853462
Position 2079: 0.0008247691164911891
Position 2744: 0.0007623296464106026
Position 1026: 0.0007196612894702582
Position 8139: 0.0006856519818727721
Position 3186: 0.0006763158633759631
Position 8599: 0.0006749823053341594
Position 4325: 0.0006670842924143904
Position 3640: 0.0006605180926511671
Position 9916: 0.0006319210103355986
Position 4113: 0.0006070461574277747
Position 9386: 0.0006022773048970341
Position 7170: 0.0005980796497264265
Position 3933: 0.0005009361871962684
Position 4273: 0.0004113594172489356
Position 4341: 0.0003893133752728223
Position 7472: 0.0003612589763265253
Position 8949: 0.0003220131448367448
Position 7501: 0.000312984983618268
Position 635: 0.0003089079893250759
Position 906: 0.00029847085842002946
Position 10531: 0.0002902725285563556
Position 6122: 0.0002880724105866254
Position 9288: 0.00027105363485982784
Position 9513: 0.00023702421285212423
Position 7960: 0.0002333563947201796
Position 136: 0.00022918792578912649
Position 9178: 0.00020667809057648234
Position 1188: 0.00019776422568605818
Position 1699: 0.0001899176489305896
Position 8906: 0.0001593097084559422
Position 8238: 0.00013265896488860122
Position 9073: 0.00012994754489995463
Position 10633: 0.00012288646837346962
Position 9082: 0.00012179847505369648
Position 1769: 0.00011475084317472833
Position 6285: 8.32790080625455e-05
Position 5405: 8.168836610705214e-05
Position 560: 8.13246559579533e-05
Position 5549: 5.245649493459805e-05
Position 1346: 5.18807930649517e-05
Position 8190: 5.130877285331585e-05
Position 6021: 5.092586731133124e-05
Position 5558: 4.963312488070263e-05
Position 8875: 4.2841851889552246e-05
Position 1552: 4.0494036069575016e-05
Position 6253: 3.9850438272059994e-05
Position 3202: 3.105541530708696e-05
Position 4000: 2.781557888142901e-05
Position 611: 2.6769102758126373e-05
Position 340: 2.4686360609939188e-05
Position 9420: 2.276110043879825e-05
Position 1252: 2.035989215309274e-05
Position 5993: 1.9901391933858484e-05
Position 925: 1.591583925023961e-05
Position 1232: 1.2841494286659726e-05
Position 1261: 9.977466202343548e-06
Position 294: 9.280819811223645e-06
Position 1362: 6.952999420482174e-06
Position 1656: 5.443972439073273e-06
Position 7744: 4.960431806505249e-06
Position 5714: 4.407366490293282e-06
Position 1193: 3.962999620218829e-06
Position 791: 3.837082645502684e-06
Position 912: 3.5177497213790414e-06
Position 7511: 3.487596678121815e-06
Position 1166: 3.4750538092876495e-06
Position 8105: 3.4080121296772038e-06
Position 1391: 3.3519333719582277e-06
Position 1367: 3.0293651690446267e-06
Position 933: 2.9262677678083696e-06
Position 197: 2.8987090355901064e-06
Position 1308: 2.5740455376561043e-06
Position 717: 2.0434017214157826e-06
Position 8606: 1.692618628701092e-06
Position 464: 1.5110051057156164e-06
Position 1164: 1.4004737118764487e-06
Position 117: 1.3946307466774283e-06
Position 669: 1.1448933949150137e-06
Position 6415: 9.952569035562348e-07
Position 682: 6.665561585806754e-07
Position 361: 5.15187943307406e-07
Position 142: 4.804883302334488e-07
Position 767: 4.455737490352212e-07
Position 706: 4.3591843839845896e-07
Position 1218: 4.095013600892364e-07
Position 140: 3.779855720039433e-07
Position 956: 3.703705696472687e-07
Position 212: 2.837266516983733e-07
Position 750: 1.9003087278585475e-07
Position 457: 1.7095941085424397e-07
Position 760: 1.5659408295900598e-07
Position 1215: 1.3392445819675686e-07
Position 473: 1.3141212515647024e-07
Position 1096: 1.123054571089174e-07
Position 5658: 5.496318179243869e-08
Position 5685: 5.1578108808229516e-08
Position 1104: 4.6915110585887345e-08
Position 795: 4.2356799363508714e-08
Position 1014: 3.650881131107886e-08
Position 528: 3.3987462532512e-08
Position 645: 3.144693084589776e-08
Position 1203: 3.088055066716749e-08
Position 938: 2.5745277718467423e-08
Position 735: 2.082764019712804e-08
Position 721: 1.3758580384543653e-08
Position 744: 1.3525329581225197e-08
Position 686: 1.0747692160244999e-08
Position 222: 4.626455696203159e-09
Position 220: 9.087400478364e-11
Position 205: 7.238738972611767e-11
