Gene = AZI2
Position 8115: 0.0003763122747851458
Position 3079: 0.000356821375720574
Position 12306: 0.00035309031556283565
Position 12622: 0.00031704232233491214
Position 7841: 0.00031433345492399526
Position 14015: 0.00031338140618104794
Position 10998: 0.0003118238575174625
Position 9420: 0.000309123899592442
Position 9797: 0.00028805527419385426
Position 9346: 0.0002729326380091847
Position 10314: 0.00024450977150348524
Position 10216: 0.00023697370722226436
Position 410: 0.00023010286025530995
Position 9123: 0.00022436034345107503
Position 10317: 0.00021857117803585692
Position 10219: 0.00019547308680761534
Position 887: 0.00019426023658085097
Position 9686: 0.00018663104564864923
Position 9354: 0.00018308227777623416
Position 10100: 0.0001755620557888232
Position 2163: 0.00017302433255021987
Position 9704: 0.00014815611613543342
Position 9510: 0.00012359162791193712
Position 14603: 0.00012185546194428297
Position 10883: 0.00012051329125832742
Position 8920: 0.000117107595093418
Position 14391: 0.00010891298738015807
Position 12549: 9.307780024259882e-05
Position 14133: 8.560012911054031e-05
Position 13833: 8.360624177208835e-05
Position 2288: 8.048683633430418e-05
Position 341: 7.880531387866026e-05
Position 9549: 7.138626864745238e-05
Position 11262: 7.024354698994199e-05
Position 9370: 5.801948859589848e-05
Position 12703: 5.790008531466839e-05
Position 2707: 5.1349723234598565e-05
Position 10064: 4.85578120751251e-05
Position 393: 3.855357881865293e-05
Position 2369: 3.2425926911612584e-05
Position 8837: 2.979034935839295e-05
Position 2566: 2.468948217925393e-05
Position 9431: 2.3657577181748916e-05
Position 9055: 2.3428871654398447e-05
Position 1440: 1.9753776230618145e-05
Position 1034: 1.921743329630174e-05
Position 1127: 1.6381132173480227e-05
Position 334: 1.4644050868660559e-05
Position 1058: 1.3404103651304801e-05
Position 2474: 1.2428922983029575e-05
Position 2119: 1.184416721348595e-05
Position 2661: 1.0967962631586417e-05
Position 1745: 1.0349551191331533e-05
Position 2035: 9.667516895863184e-06
Position 2517: 9.3480387226756e-06
Position 11145: 9.196318853104435e-06
Position 12894: 8.20022877707141e-06
Position 885: 7.639758293281098e-06
Position 8314: 7.539885561842377e-06
Position 514: 7.297612572615324e-06
Position 754: 7.268174081877968e-06
Position 592: 6.875756769442948e-06
Position 1145: 6.535873355495794e-06
Position 2547: 5.686321473731324e-06
Position 2071: 5.655291417033711e-06
Position 1234: 5.633403923712334e-06
Position 2347: 5.581334979403703e-06
Position 2181: 4.5709792450719994e-06
Position 1434: 4.538410811924549e-06
Position 3173: 4.318449228001724e-06
Position 1651: 4.282450042665516e-06
Position 1779: 3.875844828946367e-06
Position 1099: 3.1071921839212654e-06
Position 10889: 3.0982978594595522e-06
Position 1758: 2.9624326799938507e-06
Position 2860: 2.774641409578946e-06
Position 1497: 2.673837252820723e-06
Position 12862: 2.5766289714514086e-06
Position 1725: 2.508376951697403e-06
Position 1361: 2.3451923502236053e-06
Position 10759: 2.32255520542456e-06
Position 1278: 2.2860500318537657e-06
Position 1606: 1.9155924525054297e-06
Position 542: 1.6604743976042593e-06
Position 12072: 1.3680830774670324e-06
Position 1747: 9.210410574472872e-07
Position 1647: 9.173032320804341e-07
Position 1103: 7.49720223669225e-07
Position 1457: 7.258374271138802e-07
Position 2015: 6.787816365837495e-07
Position 1176: 6.535639801918259e-07
Position 611: 4.2295731386657793e-07
Position 1961: 3.8169369163256867e-07
Position 475: 3.0776911379995646e-07
Position 2234: 1.997396168556128e-07
Position 3239: 1.8320429008719542e-07
Position 9656: 1.542897596173592e-07
Position 1155: 1.4505235021535857e-07
Position 3208: 1.1777098365028388e-07
Position 420: 2.656794080142244e-08
Position 559: 2.5777738446643792e-08
Position 12000: 2.4446922790405994e-08
Position 1728: 2.2570267234148122e-08
Position 1274: 1.875950651759372e-08
Position 554: 1.7221467066990124e-08
Position 1290: 1.659718178542985e-08
Position 663: 8.850192034281425e-09
Position 1157: 1.4099778840937415e-09
Position 184: 1.3473600667745896e-11
Position 1199: 7.0638851398026294e-12
Position 11601: 6.525013375399031e-12
Position 531: 3.3140121159637206e-12
Position 154: 1.578957072603075e-12
