Gene = SOHLH1
Position 2058: 0.00029247908663923377
Position 1802: 0.00027378200018011745
Position 2029: 0.0002721121317902499
Position 259: 0.000268446101832078
Position 1183: 0.00021452883630460802
Position 1274: 0.00020857465715673322
Position 2658: 0.00019633464318754342
Position 181: 0.0001814099776435918
Position 966: 0.00017493902946770604
Position 2618: 0.00012619593462142198
Position 759: 0.0001260267220921675
Position 511: 0.00012424975372285536
Position 5427: 0.00011423753320766384
Position 2144: 0.00011292796021231484
Position 2108: 0.00010239665079364026
Position 5966: 0.00010086246327952676
Position 1146: 9.541385533103117e-05
Position 2299: 8.350834415343322e-05
Position 288: 6.959391264571434e-05
Position 3387: 6.86926224750707e-05
Position 1204: 6.586740077317945e-05
Position 544: 6.219720915349194e-05
Position 1311: 4.893139634452042e-05
Position 2297: 4.842482793511635e-05
Position 2008: 4.704431446562946e-05
Position 5343: 3.5318050376324134e-05
Position 193: 2.8480287889283157e-05
Position 1100: 2.1873684897703376e-05
Position 696: 2.082235639355261e-05
Position 568: 1.9993813780254242e-05
Position 28: 1.776465240474309e-05
Position 541: 1.6396764920411727e-05
Position 475: 1.5218635183454757e-05
Position 890: 1.4822842389151259e-05
Position 613: 1.4592194430541505e-05
Position 769: 1.3853456475279506e-05
Position 278: 8.402351090172197e-06
Position 34: 7.593464627498404e-06
Position 57: 6.8147247129716036e-06
Position 39: 6.090005943341719e-06
Position 351: 5.063404466088053e-06
Position 5071: 3.4715849719685946e-06
Position 538: 3.241647959461939e-06
Position 485: 3.1828982186743273e-06
Position 380: 1.3936238091820928e-06
Position 751: 1.2683212779798778e-06
Position 928: 1.0660313792767846e-06
Position 5318: 6.939528135609187e-07
Position 366: 5.986068204799511e-07
Position 66: 2.914837452238044e-07
Position 2822: 1.715560582828728e-07
Position 280: 1.597848752269545e-07
Position 2928: 9.83624578179087e-08
Position 296: 9.68488822321841e-08
Position 416: 2.876912220637318e-08
Position 3225: 1.7134455874770572e-08
Position 576: 1.1570560288302482e-08
Position 644: 3.5911927924250654e-09
Position 880: 3.0236798272814477e-09
Position 615: 1.0042466883078561e-09
Position 595: 3.868420298329548e-10
Position 411: 6.063085703863833e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2722: 0.975524286011163
Position 401: 0.7841243972032451
Position 4139: 0.7680913608754428
Position 5713: 0.7397049669610413
Position 1900: 0.7188722961727503
Position 2140: 0.5593784776744454
Position 5070: 0.49097173503744784
Position 1051: 0.44260608159270376
Position 4294: 0.43208684792277563
Position 4264: 0.29186973620824824
Position 5492: 0.2401283952525858
Position 4991: 0.22885033210074493
Position 1100: 0.20192580324407775
Position 1939: 0.16454226258501578
Position 3730: 0.14998108838234236
Position 5024: 0.13394009435860374
Position 3490: 0.1151848379833344
Position 1576: 0.1066962091483181
Position 3696: 0.09770109844382534
Position 373: 0.07801832924691128
Position 5284: 0.07605611551500098
Position 4350: 0.07363330542025391
Position 1918: 0.0707651067223685
Position 4046: 0.057806066524104804
Position 5823: 0.04826416703455036
Position 5415: 0.044236565701558345
Position 5317: 0.04407192781561332
Position 1014: 0.03989052690488957
Position 5050: 0.03353696250016365
Position 5534: 0.0299849925042363
Position 322: 0.027878098477885676
Position 6031: 0.021643307960077057
Position 5054: 0.020625818407851517
Position 4353: 0.01967623135566283
Position 3829: 0.018748683591380638
Position 3338: 0.014905921661133005
Position 1367: 0.01276069931440856
Position 1526: 0.012451597233798305
Position 5241: 0.01205130667328816
Position 5665: 0.011902414781707825
Position 2730: 0.011820124324416816
Position 1418: 0.011380643056814278
Position 1398: 0.011255150470819514
Position 435: 0.010894796148456318
Position 5056: 0.009541615270192164
Position 5017: 0.00834171863824958
Position 2398: 0.008260395431969438
Position 612: 0.007734620918011508
Position 1550: 0.007591614261028444
Position 1401: 0.00719209932227772
Position 1436: 0.007150029740767939
Position 4356: 0.007140073565654503
Position 2313: 0.00667669074732122
Position 4900: 0.006543104270241018
Position 4858: 0.006503862187262367
Position 1954: 0.0063742741021870575
Position 2772: 0.006372639313031395
Position 5758: 0.006268403104783088
Position 2172: 0.006167562317993754
Position 4274: 0.005740409050344751
Position 816: 0.005595777951134859
Position 4028: 0.005529923595072211
Position 1268: 0.005478703706281668
Position 1856: 0.0054774677983033294
Position 5931: 0.004424934477520936
Position 2051: 0.004372634270080624
Position 4979: 0.004233951500351985
Position 1302: 0.004178316961053467
Position 2466: 0.003589750094228068
Position 2469: 0.003394314359458826
Position 4935: 0.0032835719947721014
Position 5875: 0.003194771270720988
Position 2350: 0.0031507065297874766
Position 4963: 0.0028780806906938084
Position 2818: 0.0027576595129013785
Position 651: 0.002682012223810478
Position 5451: 0.002568861551551626
Position 1702: 0.0024251219523431277
Position 978: 0.002423196059585266
Position 4401: 0.0024164607403262574
Position 4556: 0.002253068954905407
Position 1972: 0.00224275884307387
Position 5584: 0.002128956011704838
Position 1055: 0.0019929440814526736
Position 5558: 0.0018990683958849833
Position 1345: 0.001896331778236313
Position 296: 0.0018942189590073436
Position 3445: 0.0018298362051992637
Position 2156: 0.0018290729699928917
Position 1009: 0.00175380463463889
Position 3774: 0.0014716855353171957
Position 1777: 0.0013551965567288912
Position 732: 0.0013199456228768721
Position 3608: 0.0013071329915731041
Position 3905: 0.0010048877470663798
Position 819: 0.0009958917628073059
Position 4146: 0.0009158853327508814
Position 465: 0.0008840512785084531
Position 1324: 0.0008801076310102241
Position 4311: 0.0008712672688001641
Position 5672: 0.0007779014935900638
Position 5934: 0.000774071614511531
Position 5309: 0.000724993272765921
Position 5832: 0.0007207962801753412
Position 5130: 0.0007182103747453456
Position 5595: 0.0006457862003996138
Position 654: 0.0006274154773449707
Position 3115: 0.0005619285893525735
Position 1069: 0.0004811974296997573
Position 1151: 0.00047500086475055496
Position 1556: 0.00043793201690337104
Position 5432: 0.00040489389031439483
Position 3233: 0.0003746006116543612
Position 4301: 0.0003619710407550968
Position 714: 0.0003414395724361072
Position 1942: 0.00033189636166725906
Position 2752: 0.00029473999155373807
Position 4845: 0.00029304671747998475
Position 2980: 0.0002750062006066941
Position 4444: 0.0002622814021212078
Position 2356: 0.00024440496725031184
Position 2987: 0.00022159319324999366
Position 4768: 0.00021382135457623664
Position 3549: 0.0002082935949224195
Position 1516: 0.00020348478820815037
Position 4470: 0.00019830004792085475
Position 1076: 0.00018405111401822546
Position 5889: 0.00017930492365990952
Position 1461: 0.00017354338504730422
Position 2498: 0.00017001921614049942
Position 657: 0.00016469951619619321
Position 3112: 0.00016457773032449373
Position 3649: 0.00015883098552027975
Position 1139: 0.00015787091150227283
Position 908: 0.00015122503432116622
Position 1168: 0.0001433186794866876
Position 1272: 0.00013925472079808838
Position 5499: 0.0001291655442658651
Position 5604: 0.00012750802327693168
Position 1745: 0.0001259724982621543
Position 1405: 0.00012593026199547253
Position 5791: 0.00011594172849813852
Position 1017: 0.0001111030111878426
Position 5826: 0.00010524927487178234
Position 863: 0.00010006914645094803
Position 939: 9.131813837939436e-05
Position 2968: 8.738964463817292e-05
Position 845: 8.637773137825909e-05
Position 1712: 8.585517481089415e-05
Position 1329: 8.277746801029897e-05
Position 4590: 7.88233241469826e-05
Position 985: 7.769578640446749e-05
Position 1552: 7.707077680301741e-05
Position 2180: 7.625133396248435e-05
Position 193: 7.472074999453307e-05
Position 5419: 6.785413292294067e-05
Position 1183: 5.884994238369808e-05
Position 957: 5.552531002175633e-05
Position 964: 5.019568183166188e-05
Position 491: 4.778272487341213e-05
Position 2690: 4.445373902383725e-05
Position 3137: 4.1147632714825876e-05
Position 2120: 3.94736082575002e-05
Position 1554: 3.6165678067038956e-05
Position 1487: 3.3861852466882545e-05
Position 1680: 2.4017512841297167e-05
Position 483: 2.3237312957376222e-05
Position 1662: 2.0108392138514824e-05
Position 232: 1.9951940513408117e-05
Position 1657: 1.9376553092921427e-05
Position 619: 1.8529198748380253e-05
Position 747: 1.7805073777422813e-05
Position 857: 1.7691252910442416e-05
Position 3399: 1.5066594097587492e-05
Position 4734: 1.4340926844814688e-05
Position 988: 1.3417504281685383e-05
Position 678: 1.1289095001522535e-05
Position 1671: 1.1275287460572376e-05
Position 4624: 1.125063819441457e-05
Position 1024: 1.1240534953046618e-05
Position 1211: 1.0858988129362759e-05
Position 1118: 9.535420724999067e-06
Position 3030: 8.779181520551056e-06
Position 3456: 8.63226097103886e-06
Position 2916: 7.411287730844248e-06
Position 3021: 7.368431289911015e-06
Position 1326: 6.8283713320738785e-06
Position 3342: 5.442170771709464e-06
Position 2667: 4.8767760825894145e-06
Position 248: 4.1315126552198085e-06
Position 3285: 4.130680493778535e-06
Position 686: 3.864512830518931e-06
Position 264: 3.4125928475460285e-06
Position 1784: 3.0653408195310884e-06
Position 623: 3.0248201331928303e-06
Position 256: 2.9023199634594373e-06
Position 554: 2.744642069334637e-06
Position 921: 2.6810126324679754e-06
Position 2073: 2.369351283068989e-06
Position 250: 2.0816950778715403e-06
Position 2076: 2.062014307712727e-06
Position 178: 2.0122268473915508e-06
Position 5215: 1.935925882099888e-06
Position 870: 1.7901148925753247e-06
Position 876: 1.68069669763478e-06
Position 2675: 1.4701728021947648e-06
Position 2106: 1.1659538172354902e-06
Position 1187: 8.816761050085618e-07
Position 662: 8.426710382314925e-07
Position 518: 7.353579139484276e-07
Position 1026: 3.8505882658330126e-07
Position 166: 1.8830561311476687e-07
Position 268: 4.184493577733318e-08
Position 1193: 8.181875424741647e-09
Position 691: 7.752203899274696e-09
Position 528: 3.461520551318143e-09
Position 266: 2.8947615407806656e-09
Position 533: 2.4077967820103248e-09
Position 101: 1.5706255109034008e-09
Position 93: 1.1573956083978796e-09
Position 116: 5.098439255479274e-10
Position 2959: 2.0057181113008005e-10
Position 524: 1.0027906114004916e-10
Position 630: 9.071140278416427e-11
Position 561: 8.389159031518048e-11
Position 150: 6.907984288984834e-11
Position 573: 6.04614553677907e-11
Position 581: 4.430094085977992e-12
Position 522: 2.285119121067569e-12
Position 126: 2.232006349398911e-13
Position 130: 5.165766936823198e-14
Position 538: 3.393154962226338e-14
