Gene = TSGA13
Position 2145: 5.706989515621216e-05
Position 735: 4.3862587906738315e-05
Position 413: 3.856214676299834e-05
Position 2592: 3.270549624289017e-05
Position 2866: 2.6477271224203782e-05
Position 1840: 2.6226600869521734e-05
Position 3966: 2.558185711019866e-05
Position 4182: 2.4759728236129017e-05
Position 646: 2.121334224575751e-05
Position 5458: 1.915897844714758e-05
Position 4409: 1.85123870837747e-05
Position 478: 1.571770467091385e-05
Position 797: 1.4456586024407991e-05
Position 4977: 1.4106857521764958e-05
Position 8270: 1.307875865249542e-05
Position 5062: 1.2898984425853593e-05
Position 1614: 1.1166809414581383e-05
Position 1035: 1.0325629126301583e-05
Position 512: 8.76637064105468e-06
Position 4542: 6.556923957883355e-06
Position 491: 3.5779607647197284e-06
Position 818: 2.9310250666268523e-06
Position 927: 2.5609264641581764e-06
Position 743: 1.8589656601767235e-06
Position 5796: 1.3969555286547242e-06
Position 876: 1.2254463891387908e-06
Position 1041: 7.028258558222635e-07
Position 42: 5.53733686874094e-07
Position 4539: 5.507035383042479e-07
Position 733: 4.788240492456713e-07
Position 3234: 3.46610871924465e-08
Position 416: 4.810796980255754e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3757: 0.9748218570900632
Position 2069: 0.9206448187214902
Position 1056: 0.6665121880706888
Position 3183: 0.6404805869816835
Position 15639: 0.6327241151602505
Position 886: 0.5252240909935015
Position 8062: 0.5232443373269707
Position 14551: 0.4017045803852054
Position 18244: 0.3614608659867253
Position 15607: 0.2816338504816435
Position 3305: 0.22708570030224196
Position 830: 0.195837523246988
Position 17544: 0.18209871241251344
Position 8101: 0.1388632140642876
Position 14136: 0.1374944918509671
Position 10056: 0.13452484291399994
Position 13969: 0.11217186286744611
Position 4611: 0.1051284229594144
Position 6169: 0.07971504068591433
Position 17786: 0.07397597597574872
Position 16410: 0.06961042499972116
Position 7979: 0.06313748990444575
Position 1105: 0.06252311468218849
Position 6056: 0.06065878436160398
Position 13693: 0.0520172294670246
Position 6013: 0.048254041995597505
Position 16214: 0.04328802203171898
Position 1121: 0.041607266836482096
Position 6249: 0.035688874440302026
Position 17469: 0.034934383436658126
Position 18095: 0.03460487226983441
Position 5634: 0.03429016759973645
Position 15897: 0.03070056116515156
Position 2706: 0.030657397416293433
Position 2141: 0.03032934926049484
Position 8733: 0.027638946886532997
Position 17989: 0.026896677572580848
Position 2450: 0.024449596605578345
Position 13909: 0.02156176241763368
Position 4590: 0.021193807180991838
Position 2546: 0.02064317185728818
Position 17065: 0.018570207922887213
Position 8121: 0.017239868024685325
Position 9366: 0.016643718177988577
Position 2335: 0.01635124113984014
Position 2430: 0.01627342296404868
Position 1068: 0.014833381221029092
Position 3990: 0.013468074131792657
Position 3932: 0.013337442058118912
Position 17726: 0.01161833071367644
Position 6412: 0.011354128556835484
Position 16647: 0.011312426071115963
Position 15872: 0.011001008611079043
Position 3965: 0.010013799375451587
Position 8218: 0.009329289965466113
Position 18689: 0.009313531773788962
Position 2488: 0.008749856347454532
Position 17523: 0.008735000023815843
Position 3665: 0.007622965597357283
Position 18137: 0.005549689153614834
Position 8410: 0.00486814286609632
Position 4764: 0.004780538075977912
Position 4813: 0.00466126436155927
Position 6488: 0.0042706890001990745
Position 17406: 0.0041808524421166815
Position 6609: 0.00394562587074644
Position 17172: 0.003868112881232443
Position 4789: 0.0038401002566516816
Position 6193: 0.003654630562131199
Position 18186: 0.0032923118264269902
Position 1338: 0.0032493980641295924
Position 16061: 0.003022717153185458
Position 1386: 0.0029807163378326104
Position 9467: 0.002880904294481369
Position 1861: 0.002512871698910681
Position 8792: 0.0023911250962748696
Position 507: 0.002259909570762154
Position 6449: 0.0022522298564592353
Position 8254: 0.002107723136874332
Position 14437: 0.0018076045692459158
Position 2895: 0.0017315169738919027
Position 16879: 0.001719432853944624
Position 18322: 0.0017097130972958863
Position 16859: 0.001682769825109219
Position 3580: 0.0015661718729165777
Position 3046: 0.001565522683108475
Position 2434: 0.0014563791003865054
Position 1027: 0.0014085900484729985
Position 1702: 0.0013409389477031955
Position 3621: 0.0012824391959243221
Position 3939: 0.0012790273665562572
Position 3495: 0.0012279016221776746
Position 893: 0.0012074468916835363
Position 3449: 0.0011947633878071663
Position 3452: 0.0011145434259883426
Position 2608: 0.0011004143342352318
Position 11486: 0.0010625264928205086
Position 797: 0.0010416979924143326
Position 2340: 0.001008195721565429
Position 2440: 0.0009864553771777268
Position 848: 0.0009778022962605467
Position 738: 0.0009301592686662521
Position 8068: 0.0009273085645022544
Position 16762: 0.0008775962844722579
Position 9295: 0.0008390096553364285
Position 5044: 0.0008111251001837152
Position 4726: 0.0007600973422041604
Position 2638: 0.0007502832850775737
Position 16074: 0.000741402305210986
Position 9578: 0.0007345558804060534
Position 17578: 0.000681645806573744
Position 12513: 0.0006729004753049831
Position 1659: 0.000664560462113973
Position 1465: 0.0006539391261669485
Position 15843: 0.0006267497664679126
Position 1265: 0.0006160407200658062
Position 2037: 0.0006154701144030445
Position 2646: 0.0006072282297698232
Position 518: 0.0005606304319586893
Position 17403: 0.0005582157366335564
Position 2107: 0.0005150805840034982
Position 2974: 0.0005147764540382625
Position 1368: 0.0005059395126897074
Position 11213: 0.0004847505358784013
Position 17097: 0.0004751529169335414
Position 3998: 0.0004340477472963234
Position 1252: 0.00041773287696098406
Position 2941: 0.00041731701844096496
Position 1356: 0.0004086946500150645
Position 3270: 0.0003935877334479628
Position 2311: 0.0003886137570052818
Position 1667: 0.0003863769719234104
Position 3684: 0.00036662312730681597
Position 3498: 0.00033977740634595773
Position 3345: 0.0003356911498841156
Position 2806: 0.0003168399974273701
Position 986: 0.00031471701440483285
Position 5976: 0.00031252299965318437
Position 3724: 0.00023995322377932227
Position 11264: 0.00023335060108047604
Position 2471: 0.000232178656013387
Position 9215: 0.00023135461771038764
Position 5714: 0.00022381094494053114
Position 1993: 0.00022083069387563735
Position 2749: 0.00021602272203841486
Position 1208: 0.0001976322007220411
Position 8668: 0.00018367321051014824
Position 927: 0.00017419805680614955
Position 5525: 0.00015596259998133292
Position 1741: 0.00015059574876876905
Position 1073: 0.00014330242710794517
Position 1157: 0.00013737732731664638
Position 2779: 0.00013460377796017814
Position 3190: 0.0001324886435461489
Position 1082: 0.00012412086912030234
Position 14294: 0.00012338782123148565
Position 2474: 0.00011359869801626921
Position 2623: 0.00010535365385177542
Position 2514: 9.06464354444559e-05
Position 4921: 8.833704657234793e-05
Position 3217: 8.705078020805614e-05
Position 1276: 8.655671457009091e-05
Position 2304: 8.586325970823948e-05
Position 9052: 8.228723044804068e-05
Position 3688: 8.223011932433094e-05
Position 537: 8.133055659159315e-05
Position 4666: 7.66550313828848e-05
Position 3703: 6.884478909730054e-05
Position 4131: 6.505993115934664e-05
Position 2157: 6.366881358479135e-05
Position 4284: 6.339965846014534e-05
Position 3106: 5.938546496942244e-05
Position 3068: 5.218498052606411e-05
Position 8574: 5.1682458857227704e-05
Position 1033: 5.113826727282953e-05
Position 11659: 4.769604343571013e-05
Position 4214: 4.703943964941571e-05
Position 2743: 4.530312002371074e-05
Position 840: 4.248671393389573e-05
Position 461: 4.1756929176292445e-05
Position 1777: 4.11822252001441e-05
Position 8430: 4.029308572256594e-05
Position 8998: 3.973577572489445e-05
Position 2112: 3.8620940962783724e-05
Position 4538: 3.810605893868513e-05
Position 3992: 3.552658825862584e-05
Position 1517: 3.418375011938906e-05
Position 2207: 3.309445324602488e-05
Position 4041: 3.2563282659917146e-05
Position 4020: 3.236345849897349e-05
Position 3902: 2.9249812446809912e-05
Position 4194: 2.8235290806573073e-05
Position 11419: 2.7959700235213673e-05
Position 743: 2.6714264924381107e-05
Position 10858: 2.3957290850020617e-05
Position 5914: 2.3811287897771093e-05
Position 10951: 2.3282207612085775e-05
Position 469: 2.1900308132769673e-05
Position 5353: 2.009325001620174e-05
Position 4220: 2.005781581074241e-05
Position 7606: 1.852130193882475e-05
Position 3706: 1.8201101051023158e-05
Position 3459: 1.7870511987180855e-05
Position 639: 1.6453359867046874e-05
Position 1999: 1.5189513927289935e-05
Position 4182: 1.426125724022869e-05
Position 289: 1.4016004029454956e-05
Position 2978: 1.3809229286891185e-05
Position 3020: 1.3450609507551308e-05
Position 941: 1.2920626410653491e-05
Position 471: 1.255633196745496e-05
Position 5061: 1.2243720166962167e-05
Position 2902: 1.1968899384993661e-05
Position 8887: 1.1045418150056119e-05
Position 2981: 1.0879390363915094e-05
Position 4055: 1.0433328652342184e-05
Position 3564: 9.468224429336631e-06
Position 6951: 9.224114597176673e-06
Position 3881: 8.783330132849416e-06
Position 6927: 7.644464664058932e-06
Position 534: 7.616203168659939e-06
Position 8406: 7.2511770383627826e-06
Position 4075: 7.204800532169059e-06
Position 3587: 7.0531468849180335e-06
Position 990: 6.080384461391347e-06
Position 2047: 5.835185514712719e-06
Position 406: 4.96947345865266e-06
Position 3942: 4.937039089549954e-06
Position 4703: 4.700923273473213e-06
Position 4527: 4.499290733422733e-06
Position 4434: 4.447210701690819e-06
Position 773: 4.282573603559555e-06
Position 1577: 4.277609033400822e-06
Position 740: 3.866339493068473e-06
Position 217: 3.7920302112451003e-06
Position 4359: 3.7890572017266182e-06
Position 1705: 3.5985873900635935e-06
Position 898: 3.4852798270186136e-06
Position 663: 3.2232215661598927e-06
Position 4338: 2.8303520222571303e-06
Position 4479: 2.6604167944967832e-06
Position 390: 2.386088829777581e-06
Position 3534: 2.314004921910942e-06
Position 4109: 2.1950987803324776e-06
Position 443: 2.06557358487877e-06
Position 4312: 1.6079339172926475e-06
Position 541: 1.2218889295089057e-06
Position 478: 1.2114301235702085e-06
Position 1911: 1.1798203713894554e-06
Position 4014: 1.0451820099512604e-06
Position 524: 1.0391229478063477e-06
Position 1995: 1.0098813603394171e-06
Position 465: 9.648600880341699e-07
Position 646: 9.330306600850002e-07
Position 6368: 9.219226093079046e-07
Position 6305: 8.521995967621258e-07
Position 2076: 5.866912902889913e-07
Position 1840: 5.347872606585049e-07
Position 749: 4.815778318694325e-07
Position 5359: 4.1872910501554536e-07
Position 5327: 4.0013687902088936e-07
Position 416: 3.4048732761218977e-07
Position 5011: 3.3205601124355655e-07
Position 1866: 2.763993493968937e-07
Position 422: 2.736672534442395e-07
Position 306: 2.5371693549148946e-07
Position 763: 2.2453020603337383e-07
Position 580: 2.1267649106358838e-07
Position 255: 2.1147595580710916e-07
Position 3829: 2.035065199987003e-07
Position 433: 2.0321559386352382e-07
Position 4005: 2.018226491486528e-07
Position 439: 1.855420481996957e-07
Position 543: 1.2997794643444065e-07
Position 322: 1.2019104020964715e-07
Position 669: 1.1873614423222955e-07
Position 2210: 8.055753078499557e-08
Position 552: 6.331273441549176e-08
Position 199: 6.220161323514575e-08
Position 593: 5.533857014113781e-08
Position 667: 4.9889007394643625e-08
Position 1490: 3.146137995734532e-08
Position 558: 3.108992653489753e-08
Position 564: 2.568060742328747e-08
Position 546: 2.5092128674523532e-08
Position 615: 2.315942779473413e-08
Position 4698: 1.7325927875499715e-08
Position 1708: 1.6976157097901725e-08
Position 242: 1.553718400229091e-08
Position 1614: 1.4430294294268282e-08
Position 232: 1.1203045029173015e-08
Position 2570: 8.966754385975353e-09
Position 1502: 7.036910380125684e-09
Position 1000: 6.164111027076739e-09
Position 1211: 5.616195125346797e-09
Position 602: 5.124243874325292e-09
Position 582: 4.857991239812508e-09
Position 555: 3.803926330250365e-09
Position 300: 3.4188917049006147e-09
Position 1285: 2.5055205025792923e-09
Position 487: 2.4012055857668687e-09
Position 249: 1.630084200894301e-09
Position 3889: 1.5936593227859544e-09
Position 2517: 1.3868641259762708e-09
Position 561: 3.4868572043443566e-12
