Gene = AAED1
Position 3572: 0.006486373712389653
Position 14767: 0.0061901233621280876
Position 12326: 0.006168952617505973
Position 10909: 0.005767585151911177
Position 717: 0.00552957918659085
Position 11175: 0.0052847414137268695
Position 1616: 0.005112912393194591
Position 11490: 0.004693779354545653
Position 3125: 0.004251022269788471
Position 3797: 0.00398731665739385
Position 6242: 0.003946765722611666
Position 2536: 0.0036751811571630565
Position 2978: 0.0034592497860709225
Position 668: 0.003314807668023215
Position 531: 0.0032763999612792096
Position 12285: 0.003237511429859792
Position 7814: 0.003056058452255779
Position 1092: 0.002816571140085566
Position 13334: 0.002811157288807157
Position 8225: 0.0027613472507345034
Position 2924: 0.0024020492623333875
Position 563: 0.0023979247328176074
Position 10237: 0.002377541164557813
Position 13626: 0.002338563740719653
Position 10031: 0.002222914276867054
Position 6855: 0.0021167807204123
Position 5744: 0.002101828375537677
Position 10951: 0.0020999770898576372
Position 14120: 0.001955108644599047
Position 14323: 0.0019199007356399947
Position 6007: 0.0018871938025301117
Position 8186: 0.001729180611138723
Position 3705: 0.0015734636109239115
Position 2581: 0.0014850043130172266
Position 13059: 0.0014375549627257467
Position 1303: 0.0014203068470855444
Position 13866: 0.001420172976067602
Position 3200: 0.0013830510696729327
Position 14476: 0.001290559496155822
Position 8533: 0.001261033586962433
Position 9791: 0.001209912434779382
Position 1077: 0.001178803163590389
Position 9946: 0.001173174384018102
Position 3376: 0.0011533971487801048
Position 13425: 0.001139138132315106
Position 5023: 0.0011377080443851677
Position 6376: 0.0011204747552804204
Position 961: 0.0010635717231446884
Position 9261: 0.0010496859475823618
Position 9794: 0.0009308781714800967
Position 13828: 0.0008973282682250099
Position 8991: 0.0008562510159867168
Position 5723: 0.0008046767972111746
Position 2837: 0.0007920616950886077
Position 9850: 0.0007835329539431535
Position 6200: 0.0007269562234647985
Position 5060: 0.0007087224023645738
Position 9382: 0.0006316609205102708
Position 10895: 0.0006101548985605488
Position 12472: 0.0005921630099378609
Position 6344: 0.0005510507476202646
Position 541: 0.0005345173910309897
Position 4933: 0.000529503230662376
Position 13500: 0.0005288743873868854
Position 3081: 0.0005152608382633354
Position 12088: 0.0004973100776112822
Position 1089: 0.0004970233695927395
Position 9768: 0.00048104258057230604
Position 4746: 0.0004779491605280517
Position 1017: 0.0004774773055680221
Position 5934: 0.00042104755661901273
Position 3326: 0.00041070629832004786
Position 6419: 0.0004078619602686442
Position 9649: 0.0004034010825056151
Position 9487: 0.00037536445766119084
Position 12131: 0.000372032658161132
Position 12450: 0.00036646070372092716
Position 1106: 0.00035221150546159115
Position 384: 0.000333576087744156
Position 4866: 0.0003112922664775532
Position 9237: 0.00030626287992404055
Position 1767: 0.0003008301604624932
Position 603: 0.0002877364405941596
Position 1696: 0.00028351656097747973
Position 1748: 0.0002825183404865198
Position 983: 0.0002809928862944948
Position 8060: 0.00027974035008866086
Position 4034: 0.0002558732770386335
Position 9828: 0.00025268780258407366
Position 7112: 0.0002470867826938928
Position 654: 0.00024515831720619066
Position 13310: 0.0002396087385738706
Position 4654: 0.00023786253455950965
Position 6259: 0.0002363140617603205
Position 9729: 0.00023186160123460755
Position 11392: 0.0002307657451479842
Position 9743: 0.0002276720818222253
Position 10434: 0.00022566743245549202
Position 10067: 0.00020343927305015605
Position 3669: 0.00019995344179335033
Position 11312: 0.00019694173606169305
Position 3304: 0.0001840439309591737
Position 6208: 0.00018382116338819328
Position 9511: 0.00017268665383264131
Position 1192: 0.00016607536659784565
Position 1849: 0.00014534805986546676
Position 5976: 0.00014240918428953505
Position 6416: 0.00014025942366750136
Position 3263: 0.00012587981221967202
Position 2057: 0.00012137498470138825
Position 903: 0.00011417972100087038
Position 577: 0.00010770027320324551
Position 724: 9.70968970914217e-05
Position 4618: 9.625717335999446e-05
Position 9652: 8.593345859379094e-05
Position 3016: 8.206994940023982e-05
Position 1842: 7.648681291692915e-05
Position 5463: 7.27909712504752e-05
Position 4883: 7.043222205773348e-05
Position 9165: 6.785541666643984e-05
Position 10535: 5.782896157647185e-05
Position 134: 5.535662954531719e-05
Position 1011: 4.5935766596602806e-05
Position 11720: 4.323272617887155e-05
Position 4197: 4.219751877008003e-05
Position 9585: 3.946190419381465e-05
Position 1358: 3.855879538930288e-05
Position 720: 3.495746238309138e-05
Position 1195: 3.446646247671016e-05
Position 7067: 3.3304436714860873e-05
Position 5085: 3.278797397171298e-05
Position 2220: 3.085636194557834e-05
Position 6908: 2.933693720564388e-05
Position 4390: 2.6525872973735947e-05
Position 4300: 2.530308757846524e-05
Position 5460: 2.465173115215644e-05
Position 8536: 2.4032033514191825e-05
Position 3986: 2.32121136394537e-05
Position 4012: 2.2655406834822313e-05
Position 1600: 2.227897106635341e-05
Position 4357: 2.1934601071779172e-05
Position 4717: 1.5455236037715097e-05
Position 7487: 1.5017707795471098e-05
Position 9349: 1.4170174763165446e-05
Position 543: 1.2563021781739057e-05
Position 5354: 1.1769991064019678e-05
Position 4450: 1.1724768839198691e-05
Position 589: 1.0933935491875645e-05
Position 4396: 1.082421143482398e-05
Position 337: 1.0816150691959348e-05
Position 4437: 1.0293534220926744e-05
Position 4250: 8.535657126550118e-06
Position 1021: 8.404997559032538e-06
Position 1330: 8.100013227409469e-06
Position 1309: 7.724131108615066e-06
Position 3960: 6.81196238532637e-06
Position 1667: 6.5407382320244315e-06
Position 566: 6.353477712173453e-06
Position 1326: 6.349859088473374e-06
Position 1451: 6.1498914788512994e-06
Position 581: 4.971213267200343e-06
Position 1352: 4.839364947635125e-06
Position 939: 4.800010824257818e-06
Position 4786: 4.528968918079874e-06
Position 462: 4.514075920375055e-06
Position 1394: 3.996653032424925e-06
Position 293: 2.899623831025875e-06
Position 107: 2.6366024010825743e-06
Position 4308: 2.4008271062672713e-06
Position 443: 2.0084894338225465e-06
Position 811: 1.6992726620591232e-06
Position 2769: 1.5298689425497934e-06
Position 1186: 1.505186530599519e-06
Position 2223: 1.1481470204923656e-06
Position 297: 1.0669037655092562e-06
Position 438: 9.303786512185138e-07
Position 242: 8.877322795613233e-07
Position 5962: 6.470023929970496e-07
Position 6145: 6.42929031640631e-07
Position 343: 4.4590072183275474e-07
Position 306: 3.6775355362776774e-07
Position 5909: 3.517678872605621e-07
Position 6461: 2.818366720335253e-07
Position 355: 8.343848691799124e-08
Position 1718: 8.15289156598931e-08
Position 349: 6.831637792932059e-08
Position 1710: 5.893657698879589e-08
Position 164: 5.358702586579998e-08
Position 83: 5.192256677649618e-08
Position 1208: 4.7761726814761905e-08
Position 1406: 4.556854950630448e-08
Position 341: 4.1904794785883367e-08
Position 4714: 3.4244621522965396e-08
Position 1213: 2.7725085967734255e-08
Position 258: 2.035232109250266e-08
Position 4236: 1.6653408317483852e-08
Position 628: 1.656164114224117e-08
Position 5026: 1.634642533243642e-08
Position 1034: 1.503700746556314e-08
Position 230: 1.0163809941021245e-08
Position 215: 7.416451492904666e-09
Position 220: 2.94346184968562e-09
Position 1764: 1.7527148734147869e-09
Position 4399: 1.1249458218327962e-09
Position 4168: 6.36741119440745e-10
Position 4485: 5.785821152895387e-10
Position 731: 5.503125581927945e-10
Position 641: 3.582142430886749e-10
Position 733: 9.602101853072471e-12
Position 196: 3.5003699340888044e-12
