Gene = SETD9
Position 5219: 0.00016126445611014325
Position 4674: 0.000155728481495518
Position 6608: 0.0001447657709337408
Position 1496: 0.0001429448491975098
Position 3869: 0.00013388767618486094
Position 5088: 0.00012981491643381177
Position 950: 0.00012525444002928687
Position 1049: 0.00011942866328447399
Position 7327: 0.00011325225070883865
Position 7074: 0.0001076027868185547
Position 1341: 9.929119110353962e-05
Position 5947: 9.83928356670006e-05
Position 76: 9.550916800080429e-05
Position 4219: 8.367444011152539e-05
Position 1408: 6.941840173556389e-05
Position 4225: 6.90292366081226e-05
Position 6290: 6.659514300260804e-05
Position 844: 6.594443537746629e-05
Position 4251: 6.232733520278037e-05
Position 245: 6.127691188226345e-05
Position 825: 5.946812761957472e-05
Position 1391: 5.446938078737163e-05
Position 1437: 4.6857184712067814e-05
Position 7647: 4.028900699560621e-05
Position 1226: 3.061753014849406e-05
Position 1501: 2.4542009217126885e-05
Position 152: 2.401388704114583e-05
Position 111: 2.2214778782627834e-05
Position 253: 1.6983482119766195e-05
Position 1721: 1.4858170242816955e-05
Position 1706: 1.4729139459198768e-05
Position 1879: 1.2315601373812134e-05
Position 732: 1.0993153664438863e-05
Position 849: 9.461093546081505e-06
Position 1076: 8.02859185781077e-06
Position 827: 5.346045309636128e-06
Position 155: 4.909083539922263e-06
Position 1015: 4.410611884190556e-06
Position 4844: 4.229611231004937e-06
Position 1251: 4.112796973918465e-06
Position 45: 3.436680581975059e-06
Position 364: 2.9604856552193866e-06
Position 1681: 2.5772471834512304e-06
Position 1292: 2.2267083884637215e-06
Position 4819: 2.1895754910505165e-06
Position 1109: 2.0179682903425913e-06
Position 525: 1.0907313717212193e-06
Position 661: 4.837907356615536e-07
Position 992: 4.450823498187902e-07
Position 109: 4.420991309696297e-07
Position 8: 3.548855809087651e-07
Position 702: 3.3365557963587747e-07
Position 2459: 3.1799310849373577e-07
Position 834: 1.3521774586689686e-07
Position 779: 1.1774808082264555e-07
Position 707: 9.430343653438873e-08
Position 396: 9.39809335206355e-08
Position 6951: 7.058292101516064e-08
Position 412: 1.0111084575362631e-08
Position 429: 2.0761616413369673e-09
Position 739: 3.72775571309617e-10
Position 446: 4.35889725327421e-11
Position 358: 4.2675863238129824e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3750: 0.8761183735007068
Position 4613: 0.8308710986869364
Position 7554: 0.7773880141049774
Position 5600: 0.7108268539921453
Position 2048: 0.24636342080622753
Position 1908: 0.16018871216433322
Position 532: 0.12719083431309244
Position 5645: 0.09495012558065623
Position 7219: 0.08113954950250467
Position 5626: 0.0677327998092485
Position 777: 0.05973284555777093
Position 4954: 0.05860602715568228
Position 7587: 0.05023483397776809
Position 5604: 0.03543165237388511
Position 3788: 0.03392443449141601
Position 3814: 0.02809526445369493
Position 1781: 0.027163220175126117
Position 4562: 0.026996500472955764
Position 5657: 0.021313970836274943
Position 947: 0.01994423272696664
Position 6374: 0.018631598392686216
Position 5136: 0.015503135805253244
Position 2503: 0.014321726033605648
Position 5118: 0.01356626506817449
Position 6350: 0.013281464125427273
Position 1530: 0.01302458967881677
Position 7373: 0.012872807050607463
Position 6205: 0.012695050474421972
Position 418: 0.012573528868630187
Position 7955: 0.01045461256180354
Position 2178: 0.009670757757196629
Position 1928: 0.009426851001070248
Position 5896: 0.008763015727998423
Position 383: 0.00740654807050212
Position 6057: 0.005829710289604608
Position 7286: 0.005758509240567106
Position 4148: 0.005495927542328821
Position 2533: 0.005482565228791936
Position 2237: 0.005184125155466352
Position 5000: 0.004859404854713022
Position 6250: 0.00436128247751529
Position 6885: 0.004209714499794778
Position 4547: 0.003626360637543303
Position 5510: 0.003205049379039775
Position 1005: 0.0031588651020650438
Position 6852: 0.002857021400528254
Position 1158: 0.002404906468555871
Position 4522: 0.002291799420841202
Position 6121: 0.0021238041656687153
Position 1058: 0.001942844484373021
Position 2781: 0.0019163121943664009
Position 6285: 0.0018801050333106797
Position 1548: 0.0018474810356868545
Position 2219: 0.0018398591924003317
Position 3756: 0.001738477211681746
Position 5691: 0.0015499377424528576
Position 1788: 0.0014913820143641393
Position 2084: 0.0014582956088949827
Position 2118: 0.0012547820194081039
Position 2866: 0.0012408937636178793
Position 6781: 0.001226275664067035
Position 6183: 0.0011765130546029753
Position 5861: 0.0011700629224103973
Position 2072: 0.0011142774654869226
Position 667: 0.0011029367610239343
Position 4582: 0.0010745129469346667
Position 6324: 0.0010094653117899723
Position 6422: 0.0008426151639691721
Position 2607: 0.0008371669298218186
Position 976: 0.0008334371511889892
Position 7386: 0.0007738621519644882
Position 97: 0.0007197283181381507
Position 4576: 0.0006896412743770161
Position 6673: 0.0006343106560806608
Position 5088: 0.0006289478523980777
Position 2455: 0.000578783356092723
Position 1036: 0.0005754869670773105
Position 3697: 0.0005648371601150329
Position 6708: 0.0005162754754424142
Position 1033: 0.00048518090861030374
Position 5462: 0.0004809003464467833
Position 471: 0.00048052437056906894
Position 2150: 0.0004700756981278395
Position 1677: 0.0004699569497531161
Position 1471: 0.00046696711080699746
Position 5809: 0.0004616798671603191
Position 333: 0.0004487713015441553
Position 4707: 0.0004166271110774483
Position 7400: 0.00039619181756061497
Position 748: 0.0003956671428152896
Position 6455: 0.00039120871149754576
Position 6293: 0.00038568505918961884
Position 2128: 0.00035473268091461
Position 436: 0.0003495187450188676
Position 6061: 0.0003245111841472135
Position 2147: 0.0003192474714484925
Position 4004: 0.0002841190646221006
Position 1728: 0.0002795269615914565
Position 4168: 0.0002417572074103336
Position 1341: 0.0002383368904508592
Position 6472: 0.00022668471637466556
Position 2508: 0.00022639245797840583
Position 2096: 0.00021416609379417583
Position 1486: 0.00021191592784935824
Position 483: 0.0002032764210093807
Position 5042: 0.0001756378238619304
Position 3564: 0.00017019530916999656
Position 1689: 0.00016429263810785452
Position 1220: 0.0001634375229063065
Position 6495: 0.0001549682814372932
Position 1618: 0.0001545422345610247
Position 958: 0.00015276107530958489
Position 4455: 0.00015146049472357316
Position 5312: 0.00014840007158399503
Position 5609: 0.00014764536573535927
Position 5827: 0.0001433932296720532
Position 6584: 0.00014069597726826345
Position 2027: 0.00013432789468409526
Position 5961: 0.00013181559706267455
Position 6820: 0.00011974859824466714
Position 7321: 0.00011968898463487844
Position 2957: 0.00011634888513336286
Position 1238: 0.00011446662465052806
Position 4144: 0.00011386918921085086
Position 4655: 0.00011127225041330271
Position 5947: 0.00011124282458712347
Position 3680: 0.00010969482885476722
Position 7324: 0.00010649600917737652
Position 1388: 0.00010444636926913606
Position 6902: 0.000102147711963065
Position 2366: 0.00010195491099982669
Position 125: 9.498611855584282e-05
Position 2283: 9.49622223570742e-05
Position 1805: 9.43656139542335e-05
Position 2164: 9.291886103387969e-05
Position 7163: 8.226854672916542e-05
Position 6427: 8.037392883061618e-05
Position 503: 7.758451623532492e-05
Position 804: 7.605906527502037e-05
Position 7407: 7.38617044537354e-05
Position 4661: 7.242804201949944e-05
Position 904: 7.190530357759157e-05
Position 7306: 7.147083287604578e-05
Position 7018: 6.536371793538663e-05
Position 2196: 6.239424820484983e-05
Position 1261: 6.01083223073092e-05
Position 4917: 5.9311666963648497e-05
Position 5184: 5.57309061256232e-05
Position 7760: 5.2697503305931356e-05
Position 5665: 5.258495037528866e-05
Position 7815: 4.553730506182809e-05
Position 3331: 4.45117706677711e-05
Position 1168: 4.064752906102725e-05
Position 1090: 3.247965279407882e-05
Position 7890: 3.140354040173473e-05
Position 1500: 3.0661113853410176e-05
Position 6074: 2.4400672695615733e-05
Position 488: 2.3448926108622305e-05
Position 196: 2.3227320265651543e-05
Position 4305: 2.3115415529599974e-05
Position 1224: 2.302990501695517e-05
Position 559: 2.280259056955889e-05
Position 1053: 1.9476796918540887e-05
Position 1706: 1.644233511840221e-05
Position 3568: 1.3644524801477545e-05
Position 1197: 1.26420282995833e-05
Position 5014: 1.2195474506154596e-05
Position 280: 1.1525698312539227e-05
Position 725: 9.204335820027614e-06
Position 1175: 7.704273422461912e-06
Position 490: 6.881697961992343e-06
Position 3978: 6.84051645622682e-06
Position 175: 6.081746106080665e-06
Position 649: 5.566781791331538e-06
Position 682: 3.1354902689627573e-06
Position 1081: 2.4302791211642666e-06
Position 2252: 2.230468152326273e-06
Position 5668: 2.0480665959607293e-06
Position 1355: 1.8872383361170403e-06
Position 810: 1.7470331531047274e-06
Position 2189: 1.563002130675917e-06
Position 697: 1.530536922836294e-06
Position 612: 1.1362026563046243e-06
Position 981: 1.097309236219631e-06
Position 680: 1.0901153949471672e-06
Position 707: 1.0377777985499215e-06
Position 1015: 1.0154590384185252e-06
Position 1993: 8.935846899670273e-07
Position 103: 4.854728412117276e-07
Position 4459: 3.168980740585789e-07
Position 509: 3.0957912523226644e-07
Position 658: 2.7950409521349657e-07
Position 732: 2.562457939553411e-07
Position 1811: 2.440608788289864e-07
Position 286: 2.051067933293887e-07
Position 1273: 1.7846258547756443e-07
Position 923: 1.4990614105985204e-07
Position 146: 1.2532390555878588e-07
Position 590: 6.421334559200791e-08
Position 1199: 5.79104979611922e-08
Position 4308: 4.7059129461649165e-08
Position 198: 2.943976034815147e-08
Position 295: 2.6347335345555672e-08
Position 713: 2.5329175621596956e-08
Position 142: 1.9385096872928166e-08
Position 269: 1.5278436586574273e-08
Position 818: 1.0578161991237738e-08
Position 276: 9.44031886815387e-09
Position 566: 8.704863067841107e-09
Position 242: 8.478929107768258e-09
Position 133: 8.009130557584657e-09
Position 271: 4.1016346351585735e-09
Position 990: 4.0633369270327095e-09
Position 5029: 3.1458380692903186e-09
Position 160: 2.8103668036675686e-09
Position 564: 2.3977997715235332e-09
Position 620: 2.069292201668145e-09
Position 152: 2.0165807249194726e-09
Position 1105: 8.315417434435945e-10
Position 572: 7.267918931719133e-10
Position 1065: 5.059789717842679e-10
Position 868: 4.768449229141705e-10
Position 259: 4.533881430132484e-10
Position 1068: 4.152276308349084e-10
Position 4501: 3.928458251274247e-10
Position 200: 3.838622266046788e-10
Position 234: 3.5204186998837e-10
Position 205: 1.6852546338965918e-10
Position 245: 6.217823398293451e-11
Position 228: 4.454609577325591e-11
Position 249: 3.21828556883982e-11
Position 70: 1.6877197860505133e-11
Position 221: 3.921624550288682e-12
Position 210: 3.3718987008175455e-12
Position 236: 1.3563182640581203e-12
Position 215: 3.984078283337588e-13
