Gene = SCAI
Position 1478: 1.4005458410348335e-08
Position 1296: 1.3437652947896869e-08
Position 604: 1.2844223570877615e-08
Position 586: 1.0731497852444364e-08
Position 2782: 5.446694077623482e-09
Position 163: 4.482043340960072e-09
Position 2721: 2.9375437633608774e-09
Position 2690: 2.815467254609068e-09
Position 863: 1.493353491490215e-10
Position 1087: 1.4908724537002846e-11
Position 1656: 8.591194111396947e-12
Position 1498: 1.0556413524807077e-12
Position 1451: 4.397378424674645e-13
Position 1469: 4.1769439060368154e-13
Position 1445: 4.112123655171892e-13
Position 1483: 3.813392180721543e-13
Position 1300: 2.030972111175061e-13
Position 1130: 1.8759317913687666e-13
Position 130: 1.0651072822916495e-13
