Gene = PCP4L1
Position 213: 5.584265825370576e-06
Position 1149: 5.105817682200413e-06
Position 281: 4.880161169671272e-06
Position 802: 4.695770688188693e-06
Position 3477: 3.703769622446035e-06
Position 763: 3.375319556150029e-06
Position 1181: 2.0700703756656024e-06
Position 664: 1.6282757977420275e-06
Position 450: 1.4397507959499717e-06
Position 1250: 1.2717472084538972e-06
Position 1256: 1.0936738231179555e-06
Position 1230: 9.668651383909296e-07
Position 990: 5.144487571674905e-07
Position 172: 6.978118695973038e-08
Position 461: 2.7278325638971515e-08
Position 1008: 1.0629904619324755e-08
Position 1226: 1.0009851094753665e-08
Position 569: 3.4383078900288618e-09
Position 622: 5.805085291646958e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 637: 0.4146164272999896
Position 396: 0.28030262369547465
Position 1011: 0.23895813075517408
Position 2389: 0.23146703620830597
Position 2362: 0.1847335933168779
Position 8794: 0.18097791596851653
Position 6767: 0.1621156652713617
Position 9846: 0.134698182864829
Position 10612: 0.11880017748295772
Position 10160: 0.1150856559617378
Position 6394: 0.1074828088203158
Position 9627: 0.0842476853778741
Position 1362: 0.06570487312724314
Position 2257: 0.06539317475840303
Position 2230: 0.039905622427369926
Position 9871: 0.03833090594989582
Position 3827: 0.026344917199241626
Position 7427: 0.025395462814809623
Position 863: 0.024706337437085574
Position 9001: 0.019765577951233786
Position 10623: 0.017739228230526715
Position 4354: 0.016239471831821554
Position 2476: 0.01560604102310628
Position 2295: 0.013256281092397458
Position 7549: 0.0109437609135606
Position 667: 0.009853378940454568
Position 8574: 0.009065726988847965
Position 1734: 0.008901523196172595
Position 3955: 0.007779213145832398
Position 8480: 0.0076289410940362685
Position 5042: 0.0059299445038682504
Position 1761: 0.005799295373768544
Position 4879: 0.005694890698367506
Position 5203: 0.005691112325546949
Position 4899: 0.005260130039113227
Position 723: 0.005225879471833577
Position 3918: 0.004980088385437342
Position 6455: 0.004284260181868462
Position 1647: 0.004240144511191502
Position 7056: 0.00402389095404258
Position 2887: 0.004001687607914809
Position 754: 0.003928609973628333
Position 7037: 0.003724936421138702
Position 218: 0.0035945367794141636
Position 1585: 0.003539387161736465
Position 1779: 0.0031524395775963778
Position 3431: 0.0029855198926202415
Position 2748: 0.0026433456463459933
Position 934: 0.002361612268663296
Position 3801: 0.0022377789645092456
Position 2516: 0.002222380197286166
Position 8735: 0.0018646021202295858
Position 2537: 0.001792207632172415
Position 2814: 0.001508771033223225
Position 3289: 0.0014130683213427835
Position 1606: 0.00132796491518651
Position 1728: 0.0012452646327292289
Position 846: 0.0010226615834532215
Position 1948: 0.0009440047074939162
Position 450: 0.0009156519405486023
Position 169: 0.0008539234847318691
Position 4195: 0.0008493220771525575
Position 499: 0.0008157065458556723
Position 7033: 0.0007563167835447474
Position 401: 0.0007460347378011785
Position 3240: 0.0007294359004639075
Position 374: 0.0007211078460640966
Position 326: 0.0007045459820543556
Position 727: 0.0006205456367676902
Position 2005: 0.0005813630489946902
Position 152: 0.0005554389675401613
Position 4551: 0.0005498106065680145
Position 2708: 0.000522930235769046
Position 2168: 0.0005221037881722332
Position 2957: 0.0005174639533592672
Position 435: 0.0005050860951535637
Position 4257: 0.0004972797732942886
Position 1108: 0.0004705080389290665
Position 3062: 0.0004633741931526204
Position 2664: 0.00040687047464864687
Position 288: 0.0003792589217139392
Position 1017: 0.0002898731107180569
Position 1614: 0.0002596938188492653
Position 2367: 0.00022192082567698562
Position 974: 0.00020910589747763584
Position 3835: 0.000206803460148718
Position 1819: 0.00020541343138786672
Position 5367: 0.0001890251078802817
Position 832: 0.000158322707490645
Position 875: 0.00015411595457662987
Position 4236: 0.00014175368155932503
Position 1571: 0.0001413758735652306
Position 900: 0.00012071405592341038
Position 1844: 0.00010544270987633379
Position 4109: 0.00010354578423789507
Position 1153: 9.488669075879397e-05
Position 1298: 8.754806592372755e-05
Position 4289: 8.579947426003121e-05
Position 1791: 6.447482353482754e-05
Position 1442: 6.079923319757514e-05
Position 987: 5.893501528096903e-05
Position 1029: 5.2146053344457464e-05
Position 1886: 4.8805314727672036e-05
Position 2008: 4.4056810767968495e-05
Position 529: 3.9877404425083955e-05
Position 789: 3.056846861547925e-05
Position 134: 3.035797098644137e-05
Position 191: 1.7667578388423573e-05
Position 1036: 1.7220798241743234e-05
Position 906: 1.592114915232887e-05
Position 3163: 1.2757102982901417e-05
Position 703: 1.1278463965419696e-05
Position 2209: 1.0917483791734252e-05
Position 154: 7.517720370005788e-06
Position 345: 5.517086480805884e-06
Position 758: 5.143224646149115e-06
Position 364: 4.885109640852522e-06
Position 646: 4.847579480850711e-06
Position 1485: 4.783266013242494e-06
Position 583: 4.21942396414005e-06
Position 501: 3.899233224859061e-06
Position 827: 3.36415225179175e-06
Position 184: 2.9191690779640005e-06
Position 792: 1.8122543382386447e-06
Position 247: 1.5152688653957261e-06
Position 330: 1.22597891735311e-06
Position 678: 9.639107945676092e-07
Position 971: 6.893754607062349e-07
Position 356: 6.281968808633076e-07
Position 536: 4.0248086543670017e-07
Position 349: 3.9037823167971384e-07
Position 339: 3.798684486717686e-07
Position 335: 3.667608480649572e-07
Position 341: 2.982711487928017e-07
Position 976: 2.6912316445914756e-07
Position 303: 6.27298163515484e-08
Position 509: 2.334680445113449e-08
Position 252: 1.9270187516109917e-08
Position 522: 1.5967670585470915e-08
Position 256: 1.8684999412502327e-09
Position 100: 1.8684879858995528e-09
Position 802: 7.169805957961272e-10
Position 261: 3.975455806061304e-10
