Gene = SPATA31D4
Position 4764: 0.0009870269167467857
Position 272: 0.0008761661098661732
Position 740: 0.000871711880793506
Position 1189: 0.0008384245679345364
Position 2334: 0.0008163881556978636
Position 290: 0.000775947732176433
Position 3786: 0.0007584233107221356
Position 1136: 0.0007194322757493501
Position 3056: 0.0007041136048531012
Position 3369: 0.0006944084806586858
Position 1243: 0.0006896282598370975
Position 1977: 0.0006749441147968801
Position 2263: 0.0006634467387487465
Position 457: 0.0006246868355698205
Position 1116: 0.0006202845436690934
Position 3274: 0.0006187717194020188
Position 2604: 0.0005989839743832032
Position 2966: 0.0005701415358907656
Position 1298: 0.0005633545983826212
Position 811: 0.000556438777816597
Position 1754: 0.0005318577115957414
Position 653: 0.0005108096129957249
Position 1083: 0.00048229226724429055
Position 723: 0.0004397134652902822
Position 833: 0.0004168553116922359
Position 1052: 0.000366815329956796
Position 556: 0.0003642412229783516
Position 5309: 0.00034468338424760594
Position 1907: 0.0003401661545860832
Position 2211: 0.0003212928991206656
Position 1109: 0.0003002450786598554
Position 3406: 0.00029992669643010787
Position 2799: 0.00027748144513820743
Position 3852: 0.00026072335850631755
Position 4839: 0.0002463264567957877
Position 1602: 0.00023150139142494867
Position 1267: 0.0002221198667953679
Position 1018: 0.00020920422008578258
Position 4377: 0.00020848904491088462
Position 1646: 0.00020167923608472002
Position 581: 0.00020096767575699493
Position 352: 0.0001848606674989947
Position 1809: 0.00017332610386328406
Position 1521: 0.00016774460351417437
Position 1247: 0.00014839713260067814
Position 491: 0.00014341411593320812
Position 4402: 0.00014321193374219603
Position 346: 0.00014266678836913056
Position 1804: 0.0001382319062340664
Position 609: 0.00012949607509051418
Position 1087: 0.00011970259720097208
Position 700: 0.00011886273819199982
Position 987: 0.00011384614424505051
Position 882: 0.0001135687663311844
Position 1595: 0.00011287892330397498
Position 3346: 0.00011024360391654432
Position 657: 0.00010996523874063689
Position 277: 8.935217694582394e-05
Position 3351: 8.925138575942758e-05
Position 1100: 8.109778014927647e-05
Position 903: 8.092903312117392e-05
Position 391: 7.767388787654442e-05
Position 1493: 7.209560891602906e-05
Position 1235: 6.996483286050758e-05
Position 835: 6.697179972627764e-05
Position 527: 6.404577209922776e-05
Position 1335: 6.129346960406678e-05
Position 1605: 5.692168557224024e-05
Position 4244: 4.7484137538615115e-05
Position 3468: 3.900277294808978e-05
Position 952: 3.779778634831319e-05
Position 1401: 3.564421149801212e-05
Position 1112: 3.2850546288520075e-05
Position 1770: 3.257388818201369e-05
Position 714: 2.8495335608902364e-05
Position 1776: 2.8240994030744968e-05
Position 767: 1.917332411343526e-05
Position 1374: 1.9132169984150286e-05
Position 907: 1.816987248536231e-05
Position 1807: 1.804378044617558e-05
Position 423: 1.6631322808650413e-05
Position 913: 1.6018353598711876e-05
Position 892: 1.546967057626906e-05
Position 1873: 1.4453895943436803e-05
Position 1093: 1.3807503465953901e-05
Position 764: 1.3444755492412528e-05
Position 298: 1.264033625353863e-05
Position 494: 1.128277881957519e-05
Position 523: 7.81702035743035e-06
Position 440: 7.775121853096184e-06
Position 185: 6.3142795822865365e-06
Position 279: 5.0798097238324215e-06
Position 309: 4.373978714992186e-06
Position 370: 4.114741027708967e-06
Position 1816: 3.883113425645417e-06
Position 360: 3.806741916462077e-06
Position 3664: 3.657930118832093e-06
Position 622: 3.5249045605816664e-06
Position 471: 3.2323370033778563e-06
Position 417: 2.7955349981748465e-06
Position 363: 2.6886038836798174e-06
Position 499: 2.07551775904313e-06
Position 305: 8.327794029671824e-07
Position 415: 5.858981041816159e-07
Position 611: 3.680637504595312e-07
Position 212: 2.2683958001653233e-07
Position 314: 1.4224683611050255e-07
Position 898: 1.252551430543928e-07
Position 958: 7.901801647175048e-08
Position 961: 7.738440577663846e-08
Position 954: 6.267211606696235e-08
Position 190: 5.864558351829436e-08
Position 475: 4.6331570676883374e-08
Position 473: 8.334026376865967e-09
Position 216: 5.411144812983131e-10
Position 214: 2.9322209133045126e-10
Position 307: 1.366477109291539e-10
Position 596: 9.288665168612146e-12
Position 97: 5.688216146214976e-12
