Gene = DLEC1
Position 2207: 6.614733225048831e-06
Position 7196: 5.660300542981942e-06
Position 2218: 5.556485268219916e-06
Position 539: 4.403535033242949e-06
Position 74: 2.835116423167001e-06
Position 565: 2.74617350479734e-06
Position 781: 1.9090277640496647e-06
Position 3981: 1.492056284291146e-06
Position 1788: 1.3150980453052714e-06
Position 262: 1.2141422457740973e-06
Position 342: 9.56850986188044e-07
Position 15: 8.740350971717898e-07
Position 789: 6.981160570995603e-07
Position 1287: 6.829382108542905e-07
Position 472: 6.007961962651795e-07
Position 9: 5.125810505855637e-07
Position 965: 4.254344265761671e-07
Position 1385: 3.7930447667203366e-07
Position 443: 2.7216045251483575e-07
Position 1552: 2.623680674606282e-07
Position 1627: 1.983574472505659e-07
Position 59: 1.770454683091033e-07
Position 1325: 1.3949839936864882e-07
Position 241: 1.370405291822326e-07
Position 453: 1.1481567715931528e-07
Position 1084: 6.132342346259745e-08
Position 2704: 4.883847568675038e-08
Position 881: 3.502989959989901e-08
Position 915: 3.497651505540099e-08
Position 2510: 2.8697758135270585e-08
Position 655: 2.1983641452968476e-08
Position 922: 1.997812376313419e-08
Position 1065: 1.7036613186139118e-08
Position 765: 1.5731744127738742e-08
Position 1002: 1.4728441582342594e-08
Position 736: 1.3779979145540043e-08
Position 1040: 1.352858898329754e-08
Position 329: 2.2330972560536525e-10
Position 437: 1.4356755632615268e-10
Position 448: 1.1856705604716598e-10
Position 414: 5.1287542782306266e-11
Position 518: 4.128703185577975e-11
Position 582: 9.997531916569862e-12
Position 315: 1.7253412682749744e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 20536: 0.9188286162959262
Position 10013: 0.8954473045068156
Position 19905: 0.699530338058184
Position 22963: 0.5058473876130507
Position 15577: 0.46016183205220107
Position 12188: 0.4385785778077638
Position 6337: 0.342961417251793
Position 6763: 0.27274572968202443
Position 10611: 0.2487087489109897
Position 23000: 0.24776900227634419
Position 20826: 0.2470123673148551
Position 12185: 0.21560583792931876
Position 30837: 0.1932122255574729
Position 24635: 0.18495207635479918
Position 11234: 0.1749954785363042
Position 23549: 0.17397888157166452
Position 21998: 0.16563646203745425
Position 10748: 0.10079355578094995
Position 15183: 0.08183041244988838
Position 6572: 0.08150799264496597
Position 9364: 0.07164429257255205
Position 10044: 0.07093462063755943
Position 8658: 0.06966467920846534
Position 20740: 0.06495154681981537
Position 27376: 0.06380094821298805
Position 28083: 0.060623511939300864
Position 12244: 0.060574800745810384
Position 26647: 0.059449008047499016
Position 23429: 0.05418630777282278
Position 23375: 0.05352795993722357
Position 8821: 0.05298039932978615
Position 7232: 0.05282922872564497
Position 27323: 0.05243986690770875
Position 28568: 0.05193087826670169
Position 25608: 0.05062903671613742
Position 28103: 0.04989860718477442
Position 28417: 0.04774414839999742
Position 13369: 0.0475832262365088
Position 9146: 0.046676206438444334
Position 23458: 0.03924989793894467
Position 20602: 0.03226626498907353
Position 15391: 0.02622630604990234
Position 26705: 0.025755211107784035
Position 27390: 0.02529768801912353
Position 17746: 0.023499057695644796
Position 8901: 0.019959594598499837
Position 5990: 0.01946654179355372
Position 2304: 0.019125661476959238
Position 6082: 0.018940950212813078
Position 21024: 0.018267809476130346
Position 22934: 0.017673199684684834
Position 22507: 0.017379548272308327
Position 9015: 0.01731164769416403
Position 23552: 0.017222467763763852
Position 24737: 0.016723421709262335
Position 25215: 0.016298791048476757
Position 4052: 0.015674833021604155
Position 12869: 0.015258223153274372
Position 7018: 0.01517996879911457
Position 9201: 0.015062094216366973
Position 24821: 0.013771051122030888
Position 16376: 0.013436873029820155
Position 6358: 0.012802788215565677
Position 20416: 0.012407632440099153
Position 1152: 0.011993066736237016
Position 7196: 0.011736941110774238
Position 7107: 0.010999080274892688
Position 6181: 0.009967450921216979
Position 22906: 0.009182005907311911
Position 16128: 0.008880221111592071
Position 30404: 0.008688357070861241
Position 7727: 0.008499889090349644
Position 24068: 0.008153742286694084
Position 6683: 0.007814147355987589
Position 7588: 0.007744161660321506
Position 15285: 0.007414960915046896
Position 22483: 0.007277236146430114
Position 6704: 0.006970270708567974
Position 20742: 0.00669051446067174
Position 10583: 0.006672093762142743
Position 7645: 0.006489551432335315
Position 19577: 0.006339599465883701
Position 24144: 0.005886217068112018
Position 26294: 0.005848388398954734
Position 27842: 0.005747906737935242
Position 5943: 0.005717824947345248
Position 11173: 0.005689262121809253
Position 5940: 0.005678549201035654
Position 25724: 0.005618831453652093
Position 24937: 0.005430198960231633
Position 20851: 0.005363904410284782
Position 15447: 0.005247602991941396
Position 24688: 0.005231832924326628
Position 6783: 0.0049971674238202994
Position 12925: 0.004528142601072379
Position 1659: 0.0043091519285670685
Position 5886: 0.00417275857387955
Position 7701: 0.003976956305559416
Position 23523: 0.0038270497540311135
Position 24090: 0.003737546332437956
Position 2148: 0.0037091243727071974
Position 22018: 0.0035645852972335267
Position 8596: 0.0029734863274307227
Position 23306: 0.002767537226536278
Position 224: 0.0025513446070240704
Position 12751: 0.002443509214844044
Position 6099: 0.002375376935513558
Position 3840: 0.0023392135598434695
Position 23964: 0.002136827120600585
Position 5908: 0.0021330714680267257
Position 9151: 0.001974195883912786
Position 23025: 0.001966685769391819
Position 1679: 0.0018845766869973924
Position 336: 0.001872940207686825
Position 5892: 0.001762963261998968
Position 23803: 0.001674517758435866
Position 26600: 0.0016342940671588535
Position 13239: 0.001572227587736115
Position 21994: 0.0015588001107980204
Position 24963: 0.0015563413663267365
Position 2290: 0.0015542987685454284
Position 7275: 0.0015237876994098547
Position 25569: 0.0015234766647374818
Position 24442: 0.0014610664058738803
Position 12872: 0.0014539434526069043
Position 1019: 0.0014263151115569358
Position 6037: 0.0014253274863331696
Position 3731: 0.0014213933215765503
Position 8749: 0.001309712330369105
Position 6188: 0.0013049330550226716
Position 7169: 0.001213626189554097
Position 3972: 0.0012086639858920343
Position 9305: 0.0012039138757617837
Position 12086: 0.0011972248602710402
Position 2347: 0.001156963944286529
Position 6732: 0.0011204922560993354
Position 4028: 0.0010920273770210684
Position 20298: 0.0010279374907715246
Position 21534: 0.0010079240416744374
Position 21051: 0.000977640704644581
Position 2313: 0.0009087765095213257
Position 4533: 0.0009010017407652583
Position 8790: 0.0008356360035901237
Position 10586: 0.0008043640532810103
Position 9082: 0.0007952271985373006
Position 6863: 0.0007904448341482073
Position 22157: 0.0007737346987155145
Position 12061: 0.0007581095418861766
Position 10643: 0.0007498405424673213
Position 11075: 0.0007407477767951322
Position 9967: 0.0007135768052806536
Position 2124: 0.0006882370044494013
Position 193: 0.0006849619951967397
Position 24386: 0.0006653410227908893
Position 1980: 0.0006309433840045017
Position 23771: 0.0006119151322707846
Position 21513: 0.0006106012660659154
Position 3882: 0.0005961810392060418
Position 12781: 0.0005802386012921673
Position 2191: 0.0005567330720535818
Position 887: 0.0005540810384004088
Position 23270: 0.0005527124641150018
Position 11152: 0.0005004690706531645
Position 10400: 0.0004933840790301537
Position 291: 0.00046833825509064067
Position 3375: 0.0004559636722337158
Position 8358: 0.00043562423465163814
Position 6786: 0.0004279130012781705
Position 1983: 0.0004189605922997496
Position 4406: 0.0003875157608846221
Position 524: 0.0003632178316969382
Position 10512: 0.000347095972935442
Position 8299: 0.00034353959910154536
Position 10753: 0.00034118552247471804
Position 829: 0.00033320133022630256
Position 8523: 0.00031608651415837867
Position 12807: 0.00030524296411519073
Position 14731: 0.00027139095724722543
Position 4365: 0.0002680628511967051
Position 24566: 0.00023602460565268638
Position 5948: 0.00022002836293554627
Position 239: 0.0002010547333065588
Position 6355: 0.00019643969925526995
Position 5861: 0.00019564656607367362
Position 6103: 0.00019227510165419464
Position 2261: 0.00019006592132671712
Position 2060: 0.0001836236783567053
Position 23680: 0.00018132086439695381
Position 5693: 0.00017573762828449821
Position 5994: 0.0001716662416679121
Position 5800: 0.00017019902777123917
Position 4508: 0.00016645821268830596
Position 5925: 0.00015728438736582642
Position 9675: 0.00015715587773081096
Position 3533: 0.00014970501118447078
Position 7986: 0.0001475089265393648
Position 17129: 0.0001284863145217046
Position 3856: 0.00012595888531220532
Position 7765: 0.00012452808435858386
Position 679: 0.00011736455884075585
Position 1552: 0.00011382151380381226
Position 1156: 0.00011163785904385084
Position 22651: 0.00010655316606784986
Position 505: 0.00010025828551197333
Position 1231: 9.433481247061387e-05
Position 5012: 8.179853974866053e-05
Position 3760: 7.708433045131187e-05
Position 2395: 7.340336948293309e-05
Position 4165: 5.6022477848012705e-05
Position 18636: 5.0795184006751734e-05
Position 4967: 4.882965085248815e-05
Position 2200: 4.5945264065114516e-05
Position 582: 4.57456684296685e-05
Position 539: 4.5724036557872016e-05
Position 1451: 4.4546176956717776e-05
Position 4928: 4.330317350691707e-05
Position 19145: 4.2243323895378185e-05
Position 10108: 4.065413563362483e-05
Position 6634: 4.050520705667115e-05
Position 2074: 4.033567031903781e-05
Position 4331: 3.796247740814268e-05
Position 6267: 3.641030913774726e-05
Position 3944: 3.623787522533057e-05
Position 1705: 3.5299195040636936e-05
Position 1827: 3.401227795638324e-05
Position 3371: 3.237690097445856e-05
Position 2320: 2.9254249455032692e-05
Position 1065: 2.837537511229323e-05
Position 3871: 2.532505475421653e-05
Position 1088: 2.4454986062368168e-05
Position 1851: 2.2739359007861688e-05
Position 14776: 2.206331608035128e-05
Position 5815: 2.1058834726996678e-05
Position 1619: 1.9609308057281915e-05
Position 2264: 1.926655581871464e-05
Position 4896: 1.8940005888289766e-05
Position 1753: 1.8137837536436078e-05
Position 1331: 1.7980210978535905e-05
Position 4185: 1.4284549105559322e-05
Position 201: 1.3643886197214564e-05
Position 179: 1.3333657996159918e-05
Position 4771: 1.2853869406216487e-05
Position 254: 1.2193154032706036e-05
Position 836: 1.1929794177750778e-05
Position 1661: 1.02187263513759e-05
Position 2005: 9.619089245487406e-06
Position 4815: 9.605133896375192e-06
Position 861: 9.45097226653062e-06
Position 4973: 9.340410385968828e-06
Position 4000: 8.681030849139426e-06
Position 1924: 7.88404892015618e-06
Position 388: 7.600642094420821e-06
Position 1570: 6.382541106797978e-06
Position 512: 6.156430031371422e-06
Position 890: 5.036266262246193e-06
Position 2215: 4.692548395587428e-06
Position 495: 3.956735712133667e-06
Position 11674: 3.063584871079255e-06
Position 1567: 2.6793545135682348e-06
Position 856: 2.65577923912387e-06
Position 565: 1.8010885323434851e-06
Position 2009: 2.1970334540795595e-07
Position 1985: 9.791465214733169e-08
Position 1876: 7.164331867447304e-08
Position 1481: 5.91359753165446e-08
Position 1989: 5.47462529406949e-08
Position 2529: 5.279334321434967e-08
Position 1727: 5.1043341373119034e-08
Position 361: 4.8303329576823675e-08
Position 724: 4.775779428141887e-08
Position 3562: 3.995091024652928e-08
Position 1521: 3.969366039301079e-08
Position 3469: 3.92166085509248e-08
Position 1170: 3.206383904475323e-08
Position 3512: 2.9555539563287854e-08
Position 950: 2.9159342250136697e-08
Position 341: 2.710979602271769e-08
Position 1833: 2.5158711282660898e-08
Position 922: 2.2313535464364596e-08
Position 357: 2.2288163037609917e-08
Position 377: 1.871753661185508e-08
Position 1411: 1.7663748920072047e-08
Position 2812: 1.2286232126593237e-08
Position 849: 1.1981975341911436e-08
Position 898: 1.1248073293897549e-08
Position 658: 1.0711771777934051e-08
Position 1094: 9.35113039633899e-09
Position 1715: 7.216400946869401e-09
Position 1691: 5.696085118082404e-09
Position 840: 4.493426775670365e-09
Position 1167: 4.159043369278576e-09
Position 1477: 4.03476407505278e-09
Position 1601: 3.865157626763521e-09
Position 1283: 3.4469268969663863e-09
Position 248: 3.4273584754385583e-09
Position 367: 3.1691149846065087e-09
Position 1301: 3.0469869559370002e-09
Position 2569: 1.170807296868593e-09
Position 2614: 8.428200402217388e-10
Position 1186: 7.879308338227285e-12
Position 751: 6.031893620990014e-12
Position 588: 6.03042486923301e-12
Position 736: 5.714358531400883e-12
Position 124: 5.540994223729106e-12
Position 422: 5.2662278695590025e-12
