Gene = S100A16
Position 1551: 1.0522605830738324e-06
Position 47: 1.038243492005403e-06
Position 131: 1.0103234667138377e-06
Position 90: 8.074409521427792e-07
Position 2179: 6.008282526605329e-07
Position 1410: 4.807852495370872e-07
Position 2277: 3.253943438065981e-07
Position 264: 2.454414530397394e-07
Position 236: 9.447886559342712e-08
Position 126: 8.430088678775561e-08
Position 298: 7.257476497129532e-08
Position 375: 4.999552139456647e-08
Position 461: 4.3662967020965294e-08
Position 206: 4.084696875675103e-08
Position 337: 2.5039844416879684e-08
Position 1252: 1.5312728401184766e-08
Position 252: 1.471500917102395e-08
Position 330: 8.690167335094094e-09
Position 477: 5.288644154658817e-11
Position 1963: 9.457112956246788e-12
Position 520: 6.693999242586493e-12
Position 1961: 3.5983233622836457e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1644: 0.9746452096602497
Position 1159: 0.8640684018895547
Position 262: 0.29534497388953374
Position 1172: 0.10038289893119016
Position 306: 0.08591394273554487
Position 590: 0.04749391294007986
Position 2160: 0.04396983230457818
Position 375: 0.03828090634387159
Position 1049: 0.026788822692631428
Position 309: 0.015715768185413093
Position 994: 0.008405294487666717
Position 1169: 0.007493073936114135
Position 2200: 0.006924145868824986
Position 267: 0.0061079762861670365
Position 1920: 0.005585130773483171
Position 1265: 0.005399564740611774
Position 889: 0.005324879147396985
Position 324: 0.004827451270071393
Position 1618: 0.00336467227746916
Position 859: 0.002967662759609932
Position 1865: 0.0027794451934511012
Position 1443: 0.002658119741036508
Position 392: 0.002473604928851653
Position 2085: 0.002133729614116693
Position 1212: 0.0017935561173678647
Position 1495: 0.0017496674721652137
Position 756: 0.001703634209284252
Position 1580: 0.0016731059221224138
Position 1651: 0.0016118265811867376
Position 2002: 0.0014680240784897742
Position 328: 0.0014492781582471526
Position 1260: 0.0014482363226112648
Position 1479: 0.0012911773866670735
Position 2264: 0.0011568693613618313
Position 1540: 0.0011150108888412396
Position 486: 0.0007353233217380257
Position 149: 0.0007317158689192774
Position 394: 0.0007260333639950878
Position 1828: 0.0006547509669442606
Position 920: 0.000572241708230514
Position 1894: 0.0005721307830197089
Position 2066: 0.0004598982708022429
Position 873: 0.00041186223890181845
Position 765: 0.0004104266618048931
Position 1461: 0.0004041994153297186
Position 273: 0.0003079926842876768
Position 351: 0.00030688453966834994
Position 102: 0.0002790357774578464
Position 2039: 0.00021738738088943448
Position 1969: 0.0002061925786471697
Position 596: 0.00020274286792489244
Position 1427: 0.00018429643952000803
Position 1215: 0.0001755099907769811
Position 1741: 0.00017524030223660625
Position 2165: 0.0001334745373040012
Position 1178: 0.00013227993827209886
Position 1056: 9.139228604969234e-05
Position 698: 8.415497975778642e-05
Position 2178: 7.155105602702428e-05
Position 2308: 6.386999541028448e-05
Position 405: 5.591266291205569e-05
Position 1782: 5.24677047873854e-05
Position 349: 5.0746651048270265e-05
Position 264: 4.9404656735916534e-05
Position 600: 3.894529440347328e-05
Position 1181: 3.850911135809591e-05
Position 842: 3.607715851248857e-05
Position 844: 3.5904636071331274e-05
Position 1715: 3.4275776679395256e-05
Position 1545: 3.410623940729659e-05
Position 1878: 3.2568637624434986e-05
Position 1314: 3.0263570954730602e-05
Position 631: 2.6603261682064184e-05
Position 1110: 2.6349772537424532e-05
Position 1281: 2.4416324710116984e-05
Position 2017: 2.4183121660029434e-05
Position 438: 2.370754951078539e-05
Position 1206: 1.6489105074300746e-05
Position 1674: 1.4167208806030519e-05
Position 1961: 1.3408818791474334e-05
Position 1548: 1.2498277688309238e-05
Position 1683: 1.0916874707040438e-05
Position 2382: 9.134366628133405e-06
Position 1107: 8.81611477349895e-06
Position 1504: 8.55505306967111e-06
Position 786: 8.402358310700448e-06
Position 2280: 7.328494900287293e-06
Position 1192: 6.051992640403617e-06
Position 2209: 5.779785657711931e-06
Position 1408: 5.777701007429569e-06
Position 1662: 5.158443728940531e-06
Position 949: 4.664892501694994e-06
Position 2068: 4.127032629274427e-06
Position 539: 3.465026077868792e-06
Position 702: 2.907279586673078e-06
Position 1974: 2.831206673861392e-06
Position 1594: 2.6515569006206686e-06
Position 1088: 2.249981121735628e-06
Position 969: 1.8099189952806923e-06
Position 806: 1.7593020015316148e-06
Position 2206: 1.687476696745437e-06
Position 640: 1.6242983565087206e-06
Position 1393: 1.171892520838292e-06
Position 541: 8.75223660477979e-07
Position 721: 8.717505383805705e-07
Position 1081: 8.682171787019101e-07
Position 1561: 7.999983956847895e-07
Position 784: 1.444927179439767e-07
Position 508: 7.319955519771531e-08
Position 940: 7.153420352703346e-08
Position 717: 5.723793455191669e-08
Position 499: 5.0281408050229685e-08
Position 982: 5.002375271042714e-08
Position 724: 4.309643899147085e-08
Position 652: 1.4650331588809539e-08
Position 206: 1.392288452047867e-08
Position 202: 1.3201691379970658e-08
Position 1063: 1.1427070643967094e-08
Position 795: 7.431709696883109e-09
Position 1785: 6.677572946898903e-09
Position 1788: 3.910695623772699e-09
Position 164: 1.947523947574802e-09
Position 819: 1.6286291961795572e-10
Position 506: 1.1568966986086138e-10
Position 516: 4.104118780516909e-11
Position 175: 3.655793198819592e-12
Position 513: 1.808683517888125e-12
