Gene = RAB29
Position 262: 1.0874543645877266e-07
Position 330: 8.343021938093967e-08
Position 600: 7.656551312992554e-08
Position 655: 6.137188607052188e-08
Position 223: 4.107538795377101e-08
Position 3974: 2.9825712148052935e-08
Position 323: 1.2443876260440545e-08
Position 982: 1.161997190870096e-08
Position 1409: 1.0585980982133992e-08
Position 182: 5.67529416951954e-09
Position 637: 5.609896563950671e-09
Position 1640: 4.1861181247550075e-09
Position 1772: 3.3135840617182977e-09
Position 125: 3.0929706834011004e-09
Position 618: 5.939879304729759e-10
Position 226: 2.5000962891139795e-10
Position 643: 1.6122417193777002e-12
