Gene = HMHB1
Position 6386: 0.014861543978362807
Position 3086: 0.01475408802836376
Position 1438: 0.013857131733809641
Position 576: 0.013235855458094812
Position 7846: 0.012351392827775915
Position 1094: 0.010908259295194933
Position 755: 0.008192165989128275
Position 985: 0.008177788795033853
Position 4351: 0.007655019337546941
Position 1834: 0.0076327791533025375
Position 2820: 0.007297950083190589
Position 5621: 0.007297696679328849
Position 8534: 0.007254826509064003
Position 1600: 0.006978306896786919
Position 7216: 0.006826594157697994
Position 3559: 0.006466532295509523
Position 6998: 0.005774925767518951
Position 6648: 0.005606941041133316
Position 5806: 0.005445846053377853
Position 5726: 0.005355576304607246
Position 894: 0.005199590096453729
Position 4730: 0.004805410434948794
Position 1174: 0.004627970219775967
Position 4259: 0.004424235229018158
Position 5160: 0.004381572980074873
Position 3405: 0.004270516315931784
Position 2753: 0.004249419702479344
Position 5665: 0.00391696557682342
Position 7740: 0.0038911036341903395
Position 4663: 0.003802684058289234
Position 2635: 0.0036227925730994066
Position 3976: 0.003265147271783181
Position 1157: 0.0030732200879345175
Position 1952: 0.002703367688959734
Position 3920: 0.0024582557517749304
Position 1314: 0.0024564907447318096
Position 4870: 0.002110606411656311
Position 670: 0.0020701913000345787
Position 8338: 0.0020663576971381636
Position 5809: 0.0019210534993377444
Position 1253: 0.0016803646966543197
Position 4660: 0.0016388967885060035
Position 1210: 0.001618079025956875
Position 351: 0.0015867036087607242
Position 4966: 0.0015534528888345197
Position 5346: 0.0014592325551299591
Position 3253: 0.0014023903648308523
Position 7650: 0.0013780588459924815
Position 3862: 0.0013446612594928138
Position 1399: 0.0012189069144682351
Position 8261: 0.0012104642773164336
Position 6712: 0.0010947065652745214
Position 316: 0.0010695927746996675
Position 927: 0.0010486117994032726
Position 3157: 0.0010410887648366078
Position 2880: 0.0010395738365930234
Position 839: 0.000847303112354754
Position 7556: 0.0007892366376725004
Position 5894: 0.0007884156881644646
Position 5421: 0.0007730037144572417
Position 6724: 0.000748447973205616
Position 7632: 0.0007419639890500585
Position 5553: 0.0007397772700935922
Position 2771: 0.0007193160284933419
Position 3583: 0.0006762889786141306
Position 6319: 0.0006659371430228369
Position 4599: 0.0006140543676691793
Position 8094: 0.0005905445171173756
Position 5579: 0.0005545760115780932
Position 708: 0.0005297970781509976
Position 2255: 0.0005020146690708307
Position 621: 0.00048669379559477253
Position 7016: 0.00047404679538613174
Position 1866: 0.00046097574042484483
Position 2574: 0.0004473814296406936
Position 2408: 0.0004344266905315781
Position 4422: 0.00042808138391998984
Position 3015: 0.0004240573450363974
Position 4173: 0.0004068304166896417
Position 3387: 0.0003817951016058642
Position 2486: 0.00037772098688006677
Position 5668: 0.000345564139156231
Position 1063: 0.0003394943358470804
Position 4926: 0.0003145041917462522
Position 2539: 0.00031163823756319523
Position 6264: 0.00030446617460315207
Position 6970: 0.00030407139102201316
Position 4996: 0.0002803160308049004
Position 2042: 0.00027775051808381744
Position 5453: 0.00026546997451168847
Position 7085: 0.00025391896118892696
Position 6350: 0.00025036664575073654
Position 2675: 0.0002482099465859154
Position 1230: 0.0002476691075666554
Position 2894: 0.0002442668114266566
Position 872: 0.0002348394016126303
Position 4213: 0.00022041546918320987
Position 380: 0.00018578461669636296
Position 2828: 0.0001829677778714131
Position 6435: 0.00018260503030599954
Position 4793: 0.00018110252026413555
Position 6529: 0.00017028356023385269
Position 1893: 0.00015273072511136717
Position 1354: 0.00015136482060543554
Position 5635: 0.00013089145462513886
Position 531: 0.0001275402386986006
Position 3728: 0.00012024019559435456
Position 2605: 0.00011917828542500663
Position 5487: 0.00010702473489663943
Position 2447: 0.00010281325163762639
Position 2691: 9.79423179025723e-05
Position 3128: 9.207240513687273e-05
Position 1003: 8.815734740078906e-05
Position 4699: 8.50447636166468e-05
Position 388: 8.159539762519362e-05
Position 5035: 7.684825657670398e-05
Position 1616: 7.625970432540104e-05
Position 485: 7.476240211263923e-05
Position 4101: 7.168120262943246e-05
Position 1538: 6.246407119302634e-05
Position 1319: 5.8429650675198955e-05
Position 1684: 5.562228609887744e-05
Position 4326: 5.471844686611631e-05
Position 1705: 5.393064216890334e-05
Position 3731: 5.1331747929722754e-05
Position 3053: 5.0824267147846217e-05
Position 249: 4.258279333915025e-05
Position 3268: 4.2516823801212885e-05
Position 3882: 4.229758126136216e-05
Position 1564: 3.9050005341301024e-05
Position 3289: 3.206724178733656e-05
Position 936: 2.8993156237428236e-05
Position 1381: 1.6719219027489126e-05
Position 673: 1.0199032784043679e-05
Position 545: 9.95699105606157e-06
Position 1478: 5.391773714683269e-06
Position 1452: 4.47668412712057e-06
Position 1405: 3.4074865874688024e-06
Position 994: 3.0129079554602003e-06
Position 332: 2.117245974762695e-06
Position 761: 1.9848320012884723e-06
Position 701: 1.1112472627140676e-06
Position 950: 9.784581384499473e-07
Position 1331: 9.77130858619796e-07
Position 390: 9.608140608285024e-07
Position 691: 7.338775880332926e-07
Position 1014: 7.236488546749801e-07
Position 960: 7.231386229541772e-07
Position 337: 6.38198100779676e-07
Position 259: 5.488136626145844e-07
Position 1275: 4.951468633602408e-07
Position 394: 4.250850418598333e-07
Position 235: 4.2455651770725017e-07
Position 1337: 3.9756988349029383e-07
Position 406: 3.582266535199632e-07
Position 397: 3.373981022052664e-07
Position 771: 3.3517974981731004e-07
Position 541: 1.577772781939665e-07
Position 431: 1.308226319102642e-07
Position 757: 9.436859819483605e-08
Position 289: 6.036982182999753e-08
Position 850: 5.329366442281183e-08
Position 424: 4.197492603930675e-08
Position 325: 4.0219042437671735e-08
Position 1456: 4.0205935654144955e-08
Position 552: 3.964768895648154e-08
Position 550: 3.772889662295923e-08
Position 1367: 3.7016788476703735e-08
Position 1255: 3.701012002454535e-08
Position 1466: 3.4312490327393494e-08
Position 1020: 2.4026084593067793e-08
Position 714: 2.315112409135644e-08
Position 775: 1.7158354804189065e-08
Position 1050: 1.2386611203053657e-08
Position 453: 1.1020922894058332e-08
Position 271: 8.444961745897655e-09
Position 233: 7.772783220395041e-09
Position 443: 6.8938745029760115e-09
Position 403: 5.041720838454806e-09
Position 275: 4.499711967288938e-09
Position 557: 2.8532311740680537e-09
Position 448: 2.8491278500400254e-09
Position 1039: 2.089922952963483e-09
Position 481: 1.078054173594998e-09
Position 214: 8.546948996946143e-10
Position 1028: 5.42070514997255e-10
Position 285: 4.500390776725257e-10
Position 490: 2.3436073959285037e-10
Position 461: 1.0976250936440456e-10
Position 282: 7.70808398727239e-11
Position 465: 7.045626392313226e-11
Position 681: 3.190504653514905e-11
Position 495: 2.6647968181352105e-11
Position 280: 5.128996680298307e-12
Position 171: 4.540188111408847e-15
Position 191: 2.3766058707486425e-15
Position 202: 1.89989572106928e-15
Position 162: 6.380470128516863e-16
Position 166: 5.33792896582959e-16
Position 179: 1.5845799049396316e-16
Position 156: 9.773509451335391e-17
Position 185: 2.869805962169237e-17
Position 187: 2.3542725674113745e-17
Position 175: 1.6623747110075736e-17
Position 204: 1.821845067490688e-21
Position 196: 1.5695649095769837e-21
Position 159: 1.2901096906150133e-21
Position 177: 6.323521069648125e-22
Position 173: 3.645982953303278e-22
