Gene = BTLA
Position 471: 2.2411232763919497e-07
Position 2154: 1.8485457668892784e-07
Position 1657: 1.2272090074275013e-07
Position 2143: 1.1467298988397208e-07
Position 3801: 2.1479375607915825e-08
Position 1623: 1.8897318702674468e-08
Position 2389: 1.8781727748664782e-08
Position 2635: 1.7242087912171837e-08
Position 2181: 1.6394993216730016e-08
Position 1912: 1.4133328458110634e-08
Position 376: 8.685851035148348e-09
Position 578: 7.425219272376136e-09
Position 3137: 5.301512970324552e-09
Position 1427: 5.057010846564227e-09
Position 90: 4.492632942842789e-09
Position 8: 4.0398215161705185e-09
Position 3103: 3.0376413604455374e-09
Position 557: 2.3637271251493317e-09
Position 1264: 2.2533516554765093e-09
Position 3076: 2.1775397645270086e-09
Position 2675: 1.690260087567824e-09
Position 175: 4.189813550209596e-10
Position 335: 1.0660245229585894e-10
Position 318: 6.990862431635583e-11
Position 381: 6.6005617101353e-11
Position 880: 6.427176211187465e-11
Position 374: 4.2587306930007073e-11
Position 1011: 3.046321708049328e-11
Position 666: 2.028873184611886e-11
Position 734: 1.4153195362959623e-11
Position 686: 9.931331165056696e-12
Position 916: 9.82966217908097e-12
Position 444: 9.707933408351138e-12
Position 891: 6.496653591153137e-12
Position 699: 4.964721057441891e-12
Position 671: 2.847262248599231e-12
Position 661: 1.8084559743031886e-12
Position 402: 6.401577773996864e-13
Position 532: 5.924193236589505e-13
Position 563: 5.851750348288006e-13
Position 419: 7.63289949699709e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 19791: 0.9947550221542026
Position 29756: 0.9589932065608334
Position 33177: 0.7426190484480366
Position 9981: 0.1390559865894524
Position 30003: 0.1285494276948218
Position 2216: 0.10275831959255195
Position 10012: 0.09116495145360272
Position 1950: 0.08302478674876879
Position 9280: 0.06471436763755492
Position 2017: 0.025665517294472095
Position 26089: 0.022047079080268525
Position 2238: 0.017388303294597212
Position 9848: 0.005507516467611468
Position 23215: 0.0047972662026605235
Position 9335: 0.003727094400956995
Position 21411: 0.0032075662234711446
Position 9719: 0.003011139282186395
Position 9795: 0.0028090459333777757
Position 1998: 0.002226248995970878
Position 6195: 0.0009418564523252452
Position 1960: 0.0009167362799649098
Position 2119: 0.0006167169958055182
Position 15989: 0.0005100919703803478
Position 10245: 0.0004881723436907257
Position 2047: 0.0004612551899670488
Position 1531: 0.00037513684162301605
Position 1823: 0.0003347594370215639
Position 2197: 0.00033242906312417475
Position 1797: 0.0003125895242482931
Position 12928: 0.0003110576327336166
Position 7794: 0.0002906092536426969
Position 8964: 0.0002429181067370513
Position 12003: 0.000196449478651014
Position 13447: 0.00019312938160047702
Position 1889: 0.00018148797005328562
Position 1896: 0.0001807035627670518
Position 3308: 0.00017820770522759133
Position 15600: 0.0001723574487063088
Position 9521: 0.0001524581247120085
Position 3984: 0.00013443246414188617
Position 11982: 0.0001240076479335885
Position 5458: 0.00012216377510226704
Position 199: 0.00010760555491115248
Position 5200: 6.89648791457064e-05
Position 3100: 6.763147360624155e-05
Position 4533: 5.4563254641785935e-05
Position 4032: 5.110585013667825e-05
Position 15110: 4.9949693753342485e-05
Position 15084: 4.854388702285051e-05
Position 14626: 3.9265351558364706e-05
Position 369: 3.8358673094839794e-05
Position 12528: 3.766650593438861e-05
Position 7282: 3.423332644923459e-05
Position 2492: 3.0456341555827964e-05
Position 10500: 2.977000117065502e-05
Position 9136: 2.4679203685840986e-05
Position 11699: 2.147257178183234e-05
Position 1498: 2.124402264953054e-05
Position 4814: 2.102509562171844e-05
Position 13471: 2.050113234453318e-05
Position 6236: 1.7706418634874097e-05
Position 5454: 1.5769502030475714e-05
Position 1535: 1.3648149253966146e-05
Position 4058: 1.337982558827388e-05
Position 7140: 1.2801645823473518e-05
Position 1105: 1.2634968105430836e-05
Position 3071: 1.2284925686768267e-05
Position 331: 1.201899949984421e-05
Position 1016: 1.1987196693120225e-05
Position 5036: 1.1738602684965326e-05
Position 11850: 1.1640629300269301e-05
Position 9102: 1.0389772605928261e-05
Position 4918: 1.0329239831474537e-05
Position 7670: 1.0108860720150154e-05
Position 1394: 1.0036551758446593e-05
Position 1570: 9.555946830953277e-06
Position 3270: 9.324856189478567e-06
Position 11073: 8.124595373817906e-06
Position 5288: 8.117817693574545e-06
Position 1741: 7.937072681572058e-06
Position 3734: 7.732042463709354e-06
Position 8381: 7.655962918333586e-06
Position 175: 6.96713861732176e-06
Position 3441: 6.702001138503134e-06
Position 6566: 6.6902498023881765e-06
Position 1041: 6.319146075837169e-06
Position 9546: 6.068276747920615e-06
Position 5126: 5.362615757659307e-06
Position 9647: 5.314473265807563e-06
Position 8991: 5.219153348928866e-06
Position 8229: 4.870987133039894e-06
Position 1318: 4.795292312187609e-06
Position 3963: 4.772057662612034e-06
Position 5129: 4.625977002532135e-06
Position 8415: 4.528706422072869e-06
Position 7148: 4.383493665798463e-06
Position 5478: 4.3524499980029345e-06
Position 3027: 4.2826305685186554e-06
Position 1321: 4.254199338708485e-06
Position 5616: 4.212701863014443e-06
Position 8029: 4.128505905147867e-06
Position 7753: 4.0700639447339454e-06
Position 4549: 3.870939997846224e-06
Position 1129: 3.505723043906708e-06
Position 1155: 2.7618685136925665e-06
Position 7376: 2.66586297874172e-06
Position 6148: 2.6367793522038507e-06
Position 8497: 2.568866357700767e-06
Position 4284: 2.4271906683332277e-06
Position 6833: 2.3748339572102856e-06
Position 873: 2.325913934674398e-06
Position 405: 2.267823458640037e-06
Position 7556: 2.263953093759867e-06
Position 2432: 2.2314467303857907e-06
Position 4689: 2.1621359745911717e-06
Position 6903: 2.0081328586955295e-06
Position 3685: 1.968307166728359e-06
Position 4281: 1.9189728606165176e-06
Position 438: 1.8370630971903281e-06
Position 3255: 1.7890545640408123e-06
Position 3224: 1.7246342618271572e-06
Position 3241: 1.683036665642361e-06
Position 4514: 1.6713901489202363e-06
Position 7725: 1.616009403072766e-06
Position 6239: 1.585581679496331e-06
Position 1702: 1.5660716084723215e-06
Position 1668: 1.472760548331074e-06
Position 1427: 1.4119330895530685e-06
Position 3013: 1.3865805548759142e-06
Position 7598: 1.313633889515527e-06
Position 6452: 1.3064057718028451e-06
Position 2920: 1.157269329660212e-06
Position 6283: 1.1203887272960109e-06
Position 2521: 1.1195553622629033e-06
Position 7425: 1.0508677336381713e-06
Position 4964: 8.089701011028139e-07
Position 4927: 8.034517560971696e-07
Position 6706: 7.576875333694734e-07
Position 1255: 7.563219030959229e-07
Position 6541: 7.29577555097381e-07
Position 5392: 7.25051825241774e-07
Position 4733: 7.108953678681055e-07
Position 1299: 6.822568383818727e-07
Position 4199: 6.692255434017156e-07
Position 3166: 5.792414099172464e-07
Position 392: 5.788028390707823e-07
Position 4232: 5.718211093569761e-07
Position 6219: 5.479645574439624e-07
Position 3846: 5.304827742296069e-07
Position 834: 5.264963573136377e-07
Position 1771: 5.23977731497472e-07
Position 1369: 4.954781740212826e-07
Position 4997: 4.153343119599087e-07
Position 492: 3.844100002852224e-07
Position 2062: 3.4124807666807206e-07
Position 3273: 3.382409713088904e-07
Position 542: 3.335609888673468e-07
Position 3912: 3.236763270226911e-07
Position 4697: 3.158066970990993e-07
Position 4101: 3.0321864078363155e-07
Position 447: 3.0192590385072354e-07
Position 2924: 2.788455771096318e-07
Position 4001: 2.633724918376549e-07
Position 1911: 2.614607563609364e-07
Position 3617: 2.6038102337166166e-07
Position 1758: 2.40631750714207e-07
Position 4246: 2.3315908438428222e-07
Position 4393: 2.2972078462625106e-07
Position 661: 1.9877051060216194e-07
Position 3040: 1.8629238138912192e-07
Position 2554: 1.8271423743129448e-07
Position 1919: 1.710465445234703e-07
Position 1539: 1.599089995691706e-07
Position 637: 1.495651654659303e-07
Position 666: 1.4064667761805654e-07
Position 208: 1.3134106312097997e-07
Position 908: 9.285537423672014e-08
Position 1456: 7.388047101113932e-08
Position 1716: 6.659597283329258e-08
Position 1323: 5.6778757541819124e-08
Position 2504: 4.754446333671344e-08
Position 1903: 3.8591684829117636e-08
Position 2147: 3.223835353341338e-08
Position 573: 2.9815117544772046e-08
Position 1613: 2.9338059936228504e-08
Position 1435: 2.471799761924313e-08
Position 464: 1.8740593440395403e-08
Position 507: 1.7928956197101156e-08
Position 416: 1.3748136376994175e-08
Position 1453: 1.0528024569540624e-08
Position 1840: 1.0395805060089737e-08
Position 2275: 9.772037206542358e-09
Position 1596: 8.03640059310969e-09
Position 1403: 6.65760576229742e-09
Position 90: 3.1461472572608366e-09
Position 1623: 2.4254196161883534e-09
Position 2446: 2.38305683124221e-09
Position 307: 1.995215851359807e-09
Position 1267: 1.5174257715984802e-09
Position 1459: 1.2289957457472503e-09
Position 967: 1.0365977482636867e-09
Position 548: 9.640448802125796e-10
Position 1264: 7.097578560730289e-10
Position 669: 5.388651015964152e-10
Position 2302: 2.8763236198673556e-10
Position 471: 1.598406785583082e-10
Position 295: 1.3162317717230955e-10
Position 138: 1.294276951808954e-10
Position 1062: 1.2521171329475922e-10
Position 1060: 1.0937975660877605e-10
Position 578: 1.0380571362469105e-10
Position 101: 9.064241966425786e-11
Position 956: 8.230835588217296e-11
Position 2466: 8.222249214044558e-11
Position 993: 6.113073621016657e-11
Position 840: 4.0393401788978356e-11
Position 641: 3.947257924063255e-11
Position 343: 3.691367606746768e-11
Position 1279: 2.845908572200712e-11
Position 1629: 2.491148674897135e-11
Position 1409: 2.3779743857474562e-11
Position 2282: 2.0163545238504633e-11
Position 2131: 1.9955041386577384e-11
Position 931: 3.153933003808181e-12
Position 449: 1.947728403100233e-12
Position 1087: 1.946124284860731e-12
Position 1134: 1.0897225086565436e-12
Position 942: 1.0066379794551527e-12
Position 550: 5.963915745723232e-13
Position 116: 4.780751247731422e-13
Position 148: 2.7880974987428375e-13
Position 815: 2.430536696877413e-13
Position 802: 2.25659351648149e-13
Position 699: 1.9557605395402112e-13
Position 172: 1.8660797310039446e-13
Position 145: 1.6631188473419392e-13
Position 694: 2.3170174530804748e-14
Position 686: 2.0430352850030418e-14
Position 679: 1.9056366770929268e-14
Position 560: 1.900234202779715e-14
Position 154: 8.145243998254653e-15
Position 159: 4.5580797901656736e-15
Position 557: 2.8301523738583964e-17
