Gene = LOR
Position 1083: 0.12243581700528283
Position 924: 0.09992953066129483
Position 1282: 0.09827544810957489
Position 1226: 0.09742570100216316
Position 1289: 0.09661607105219609
Position 1641: 0.08309404310552898
Position 1566: 0.08226321633647135
Position 1885: 0.06425257403040505
Position 638: 0.039398200691678126
Position 1785: 0.03095089778107071
Position 1054: 0.025078693437079313
Position 2149: 0.0237656510423969
Position 695: 0.022517084695672936
Position 1888: 0.020544511550068725
Position 485: 0.012619614113148983
Position 2188: 0.01095703537355804
Position 1261: 0.009857379324631524
Position 669: 0.007065003412176782
Position 2390: 0.0060923900033017135
Position 1711: 0.005442708156578191
Position 1129: 0.004174070688626394
Position 1335: 0.0041074026717543375
Position 1270: 0.004030771515031756
Position 134: 0.0035156701125724638
Position 1033: 0.003303149244726033
Position 290: 0.003187556327843173
Position 1953: 0.002934405785694592
Position 1303: 0.0026199550296544735
Position 642: 0.0025628612275270493
Position 154: 0.0024467833852717044
Position 1915: 0.002357564201894242
Position 1860: 0.0022636120599212914
Position 1267: 0.002196614611199083
Position 977: 0.0021908798295038443
Position 1977: 0.0019374960328330303
Position 1167: 0.0017837863280765497
Position 825: 0.0016370437771430874
Position 2275: 0.0015937551932571166
Position 236: 0.0015182521338130174
Position 2340: 0.0015164806639124636
Position 860: 0.0014269342587745915
Position 1376: 0.0012398435162471516
Position 1249: 0.0010973787371112884
Position 1844: 0.001091856656005523
Position 1193: 0.001072800610091442
Position 2235: 0.0008856544498865542
Position 2311: 0.0005834973400492363
Position 2158: 0.0005751195591421601
Position 2253: 0.000546700723058217
Position 1109: 0.0005457877366829655
Position 1746: 0.0004518332746060211
Position 524: 0.0004515120091374354
Position 1720: 0.0003893645478414708
Position 211: 0.0003739543505851384
Position 2353: 0.00033392776341820645
Position 1063: 0.0003105180700901896
Position 609: 0.0003020969119354037
Position 2031: 0.00026570165878885417
Position 676: 0.00025083623169011045
Position 1043: 0.0002476625770889352
Position 1132: 0.00015868911975539454
Position 2197: 0.00014250566518340737
Position 381: 0.00013898262269699152
Position 2155: 0.00013788460233741612
Position 2046: 0.00012592970924106396
Position 167: 0.00012488764120863804
Position 2069: 0.00010578929832658528
Position 314: 0.00010074401869784526
Position 2314: 9.755517384751142e-05
Position 354: 8.737774563478524e-05
Position 831: 8.469727808603949e-05
Position 1096: 8.347044998285373e-05
Position 454: 8.059995894872791e-05
Position 700: 6.969744763739913e-05
Position 2084: 5.8356256306289325e-05
Position 738: 5.7265394740901846e-05
Position 296: 5.6871262343783326e-05
Position 438: 5.135022057114559e-05
Position 727: 4.2595151603482e-05
Position 990: 4.161870007331578e-05
Position 765: 4.038309726039142e-05
Position 862: 3.5566325912459426e-05
Position 1897: 3.401945061268348e-05
Position 1516: 3.233235977658711e-05
Position 1389: 2.891749657260408e-05
Position 740: 2.4324950938651268e-05
Position 2398: 2.3756601587319037e-05
Position 254: 2.2140113427110713e-05
Position 618: 2.1994455608752867e-05
Position 327: 2.197984710815676e-05
Position 317: 2.1503588946534378e-05
Position 1962: 2.0452887910444334e-05
Position 1526: 1.999460187280269e-05
Position 128: 1.9892262499337654e-05
Position 2128: 1.716700500863907e-05
Position 556: 1.4928026682839276e-05
Position 936: 1.235924734440061e-05
Position 829: 9.394861576261958e-06
Position 2164: 9.382918594867772e-06
Position 708: 7.237961941339266e-06
Position 1180: 7.232189125997727e-06
Position 1386: 7.0319362856845184e-06
Position 984: 6.464481482705943e-06
Position 487: 5.808452638021428e-06
Position 932: 5.246916325997123e-06
Position 363: 5.165594390401083e-06
Position 530: 5.124394852509935e-06
Position 1202: 4.7135822811103045e-06
Position 343: 4.55608217344459e-06
Position 653: 3.7833389088343947e-06
Position 650: 3.585991216113041e-06
Position 714: 3.5693588868602134e-06
Position 1003: 3.526632765776152e-06
Position 868: 3.2214116157561316e-06
Position 755: 3.057929411205896e-06
Position 569: 2.979401449575512e-06
Position 772: 2.602149536952492e-06
Position 1141: 2.52454890101141e-06
Position 463: 2.401834042568626e-06
Position 992: 1.6252116261616028e-06
Position 986: 1.530460614219343e-06
Position 339: 1.4406335281320233e-06
Position 842: 1.2743522779807555e-06
Position 259: 1.0767709830590353e-06
Position 384: 1.0609224159699787e-06
Position 582: 9.807344609580885e-07
Position 900: 8.712767985409233e-07
Position 329: 7.01490912659135e-07
Position 387: 6.65330489960909e-07
Position 747: 5.504846283133229e-07
Position 389: 4.917970083738993e-07
Position 883: 4.699894693569008e-07
Position 413: 4.5764132446939067e-07
Position 938: 2.975500488131916e-07
Position 491: 2.2384693889373908e-07
Position 729: 2.114112933863088e-07
Position 875: 1.6636181338086897e-07
Position 894: 1.3907875628101878e-07
Position 186: 5.4344342918752765e-08
Position 406: 4.562528875831013e-08
Position 178: 3.8256610438742206e-08
Position 169: 2.4446633416972475e-08
Position 107: 2.203730099149413e-08
Position 360: 1.4159643324970797e-08
Position 189: 1.0387558836138677e-08
Position 98: 9.07937243839706e-09
Position 432: 8.484534564255663e-09
Position 183: 5.216070284094626e-09
Position 410: 3.405084078570607e-09
Position 408: 2.0568485149612765e-09
Position 501: 1.2140680139333317e-09
Position 494: 1.4854025589172315e-10
Position 93: 1.6453121481816303e-11
Position 197: 7.558511975008705e-12
Position 445: 1.157172356289633e-12
Position 417: 7.52500550452104e-13
Position 395: 4.30572007482898e-13
