Gene = HEG1
Position 2694: 4.7751648362325265e-05
Position 15788: 4.0904644132116135e-05
Position 2932: 4.071243643682403e-05
Position 2253: 4.0065287138230175e-05
Position 685: 3.247467157136004e-05
Position 2105: 3.074244572511725e-05
Position 839: 2.7901936029938352e-05
Position 369: 2.782003217078643e-05
Position 14634: 2.4599084767451114e-05
Position 11912: 2.436042348889058e-05
Position 1774: 2.073056349307667e-05
Position 2013: 1.997739356984536e-05
Position 1701: 1.9631842084725882e-05
Position 1990: 1.6319367101090978e-05
Position 11024: 1.5513882646740072e-05
Position 893: 1.4460329742662663e-05
Position 11092: 1.4449119519084442e-05
Position 1039: 1.3963497847305058e-05
Position 1034: 1.395905208358161e-05
Position 2751: 1.3027855212471328e-05
Position 1403: 1.050161791142161e-05
Position 1298: 1.0305648382095082e-05
Position 315: 1.0112655409421648e-05
Position 1263: 9.03935420131812e-06
Position 2273: 8.439254971412864e-06
Position 9262: 7.055423608099027e-06
Position 1277: 5.442974247162451e-06
Position 1857: 5.37481023052664e-06
Position 7105: 4.969387939933694e-06
Position 2035: 4.599456714503558e-06
Position 572: 3.851467470148371e-06
Position 2096: 3.809046448114169e-06
Position 1946: 3.7646567108373742e-06
Position 8736: 3.374629440803619e-06
Position 1114: 3.329074760630795e-06
Position 4654: 3.1465693867636334e-06
Position 1356: 3.0386084571244415e-06
Position 232: 2.992272041255538e-06
Position 1391: 2.5373265079766145e-06
Position 544: 2.5370126404401904e-06
Position 280: 2.0686156642036327e-06
Position 2877: 1.6814200013774785e-06
Position 1281: 1.5306031177251862e-06
Position 1884: 1.278586854858838e-06
Position 2919: 1.1152125901774376e-06
Position 5548: 7.047568022573212e-07
Position 846: 5.514252445799493e-07
Position 256: 5.499603029542696e-07
Position 857: 2.883777207382712e-07
Position 935: 2.1221647912365222e-07
Position 941: 1.8329245182604312e-07
Position 329: 1.4188752678492538e-07
Position 1246: 1.3496555696338089e-07
Position 195: 8.910212371178437e-08
Position 250: 7.868528220090899e-08
Position 1316: 6.337743434667694e-08
Position 1036: 5.821609121185808e-08
Position 226: 4.605812820117873e-08
Position 898: 4.418542652124626e-08
Position 215: 3.425148772114018e-08
Position 343: 3.042692606945023e-08
Position 2497: 2.202634174896841e-08
Position 417: 1.5356412009177037e-08
Position 371: 1.3723419962840886e-08
Position 951: 8.625323475448488e-10
Position 238: 2.9760258094619655e-10
Position 378: 3.8659075582852554e-11
Position 325: 1.472666523418594e-11
Position 392: 2.447061993374647e-12
Position 394: 1.1169645352360023e-12
Position 2456: 6.848939827936194e-14
Position 388: 5.797506834941953e-14
