Gene = CMSS1
Position 1045: 1.677115332069479e-05
Position 2199: 1.538759250798239e-05
Position 691: 1.2201467088012955e-05
Position 1164: 1.1805543397880708e-05
Position 519: 1.0605765945407793e-05
Position 1780: 9.372447381297082e-06
Position 1526: 8.773527376363453e-06
Position 504: 8.3705743945846e-06
Position 51: 7.812178012788413e-06
Position 169: 7.297991839365417e-06
Position 117: 6.492043623776672e-06
Position 376: 5.243798511759423e-06
Position 101: 4.926270547483322e-06
Position 221: 1.9630491666322533e-06
Position 112: 1.1407660629465236e-06
Position 999: 1.0904590171847888e-06
Position 1033: 9.64800015714782e-07
Position 700: 8.98082017214231e-07
Position 898: 6.685518794060011e-07
Position 1250: 6.384277163792964e-07
Position 739: 2.685351233840905e-07
Position 672: 2.151362699426587e-07
Position 1580: 1.595101063941419e-07
Position 1548: 9.070430180038939e-08
Position 297: 7.58205623973823e-08
Position 1507: 6.228109467387069e-08
Position 314: 1.7038743916494773e-08
Position 565: 1.202794111355589e-08
Position 410: 1.0384732872385309e-08
Position 391: 8.47118296502614e-09
Position 760: 5.882955948951637e-09
Position 486: 4.728039952244112e-09
Position 680: 4.070418373562675e-09
Position 772: 2.8998796275629625e-09
Position 723: 1.827162848985577e-09
Position 29: 1.263284860007084e-09
Position 480: 8.266267703441522e-10
Position 741: 6.170283494842581e-10
Position 31: 5.966415149158903e-10
Position 663: 2.4989336023961094e-10
Position 754: 1.212718723128994e-10
Position 49: 2.6119889857045455e-11
Position 3: 1.088506895350018e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 9382: 0.46394895080149545
Position 8721: 0.3203146826637275
Position 1554: 0.21370920783745348
Position 10997: 0.1769360174247184
Position 1191: 0.11688987390402052
Position 3347: 0.09486865254735041
Position 9085: 0.09363020134400017
Position 9148: 0.08085003779008992
Position 5151: 0.07865395959031807
Position 2626: 0.07575148994329543
Position 18746: 0.06747146168402562
Position 3291: 0.06032100440027907
Position 7967: 0.05853363085218046
Position 4476: 0.05444928224693436
Position 7988: 0.04789466466531569
Position 2382: 0.04724293876689133
Position 1446: 0.041974604553963756
Position 14417: 0.04080235059644695
Position 8749: 0.03606405804560238
Position 10235: 0.03481637694174614
Position 5173: 0.03371606304557948
Position 2640: 0.032743723439476485
Position 12166: 0.02953689659641762
Position 2407: 0.02458953391519916
Position 11599: 0.023814003582332828
Position 16322: 0.023033567145302636
Position 1305: 0.021234960211530055
Position 1125: 0.01954950199391317
Position 1398: 0.018633404138806334
Position 15506: 0.016149020340383895
Position 1712: 0.014407191329066161
Position 5001: 0.01421248937409244
Position 13641: 0.011482247670437708
Position 2544: 0.010927884731186815
Position 2547: 0.010702141157099661
Position 6736: 0.009812512087639502
Position 3552: 0.009790151330597505
Position 4536: 0.008415169349651492
Position 1147: 0.008262040244126667
Position 10164: 0.007945286341459122
Position 1580: 0.0068038015934305885
Position 3851: 0.006186359761805216
Position 3252: 0.006148819045744166
Position 858: 0.006093993021990277
Position 2573: 0.005701223226458344
Position 9743: 0.0054453840375084245
Position 11291: 0.004837996282548598
Position 13598: 0.004322138866763944
Position 6649: 0.004299696959026506
Position 7692: 0.003862735651123071
Position 545: 0.0033358906287606536
Position 1250: 0.0031093822362121227
Position 3013: 0.0030029445005111993
Position 3490: 0.002889357314550088
Position 9815: 0.002769725636973753
Position 9542: 0.0026531407233213486
Position 7884: 0.0025275194534498595
Position 2525: 0.00247978170262044
Position 13270: 0.0024031668352498914
Position 3721: 0.002328639350308634
Position 1481: 0.0021705434853929364
Position 2351: 0.0018667357321569358
Position 3532: 0.0017499331293213496
Position 9452: 0.0016884124664238958
Position 2806: 0.0016528180377414243
Position 12547: 0.0015268962740699983
Position 2731: 0.0014835901672171795
Position 2979: 0.0014771777958562681
Position 1598: 0.001296027014217972
Position 1564: 0.001294089060132635
Position 11633: 0.0012604662638335852
Position 3826: 0.0011843334989378117
Position 5224: 0.001183887651112619
Position 5354: 0.0011740634205155672
Position 11506: 0.0011075270968533564
Position 5177: 0.0010683878600738028
Position 1152: 0.0010033904009173445
Position 1070: 0.0009748514436551712
Position 2599: 0.0009358567734599735
Position 3562: 0.0008505970099112795
Position 309: 0.0007803289584609705
Position 10518: 0.0007192452568460817
Position 1602: 0.0006962533681638153
Position 9378: 0.0006834035792851897
Position 466: 0.000653421086347046
Position 5329: 0.0006247776368295726
Position 7963: 0.0006073113173821585
Position 10643: 0.0005389063694546821
Position 517: 0.0005196982469239088
Position 6797: 0.0004907347822521097
Position 7784: 0.0004902212716983264
Position 5814: 0.00042669648683281837
Position 1049: 0.0004078986668483634
Position 3415: 0.00040028216276252624
Position 3019: 0.0003913203244434026
Position 1208: 0.0003876991127318102
Position 9790: 0.00037468380410829184
Position 6109: 0.0003448596605957133
Position 2823: 0.00033355377520469216
Position 5869: 0.000311113074669324
Position 418: 0.0003096335599113367
Position 2226: 0.0003069079115934891
Position 6655: 0.0002911656172440446
Position 3153: 0.00028787355036287025
Position 5020: 0.00026185596931137495
Position 8572: 0.00025241299084621794
Position 5490: 0.00022810154651522327
Position 2549: 0.00022461460726199914
Position 384: 0.0002117402573216922
Position 999: 0.0002114798442712939
Position 2702: 0.00021040150728998636
Position 1149: 0.00017288503123843345
Position 2481: 0.0001685568501008836
Position 405: 0.0001533405674901197
Position 1531: 0.00015286974225534354
Position 306: 0.00014777339049721317
Position 1894: 0.00013833418518982766
Position 6592: 0.0001286939055504365
Position 2877: 0.0001285049944849737
Position 1687: 0.0001223346307916529
Position 1346: 0.00011899566122187692
Position 6595: 0.00011856199768338487
Position 7009: 0.00011481218647041692
Position 1965: 0.00010872744948397477
Position 6025: 0.00010705678177480024
Position 5888: 9.488414532320984e-05
Position 2266: 9.289806476787083e-05
Position 4445: 8.260906119675568e-05
Position 2665: 8.108281269785427e-05
Position 6270: 8.082168275861106e-05
Position 577: 7.994196636053997e-05
Position 1523: 7.88025568852643e-05
Position 5954: 7.51341422543989e-05
Position 1748: 6.171104363289473e-05
Position 5501: 6.154766364560546e-05
Position 805: 6.0553421926854025e-05
Position 623: 5.8693129324764726e-05
Position 3452: 5.586445133443097e-05
Position 1021: 4.982443968229232e-05
Position 5668: 4.957546426820265e-05
Position 5612: 4.782283743757974e-05
Position 1311: 4.621468342505326e-05
Position 677: 4.568954234064535e-05
Position 4547: 4.1956884235552206e-05
Position 2102: 3.859138420225162e-05
Position 422: 3.802706454918004e-05
Position 2464: 3.718581069768789e-05
Position 2832: 3.626345194079686e-05
Position 1507: 3.556748165804075e-05
Position 1457: 3.374297874511477e-05
Position 2105: 3.3136086662989464e-05
Position 441: 3.303314077614332e-05
Position 4479: 3.1690964060062104e-05
Position 754: 3.137670662020718e-05
Position 921: 3.0264670713874916e-05
Position 2925: 2.9438068755040423e-05
Position 3963: 2.8142926535692685e-05
Position 4138: 2.802215491117736e-05
Position 2843: 2.4140606172688893e-05
Position 605: 2.313738156337836e-05
Position 1808: 2.124731680863943e-05
Position 802: 1.911521717527407e-05
Position 958: 1.545455050699189e-05
Position 3041: 1.5425384921701635e-05
Position 1018: 1.3973323635497021e-05
Position 1489: 1.2417141019784527e-05
Position 1947: 1.2141912182594683e-05
Position 3509: 8.884378231926995e-06
Position 2948: 8.322662263798518e-06
Position 1156: 7.424277211048188e-06
Position 3980: 7.4081035032387845e-06
Position 3906: 6.7057804810052745e-06
Position 718: 6.191596106088772e-06
Position 1350: 6.144280270474944e-06
Position 1054: 5.095826217635766e-06
Position 2305: 2.865181902589982e-06
Position 2388: 2.5984192115235615e-06
Position 1318: 2.4248034714187757e-06
Position 495: 2.0725888609071796e-06
Position 551: 1.7986450062839305e-06
Position 2083: 1.5616687416839836e-06
Position 723: 1.0019737745397555e-06
Position 491: 9.473013581895774e-07
Position 388: 9.236479653231783e-07
Position 827: 7.228223642357831e-07
Position 1501: 6.715868725617823e-07
Position 480: 6.569402920645495e-07
Position 476: 6.129435454370428e-07
Position 2433: 4.96913876147037e-07
Position 338: 3.5857282228515426e-07
Position 270: 3.054216887303085e-07
Position 426: 2.3839736258187995e-07
Position 933: 1.544867992863665e-07
Position 1333: 1.3773906252520826e-07
Position 2419: 8.114406602065982e-08
Position 2281: 7.909913396113332e-08
Position 878: 4.921395041704671e-08
Position 562: 2.219008455642457e-08
Position 559: 1.625709502070166e-08
Position 940: 1.4835450973347104e-08
Position 361: 1.3691689436037734e-08
Position 330: 1.3401977241161304e-08
Position 685: 1.1258695454546469e-08
Position 898: 9.576538973055378e-09
Position 1621: 4.84234065539858e-09
Position 493: 4.085502773701668e-09
Position 907: 1.134062213690216e-09
Position 556: 6.487548170389632e-10
Position 814: 4.3698602742544424e-10
Position 97: 3.9540384080554177e-10
Position 691: 3.757273809069958e-10
Position 133: 3.1070704755406017e-10
Position 696: 1.7000236423520896e-10
Position 152: 1.291227448275791e-10
Position 705: 1.1988634487662404e-10
Position 700: 1.120662656342063e-10
Position 197: 1.0896584590758727e-10
Position 252: 7.325794111310952e-11
Position 363: 6.169762285090431e-11
Position 184: 3.042932349163563e-11
Position 164: 2.760362879992615e-11
Position 169: 3.1609077000140055e-12
Position 863: 1.6847781939368733e-12
