Gene = RECK
Position 9553: 0.04203208155845224
Position 7305: 0.022558182658939097
Position 10537: 0.02014038476678926
Position 7561: 0.01666440136542038
Position 7519: 0.011761579322976196
Position 9401: 0.011273531811382699
Position 498: 0.009615512284484347
Position 5420: 0.009219850858008806
Position 5312: 0.008579616693446732
Position 223: 0.007372231831703216
Position 441: 0.0073428000249777204
Position 7803: 0.006391532415411865
Position 3784: 0.006294080530513398
Position 5363: 0.005786293486807394
Position 2934: 0.005370579896567897
Position 7926: 0.005267705458780457
Position 3561: 0.004952285464814153
Position 6182: 0.004830904194620175
Position 5333: 0.004382700828561302
Position 12131: 0.00413066428492825
Position 2792: 0.004023995299108393
Position 7627: 0.003734605076142564
Position 3146: 0.0036889992121815654
Position 5523: 0.003561243023470488
Position 5266: 0.00342531713945338
Position 507: 0.003022718503879536
Position 800: 0.0028316890979278803
Position 454: 0.0025528976568582893
Position 9001: 0.0024705249456283013
Position 5843: 0.002464719212856695
Position 328: 0.0024332053030009493
Position 1631: 0.0020522916558686705
Position 7965: 0.002005001462131702
Position 7955: 0.0018755075097200112
Position 862: 0.0018670715503179302
Position 970: 0.0016978855047714667
Position 1201: 0.0015932675031915071
Position 1128: 0.0015305060562075526
Position 7382: 0.0014271051661327607
Position 7842: 0.0013502817632801594
Position 3021: 0.0012617751272013884
Position 766: 0.001214793440615643
Position 9326: 0.0010858904272914205
Position 521: 0.0010565368463463878
Position 10575: 0.0010069012458897328
Position 393: 0.0010055302363046203
Position 550: 0.0009986626522728269
Position 5191: 0.0009624846139196359
Position 4204: 0.0009543828153079282
Position 4114: 0.0009139380345366114
Position 990: 0.000892524264787655
Position 3700: 0.0008517289214295574
Position 5649: 0.0008069392789271244
Position 7539: 0.0007630052380526985
Position 331: 0.0007585808149475714
Position 2962: 0.0007409197658434449
Position 2196: 0.0006689060486860016
Position 1048: 0.0006514260000259858
Position 4820: 0.0006483352977975675
Position 2478: 0.0006325442969354768
Position 3103: 0.0006091926407084653
Position 1328: 0.0005908026899277647
Position 2823: 0.0005710670050615462
Position 302: 0.0005272150116747235
Position 660: 0.0005181737624388496
Position 3431: 0.00048806241397129533
Position 2902: 0.00041791072225591313
Position 239: 0.00041210820256497977
Position 2571: 0.0003768038416699367
Position 3171: 0.000334344699475853
Position 3301: 0.0003151168253580598
Position 486: 0.000302204177172941
Position 445: 0.0002962116637064324
Position 416: 0.00028542372908757784
Position 680: 0.0002583743187419517
Position 4938: 0.00022697310380861133
Position 1340: 0.00022484205451649998
Position 3622: 0.0002104356299092551
Position 2084: 0.00019013298750979884
Position 593: 0.00015607234915093228
Position 1231: 0.00015304231777002567
Position 1977: 0.0001461489537138333
Position 4519: 0.00011936214886014327
Position 2543: 0.00011309429562623422
Position 2991: 0.00010189649118165164
Position 172: 0.000101097447618776
Position 2869: 0.00010091573528779835
Position 2020: 6.698602110151176e-05
Position 3348: 6.687814738457384e-05
Position 1157: 5.571787920541282e-05
Position 1028: 4.705150623146265e-05
Position 1699: 4.4299699304657615e-05
Position 717: 4.417595053950592e-05
Position 1008: 4.297408835817327e-05
Position 342: 3.501349889785697e-05
Position 1734: 3.361637522497906e-05
Position 412: 3.20619669861549e-05
Position 2059: 1.4216223528999292e-05
Position 1301: 4.714083934760651e-06
Position 358: 3.9141914192588355e-06
Position 695: 3.838204340643825e-06
Position 431: 3.8369224370215685e-06
Position 184: 3.4438495847723656e-06
Position 1160: 2.559455299348031e-06
Position 200: 2.4482106058767553e-06
Position 1252: 1.9951290697496814e-06
Position 1264: 1.8234809240086476e-06
Position 634: 1.5992477135462334e-06
Position 249: 1.1992038624770343e-06
Position 726: 6.765715862342264e-07
Position 242: 3.7985425421052943e-07
Position 251: 2.392659270129406e-07
Position 641: 2.0836271967063954e-07
Position 807: 2.08102050018486e-07
Position 815: 1.7285352889488928e-07
Position 740: 1.457855440038505e-07
Position 532: 1.3426914422387606e-07
Position 2641: 1.1539226430094433e-07
Position 196: 1.1012017119829382e-07
Position 1648: 5.897866661722687e-08
Position 2167: 5.62370856476587e-08
Position 1938: 4.906096005250997e-08
Position 705: 4.200641117825542e-08
Position 159: 4.196558450710428e-08
Position 682: 4.019176094488174e-08
Position 360: 2.4227603204259037e-08
Position 890: 2.3575817441946954e-08
Position 205: 1.5469481123044247e-08
Position 1052: 1.1109040773992388e-08
Position 78: 1.6889439919873022e-09
Position 125: 1.219756736762168e-09
Position 114: 6.107548909412687e-10
Position 89: 5.450718981767745e-10
Position 133: 3.7891604769180953e-10
Position 130: 8.380650723736311e-11
Position 74: 6.75368176638318e-11
Position 93: 2.9801349794304287e-11
Position 128: 1.761843795513147e-11
Position 104: 3.1891699820621034e-15
