Gene = TMEM167B
Position 739: 1.5964262903264325e-07
Position 1403: 1.4973981474156438e-07
Position 579: 1.3093189713269954e-07
Position 649: 1.298400302498776e-07
Position 244: 1.1549008759721811e-07
Position 639: 9.483552667578659e-08
Position 382: 9.418103999411826e-08
Position 814: 8.160275621834304e-08
Position 595: 8.010949340121064e-08
Position 247: 7.560499308130875e-08
Position 590: 7.009110372355037e-08
Position 297: 4.2671646802079876e-08
Position 77: 3.7834366161556934e-08
Position 325: 3.2335411246374084e-08
Position 581: 1.2792210316031249e-08
Position 660: 1.019578958715852e-08
Position 153: 6.6222520287816855e-09
Position 1104: 2.9088442510206294e-09
Position 1084: 2.4323363487184416e-09
Position 249: 1.9246603534796423e-09
Position 655: 1.3534106310516467e-09
Position 339: 1.1897448132186096e-09
Position 1117: 5.603591881410573e-10
Position 1409: 3.153141349104231e-10
Position 603: 3.046852536057608e-10
Position 332: 1.8754453620737313e-10
Position 206: 9.450650889978189e-11
Position 83: 8.248451591455815e-11
Position 189: 5.5998660811818893e-14
