Gene = TBCA
Position 2412: 3.0624055916472875e-06
Position 1159: 2.86182214244597e-06
Position 628: 2.3694977643096023e-06
Position 2940: 2.127894676267213e-06
Position 3139: 1.980042931603942e-06
Position 641: 1.8631894399557688e-06
Position 913: 1.6553804850945669e-06
Position 3989: 1.644758938947072e-06
Position 1572: 1.6003168044728575e-06
Position 1202: 1.5138465136533469e-06
Position 4926: 1.4563759105910719e-06
Position 3940: 1.228334004375522e-06
Position 408: 8.065328809703572e-07
Position 883: 6.011827089016582e-07
Position 1514: 5.932955736084137e-07
Position 493: 5.819712962476509e-07
Position 1176: 5.400586226428005e-07
Position 2365: 5.387834468083314e-07
Position 146: 3.744657640271714e-07
Position 1210: 1.6789775940638323e-07
Position 1275: 1.251315086805706e-07
Position 660: 1.0391093097270166e-07
Position 1180: 9.267739658808191e-08
Position 1527: 9.136213808454416e-08
Position 401: 8.604330731341688e-08
Position 288: 7.524481502859583e-08
Position 2352: 6.293015668204721e-08
Position 1582: 4.1625939053474846e-08
Position 944: 3.537619171322436e-08
Position 194: 2.95263893298629e-08
Position 1478: 2.881165133842127e-08
Position 1559: 2.3415208975152588e-08
Position 639: 1.9370126765558044e-08
Position 735: 1.9204744145837405e-08
Position 2519: 1.3553379193391504e-08
Position 1661: 6.8317721120097895e-09
Position 1824: 4.6355043244362505e-09
Position 1867: 4.145835258682259e-09
Position 2038: 3.6279170859359666e-09
Position 1992: 3.5747775052382966e-09
Position 911: 2.9145260181752047e-09
Position 1859: 2.520796002823948e-09
Position 789: 2.0196044292561363e-09
Position 1546: 1.7825298402205406e-09
Position 1881: 1.1529843460081416e-09
Position 1861: 7.947468010382058e-10
Position 1779: 4.745451300536925e-10
Position 1301: 7.588788803897959e-11
Position 551: 7.351383464436507e-11
Position 1636: 1.551815144742019e-11
Position 846: 1.4417328407163655e-11
Position 717: 1.2122331318473634e-11
Position 828: 8.21183759052707e-12
Position 45: 4.883001012881805e-12
Position 631: 4.2708920462165564e-12
Position 615: 2.7044845026461675e-13
Position 484: 2.647264336865205e-13
Position 361: 1.29120727691538e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 6698: 0.4400692962718539
Position 19196: 0.2478315205103149
Position 8547: 0.19297811722490485
Position 6600: 0.10110013070091904
Position 6733: 0.08894343646139061
Position 4685: 0.08694620343668608
Position 12301: 0.08165797809792112
Position 13925: 0.07346045140503644
Position 6157: 0.05920135294390007
Position 11173: 0.0502524729576177
Position 17306: 0.04770781853585639
Position 2143: 0.0395842864952215
Position 13693: 0.03254847083070408
Position 13120: 0.032327861544029994
Position 8236: 0.031798500304134704
Position 1692: 0.029019431090192168
Position 16273: 0.02817523756868537
Position 17085: 0.024317281215545133
Position 7641: 0.02358756074090962
Position 7193: 0.02313385159946856
Position 15119: 0.019360238997451873
Position 5241: 0.019259033294241414
Position 6230: 0.01795752734555326
Position 11131: 0.01791374667134529
Position 8308: 0.017394598397739894
Position 16139: 0.017045047688546956
Position 9303: 0.01620303078240895
Position 10993: 0.015545975947909244
Position 18154: 0.014776339629267792
Position 6702: 0.013554826825675251
Position 11419: 0.012080539859990516
Position 2856: 0.011156574886592878
Position 7115: 0.01097063493836939
Position 5635: 0.010343613538499233
Position 4573: 0.00847835834785575
Position 11219: 0.00826065676620992
Position 17193: 0.007985609255578934
Position 7149: 0.007699303966233413
Position 1273: 0.007658622750072128
Position 9427: 0.0070368543549736515
Position 13510: 0.006950981724512619
Position 14245: 0.006632061435880356
Position 977: 0.00594410171068351
Position 3898: 0.005914903101658615
Position 842: 0.005797033760907672
Position 1248: 0.005620443559243545
Position 7537: 0.005455062454663448
Position 7905: 0.00507500260537818
Position 3939: 0.004987216713979457
Position 2533: 0.0047523981328743
Position 12480: 0.004481721963554903
Position 6641: 0.004339660765186781
Position 10487: 0.004174353691979589
Position 16175: 0.004043299082191698
Position 14098: 0.00392019635645543
Position 3725: 0.003465874525633848
Position 4363: 0.003238660810696937
Position 8242: 0.0030489514015853555
Position 735: 0.0030280731307403617
Position 1197: 0.0027784241978330345
Position 12274: 0.0026960925303514
Position 9386: 0.0025190499460453057
Position 6093: 0.0022779611710219802
Position 2670: 0.0022521676618526623
Position 2449: 0.0022494571709968498
Position 6115: 0.0021470016072091054
Position 7786: 0.0020998458706465
Position 926: 0.002077538133435458
Position 14291: 0.0019788410830341896
Position 2608: 0.0019406193829347768
Position 8054: 0.0018524449931443404
Position 7282: 0.001686372729930761
Position 4346: 0.001624277249131798
Position 3988: 0.0014531593819414779
Position 10038: 0.0014450669317278234
Position 739: 0.0014261120082079495
Position 7024: 0.0014102984821218814
Position 8462: 0.00137183523837448
Position 5398: 0.001340502320244719
Position 6949: 0.0013267187892929211
Position 6184: 0.0013251337556505164
Position 6295: 0.0012998861950634351
Position 12952: 0.001286980827162463
Position 812: 0.001284222506483252
Position 10541: 0.0011996403061499898
Position 797: 0.001121689553065761
Position 7610: 0.0010842547808455976
Position 13144: 0.0010643457514257955
Position 4720: 0.0010600946459355673
Position 698: 0.0009714498907490028
Position 3852: 0.0009302124101784633
Position 1125: 0.0008390069391452167
Position 4196: 0.0008303950543451599
Position 4554: 0.0007664868303128558
Position 10632: 0.0007500286753053247
Position 3199: 0.0007325227030739304
Position 3926: 0.0007202391636434689
Position 6919: 0.0006997657616150915
Position 860: 0.0006821431838761808
Position 5401: 0.0006798034774339553
Position 9447: 0.0006643913436230672
Position 5267: 0.0006450486521660351
Position 4653: 0.000644510016183925
Position 6112: 0.0006203968211274303
Position 7487: 0.0006165316414376505
Position 6792: 0.0005803254926739671
Position 9148: 0.0005639939534832789
Position 1391: 0.0005439849637488921
Position 6789: 0.0005401067909249941
Position 1061: 0.0005260807767657943
Position 7351: 0.00048646652637254545
Position 10928: 0.00047444939276141307
Position 7758: 0.0004690498999006397
Position 9598: 0.000457395678795084
Position 800: 0.00041990945902570584
Position 4454: 0.00041879017248322735
Position 6312: 0.0004149966141167818
Position 1967: 0.00040644879035155683
Position 3400: 0.0003658972072588555
Position 6054: 0.0003636981320446404
Position 5754: 0.00031319757797555335
Position 1159: 0.0002936036940133344
Position 2434: 0.00027203851174965605
Position 2650: 0.00026368098905557054
Position 5749: 0.0002633144899851273
Position 5443: 0.00023876257058792842
Position 5658: 0.00023721632420512604
Position 5655: 0.00023332966759109826
Position 2610: 0.00022450073702771732
Position 5107: 0.000222880818661479
Position 9229: 0.00022157337010829918
Position 3274: 0.00021825200497106135
Position 4485: 0.00020715494809991122
Position 6897: 0.00020671184890145997
Position 2694: 0.0001891958845093926
Position 9271: 0.00018796669198517461
Position 2777: 0.000177627311924223
Position 8948: 0.0001377819596969971
Position 4543: 0.00013514580471095188
Position 5687: 0.00013227574226307252
Position 8558: 0.00013075914141610665
Position 8519: 0.00012235591995104307
Position 1811: 0.00011401950869458158
Position 981: 0.0001136720093879131
Position 866: 0.00010828331541619611
Position 2392: 0.00010739269370853893
Position 8522: 0.00010663246583212378
Position 2478: 0.00010483299755400044
Position 4853: 0.00010443879855641462
Position 3513: 0.00010197177618446866
Position 760: 9.288562278235238e-05
Position 4225: 8.9001048363849e-05
Position 670: 8.730844262870738e-05
Position 891: 8.403123961219957e-05
Position 4248: 8.0300926878804e-05
Position 7128: 7.719276609008429e-05
Position 7335: 7.292364185455522e-05
Position 1050: 6.744466550104487e-05
Position 2858: 6.467906507923017e-05
Position 624: 5.999785136716711e-05
Position 2675: 5.964759628082568e-05
Position 6989: 5.95092564690686e-05
Position 288: 5.7700928585805715e-05
Position 399: 5.7506746295965226e-05
Position 2548: 5.388592713744018e-05
Position 6925: 5.2069942423788936e-05
Position 2515: 5.1057819820628114e-05
Position 5086: 4.9210803187593107e-05
Position 1604: 4.6956691943083034e-05
Position 5051: 4.563796789822045e-05
Position 2175: 4.5062074493653945e-05
Position 1162: 4.327332565658256e-05
Position 1253: 4.1896460349907744e-05
Position 3667: 3.8376816459013136e-05
Position 5243: 3.69637460745831e-05
Position 1013: 3.6393089355918825e-05
Position 3145: 3.412068054911527e-05
Position 5156: 3.222689725116127e-05
Position 2004: 3.2218970769074294e-05
Position 3219: 2.8850334334491763e-05
Position 3103: 2.8768453182820778e-05
Position 3311: 2.7367860357184585e-05
Position 3249: 2.7112145141929255e-05
Position 1626: 2.5437890817747134e-05
Position 1610: 2.516429747924159e-05
Position 5180: 2.437661413527644e-05
Position 5303: 2.4063908541961797e-05
Position 4876: 2.3257936035180705e-05
Position 1467: 2.119232925525616e-05
Position 4154: 2.0252840545642988e-05
Position 1878: 1.9810900548353257e-05
Position 4382: 1.9510566065507705e-05
Position 2118: 1.9466166035043824e-05
Position 4130: 1.788052717251858e-05
Position 1632: 1.6739854534949468e-05
Position 3543: 1.662676396362685e-05
Position 1749: 1.5023796545741252e-05
Position 342: 1.46415981426756e-05
Position 7320: 1.4381804776983796e-05
Position 2915: 1.3849861749452943e-05
Position 576: 1.2825500204448596e-05
Position 4035: 1.2378751780766114e-05
Position 3033: 1.064165583173559e-05
Position 2328: 1.063410072230386e-05
Position 2378: 9.482229335595644e-06
Position 440: 7.553219787969934e-06
Position 1555: 7.4018011201065075e-06
Position 1779: 6.914126708392984e-06
Position 573: 6.430247786177834e-06
Position 1299: 6.408514763288302e-06
Position 2213: 6.24756940579558e-06
Position 2083: 6.024711569420159e-06
Position 1444: 5.402198115033244e-06
Position 1288: 4.829905232227994e-06
Position 4820: 4.10132507801918e-06
Position 1404: 3.837436074545372e-06
Position 590: 3.7813287548560556e-06
Position 267: 3.45284325594565e-06
Position 906: 2.82184973717772e-06
Position 1582: 2.7277909059815756e-06
Position 762: 1.6644555221035717e-06
Position 1657: 1.5796944511803094e-06
Position 1092: 1.0597457393403452e-06
Position 1571: 6.882259716693191e-07
Position 750: 6.630203733144239e-07
Position 1587: 6.485113729289808e-07
Position 1753: 5.948143837874594e-07
Position 1835: 5.524131947295987e-07
Position 1096: 5.273471836890722e-07
Position 1517: 5.088642317897633e-07
Position 1792: 5.057141086605688e-07
Position 1765: 4.441593639651038e-07
Position 1665: 4.2989421227871754e-07
Position 1205: 4.2737192642396285e-07
Position 1822: 4.0845439091167424e-07
Position 334: 3.550154282878089e-07
Position 707: 2.720654124607545e-07
Position 937: 2.4533029361555726e-07
Position 1306: 2.4158586630426124e-07
Position 1559: 2.1953745670410869e-07
Position 1349: 2.1713430082350417e-07
Position 956: 2.0813868208272367e-07
Position 305: 2.0811102874574996e-07
Position 1906: 1.9784691151253787e-07
Position 537: 1.7540490288432385e-07
Position 985: 1.6576032059380577e-07
Position 631: 1.514381538205783e-07
Position 585: 1.4938808794026794e-07
Position 2456: 1.4308904416875985e-07
Position 2878: 4.1324274070294055e-08
Position 3045: 3.721582574694943e-08
Position 2875: 2.6898730186084815e-08
Position 2983: 2.4112541572384428e-08
Position 1105: 2.3854028124731195e-08
Position 401: 2.2170567948899023e-08
Position 994: 1.841708760272072e-08
Position 1020: 1.350496010033235e-08
Position 869: 1.3504486933446634e-08
Position 1207: 1.2957898600767648e-08
Position 770: 1.1226125559354941e-08
Position 313: 6.196469644916119e-09
Position 249: 5.044404413515737e-09
Position 548: 4.1955141010507855e-09
Position 930: 3.5851661939783174e-09
Position 1094: 2.164093676791409e-09
Position 127: 2.092679848192229e-09
Position 602: 1.994255360203453e-09
Position 1590: 1.9716974104785058e-09
Position 997: 1.6031967437178854e-09
Position 1102: 1.5919275224007751e-09
Position 232: 1.2983152781638977e-09
Position 242: 9.41824618253758e-10
Position 808: 2.7186814160583126e-10
Position 462: 1.7898452203715204e-10
Position 222: 1.6030599442718684e-10
Position 678: 6.630017552402076e-11
Position 1301: 2.8702879978647913e-11
Position 944: 1.1411501215718797e-11
Position 216: 2.672777802664278e-12
Position 636: 2.248940165080078e-12
Position 239: 2.1249222487576816e-12
Position 123: 6.919759806596026e-13
Position 133: 6.423663632599433e-13
Position 227: 3.2039297105889137e-13
Position 154: 2.659006357594241e-13
Position 139: 7.77123598708287e-15
Position 161: 7.55498829048543e-15
Position 164: 2.523363393865953e-17
Position 171: 5.039552264860028e-18
