Gene = CLEC5A
Position 730: 3.62243959953628e-06
Position 527: 2.220607196897012e-06
Position 439: 2.1453727597497997e-06
Position 742: 1.4766631790726669e-06
Position 211: 1.4143513871776829e-06
Position 1329: 1.301677808393444e-06
Position 806: 9.266032549559873e-07
Position 550: 4.218641715010253e-07
Position 450: 4.991109023971652e-08
Position 4783: 2.1690555286881972e-08
Position 243: 2.1198187177801122e-08
Position 252: 1.945108994107669e-08
Position 473: 1.343319400230822e-08
Position 2035: 1.2729675982303562e-08
Position 544: 5.405678274651316e-09
Position 616: 5.514220762866507e-10
Position 1184: 4.064683014679527e-10
Position 193: 1.7116373550367154e-10
Position 809: 1.3873372631321531e-10
Position 507: 1.1699942194877376e-10
Position 610: 7.017549466574443e-11
Position 653: 9.641657302342872e-12
Position 58: 2.393869683143042e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3505: 0.8093180055956489
Position 15156: 0.7763722669163241
Position 7951: 0.7622243235106707
Position 16764: 0.7553251145078275
Position 934: 0.6238543497024072
Position 8787: 0.5481680896074028
Position 9944: 0.40477086794991635
Position 5946: 0.38762326073905073
Position 7493: 0.38248120286212917
Position 2770: 0.36881028023238166
Position 9848: 0.3607328332248934
Position 15782: 0.3455639088449898
Position 1582: 0.29025620576148364
Position 18308: 0.2215486842179201
Position 11032: 0.20968488315264996
Position 9143: 0.20179605072081672
Position 670: 0.20010014681363492
Position 7575: 0.1921416559670196
Position 9851: 0.1831447423102146
Position 11845: 0.17206288630668934
Position 15876: 0.147479782400456
Position 7282: 0.13216972983221945
Position 7160: 0.11878665915587672
Position 9543: 0.1183079438263966
Position 3018: 0.1160154879785927
Position 2894: 0.09613605161318207
Position 3000: 0.09061197728279721
Position 16164: 0.08736022186014668
Position 5408: 0.08453650629324651
Position 1051: 0.08262831207396018
Position 834: 0.08022385370714723
Position 10973: 0.07304429948400655
Position 11413: 0.06219886635779445
Position 16251: 0.05925075356118329
Position 9038: 0.0484596645041626
Position 15555: 0.039257238136345594
Position 1590: 0.03799520589224866
Position 7608: 0.03781381145234162
Position 1217: 0.03572878635039588
Position 3562: 0.03563385319616061
Position 17750: 0.0335709820907436
Position 8255: 0.029014423386289637
Position 9172: 0.028330345586306024
Position 8739: 0.028100372470351603
Position 10979: 0.0273959814209656
Position 10770: 0.026713663119829558
Position 19221: 0.02628912465919834
Position 1965: 0.025968827548975417
Position 855: 0.025660372390940416
Position 2013: 0.02498804544268915
Position 3040: 0.024368686972089357
Position 8381: 0.02190459819957803
Position 7340: 0.021584357426659696
Position 8764: 0.02136800483598297
Position 8671: 0.020801526286136716
Position 1628: 0.01959866755099496
Position 10798: 0.018496072683048877
Position 3026: 0.017782738508335966
Position 2511: 0.017438164679435608
Position 2935: 0.017059623043907846
Position 3621: 0.016976560033242785
Position 16933: 0.016906059493030114
Position 1542: 0.016781083180743995
Position 8058: 0.014672582601768708
Position 5994: 0.014560337548806502
Position 3986: 0.013257010206910435
Position 10065: 0.012871740726869136
Position 19113: 0.011988561771399125
Position 8012: 0.011661019767634572
Position 8456: 0.011438359253928998
Position 16980: 0.009472292421630713
Position 2603: 0.009200556520099516
Position 16977: 0.009036382080512766
Position 5303: 0.008754620234933062
Position 7810: 0.008537054185561818
Position 19382: 0.008173624869747365
Position 6460: 0.007999976960210525
Position 2524: 0.007729714458577903
Position 1978: 0.0068461323045961074
Position 8944: 0.006584978787762337
Position 943: 0.006493697767502858
Position 5189: 0.006230777652914866
Position 2067: 0.006159234608488034
Position 8631: 0.005734488900442264
Position 16034: 0.005063023962946807
Position 7982: 0.004568653207220443
Position 1002: 0.004375837653518236
Position 18332: 0.004370460966021297
Position 1486: 0.00422069290464421
Position 1239: 0.003934511449518937
Position 7263: 0.003884990292615466
Position 3451: 0.0035544987069408896
Position 13795: 0.003175719540654335
Position 13052: 0.0029512479198576984
Position 16777: 0.002783072734631597
Position 19502: 0.002734728648854888
Position 568: 0.0026401052820580234
Position 10180: 0.002583322695945828
Position 7309: 0.002520829773275006
Position 17298: 0.0024680814895034547
Position 3343: 0.002260219464761241
Position 2438: 0.0022359816412941646
Position 3468: 0.002165521830048864
Position 1566: 0.002116738751878194
Position 680: 0.0020045136787034154
Position 798: 0.0019358501644154108
Position 3125: 0.00192382321934929
Position 10540: 0.0019166085021474592
Position 616: 0.00191444274658123
Position 10631: 0.0017515797720355044
Position 10183: 0.0017106289790768411
Position 276: 0.0016138626855006883
Position 7913: 0.0016103716101528165
Position 5274: 0.0015709957681927123
Position 4050: 0.0014838746333701283
Position 3266: 0.0014335832644173055
Position 13233: 0.0013744571653027042
Position 2243: 0.0012767260488575558
Position 1100: 0.0011984162990267804
Position 16422: 0.0011583915600230047
Position 1067: 0.0011513657983135753
Position 972: 0.0010690961504289244
Position 2189: 0.0010335505217923824
Position 1391: 0.0009638399118293253
Position 4767: 0.0009638015411101158
Position 10689: 0.0009519934899344319
Position 2606: 0.0008960720471887215
Position 8725: 0.0008696244321333184
Position 2039: 0.0008677817276517242
Position 978: 0.0008605865858830795
Position 1029: 0.0008604079007529785
Position 17175: 0.0008481345762168522
Position 5951: 0.0007970951635733897
Position 1256: 0.0007879500425577808
Position 8683: 0.0007654831549955491
Position 2174: 0.0007488318979064228
Position 1370: 0.000742494957691911
Position 3195: 0.0007309012984300487
Position 14845: 0.0006977042132834558
Position 6528: 0.0006966135878864135
Position 3073: 0.0006749836083479171
Position 626: 0.0006261898947119957
Position 2410: 0.0005955279174831883
Position 4621: 0.0005237874818947986
Position 4520: 0.00042189243552298263
Position 883: 0.00041795884739338264
Position 2272: 0.0004163097903622445
Position 6481: 0.0004155192386787725
Position 3316: 0.0004135214584518863
Position 1883: 0.00041328599265437227
Position 730: 0.00041261959396508727
Position 73: 0.0003684233911981901
Position 1492: 0.00031065691840905316
Position 5473: 0.00030799792602946775
Position 1604: 0.0002788522620074988
Position 1026: 0.000276309753606174
Position 903: 0.0002748591450413805
Position 1461: 0.00021335119491738754
Position 1223: 0.000192496011108415
Position 419: 0.00018421267323216715
Position 5439: 0.00018136291980939522
Position 2899: 0.00017868985558349148
Position 1016: 0.0001726591432495047
Position 4579: 0.0001489812611277788
Position 87: 0.00014786020615976638
Position 3811: 0.00014666887973623153
Position 1057: 0.00014308315162791515
Position 3953: 0.0001412388389671349
Position 623: 0.0001408960394330735
Position 869: 0.0001351634444631528
Position 1106: 0.00013013340227809015
Position 1275: 0.00012255564256415599
Position 951: 0.00011827470520315835
Position 1903: 0.00010940465731032206
Position 1226: 0.00010361429590870303
Position 398: 9.32971866136979e-05
Position 116: 9.278510747302366e-05
Position 375: 9.172497042142226e-05
Position 4488: 8.679420295867032e-05
Position 10072: 7.538065475275328e-05
Position 2076: 7.35403467501971e-05
Position 9375: 7.30348332889085e-05
Position 4644: 7.149214166680387e-05
Position 2157: 6.835818112192201e-05
Position 4855: 6.634450885437942e-05
Position 1733: 6.346774711155771e-05
Position 2092: 6.133844710800615e-05
Position 1123: 6.108020701104271e-05
Position 1836: 6.034888090200074e-05
Position 3725: 5.708960404417451e-05
Position 1263: 5.5780005890640966e-05
Position 299: 4.166880187259929e-05
Position 394: 4.04121299475693e-05
Position 4629: 4.040677221458802e-05
Position 1457: 3.769199206225718e-05
Position 90: 3.5743208660868125e-05
Position 2815: 3.321469189019193e-05
Position 1281: 3.2550315968750396e-05
Position 1155: 2.8304721195502998e-05
Position 599: 2.81799215825096e-05
Position 597: 2.6070478342138678e-05
Position 8032: 2.4020975216500487e-05
Position 9709: 2.2132082676537817e-05
Position 442: 2.1565324831224762e-05
Position 122: 1.588793338407399e-05
Position 1797: 1.551642474804634e-05
Position 153: 1.5058948889331821e-05
Position 1751: 1.4959244461006028e-05
Position 593: 1.4734660622157633e-05
Position 1395: 1.4402629570232217e-05
Position 1398: 1.3638324033337497e-05
Position 2132: 1.1838073246009146e-05
Position 282: 1.1013502320155717e-05
Position 1642: 1.0968241133744464e-05
Position 8201: 1.0862516804609951e-05
Position 464: 1.039473822310212e-05
Position 303: 9.260110493099516e-06
Position 774: 8.220336068111983e-06
Position 4383: 6.91790835777889e-06
Position 4704: 6.86673107051196e-06
Position 341: 5.5707070918337314e-06
Position 76: 4.44622875614844e-06
Position 1284: 4.286309554000509e-06
Position 130: 3.625356820924449e-06
Position 988: 3.5366048405937425e-06
Position 480: 3.200149679095812e-06
Position 739: 2.5102553890573515e-06
Position 1171: 2.397888300461229e-06
Position 1503: 2.3672488002225443e-06
Position 234: 2.2864379808512816e-06
Position 1031: 2.221207460969395e-06
Position 405: 2.1943845211264317e-06
Position 473: 1.8166678273845758e-06
Position 1500: 1.7625119123755025e-06
Position 460: 1.5532601514374963e-06
Position 320: 1.540026083337689e-06
Position 425: 1.205222186007462e-06
Position 166: 1.1806883484941517e-06
Position 455: 1.0859230083337762e-06
Position 359: 1.0339814257478323e-06
Position 149: 8.897143490133692e-07
Position 380: 8.775217401082477e-07
Position 226: 7.814136740224503e-07
Position 353: 7.679830157323551e-07
Position 3412: 7.014012358898153e-07
Position 1631: 3.5841153532292925e-07
Position 782: 3.010969333782437e-07
Position 1416: 2.866762944199711e-07
Position 3751: 2.4979518975069014e-07
Position 313: 1.977968786131738e-07
Position 1559: 1.7042018020052028e-07
Position 134: 9.435529288551068e-08
Position 1704: 7.905170721532202e-08
Position 174: 6.704190668921051e-08
Position 378: 5.456710691253013e-08
Position 450: 5.0473436656678913e-08
Position 431: 3.2054911941934134e-08
Position 158: 2.81629815946093e-08
Position 2154: 1.3988834614987086e-08
Position 439: 8.786441203367337e-09
Position 458: 6.341713481880324e-09
Position 408: 5.070282856143351e-09
Position 1309: 2.2395999412496165e-09
Position 176: 7.471479745155459e-10
Position 326: 5.204862825747434e-10
Position 1134: 5.203710061668815e-10
Position 170: 3.389133989774331e-10
Position 181: 9.122104399544407e-14
