Gene = UGCG
Position 37219: 0.0001659669846953987
Position 931: 0.00013761819868158987
Position 3614: 0.00010663018005784767
Position 35157: 0.00010594291306221755
Position 34894: 9.402329811369714e-05
Position 2472: 9.397729566386517e-05
Position 34661: 8.361721235788999e-05
Position 2469: 7.989101807352447e-05
Position 2841: 7.537945782459658e-05
Position 35509: 7.311421946914211e-05
Position 35824: 6.850448017902083e-05
Position 3156: 6.090631289235984e-05
Position 2514: 5.7097769186198776e-05
Position 3332: 4.7300359893884555e-05
Position 35718: 4.294485184119346e-05
Position 2829: 4.177843653064048e-05
Position 35557: 4.0403385352527455e-05
Position 3669: 3.620998782852085e-05
Position 2232: 3.585299737717268e-05
Position 36024: 3.3946447489013905e-05
Position 35404: 3.335192032258634e-05
Position 3282: 2.9545034523520177e-05
Position 3680: 2.33381558956736e-05
Position 3413: 2.0395376293781827e-05
Position 3350: 1.9173357056417257e-05
Position 3317: 1.5610402441746636e-05
Position 49: 1.4986631536213253e-05
Position 67: 1.1697734809964054e-05
Position 1370: 1.1542393458105993e-05
Position 832: 9.07618471250007e-06
Position 35674: 8.116988246521249e-06
Position 401: 6.909716500731878e-06
Position 39: 5.77784084915283e-06
Position 3565: 4.967752783313248e-06
Position 738: 4.594909716390099e-06
Position 716: 4.4913912876345346e-06
Position 618: 4.1700103383202825e-06
Position 886: 3.149313627915603e-06
Position 884: 3.0603619925807857e-06
Position 922: 2.6072447681456426e-06
Position 809: 2.2131912606649767e-06
Position 719: 1.9483484466069383e-06
Position 186: 1.9191074109790472e-06
Position 669: 1.210807317942036e-06
Position 303: 1.0905384446085147e-06
Position 710: 9.016850321217372e-07
Position 745: 7.87962883050093e-07
Position 824: 6.846425662148265e-07
Position 928: 6.323576377390995e-07
Position 21: 5.148548456685654e-07
Position 653: 4.650767519284505e-08
Position 840: 4.603284731288927e-08
Position 736: 4.238950539312086e-08
Position 1029: 2.8151267746418804e-08
Position 515: 9.766958192771537e-09
Position 677: 6.6928704509517515e-09
Position 407: 2.4657512998979947e-09
Position 937: 3.267115436924076e-10
Position 405: 7.1448680335756485e-12
Position 763: 4.579920458675259e-12
Position 807: 3.475596474132988e-12
Position 379: 2.7795443782146272e-12
Position 398: 4.747983093379506e-13
Position 498: 1.7947080924694953e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 17838: 1.0000000000000004
Position 34504: 0.9106091425382679
Position 28010: 0.9090929210648814
Position 35403: 0.7828374388062469
Position 29617: 0.6274017518860943
Position 26082: 0.597300502579829
Position 3198: 0.5947545499465499
Position 36060: 0.5915093715650225
Position 32803: 0.454010151096135
Position 32602: 0.41958400095861353
Position 37672: 0.4127177249500512
Position 32733: 0.39468248816944934
Position 33077: 0.3197744902820808
Position 26050: 0.19938220064656717
Position 34979: 0.13806406879128533
Position 14382: 0.09881306772430314
Position 420: 0.07902123354956334
Position 23321: 0.07575259887059364
Position 37974: 0.062429883620331805
Position 34940: 0.05727671453015005
Position 1139: 0.05709483287856329
Position 9690: 0.05367959255414441
Position 33153: 0.04940336567741569
Position 25881: 0.04868104171685042
Position 35706: 0.04569842246436299
Position 35362: 0.04347157590038089
Position 28689: 0.03929901687774675
Position 32547: 0.03433062959934679
Position 33097: 0.03329134425227827
Position 37089: 0.03114329998276285
Position 32827: 0.029741162069278577
Position 33262: 0.024971895988387706
Position 33233: 0.02297572201517146
Position 33391: 0.022071947662187924
Position 31357: 0.021901779823096205
Position 34128: 0.020892308853896608
Position 2377: 0.01897154678035909
Position 36097: 0.018916033012480904
Position 9686: 0.018414139836593176
Position 1164: 0.018207551388166186
Position 28715: 0.01790505655366481
Position 37696: 0.01617671209282821
Position 38241: 0.01606827099569216
Position 20922: 0.015347914820591778
Position 35739: 0.01454877979420047
Position 37444: 0.014480686978848687
Position 38393: 0.013604251912591299
Position 34890: 0.013439606188043697
Position 34506: 0.013091401923501216
Position 33236: 0.012844878662313878
Position 3751: 0.012210789035275208
Position 38187: 0.011930713781608879
Position 31592: 0.011036049625979571
Position 37058: 0.010703716743687879
Position 33073: 0.010421652534736951
Position 3771: 0.009776559237929385
Position 3168: 0.00946376142748001
Position 26617: 0.009392127241158734
Position 35012: 0.00882613161299127
Position 34186: 0.008514602941675024
Position 1258: 0.008054771575478778
Position 2175: 0.007518818665207328
Position 33466: 0.007044269302582738
Position 34533: 0.006354421021912183
Position 18283: 0.004771342690710853
Position 35149: 0.004592879089052018
Position 37997: 0.004400947904010855
Position 34409: 0.0038634127398066206
Position 36942: 0.0037213020722522733
Position 37405: 0.0036456127423670076
Position 34189: 0.0035967521565748294
Position 35478: 0.0032329761383420603
Position 37650: 0.0030793159507986564
Position 2958: 0.0029699927041059765
Position 1313: 0.0029676488365036092
Position 2149: 0.002889836714567453
Position 3238: 0.0024815774258670083
Position 33133: 0.0024790789776908866
Position 1006: 0.0023855648230655946
Position 3062: 0.0023323995123081492
Position 37116: 0.0023305565161379914
Position 18904: 0.0022046178087920653
Position 33026: 0.001927852933191065
Position 35514: 0.0017767271083274033
Position 37918: 0.0017561796302494159
Position 2118: 0.0017046816510091266
Position 3912: 0.0016851424702988582
Position 1225: 0.0016716765388495208
Position 926: 0.0016612055890835398
Position 1701: 0.0015373665439888122
Position 38219: 0.001533898370964729
Position 18992: 0.001334519565732288
Position 35693: 0.0012842567821351883
Position 1766: 0.0012752105422415639
Position 37256: 0.0012353072685890234
Position 2357: 0.001202768305742936
Position 2851: 0.0012025603777197176
Position 36320: 0.0012015824995522722
Position 38019: 0.0011942081619177956
Position 31325: 0.0011874383589448284
Position 36762: 0.0011593915292318069
Position 35029: 0.0011465380866759929
Position 2163: 0.0009908720777882464
Position 1696: 0.000950505670716314
Position 3938: 0.0009102165322338854
Position 34744: 0.0009076258024223657
Position 35312: 0.0008931623983641455
Position 34384: 0.0008812392444648744
Position 3460: 0.0008516492537193758
Position 34324: 0.0008353974853573344
Position 29695: 0.0008164305228333395
Position 3087: 0.0008111129888637194
Position 33532: 0.0007830958479190002
Position 1234: 0.0007788521851255125
Position 37647: 0.0007536910814887983
Position 35381: 0.0007366014700696573
Position 37161: 0.0007245017483593269
Position 34571: 0.0007234612259067658
Position 37137: 0.0007199494570745628
Position 36534: 0.0006825081169928364
Position 36016: 0.0006709117925811216
Position 632: 0.0006474443212536007
Position 32988: 0.0006200713292072521
Position 769: 0.0006078989331014787
Position 37461: 0.0005929197150265264
Position 33399: 0.0005860561484589684
Position 2295: 0.00047760523317445466
Position 35498: 0.00043806278628569505
Position 1742: 0.0004340786666581447
Position 21300: 0.0003962412219807394
Position 1022: 0.0003928546564671854
Position 3249: 0.0003674702832603324
Position 33495: 0.00033781004756309405
Position 36607: 0.00033198736652321754
Position 2451: 0.0003310907099422504
Position 2449: 0.00032096141757512105
Position 3064: 0.0003152549166070107
Position 396: 0.0003121739105873118
Position 4597: 0.000302380882488935
Position 1277: 0.00028493563212868246
Position 18234: 0.0002617467394019202
Position 2765: 0.00026157152986932614
Position 2744: 0.00025063651182933596
Position 34660: 0.00024862002025755785
Position 35583: 0.00024761875575839013
Position 1519: 0.00024757557337148374
Position 34918: 0.00022585482272284655
Position 36560: 0.00022199968829310593
Position 1804: 0.00021266328994151153
Position 35656: 0.00020949670625670117
Position 1727: 0.00018659300761144574
Position 1443: 0.00018633020726464003
Position 34691: 0.00015693207888670005
Position 1660: 0.00013430234448659232
Position 36639: 0.00013317669485297622
Position 35899: 0.00012997404878171167
Position 2530: 0.00011017349526580703
Position 35366: 8.70926385182528e-05
Position 602: 8.16528253895041e-05
Position 35807: 7.851648469285869e-05
Position 2662: 7.545021045125766e-05
Position 34716: 7.150700266405602e-05
Position 199: 7.044730027977759e-05
Position 965: 6.912413944531409e-05
Position 1316: 6.840269752208377e-05
Position 1723: 5.302258115726215e-05
Position 813: 5.206199114112212e-05
Position 18358: 5.174428804842599e-05
Position 1772: 5.049550641383939e-05
Position 1944: 4.3971468215945497e-05
Position 33728: 4.082014920742867e-05
Position 1115: 3.722371876965986e-05
Position 2625: 3.5897029310586265e-05
Position 2206: 3.3361988193143106e-05
Position 224: 2.852372473861713e-05
Position 1570: 2.7155677452599874e-05
Position 29457: 2.693159991170706e-05
Position 476: 2.6787695868133328e-05
Position 3205: 2.644514612484946e-05
Position 29725: 2.6241350444688417e-05
Position 1300: 2.5997385575948738e-05
Position 955: 2.2228990207287386e-05
Position 2311: 2.102944887382824e-05
Position 2466: 2.088693938737687e-05
Position 2185: 2.0169691044336178e-05
Position 2319: 1.8012078194931507e-05
Position 1026: 1.656326135310912e-05
Position 1483: 1.4965424359925258e-05
Position 565: 1.4188507034674389e-05
Position 28215: 1.17874009418571e-05
Position 1464: 1.0468294041639826e-05
Position 1620: 1.0419948299661777e-05
Position 1342: 9.866402568962969e-06
Position 1421: 8.988525276914324e-06
Position 1282: 6.751896584355524e-06
Position 3215: 5.728769757034289e-06
Position 662: 5.588358292245961e-06
Position 35927: 3.6613155708156863e-06
Position 3024: 1.6858369844563186e-06
Position 3380: 1.2240718411992777e-06
Position 2780: 1.8837293827874592e-07
Position 1929: 1.4735704785685428e-08
Position 1085: 8.359057704634818e-09
Position 736: 7.487265127370412e-09
