Gene = CENPP
Position 4669: 0.0035853436912134523
Position 7603: 0.003580531922381886
Position 680: 0.0035598609946442673
Position 973: 0.003005647463707127
Position 4338: 0.00268228628173472
Position 21030: 0.0024923948115950236
Position 5486: 0.0024105863764186035
Position 20882: 0.002387173984679938
Position 8050: 0.001989446534157288
Position 2486: 0.0018829245589333777
Position 12380: 0.0018265188517708542
Position 10312: 0.001786420463180401
Position 4952: 0.0017641084721860833
Position 3978: 0.0017137784774152042
Position 6896: 0.0015798510492716633
Position 8915: 0.0015133595039886903
Position 2178: 0.0014428313792356478
Position 3551: 0.0014278405918997225
Position 14164: 0.001396807964595521
Position 272: 0.0013705704628990316
Position 122: 0.0013563382509648423
Position 8188: 0.0012303846742389019
Position 9120: 0.001191364893725453
Position 466: 0.001147289465612173
Position 14303: 0.0011337069539828118
Position 23052: 0.0010918797085404251
Position 20613: 0.001002084053091722
Position 2769: 0.0009362196908300938
Position 7111: 0.0008340969647727621
Position 8375: 0.0007843141255927475
Position 11185: 0.0007387548585463292
Position 16990: 0.000714009103489583
Position 8623: 0.0006671523739848841
Position 9854: 0.0004389153497275964
Position 501: 0.00041142249845905614
Position 20886: 0.0003944818148942128
Position 21729: 0.00033876116878480593
Position 20389: 0.0003062914616453775
Position 21207: 0.00016001772646998295
Position 610: 9.414931309019653e-05
Position 303: 8.177380415176353e-05
Position 416: 7.983584838445345e-05
Position 1484: 7.241554195282028e-05
Position 22250: 7.193518697906513e-05
Position 305: 6.86872407101918e-05
Position 626: 6.424367045071105e-05
Position 800: 5.945920983714522e-05
Position 2101: 5.018733260650144e-05
Position 639: 4.7372492639907986e-05
Position 77: 4.7284870308888965e-05
Position 617: 4.6469857038062465e-05
Position 453: 3.883591081883351e-05
Position 727: 3.411980215556421e-05
Position 334: 1.741186771778424e-05
Position 868: 1.4086839051416645e-05
Position 577: 1.1842799706004713e-05
Position 703: 9.587745263323098e-06
Position 663: 9.342453361003154e-06
Position 20343: 8.341942861197355e-06
Position 176: 7.429794609075947e-06
Position 153: 7.419485278943842e-06
Position 1175: 6.459274440375874e-06
Position 1074: 6.095336446000105e-06
Position 840: 5.6272526628955755e-06
Position 370: 4.3830808032921395e-06
Position 81: 3.0329605119842608e-06
Position 771: 2.094565499151982e-06
Position 4808: 2.0303012984045765e-06
Position 2579: 1.4523933855946873e-06
Position 844: 1.258002318527396e-06
Position 315: 6.018218464545548e-07
Position 244: 3.915145433036631e-07
Position 846: 2.6922007678535003e-07
Position 55: 1.4614977420346562e-07
Position 347: 1.373323486310543e-07
Position 354: 6.838848272460191e-08
Position 6: 7.628537974028966e-09
Position 1503: 5.396199038840944e-09
Position 79: 2.2323997548450845e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12056: 0.994582562634555
Position 6685: 0.8772438031784429
Position 20214: 0.7174438525633571
Position 4766: 0.32334814734909684
Position 15485: 0.2695725908059855
Position 20193: 0.19024323232237733
Position 31824: 0.15141192360584138
Position 23682: 0.14429847796258521
Position 32539: 0.14352307395232516
Position 21927: 0.13667423633782577
Position 31381: 0.11874169469069815
Position 30902: 0.09900850874729385
Position 28514: 0.08903425261433578
Position 20173: 0.07457856208460723
Position 972: 0.07455697122535805
Position 21790: 0.07246285581360662
Position 6189: 0.06548423965298426
Position 17093: 0.0589689401261246
Position 717: 0.04983901773728396
Position 2232: 0.047695349778888015
Position 16865: 0.041109760718674074
Position 8661: 0.040440146218022846
Position 10430: 0.03796282848783568
Position 23941: 0.03477189852357189
Position 25553: 0.03162740458806662
Position 14392: 0.030968343067320946
Position 22460: 0.030247197291010896
Position 7530: 0.02752760881947844
Position 10363: 0.027262515501592425
Position 33258: 0.02636136043791367
Position 2439: 0.025738327207670757
Position 24431: 0.024544927270715815
Position 22010: 0.024110062897915233
Position 17114: 0.023927476855237627
Position 29279: 0.021660927143569667
Position 21966: 0.020372997104185178
Position 21970: 0.01968105386772781
Position 32387: 0.017970172739705168
Position 22864: 0.01730734478202448
Position 1383: 0.016458620255266444
Position 32055: 0.016095627493581434
Position 10129: 0.01594197335496192
Position 26167: 0.01454992889837666
Position 10040: 0.013969681577814468
Position 27846: 0.013875703482319425
Position 25717: 0.013829697615279734
Position 16310: 0.013515879107320286
Position 6123: 0.01303531926964819
Position 837: 0.011978272051222084
Position 30855: 0.010989906134671174
Position 7623: 0.010216319310690598
Position 21765: 0.009785696804789228
Position 723: 0.009780633861068089
Position 2790: 0.00941300528286382
Position 16574: 0.009071735494780301
Position 24732: 0.008765838763557016
Position 10694: 0.00856679775588133
Position 22928: 0.008030379672806643
Position 8264: 0.007836831634115008
Position 14353: 0.0077240144462491145
Position 1389: 0.007481720550557882
Position 2692: 0.007043908049815658
Position 21984: 0.006839449816640532
Position 20772: 0.006802909843074922
Position 31790: 0.006082375126080339
Position 25341: 0.005977788843805538
Position 20389: 0.005939317852334412
Position 2405: 0.005871533985170286
Position 10155: 0.005786233028390909
Position 16682: 0.0057431969943164875
Position 15169: 0.005660279690095145
Position 23739: 0.005561236064435345
Position 8495: 0.005544190497307251
Position 16265: 0.005306677131774818
Position 17064: 0.005179971374632098
Position 2095: 0.0051751276108173505
Position 4484: 0.00495260433781403
Position 26560: 0.004899829762143317
Position 6768: 0.004589837537960431
Position 814: 0.0045252963310316655
Position 4399: 0.004452045314146201
Position 8520: 0.0044414242581159525
Position 2514: 0.004420240297032619
Position 10198: 0.003950115376986664
Position 10010: 0.003838717576486965
Position 4272: 0.0038380254193891563
Position 1363: 0.003765014451013652
Position 24511: 0.0037212704545104987
Position 14208: 0.0031330004453210213
Position 22896: 0.003092378155142267
Position 4615: 0.002963881126100114
Position 15339: 0.002845519848130218
Position 886: 0.002784371744194127
Position 10730: 0.0026433901549345563
Position 8681: 0.0025175979150675798
Position 769: 0.002492245436360423
Position 22414: 0.002412782918398856
Position 5229: 0.0024110092131086956
Position 12130: 0.0023984812726328985
Position 14205: 0.00232256965099324
Position 20479: 0.0022855364595908193
Position 693: 0.0022076659155152146
Position 8818: 0.002132370762195249
Position 12214: 0.002062565929007519
Position 1967: 0.0020512272446641514
Position 15521: 0.002025357089994322
Position 15300: 0.001970894440577853
Position 29305: 0.0019505326426040076
Position 524: 0.001897576639464267
Position 8657: 0.0018567784750589424
Position 24799: 0.001795298560485623
Position 10764: 0.0017024362960781823
Position 7878: 0.0013539802651686803
Position 10304: 0.001340564948456604
Position 3472: 0.001309367189314505
Position 22659: 0.00123976655640462
Position 8073: 0.0012303846742388925
Position 21571: 0.0012289576203555529
Position 1325: 0.001215298517020699
Position 23509: 0.0011959471957938442
Position 9011: 0.001191488117207391
Position 12272: 0.0011770453773275354
Position 8847: 0.001166699330037357
Position 12309: 0.0011548333267731579
Position 2773: 0.0011507614311827986
Position 20796: 0.0011120225508192685
Position 15276: 0.0010582629212704327
Position 22953: 0.0010521815979287182
Position 6890: 0.0010248237093714286
Position 3720: 0.0010200470398443132
Position 1270: 0.0009972748494423125
Position 465: 0.0009938032269274219
Position 505: 0.0009743827097985091
Position 6699: 0.0009684640330476087
Position 12224: 0.0009606433071655872
Position 7602: 0.0009132881649382656
Position 2363: 0.0008547842764721254
Position 2654: 0.0008402348279852824
Position 22393: 0.0008390287356719713
Position 6962: 0.0008341984233569271
Position 13865: 0.0007651709305525782
Position 11101: 0.0007387548585463221
Position 22230: 0.0007342536232847963
Position 25180: 0.0007289299359457179
Position 2244: 0.0006733305823159318
Position 7817: 0.0006035629524925783
Position 7638: 0.0005585552089405897
Position 1368: 0.0004968454614658636
Position 2165: 0.00047600824010352375
Position 22163: 0.00047583025231205667
Position 3937: 0.0004679005197260905
Position 22128: 0.00046097279865594414
Position 20934: 0.0004583862426016932
Position 9783: 0.00043891534972760886
Position 23884: 0.000424899390143883
Position 8821: 0.0004181667252859448
Position 478: 0.00035044862674433124
Position 1145: 0.00034875093435472265
Position 14022: 0.00032974565733880534
Position 21408: 0.00032849414030030233
Position 22115: 0.00030700489450803366
Position 2064: 0.00030594095404434395
Position 2751: 0.00029440240986631513
Position 977: 0.00029087933829797884
Position 4837: 0.0002767778663319201
Position 675: 0.00024409388546772662
Position 3886: 0.00022562102786182985
Position 2197: 0.0002245550481715658
Position 11976: 0.00021536886429661582
Position 14045: 0.00021469101710404434
Position 797: 0.00018770811951777163
Position 23964: 0.00016811692032544086
Position 4156: 0.00016376795974578213
Position 1998: 0.00014416668698124795
Position 20727: 0.00014281849300890439
Position 20572: 0.0001402582602507453
Position 23525: 0.00013487000338257145
Position 661: 0.00012141404907400608
Position 3449: 0.00011848814798456566
Position 13944: 0.00011632265903098701
Position 16314: 0.00011485702690847415
Position 14226: 0.00011007661629355236
Position 647: 9.304161450080413e-05
Position 21235: 8.778398178977733e-05
Position 405: 7.201144276031973e-05
Position 12174: 6.9388686395634e-05
Position 447: 5.973438027354064e-05
Position 19108: 5.0897978954889684e-05
Position 19383: 4.0956613296479755e-05
Position 17626: 3.537721523194359e-05
Position 14257: 3.347200800874969e-05
Position 17362: 3.3066019887095956e-05
Position 14505: 3.128249962514962e-05
Position 1433: 2.8666149578499495e-05
Position 13973: 2.7258222743285753e-05
Position 1328: 2.723260416910414e-05
Position 13127: 2.7159829556671042e-05
Position 906: 2.581850725871411e-05
Position 14636: 2.4631128132414152e-05
Position 16034: 1.9907218362644885e-05
Position 7598: 1.8250902335821547e-05
Position 1974: 1.7630492658931644e-05
Position 14523: 1.7036790926518795e-05
Position 1950: 1.5487865530665663e-05
Position 13773: 1.4588855483960171e-05
Position 13279: 1.351386546710529e-05
Position 13738: 1.2537886159704192e-05
Position 1834: 1.1813726116596799e-05
Position 1826: 1.112252174160161e-05
Position 13000: 1.062738385112634e-05
Position 359: 1.0448836308287952e-05
Position 1858: 1.0006896734131285e-05
Position 14932: 9.889054363590211e-06
Position 2112: 9.556460310244663e-06
Position 17865: 9.522337256064179e-06
Position 1588: 9.062083587887438e-06
Position 526: 8.698485352477122e-06
Position 13242: 8.351060334952834e-06
Position 16086: 7.90488208370013e-06
Position 12546: 7.348345880424231e-06
Position 890: 7.039145679005191e-06
Position 2118: 6.719603469574982e-06
Position 13100: 6.257712955546402e-06
Position 15003: 5.946138354325857e-06
Position 13105: 5.694455141388125e-06
Position 458: 5.426056690650125e-06
Position 176: 5.411039221188493e-06
Position 12714: 5.390772550376732e-06
Position 14671: 5.193594646696957e-06
Position 551: 4.882588072791585e-06
Position 1424: 3.97788455291019e-06
Position 13823: 3.5815324041656082e-06
Position 2147: 3.3929902219288783e-06
Position 1393: 3.3920075594985406e-06
Position 639: 3.1129796040186705e-06
Position 861: 2.904669614534353e-06
Position 12374: 2.8031077932406235e-06
Position 2253: 2.7423939411985646e-06
Position 13315: 2.6721395153447717e-06
Position 266: 2.5269593191940926e-06
Position 13159: 2.49902255277447e-06
Position 13063: 2.497983709682238e-06
Position 429: 2.3544978047388666e-06
Position 1275: 2.311637461648252e-06
Position 1509: 2.2500251193703713e-06
Position 1450: 2.059049198387416e-06
Position 913: 1.8562806204015221e-06
Position 1119: 1.8359330651000313e-06
Position 14581: 1.7529501854306824e-06
Position 2563: 1.7516395289231686e-06
Position 727: 1.6347808990360479e-06
Position 864: 1.5162348603341594e-06
Position 288: 1.3801758294212875e-06
Position 12379: 1.374183835293931e-06
Position 1245: 1.2388148137887018e-06
Position 13423: 1.136598794331042e-06
Position 2490: 1.0879253428220762e-06
Position 12867: 7.685286142916081e-07
Position 610: 7.366291947141954e-07
Position 12405: 7.16179880790895e-07
Position 292: 6.930991353044492e-07
Position 12340: 6.679332061022424e-07
Position 1421: 5.682940726541661e-07
Position 1411: 5.299484707511418e-07
Position 605: 5.1576930578965e-07
Position 1151: 5.006747911603996e-07
Position 1484: 4.919404930641106e-07
Position 320: 4.338435982025525e-07
Position 14340: 4.2549356930332113e-07
Position 315: 3.554730692917585e-07
Position 296: 3.3040554623803325e-07
Position 272: 3.293312791896271e-07
Position 380: 3.2519364654321007e-07
Position 771: 2.8573454146590683e-07
Position 3745: 2.8397979255628054e-07
Position 203: 2.3442395176311095e-07
Position 247: 2.309457579505112e-07
Position 556: 2.2629468840877507e-07
Position 215: 2.133012751163453e-07
Position 327: 1.6904808817492148e-07
Position 533: 1.4975903028222515e-07
Position 575: 1.4099865061904088e-07
Position 925: 1.24898978438031e-07
Position 781: 9.92619089831746e-08
Position 439: 9.288379753440887e-08
Position 1059: 7.627828322653782e-08
Position 868: 6.977587573667112e-08
Position 162: 6.276410029834607e-08
Position 268: 4.654388733192122e-08
Position 472: 4.4771941210562024e-08
Position 347: 3.986859436977937e-08
Position 340: 2.5514687097845984e-08
Position 224: 1.8267979100788912e-08
Position 1487: 1.581839471208423e-08
Position 180: 1.5135401164554876e-08
Position 622: 1.2006160903666114e-08
Position 535: 1.0850034466300136e-08
Position 607: 9.588075602091925e-09
Position 342: 7.410732514541471e-09
Position 1077: 3.370499101009298e-09
Position 916: 5.282128357903948e-10
Position 244: 8.712082857071638e-11
