Gene = OMA1
Position 642: 2.14132815873971e-05
Position 598: 2.0610833410985068e-05
Position 435: 1.9672903394588483e-05
Position 10473: 1.9076403972003837e-05
Position 2988: 1.8928115061646855e-05
Position 2525: 1.711809659872603e-05
Position 2760: 1.654195383329136e-05
Position 1340: 1.3972492824494444e-05
Position 469: 1.3607711773016862e-05
Position 2378: 1.3603490414357412e-05
Position 2672: 1.3579360690550744e-05
Position 356: 1.3210883031180675e-05
Position 98: 1.2639742511730344e-05
Position 403: 1.0609729915654089e-05
Position 1733: 9.157827028599772e-06
Position 20516: 5.475549991921892e-06
Position 905: 5.087446187582701e-06
Position 837: 3.843499261991329e-06
Position 2116: 3.829858818492163e-06
Position 768: 3.4026844216511644e-06
Position 639: 2.8708799356455484e-06
Position 612: 2.8637214322558493e-06
Position 899: 2.4576678969093036e-06
Position 1809: 2.358574138549543e-06
Position 152: 2.208886175475602e-06
Position 578: 1.8066744109468587e-06
Position 16279: 1.7373780531702568e-06
Position 16782: 1.2528647369855928e-06
Position 724: 1.2211540271160438e-06
Position 1435: 1.1385933212997798e-06
Position 137: 1.0911916461786136e-06
Position 1880: 1.0280758849779314e-06
Position 759: 5.31750655357493e-07
Position 12951: 5.301287748030853e-07
Position 13556: 4.4749920181429503e-07
Position 1124: 1.940350436159117e-07
Position 164: 1.6794667118178525e-07
Position 773: 1.46172286108998e-07
Position 1664: 7.660605271199085e-08
Position 195: 6.118697324805925e-08
Position 815: 4.853639130691183e-08
Position 160: 2.2491555857292092e-08
Position 166: 2.1848990946502934e-08
Position 520: 2.1217204529473155e-08
Position 622: 6.529128147174326e-09
Position 1098: 6.5060708805735425e-09
Position 221: 3.2964011256788633e-09
Position 466: 2.630494886301548e-09
