Gene = RP4-613B23.5
Position 351: 2.684445653190306e-11
Position 409: 2.563896694440002e-11
Position 342: 2.4849316206294873e-11
Position 271: 1.2183657141695378e-11
Position 644: 5.2078426268808e-12
Position 197: 1.230172666975195e-12
Position 225: 6.939736617195472e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 18355: 0.8277243285930901
Position 10218: 0.6992581125010442
Position 20910: 0.5072557208493812
Position 19397: 0.3384639674083777
Position 20445: 0.16936364041253285
Position 10242: 0.12145495850053975
Position 24288: 0.09972610066947514
Position 10123: 0.09750560704603764
Position 13157: 0.07127166754185467
Position 19197: 0.07097089426688089
Position 19532: 0.05913989492405978
Position 10554: 0.026020954207771684
Position 22448: 0.017889323400013587
Position 10184: 0.01581888638672636
Position 20906: 0.014938780808416142
Position 2492: 0.013736061270752001
Position 17553: 0.011876602156949436
Position 20009: 0.011531375097077527
Position 2565: 0.008337630344896225
Position 11162: 0.008116381420170652
Position 11135: 0.008083843986163436
Position 22978: 0.0072480707926120495
Position 13340: 0.0069479435191606344
Position 13279: 0.005889577850961262
Position 13118: 0.005391685643336154
Position 13186: 0.005233946406810494
Position 18819: 0.0050294401869737755
Position 23344: 0.003434261386006989
Position 10625: 0.003222651536255702
Position 18898: 0.0031359681973244314
Position 10550: 0.0029616081689860076
Position 22304: 0.0021763700474140787
Position 19593: 0.0020246700521527865
Position 13212: 0.0017132307588368211
Position 21773: 0.001667889960212694
Position 13964: 0.0014989926343439495
Position 14894: 0.0014956677605904895
Position 15636: 0.001251352771962104
Position 11090: 0.0011614872360396296
Position 11563: 0.0007344495662175926
Position 15020: 0.00069474249196601
Position 2308: 0.0006431818641133156
Position 11049: 0.0005353921641730102
Position 13988: 0.0005339163993852913
Position 2527: 0.0005037514942036763
Position 18556: 0.0004264741672957899
Position 11338: 0.0004104998977994684
Position 13575: 0.0004007478102509823
Position 15667: 0.00035085590806776114
Position 13889: 0.0003278981950459634
Position 14390: 0.0002889666507479382
Position 2217: 0.00026240455514722175
Position 2496: 0.00023867777987790514
Position 16061: 0.00023222280216790366
Position 16691: 0.00022349243987565212
Position 16806: 0.00019038980877427925
Position 2196: 0.0001897846184259854
Position 7777: 0.0001850569177184314
Position 13468: 0.00018287784591319728
Position 4198: 0.0001613490608840948
Position 13561: 0.00012687869484884757
Position 12594: 0.0001226610439601395
Position 12573: 0.00012192746344318052
Position 16149: 0.00012149061329710111
Position 1376: 0.00011406269787970405
Position 14450: 0.00011333334301094888
Position 1398: 0.00011186402680710941
Position 10529: 0.00010196905578292178
Position 6714: 9.586295608278488e-05
Position 8298: 9.536640798512873e-05
Position 6987: 9.515107102733802e-05
Position 12267: 9.347911530643964e-05
Position 2341: 9.188696188823998e-05
Position 13912: 8.893324131201137e-05
Position 5345: 8.807970338577448e-05
Position 3031: 8.678014252983154e-05
Position 5625: 7.596258398385956e-05
Position 11373: 7.387314159008687e-05
Position 15026: 7.310722010830706e-05
Position 12690: 7.193700973756973e-05
Position 11414: 7.07104146282793e-05
Position 14530: 7.034137117968604e-05
Position 11447: 6.394976919733195e-05
Position 11538: 5.1609368112309244e-05
Position 9668: 5.133522207028067e-05
Position 12975: 4.6780479003054075e-05
Position 14012: 4.607498160087731e-05
Position 3792: 4.526848188999288e-05
Position 1622: 4.42571632906012e-05
Position 11541: 4.316610293983402e-05
Position 1872: 4.2124818068363205e-05
Position 10570: 4.168810257493438e-05
Position 5261: 4.0150416733697064e-05
Position 8276: 3.9047833277210003e-05
Position 10425: 3.88905052807852e-05
Position 1273: 3.0057901164100377e-05
Position 7027: 2.9126833160992934e-05
Position 12207: 2.591608335536022e-05
Position 3690: 2.5799647196032465e-05
Position 11756: 2.55672302872814e-05
Position 11871: 2.5423720643290847e-05
Position 1070: 2.501051332686139e-05
Position 2826: 2.4626989101718113e-05
Position 1658: 2.1934136490938344e-05
Position 6834: 2.112189115780577e-05
Position 1911: 2.071091778008615e-05
Position 12010: 2.026540595625321e-05
Position 10945: 2.0055545507221216e-05
Position 11701: 1.8915681065379845e-05
Position 5371: 1.8618053330290044e-05
Position 3915: 1.7243892667571505e-05
Position 10896: 1.664261626893502e-05
Position 1661: 1.578452475518071e-05
Position 7951: 1.5059018101004293e-05
Position 2151: 1.339966048525835e-05
Position 10856: 1.3352988933057808e-05
Position 3542: 1.3011549340516355e-05
Position 6871: 1.2165161347180851e-05
Position 3093: 1.206909285294806e-05
Position 7736: 1.16112328185405e-05
Position 10647: 1.0745791681100884e-05
Position 8712: 9.51448996785443e-06
Position 10509: 8.821378283855484e-06
Position 3044: 7.114998153473104e-06
Position 2109: 7.0134540698276435e-06
Position 6399: 6.934002240819225e-06
Position 8137: 6.415026518174416e-06
Position 7840: 6.161073404109394e-06
Position 2731: 6.156103107091414e-06
Position 4652: 6.109945958092989e-06
Position 7677: 5.457230508871219e-06
Position 1899: 5.032673934267278e-06
Position 1024: 4.527034459257784e-06
Position 4554: 4.3404991347777e-06
Position 4216: 4.257425640801263e-06
Position 7067: 3.989703933752756e-06
Position 6948: 3.906583939203142e-06
Position 6794: 3.388919070505022e-06
Position 6911: 3.382203315387501e-06
Position 4668: 3.0779368389404516e-06
Position 2033: 3.0238942056812974e-06
Position 2126: 2.9532898197521472e-06
Position 5994: 2.9356090866384943e-06
Position 3259: 2.8678494073237526e-06
Position 7701: 2.8225387577808902e-06
Position 5688: 2.7143973558631592e-06
Position 1171: 2.6201057902193525e-06
Position 1541: 2.607729590501564e-06
Position 8008: 2.4038481603477307e-06
Position 3377: 2.195326259506597e-06
Position 1751: 2.1224111314891175e-06
Position 1721: 2.0239364741634225e-06
Position 4934: 1.7605850603169611e-06
Position 3001: 1.7578689795691663e-06
Position 476: 1.6290861784140145e-06
Position 1109: 1.5671639530161504e-06
Position 5349: 1.452943226616573e-06
Position 1819: 1.4446174187125404e-06
Position 3101: 1.443074821235076e-06
Position 1026: 1.303671971668661e-06
Position 2130: 1.2281340033151934e-06
Position 2792: 1.1593711754375345e-06
Position 1503: 1.1176025613852318e-06
Position 1983: 1.0676572570206952e-06
Position 791: 6.940817382509401e-07
Position 3356: 6.893462353123869e-07
Position 4623: 5.60700121269517e-07
Position 2240: 5.588434228635615e-07
Position 853: 4.782088336638845e-07
Position 1049: 4.5872384076318566e-07
Position 439: 3.895857076952368e-07
Position 3658: 3.548943754431655e-07
Position 868: 3.405714343967172e-07
Position 1004: 3.1306136387221793e-07
Position 459: 2.7988519094489577e-07
Position 435: 2.790887991916065e-07
Position 1708: 2.664296331147865e-07
Position 1958: 2.6186618012269247e-07
Position 825: 1.9930653830558116e-07
Position 1701: 1.6618429060065398e-07
Position 442: 1.5992810172375783e-07
Position 493: 1.4195141285554556e-07
Position 3132: 1.401490404256439e-07
Position 1175: 1.256523556882241e-07
Position 404: 1.1321108341586912e-07
Position 794: 1.1094526279815892e-07
Position 393: 8.964827283001988e-08
Position 82: 7.505222030402247e-08
Position 239: 7.21600988956773e-08
Position 210: 5.500608406381429e-08
Position 487: 4.8230965129649406e-08
Position 1123: 4.421088634838652e-08
Position 1203: 4.3267084034899445e-08
Position 1149: 4.2596010042592545e-08
Position 478: 3.894733959012902e-08
Position 726: 3.6667809126861306e-08
Position 219: 3.31712501026891e-08
Position 2771: 3.0905566508920847e-08
Position 1571: 3.020655783834654e-08
Position 2589: 2.7504720373378427e-08
Position 217: 2.2329498252475803e-08
Position 771: 2.1525647426999937e-08
Position 448: 1.9404177926495917e-08
Position 252: 1.5899375826047196e-08
Position 1207: 1.3557980478669338e-08
Position 887: 1.323980518470107e-08
Position 664: 1.249902984631119e-08
Position 407: 1.1581825943283015e-08
Position 832: 9.491480140121269e-09
Position 214: 8.877011376782302e-09
Position 532: 8.798668972206381e-09
Position 738: 7.695584797670764e-09
Position 391: 6.375142722957621e-09
Position 835: 6.0780144128751104e-09
Position 289: 5.628303752490406e-09
Position 2260: 5.192036272785384e-09
Position 3265: 4.758002443346752e-09
Position 894: 4.395509494006401e-09
Position 1160: 4.19876013281046e-09
Position 161: 3.5155984540853463e-09
Position 1156: 3.459758737913846e-09
Position 507: 3.4282242446466352e-09
Position 754: 3.0670252436760397e-09
Position 1985: 2.81916297184056e-09
Position 2522: 2.8046145922924213e-09
Position 689: 2.58274106635938e-09
Position 765: 1.7962905135326622e-09
Position 225: 1.5198851343631207e-09
Position 965: 1.3795804685928846e-09
Position 909: 1.3197863626368191e-09
Position 936: 1.2535094205364604e-09
Position 671: 1.1721031786400222e-09
Position 1059: 9.401584415444768e-10
Position 542: 8.511265117608044e-10
Position 268: 8.407175267972356e-10
Position 271: 8.403283754141867e-10
Position 777: 8.199315788415658e-10
Position 335: 6.305729367810987e-10
Position 266: 5.740040783996763e-10
Position 193: 4.883536610164738e-10
Position 1288: 4.485857741002755e-10
Position 1724: 4.411038436942698e-10
Position 549: 3.8163301990616253e-10
Position 309: 3.773248136026569e-10
Position 1311: 3.4953341327175706e-10
Position 1318: 2.444223861197648e-10
Position 319: 2.435552384669223e-10
Position 367: 2.4173405813383e-10
Position 304: 1.5973460137893497e-10
Position 315: 1.5302164911360118e-10
Position 760: 1.4376260209754346e-10
Position 332: 1.0183569083652291e-10
Position 139: 5.264754546825671e-11
Position 740: 3.8617216079325826e-11
Position 774: 3.6707928523958186e-11
Position 677: 7.1071607140372746e-12
Position 516: 6.4300974913473535e-12
Position 510: 4.304522534323847e-12
