Gene = HGD
Position 2547: 0.00032569753624227125
Position 2390: 0.0003255798821284879
Position 1434: 0.00032036015614727355
Position 8737: 0.0002894225853173737
Position 167: 0.0002671576986528978
Position 4382: 0.00024434148238435
Position 1718: 0.00024232766241041095
Position 2543: 0.00023358435847520872
Position 2609: 0.00022814870601493937
Position 3310: 0.00018926817705147665
Position 285: 0.0001852248989486071
Position 10121: 0.00018148859194815458
Position 8561: 0.00017075366162753924
Position 1379: 0.00016082743135415497
Position 13210: 0.00011987593777151374
Position 10076: 7.941363374668118e-05
Position 7845: 4.2867499543028655e-05
Position 377: 3.418801157776693e-05
Position 9338: 1.8838843504245796e-05
Position 1106: 1.122314333671553e-05
Position 1199: 1.1123459358532454e-05
Position 685: 1.0945830092850627e-05
Position 494: 8.810476165070273e-06
Position 983: 6.836592835533197e-06
Position 581: 6.573624021004978e-06
Position 529: 5.331239297526986e-06
Position 424: 4.597944582989566e-06
Position 1445: 4.391822247441055e-06
Position 468: 3.5605690090368607e-06
Position 8932: 3.3690010229809043e-06
Position 595: 2.415207345395564e-06
Position 555: 2.3559553966468714e-06
Position 291: 2.1968750229939134e-06
Position 41: 1.9683472214512678e-06
Position 399: 1.8592049396396557e-06
Position 851: 1.7825647977178282e-06
Position 434: 1.778706688395637e-06
Position 616: 1.6008296246780212e-06
Position 374: 1.48450424826756e-06
Position 620: 1.2856288675723686e-06
Position 95: 1.1132628043757628e-06
Position 343: 9.135453519790087e-07
Position 614: 8.652557170785525e-07
Position 874: 7.141314826004858e-07
Position 730: 6.457359125913454e-07
Position 333: 5.645064074884925e-07
Position 1041: 4.6394872855618885e-07
Position 351: 4.148911540139549e-07
Position 973: 3.859836099041583e-07
Position 945: 3.4975141537079864e-07
Position 701: 3.462881270808718e-07
Position 2737: 2.616072807842288e-07
Position 318: 2.191377424840729e-07
Position 967: 1.5630814897339767e-07
Position 245: 1.378439381562497e-07
Position 2739: 1.1243602022032357e-07
Position 1643: 9.109253746865446e-08
Position 611: 7.172105201810182e-08
Position 24: 3.182631671706542e-08
Position 978: 2.8254105090962742e-08
Position 717: 1.7483058423831898e-08
Position 312: 6.709868410915023e-09
Position 283: 2.2356170555992903e-09
Position 277: 1.5857969632686647e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12038: 0.9940162306575955
Position 7581: 0.9718921622495194
Position 4167: 0.5344587325324937
Position 6707: 0.475085736729588
Position 4541: 0.3325830540102805
Position 25508: 0.32470519410195503
Position 11653: 0.3162026059919703
Position 13831: 0.2907996307684547
Position 7754: 0.2690867247910723
Position 7789: 0.2665132607724329
Position 3309: 0.20870027827428783
Position 14577: 0.1513121270291956
Position 12748: 0.09106483472908294
Position 20614: 0.08922090313305385
Position 20237: 0.07088818506978935
Position 8488: 0.062481825882107656
Position 8869: 0.0574727695944286
Position 23150: 0.05666975994505564
Position 825: 0.05557843693447066
Position 13565: 0.05153124781448398
Position 11785: 0.0499812286768705
Position 12387: 0.048993604843812405
Position 24214: 0.0468578272804602
Position 13489: 0.04408045668292579
Position 14208: 0.042783069512672044
Position 3270: 0.04094301868616539
Position 10246: 0.03881317150418697
Position 14516: 0.037445886890042475
Position 8962: 0.03564566764965054
Position 13772: 0.03521659630976472
Position 11383: 0.03509025581048612
Position 5208: 0.034567193062618726
Position 18886: 0.03431737065253206
Position 5887: 0.034254518415722836
Position 4579: 0.032232589450784374
Position 16726: 0.03207319142498637
Position 10976: 0.032007829132402965
Position 2142: 0.03156703983943744
Position 17436: 0.02819076261911781
Position 12796: 0.02426530034846854
Position 3206: 0.024172947808240818
Position 7971: 0.022778120232027202
Position 8621: 0.02249700848914288
Position 11751: 0.02151847824555976
Position 8384: 0.01760690344847507
Position 8199: 0.016379757754322398
Position 13154: 0.016156092425169473
Position 8261: 0.016131163319968573
Position 18843: 0.014849319253462369
Position 18284: 0.01481356174019234
Position 11297: 0.014791789177424394
Position 19860: 0.014564060829282799
Position 20659: 0.014030690850513455
Position 1577: 0.013957729403720476
Position 15146: 0.01363821494197441
Position 23359: 0.013203428147013002
Position 2081: 0.011946044248675257
Position 11067: 0.011836521799902935
Position 733: 0.011740343534757584
Position 4693: 0.011369089750716087
Position 11565: 0.011335637600139692
Position 4070: 0.0112057436591484
Position 14449: 0.011033136064813251
Position 4671: 0.00943952370432779
Position 5890: 0.009191817487799112
Position 16573: 0.008771753648006218
Position 15247: 0.008760994238076211
Position 13265: 0.008489568630493808
Position 295: 0.008397752277917963
Position 13692: 0.008290097529969129
Position 17228: 0.007578710691611725
Position 874: 0.00748544277109026
Position 8170: 0.007461686235486998
Position 629: 0.007461521602596802
Position 7593: 0.006398332068108335
Position 8665: 0.006281548719647932
Position 312: 0.006015020733865834
Position 10213: 0.005849432912967497
Position 3671: 0.005812171015302011
Position 3876: 0.005651030152816124
Position 1669: 0.00550590457665666
Position 4402: 0.005338547281033031
Position 3173: 0.004798683085285647
Position 7468: 0.004795954442052185
Position 2186: 0.004683801313718213
Position 16129: 0.004616037273716404
Position 2098: 0.004427879115991977
Position 14805: 0.004406641180810173
Position 1487: 0.004372437997589624
Position 600: 0.004319649896852259
Position 13712: 0.004210120605254239
Position 13996: 0.0040790164119780875
Position 3092: 0.0036531356467329646
Position 1377: 0.003584239055055035
Position 3631: 0.0032814010102928943
Position 9173: 0.0031953932498331307
Position 6389: 0.003108542168043003
Position 8880: 0.002849018505324705
Position 7264: 0.002724248158914733
Position 5770: 0.002707089543781203
Position 3616: 0.0026893959703590715
Position 1622: 0.002685301581827963
Position 14536: 0.0026392371086712656
Position 2328: 0.00262545674370383
Position 3992: 0.0026116063220140034
Position 308: 0.002544487005619591
Position 13511: 0.0025156175694325982
Position 12470: 0.0024114547184962034
Position 5910: 0.002346010064788482
Position 16318: 0.0023401320460969513
Position 19605: 0.0021978561997819945
Position 5369: 0.002146437731251053
Position 15675: 0.002084680951980675
Position 13844: 0.002073585412076008
Position 14076: 0.001928853601436645
Position 333: 0.0019063434108930234
Position 17127: 0.0018257822486037103
Position 3817: 0.0018116840632564043
Position 3386: 0.001785653322537297
Position 1069: 0.0017556109249824347
Position 12801: 0.0016680398962151347
Position 12765: 0.0016624753111541101
Position 11922: 0.0015765782798128894
Position 7195: 0.0015741294457514818
Position 602: 0.0015582289431073954
Position 2820: 0.001552228866791674
Position 6759: 0.00141839259940709
Position 14284: 0.0013980490571729545
Position 18223: 0.0013694088388769665
Position 2129: 0.0013372916868341028
Position 12050: 0.0013145836911876005
Position 4614: 0.0012890165995285206
Position 2190: 0.0011937329303576443
Position 1306: 0.0011904525377782426
Position 16132: 0.00114928102902874
Position 4256: 0.0010867169330422298
Position 1594: 0.0010589041720771557
Position 7623: 0.0010542241276118556
Position 5673: 0.0009868424784317562
Position 2150: 0.0009520011734554844
Position 9216: 0.0009425555471199352
Position 851: 0.0009392352945754512
Position 14412: 0.0009361428386196694
Position 987: 0.0009085357119155276
Position 14356: 0.0008866796978452081
Position 1253: 0.0008744086602468586
Position 13388: 0.0008512693860470991
Position 945: 0.0008187057378590599
Position 12363: 0.0007727668188743291
Position 7834: 0.0007713001804174124
Position 2500: 0.000767453306363542
Position 2104: 0.0007590262703108356
Position 1609: 0.0007394324127953699
Position 338: 0.0007325477590465636
Position 13441: 0.0007226925064654794
Position 6880: 0.0007192951140402253
Position 17076: 0.0006657376257172194
Position 1885: 0.0006230465608446986
Position 3274: 0.000611323259730374
Position 2482: 0.0005493349222013317
Position 2968: 0.000508538552848995
Position 1642: 0.0005034704064668518
Position 12719: 0.0004973329455914081
Position 4117: 0.0004744665585347918
Position 8070: 0.0004525278685264967
Position 12851: 0.0004461054879808529
Position 15695: 0.0004025834513899448
Position 1105: 0.0003977871448975456
Position 3477: 0.0003931534945382037
Position 2688: 0.0003924597253889091
Position 513: 0.0003664543695187782
Position 4127: 0.0003504900677580297
Position 895: 0.00034158406479760654
Position 545: 0.000324525132759162
Position 13954: 0.0003185569051172363
Position 4782: 0.0002950650004113736
Position 8032: 0.00028897005419044054
Position 883: 0.00027569022277930134
Position 10036: 0.0002609022256948356
Position 16402: 0.00023933832394971275
Position 343: 0.00023515246212356267
Position 7934: 0.00019484305302600036
Position 7812: 0.0001858946766380356
Position 1046: 0.0001733333054929978
Position 1932: 0.00016199285608479514
Position 8297: 0.00014525793387663304
Position 13897: 0.00014272873391466855
Position 7762: 0.00013077414369936892
Position 1358: 0.00011407698178205712
Position 434: 0.00010875599137072976
Position 3221: 0.00010816735215350525
Position 3320: 0.00010407002362941
Position 4442: 9.957780265537009e-05
Position 12823: 9.747388673014387e-05
Position 1696: 9.583831232758446e-05
Position 4295: 9.240432705733479e-05
Position 8362: 8.621832529613377e-05
Position 855: 8.081203199182978e-05
Position 291: 6.354689214528876e-05
Position 909: 6.336772087288144e-05
Position 372: 5.7282740463133223e-05
Position 9068: 5.464963762549684e-05
Position 3006: 5.4008709730192946e-05
Position 553: 5.332640014188934e-05
Position 384: 4.702306724149239e-05
Position 2847: 4.2655846624680597e-05
Position 924: 4.13468596423188e-05
Position 7773: 3.252615621737565e-05
Position 8206: 2.8128712053416568e-05
Position 7838: 2.665477199570343e-05
Position 1119: 2.107164308729371e-05
Position 1329: 1.9964936080862845e-05
Position 2201: 1.94755989782131e-05
Position 8053: 1.5315429363928046e-05
Position 447: 1.4706505728992102e-05
Position 743: 1.391375051773642e-05
Position 2222: 1.371876621601137e-05
Position 7815: 1.3441037616331737e-05
Position 1791: 1.2829372084560329e-05
Position 1646: 1.028523210969265e-05
Position 9198: 9.815903437060034e-06
Position 1194: 9.013387180148838e-06
Position 1554: 7.850471573663937e-06
Position 1260: 7.215137367903418e-06
Position 2731: 6.981338182024329e-06
Position 1938: 6.672341021295332e-06
Position 564: 5.942449556875554e-06
Position 1208: 5.011627467118933e-06
Position 263: 4.37521149383284e-06
Position 7701: 2.511535860952605e-06
Position 12631: 2.3422456822278846e-06
Position 1960: 1.889388542912577e-06
Position 2357: 1.718654086688735e-06
Position 3590: 1.6636513175555847e-06
Position 1316: 1.403234463728066e-06
Position 570: 1.3270387821348394e-06
Position 1417: 1.2083705022160352e-06
Position 1003: 1.1910230027966234e-06
Position 1135: 1.1453124829529117e-06
Position 391: 9.677436113115461e-07
Position 474: 9.419919147994417e-07
Position 529: 8.280074447325176e-07
Position 1074: 8.259719232493413e-07
Position 1462: 7.495879446606251e-07
Position 1157: 7.071113010134115e-07
Position 912: 6.673073704348603e-07
Position 387: 5.57932169027162e-07
Position 494: 5.299855812403184e-07
Position 1265: 4.845883416388677e-07
Position 1648: 4.1871231402632107e-07
Position 351: 4.125486194991087e-07
Position 1703: 3.9354483420185184e-07
Position 1052: 3.8122580662982407e-07
Position 394: 3.6493307402552423e-07
Position 906: 3.2251558612765796e-07
Position 1672: 2.7108798800103866e-07
Position 1181: 2.567603351282787e-07
Position 635: 2.3098597064765984e-07
Position 1514: 2.02023155820024e-07
Position 1520: 1.9964452516906524e-07
Position 348: 1.5764883760042452e-07
Position 537: 1.4465503418964653e-07
Position 1388: 1.2766123068345626e-07
Position 1434: 1.2023361222416273e-07
Position 1138: 1.1575649734218524e-07
Position 318: 9.483088386844312e-08
Position 1213: 9.163913828483099e-08
Position 1424: 7.731221225387801e-08
Position 456: 7.473460665744223e-08
Position 662: 5.088664350911284e-08
Position 745: 4.1770364530818786e-08
Position 1689: 4.168515660216984e-08
Position 2004: 3.6035836473527363e-08
Position 183: 3.2124183925889795e-08
Position 1162: 3.0570626796407836e-08
Position 449: 2.320275359306255e-08
Position 374: 1.913732111850757e-08
Position 647: 1.5411833702111144e-08
Position 572: 9.825817753552147e-09
Position 238: 9.458557250703895e-09
Position 479: 8.456371065786113e-09
Position 2436: 8.400451910656943e-09
Position 641: 8.181746768851623e-09
Position 574: 7.0407324864911214e-09
Position 454: 6.0269531935538435e-09
Position 1132: 6.012129145938649e-09
Position 995: 5.964733780198019e-09
Position 963: 5.94306160089893e-09
Position 452: 4.772355849433733e-09
Position 111: 3.1305872028030347e-09
Position 555: 2.973196862379062e-09
Position 1088: 1.760625327824161e-09
Position 216: 1.4754453818319873e-09
Position 139: 6.368193226007392e-10
Position 653: 4.954450259530887e-10
Position 675: 3.7102503571843104e-10
Position 667: 3.474937192508179e-10
Position 1050: 2.8310499775223163e-10
Position 1048: 2.4713551789866577e-10
Position 468: 6.249370504046655e-11
Position 189: 3.827020510978876e-11
Position 191: 1.929883694347339e-13
Position 199: 1.0957467609919341e-15
Position 95: 7.888255720686572e-16
