Gene = MAPKAP1
Position 6326: 0.0001763268485634359
Position 4243: 0.0001750560843919653
Position 5235: 0.00017177297289509586
Position 1175: 0.0001702639929378777
Position 955: 0.00016847535284661268
Position 5160: 0.00016752295954743603
Position 4063: 0.00016519070786996957
Position 4312: 0.00015643808056723936
Position 5811: 0.00014792108289091985
Position 7112: 0.00014254451469811037
Position 605: 0.000140917927207329
Position 19530: 0.00012096529426919891
Position 15181: 0.00011805813609149189
Position 6929: 0.00011317578807643628
Position 17852: 0.00011077626072677227
Position 5449: 0.00010820497958345916
Position 7505: 0.00010820132699013622
Position 1758: 0.00010736318894525786
Position 1620: 0.00010615972789729318
Position 1446: 0.0001056772186228807
Position 1470: 0.00010174834847317514
Position 1157: 0.00010170017319883383
Position 130: 0.00010109202798161171
Position 1323: 9.75445014256924e-05
Position 7358: 9.652283240396379e-05
Position 642: 9.026052372475668e-05
Position 2557: 8.932328901092793e-05
Position 6016: 8.803370389088455e-05
Position 1931: 8.427762880951427e-05
Position 15592: 8.060216710750775e-05
Position 1125: 8.040401306498315e-05
Position 15563: 7.988306678061394e-05
Position 1085: 7.246194350144224e-05
Position 313: 7.06447218777458e-05
Position 1379: 6.199801741473065e-05
Position 1640: 6.064040214439978e-05
Position 5200: 5.647791849039258e-05
Position 4798: 5.51675856239173e-05
Position 4801: 5.2209501151522185e-05
Position 962: 4.989391793243958e-05
Position 12430: 4.7005653336743404e-05
Position 1630: 4.6923863671314924e-05
Position 345: 4.519512436046065e-05
Position 1261: 4.29695066552767e-05
Position 1896: 4.215389323310015e-05
Position 310: 4.185306474099236e-05
Position 3190: 4.1751078837460025e-05
Position 4223: 4.078316791568084e-05
Position 2144: 4.0444485031398665e-05
Position 1133: 3.811066281387944e-05
Position 1954: 3.754381075870431e-05
Position 594: 3.501837038917201e-05
Position 7587: 2.837113769212467e-05
Position 13845: 2.5528443324372875e-05
Position 838: 2.505593893192924e-05
Position 9963: 2.420765068945321e-05
Position 2466: 2.397713157386587e-05
Position 457: 2.3238138225496916e-05
Position 15416: 1.7934655572813918e-05
Position 4826: 1.708674738161139e-05
Position 272: 1.6962213883300747e-05
Position 15136: 1.6848414238961643e-05
Position 8298: 1.6788970935879357e-05
Position 609: 1.4545729003056184e-05
Position 1672: 1.454176038235834e-05
Position 1677: 1.4495213671933148e-05
Position 1301: 1.4448962742366927e-05
Position 185: 1.3677553991068332e-05
Position 7678: 1.3143900148837988e-05
Position 233: 1.2302411577298586e-05
Position 3169: 1.1340154125329395e-05
Position 2203: 1.0459106738319768e-05
Position 254: 1.0131477290568439e-05
Position 1180: 9.564611243924384e-06
Position 9987: 9.548071276707309e-06
Position 2928: 8.970497257304652e-06
Position 1330: 8.896176607116986e-06
Position 188: 8.529822711402294e-06
Position 2023: 8.04939965602086e-06
Position 370: 7.819767802168054e-06
Position 9588: 7.587691237246059e-06
Position 2762: 7.546326197205428e-06
Position 9553: 7.353431774348058e-06
Position 12713: 7.3408467309399745e-06
Position 1071: 6.696890666069896e-06
Position 12642: 6.411080870195028e-06
Position 292: 6.367791543407856e-06
Position 12214: 6.18845197908635e-06
Position 327: 5.871165006780247e-06
Position 4649: 5.517973272553123e-06
Position 3926: 5.442622184057513e-06
Position 4042: 5.3215979510625295e-06
Position 2668: 4.668030887749794e-06
Position 276: 4.297463631371963e-06
Position 10696: 3.965999781447888e-06
Position 3466: 3.19800573492273e-06
Position 8323: 3.111945267102108e-06
Position 9653: 2.9665793011509217e-06
Position 10979: 2.860894616091276e-06
Position 3870: 2.382033468204376e-06
Position 2766: 2.1909641689372393e-06
Position 3165: 2.159040705765129e-06
Position 3226: 2.1426638290084075e-06
Position 5701: 2.116428522239455e-06
Position 4373: 2.093848688380594e-06
Position 4103: 1.8667405907543103e-06
Position 3965: 1.855943223393429e-06
Position 2986: 1.5547011825280016e-06
Position 5649: 1.497062412724395e-06
Position 9217: 1.3318123066723687e-06
Position 5344: 1.2734245963946551e-06
Position 7829: 9.75798619238517e-07
Position 6676: 8.629007994768646e-07
Position 7945: 8.254083508120283e-07
Position 8735: 7.881630542493904e-07
Position 4928: 7.072655220140511e-07
Position 3039: 6.451902266233878e-07
Position 5843: 5.247518125865793e-07
Position 679: 5.220417261475405e-07
Position 3247: 4.725689882625598e-07
Position 4509: 4.472588991092264e-07
Position 4471: 4.2885107556100523e-07
Position 4339: 4.104500438498638e-07
Position 4393: 3.8330571842917755e-07
Position 6593: 3.096791290014829e-07
Position 1429: 2.7906056462772976e-07
Position 3820: 2.7042839578061214e-07
Position 3115: 2.647930736165229e-07
Position 4627: 2.540297903552016e-07
Position 3329: 2.521402680097484e-07
Position 1111: 2.2913031785271942e-07
Position 3902: 1.6472845855429427e-07
Position 2341: 1.3057268202675806e-07
Position 6959: 1.228427872189242e-07
Position 3630: 1.2189925369953822e-07
Position 3001: 1.1782242407528816e-07
Position 2268: 1.1416057192361329e-07
Position 3705: 1.0387867807853849e-07
Position 4982: 5.376731716677025e-08
Position 3055: 4.9282420380411595e-08
Position 5068: 3.9627058091746175e-08
Position 6703: 2.3998744157789565e-08
Position 3627: 2.2077584182665296e-08
Position 3326: 1.6192729633691266e-08
Position 3652: 1.5774360849538797e-08
Position 4976: 1.5242286517818085e-08
Position 3971: 1.4703043400734619e-08
Position 4518: 1.3979863760175073e-08
Position 3939: 1.1428783936890071e-08
Position 2938: 6.1149825527125245e-09
Position 3490: 4.581785662510656e-09
Position 3273: 2.8984983053827593e-09
Position 3526: 2.8897193501855474e-09
Position 3547: 2.751882382718602e-09
Position 809: 2.743107092250185e-09
Position 152: 2.6948323820167343e-09
Position 1039: 2.374258523520723e-09
Position 3789: 2.366275617219286e-09
Position 3564: 2.150604810851812e-09
Position 971: 2.0714934842158112e-09
Position 2299: 1.6883029928296998e-09
Position 715: 1.6647141519836395e-09
Position 824: 1.6297700242759447e-09
Position 1312: 1.5264593466571989e-09
Position 3768: 1.2766137147553097e-09
Position 1276: 1.2605861290922903e-09
Position 3719: 1.161765066191819e-09
Position 686: 1.1250645316973026e-09
Position 4208: 1.084808600886964e-09
Position 67: 8.976002146285356e-10
Position 651: 8.891450351671589e-10
Position 660: 8.595157162614576e-10
Position 1646: 8.340895469849614e-10
Position 463: 8.250582317019336e-10
Position 377: 7.873080250044192e-10
Position 1345: 7.532916315478996e-10
Position 1500: 5.921932365733e-10
Position 566: 5.659483853528227e-10
Position 1658: 5.274746922394768e-10
Position 1278: 5.035842919068143e-10
Position 1560: 3.8721172740479797e-10
Position 851: 3.679585985431329e-10
Position 3355: 3.2915317743303604e-10
Position 529: 3.259998780746191e-10
Position 3381: 3.1504410631014575e-10
Position 3276: 3.096134479488885e-10
Position 518: 2.8961265466834326e-10
Position 238: 2.720936386214637e-10
Position 3632: 7.137976584330017e-11
Position 759: 6.064673543321425e-11
Position 532: 5.3604609018324434e-11
Position 821: 4.710934951284079e-11
Position 740: 4.234554295582252e-11
Position 225: 4.1099451238149e-11
Position 2102: 4.067292276771918e-11
Position 2954: 3.8785122990318114e-11
Position 509: 3.805116053239726e-11
Position 2947: 3.211626587790597e-11
Position 614: 1.9491900147879363e-11
Position 2356: 1.9012904141347983e-11
Position 535: 1.6821721535541458e-11
Position 469: 1.6174284634349966e-11
Position 733: 1.4845330103751492e-11
Position 248: 1.0820163556553869e-11
Position 359: 9.588192867192438e-12
Position 657: 9.238137292576367e-12
Position 629: 8.905672114311875e-12
Position 2236: 6.219505494530414e-12
Position 701: 3.2776955088631384e-12
Position 1694: 7.380998634960543e-15
Position 1705: 3.259537180362018e-15
Position 3422: 1.310028492624556e-15
