Gene = SEC61G
Position 534: 1.8976771648837305e-06
Position 364: 1.0908071236393372e-06
Position 510: 8.75277739403928e-07
Position 176: 8.083984734472005e-07
Position 3602: 7.117259170912241e-07
Position 49: 7.09978940178706e-07
Position 213: 4.907467264614003e-07
Position 3430: 4.5801391199544075e-07
Position 481: 4.197744510971243e-07
Position 437: 2.520298148275352e-07
Position 216: 1.8757684506976206e-07
Position 1689: 1.77331354835726e-07
Position 1696: 1.7559414042514766e-07
Position 93: 1.6079999342766292e-07
Position 1244: 1.4534790398445277e-07
Position 618: 8.167106500024367e-08
Position 5373: 4.567265292127276e-08
Position 58: 4.47352636862659e-08
Position 574: 4.4091098711867995e-08
Position 1000: 3.1848164771331496e-08
Position 1504: 2.88419443900724e-08
Position 427: 2.470339208801633e-09
Position 194: 2.843976260266203e-10
Position 1017: 8.478110274297231e-11
Position 357: 1.4128985966928628e-14
Position 344: 1.0063796118633448e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 6825: 0.7037430593815907
Position 1651: 0.5441236576065187
Position 3321: 0.4889723763963391
Position 3364: 0.46253534846318634
Position 1526: 0.435436509539554
Position 1162: 0.3888521761654586
Position 717: 0.21072113411856913
Position 5956: 0.14659183001577855
Position 3573: 0.09647914082368063
Position 5980: 0.08131196997972268
Position 2754: 0.0797796994937639
Position 6341: 0.07292530740820408
Position 5007: 0.06564340441042911
Position 2836: 0.06464689589562653
Position 2889: 0.059619697890224914
Position 1123: 0.05600427757098892
Position 6447: 0.038891242118821986
Position 2915: 0.03715256558682183
Position 6552: 0.036932988281392506
Position 5228: 0.027324517150160498
Position 6313: 0.02524021269384498
Position 372: 0.024218105177452265
Position 156: 0.02230987305603912
Position 3791: 0.01796587051462652
Position 3884: 0.017131057116342763
Position 1831: 0.01623555475646519
Position 6355: 0.015047721474365732
Position 6120: 0.014543682539448849
Position 1095: 0.013597782940166765
Position 1374: 0.01339165352298037
Position 2620: 0.013364984483069761
Position 1077: 0.01086447791135996
Position 6529: 0.010426880562099538
Position 3930: 0.009859617039220501
Position 2850: 0.007947700866469874
Position 1272: 0.006745378104951816
Position 2783: 0.006488718354394331
Position 2016: 0.006474945130871987
Position 3550: 0.006387941438032382
Position 6123: 0.006017309017810591
Position 3887: 0.005088935336330555
Position 6391: 0.005051695681905787
Position 3695: 0.004519121779995034
Position 912: 0.004290151016766721
Position 5020: 0.004155806643255283
Position 6954: 0.004104566321051742
Position 4748: 0.0034911489156711824
Position 821: 0.0034782112572502586
Position 3848: 0.002712123754774302
Position 3301: 0.0027025165647098365
Position 6174: 0.0026575053337548724
Position 6030: 0.0025251943498444257
Position 4774: 0.0025079164432102222
Position 6344: 0.0021945814500934817
Position 335: 0.0021879742826230097
Position 1413: 0.0021821135164591518
Position 783: 0.0021608611001252996
Position 5642: 0.002153416454970606
Position 5556: 0.002120967223853367
Position 1012: 0.0018894720235020082
Position 5122: 0.0018209175770396435
Position 4332: 0.0016663599280119065
Position 2870: 0.0016026214863056143
Position 4930: 0.0014329062303384402
Position 5579: 0.0013961093402674834
Position 1172: 0.0013653008545960856
Position 4566: 0.001310315062987707
Position 5171: 0.0012368966518147445
Position 1495: 0.0010535390545416507
Position 3260: 0.0010122193734465388
Position 804: 0.0009892372957519431
Position 2044: 0.000982317214611632
Position 1655: 0.0009733492884925069
Position 6556: 0.0009146978116926649
Position 3829: 0.0008589087040591346
Position 960: 0.0008519414526196692
Position 2346: 0.0008185170271615653
Position 727: 0.0008029014679355623
Position 6866: 0.0007821184112976914
Position 2600: 0.000749665391185875
Position 2677: 0.0007243283618620096
Position 3327: 0.0007004286646576225
Position 1992: 0.0006756266114475003
Position 1217: 0.0006302416469097467
Position 1529: 0.0006289431059518378
Position 491: 0.0006069328969760975
Position 4400: 0.0005777477199087051
Position 5507: 0.0005552958582830798
Position 4277: 0.0005516741928547362
Position 3976: 0.000525012515558321
Position 915: 0.00050488285379394
Position 5793: 0.0004980078199057423
Position 2596: 0.00046781151622665636
Position 3857: 0.00043195079994223795
Position 5023: 0.00040851185509922105
Position 1549: 0.0003890707816429768
Position 4360: 0.0003758492849774307
Position 432: 0.000375492601999963
Position 6798: 0.0003721052511915972
Position 1666: 0.00035901090353282413
Position 2449: 0.00033881543074621795
Position 3626: 0.0003296518146690748
Position 5962: 0.0003168133791705236
Position 1180: 0.00030402548052152305
Position 4753: 0.00029759304169379866
Position 4054: 0.000288216404819104
Position 5857: 0.00028356668434434304
Position 662: 0.0002604372899637378
Position 229: 0.00025568499697687497
Position 2380: 0.0002442268269299773
Position 1380: 0.00022528609770636372
Position 1133: 0.00021992852040380497
Position 2065: 0.00021406293842595416
Position 4580: 0.00019360134817149663
Position 1043: 0.00017692282578556597
Position 5263: 0.00017680636440280275
Position 1967: 0.00016433855138982904
Position 3939: 0.0001615765404342724
Position 995: 0.0001567444873194432
Position 3662: 0.00015592968461376324
Position 579: 0.0001525771508164997
Position 3372: 0.0001383402376653249
Position 5798: 0.0001308019973518779
Position 6618: 0.00012981572655148754
Position 825: 0.0001230120018987511
Position 4160: 0.00012061676863563006
Position 6697: 0.00011633864905664889
Position 6649: 0.00011539786016834625
Position 6413: 0.00011295152310576347
Position 5407: 0.00010651127047580954
Position 3646: 0.00010404969206113306
Position 278: 9.561149993006434e-05
Position 5290: 9.416114348256361e-05
Position 4083: 8.762386786921352e-05
Position 858: 8.740032068920911e-05
Position 1728: 7.877630184172957e-05
Position 378: 7.6796303729624e-05
Position 2564: 7.524237011899614e-05
Position 600: 7.063221125415192e-05
Position 1199: 6.997257685322458e-05
Position 2396: 6.573177685915475e-05
Position 3552: 6.369887522109198e-05
Position 1100: 5.9755808208357396e-05
Position 3733: 5.752848347317188e-05
Position 872: 5.320642304895746e-05
Position 6978: 5.250332693428166e-05
Position 1376: 5.0428684744131946e-05
Position 1599: 4.426923818743705e-05
Position 2460: 3.554063925111322e-05
Position 1881: 3.406779880152943e-05
Position 4631: 3.336285810888209e-05
Position 1316: 3.0553610547966876e-05
Position 6192: 2.9644640625081757e-05
Position 787: 2.5782938922603198e-05
Position 1675: 2.4606839979063872e-05
Position 1800: 2.3938973808356225e-05
Position 88: 2.253860255767236e-05
Position 282: 2.2460305615490128e-05
Position 1705: 1.8380945033389085e-05
Position 664: 1.7277391449877677e-05
Position 4341: 1.7218080076598574e-05
Position 693: 1.6208411188163506e-05
Position 1031: 1.5989103871195098e-05
Position 2535: 1.491859904713467e-05
Position 1418: 1.4208630335340768e-05
Position 3391: 1.34779872901344e-05
Position 308: 1.187455004535884e-05
Position 4075: 1.129659763644918e-05
Position 562: 7.106256056640226e-06
Position 446: 6.768130180497161e-06
Position 4296: 6.461635652977984e-06
Position 2052: 6.278736947831741e-06
Position 3902: 6.248811386186485e-06
Position 3132: 5.992823494645013e-06
Position 927: 5.574146856837472e-06
Position 3221: 5.094003967535126e-06
Position 932: 3.3570382428936297e-06
Position 3276: 2.78512380622899e-06
Position 342: 2.3521368603065656e-06
Position 1746: 2.2199463403377193e-06
Position 288: 2.1765806428472785e-06
Position 640: 1.8012016327330666e-06
Position 458: 1.6634999598966055e-06
Position 3951: 1.5369518647872624e-06
Position 3110: 1.3646875967798867e-06
Position 806: 1.2656527200173568e-06
Position 609: 1.0104879254992387e-06
Position 972: 9.036194052045055e-07
Position 3092: 8.335282191431523e-07
Position 3397: 7.274253696493971e-07
Position 508: 5.429646445556276e-07
Position 213: 3.471795106711052e-07
Position 646: 2.4798859630423753e-07
Position 3751: 2.3824174628467017e-07
Position 495: 2.1976670548809217e-07
Position 3992: 1.1052629111516157e-07
Position 497: 9.149549954477771e-08
Position 515: 7.789669603033827e-08
Position 510: 7.327048635535141e-08
Position 3737: 7.19834079561948e-08
Position 448: 6.781985903021754e-08
Position 170: 5.73636370202782e-08
Position 2493: 4.1255920238703556e-08
Position 93: 2.1184595995802185e-08
Position 2126: 1.2341542881617534e-08
Position 3095: 1.1305084206716187e-08
Position 530: 7.992296361437922e-09
Position 669: 3.2820756612286345e-09
