Gene = RP11-11N7.5
Position 8041: 0.0010526042473387742
Position 7908: 0.001034120938475318
Position 9155: 0.0010275544562323563
Position 6640: 0.000992107118632055
Position 4122: 0.0009252342414414857
Position 3077: 0.000622636506273421
Position 770: 0.0006018370784533338
Position 7634: 0.0005942568276213035
Position 1541: 0.000587435945056098
Position 9486: 0.000571695057210128
Position 354: 0.0005650877791191964
Position 3096: 0.0005585406942964496
Position 661: 0.0005069649441679826
Position 9245: 0.000495211183836966
Position 2914: 0.00048428759031715493
Position 1844: 0.0004752185975107135
Position 7337: 0.00046530358137516977
Position 6249: 0.00044501010689114884
Position 637: 0.00042564950479790763
Position 3167: 0.0004157005989667336
Position 9810: 0.00038572478447207486
Position 3233: 0.0003813283001424937
Position 157: 0.0003743225370258484
Position 3299: 0.00036098967178203016
Position 2056: 0.00032328735133224494
Position 2002: 0.0003195420086820806
Position 1119: 0.00029747563215298144
Position 9180: 0.00026812791502389525
Position 237: 0.0002533939454255923
Position 9062: 0.0002460370786107191
Position 2231: 0.00022226277743518243
Position 687: 0.00020921457118889332
Position 941: 0.00018314020956875033
Position 302: 0.00018285509606734678
Position 862: 0.0001807473814812539
Position 10203: 0.00017814574707167318
Position 2025: 0.00015255249114705605
Position 609: 0.00014290091566541074
Position 6229: 0.00011339509743108274
Position 9269: 9.474320340274554e-05
Position 432: 9.161001983307922e-05
Position 5887: 8.655294546507278e-05
Position 10222: 8.332200214761908e-05
Position 5141: 7.882536412991556e-05
Position 3717: 7.474920779825858e-05
Position 9357: 6.228665472479086e-05
Position 4376: 6.028332440556489e-05
Position 1172: 5.821915846488953e-05
Position 3853: 5.2853809055044446e-05
Position 6490: 4.7279581792101595e-05
Position 179: 4.529048823145466e-05
Position 898: 4.396081108097291e-05
Position 1795: 4.2279964969564554e-05
Position 1410: 4.1266675766132804e-05
Position 323: 4.0142218620110116e-05
Position 1291: 3.943902594916128e-05
Position 4569: 3.8642383094312736e-05
Position 4246: 3.795005669670721e-05
Position 5414: 3.740941879892369e-05
Position 794: 3.400829569349004e-05
Position 312: 3.1011876718833347e-05
Position 733: 2.633219522559061e-05
Position 3579: 2.5919150255858842e-05
Position 4422: 2.4993367395849623e-05
Position 1116: 2.3276031627687067e-05
Position 7182: 2.2285800966736568e-05
Position 5909: 2.15258675360035e-05
Position 5955: 2.0825822639504996e-05
Position 1598: 1.9573822239880143e-05
Position 1347: 1.94440639026465e-05
Position 1461: 1.816813443747622e-05
Position 6138: 1.8075534058867804e-05
Position 2725: 1.80525655953952e-05
Position 664: 1.5274059061208537e-05
Position 2738: 1.5214137471201896e-05
Position 1502: 1.520200208455533e-05
Position 500: 1.5116395730320809e-05
Position 1799: 1.4627226652301266e-05
Position 869: 1.4117256662570052e-05
Position 5256: 1.323877722275274e-05
Position 2337: 1.1928213680710084e-05
Position 192: 1.1341885602787122e-05
Position 6016: 1.0681756253045046e-05
Position 1146: 1.0442620852324032e-05
Position 916: 9.00126057148871e-06
Position 1454: 8.601288201258432e-06
Position 5058: 7.61007242594981e-06
Position 168: 7.21778229969845e-06
Position 2098: 7.191265020076049e-06
Position 2279: 6.656860305053278e-06
Position 2780: 5.537221812461278e-06
Position 260: 4.033623825059703e-06
Position 1096: 3.871340363598579e-06
Position 3416: 3.862813006207191e-06
Position 4027: 3.847758812055794e-06
Position 462: 3.6009948175590545e-06
Position 206: 3.488496366745314e-06
Position 3538: 3.4557178223280286e-06
Position 598: 3.3366365673045318e-06
Position 2467: 3.2962716298521185e-06
Position 578: 2.9682175396379535e-06
Position 3439: 2.7441328453391462e-06
Position 264: 2.691201744835907e-06
Position 618: 2.6379996070332888e-06
Position 425: 2.508764469212795e-06
Position 3058: 2.3918280706650425e-06
Position 644: 2.379697763995077e-06
Position 2752: 2.3724448566358884e-06
Position 1663: 2.3051714765845208e-06
Position 696: 2.2478826442964033e-06
Position 361: 1.6694017385709498e-06
Position 1472: 1.605946495790836e-06
Position 1144: 1.567573405574448e-06
Position 1731: 1.5302054505471963e-06
Position 314: 1.4902880015358893e-06
Position 1008: 1.2125926112747258e-06
Position 2345: 1.0732345151472517e-06
Position 7376: 1.0724031294561333e-06
Position 521: 8.86847205830438e-07
Position 570: 8.462090337021884e-07
Position 1175: 7.609157750598076e-07
Position 1099: 7.533315725484515e-07
Position 628: 4.1236492804086966e-07
Position 436: 4.0080224264647166e-07
Position 2166: 2.3710243652113095e-07
Position 3858: 2.1743865837955432e-07
Position 3692: 1.7806940551905318e-07
Position 1011: 1.4746909330425903e-07
Position 1036: 1.0353092047376967e-07
Position 667: 9.554456664139034e-08
Position 3307: 9.013763218736767e-08
Position 3291: 7.009725213111988e-08
Position 1868: 5.20015325382857e-08
Position 2470: 2.6290946870863005e-08
Position 587: 1.6734992718622962e-08
Position 1271: 1.1755303448577766e-08
Position 1418: 9.22690764913893e-09
Position 512: 8.898263024436565e-09
Position 468: 7.773876047587592e-09
Position 221: 4.115735237379044e-09
Position 518: 2.1390080480844845e-09
Position 434: 1.742737319301053e-09
Position 115: 9.537811805084504e-10
Position 703: 4.5963995192295097e-10
Position 136: 1.8881664403093552e-10
Position 73: 7.336319418148689e-11
Position 120: 2.3053850171138124e-11
Position 86: 1.0013127969928381e-11
Position 129: 1.6822513197332926e-12
Position 97: 1.2836043651964113e-12
