Gene = ZC3HC1
Position 29904: 7.011054568931595e-05
Position 2957: 6.805728380370881e-05
Position 900: 6.548878667527641e-05
Position 678: 6.520822355559327e-05
Position 2001: 6.444130396486288e-05
Position 186: 6.241494194047906e-05
Position 174: 6.0711669129252944e-05
Position 1555: 5.908752388436394e-05
Position 5311: 5.824031941512315e-05
Position 1775: 5.294216337695964e-05
Position 29288: 4.846596836055454e-05
Position 29164: 4.43744099862025e-05
Position 14722: 4.1884515411375574e-05
Position 28969: 3.8293741390349924e-05
Position 1824: 2.9444126031053992e-05
Position 1946: 2.904431341651907e-05
Position 2751: 2.783108231774736e-05
Position 1236: 2.5436709755514735e-05
Position 214: 2.446354258878287e-05
Position 1428: 2.4366218452217463e-05
Position 163: 2.4021793054418887e-05
Position 160: 2.1500879904501875e-05
Position 29102: 2.101423569511004e-05
Position 1872: 1.9485339359602764e-05
Position 1007: 1.7957817753248605e-05
Position 663: 1.7937211577069373e-05
Position 670: 1.3819018011137557e-05
Position 14576: 1.3439169506162578e-05
Position 362: 1.2106533818244519e-05
Position 28253: 1.1876087040811695e-05
Position 1445: 9.57538299931085e-06
Position 1682: 9.210656080093976e-06
Position 193: 8.423196708036458e-06
Position 2275: 7.912836231524338e-06
Position 469: 7.896803110501725e-06
Position 2381: 6.8726108592762485e-06
Position 28861: 6.440305139679752e-06
Position 29522: 6.428467905294126e-06
Position 999: 5.950432212017717e-06
Position 2102: 5.038551305780152e-06
Position 2477: 4.050054665777302e-06
Position 29449: 3.3756147367414655e-06
Position 216: 3.3151431820992676e-06
Position 1028: 3.0889872444285477e-06
Position 1559: 2.9327955242904658e-06
Position 2236: 2.833992359663578e-06
Position 13012: 2.826492559416137e-06
Position 1916: 2.5353812524984353e-06
Position 1818: 2.419458963472918e-06
Position 2127: 1.8778446904638672e-06
Position 1652: 1.8394059463049157e-06
Position 1242: 1.7819279157725408e-06
Position 489: 1.691218078362227e-06
Position 1210: 1.530209802379573e-06
Position 12759: 1.1373452967656482e-06
Position 471: 1.1237128379554964e-06
Position 755: 1.0146741310151215e-06
Position 28004: 5.491735559286294e-07
Position 12109: 3.800431025623717e-07
Position 1116: 3.4008355737739415e-07
Position 1119: 3.2869044996851023e-07
Position 220: 3.2704463853883634e-07
Position 12785: 2.680311719577281e-07
Position 28146: 2.4957703767485443e-07
Position 13023: 1.8771587849532665e-07
Position 14419: 1.366367697203203e-07
Position 12134: 1.2381220058657758e-07
Position 1001: 1.2170055675096884e-07
Position 308: 7.715523806368905e-08
Position 12654: 7.711614168497816e-08
Position 2936: 3.444242591563861e-08
Position 3022: 3.376134742125906e-08
Position 268: 1.4376293668859785e-08
Position 198: 7.000141518073004e-09
Position 1291: 6.841725387715835e-09
Position 1327: 5.27688934524852e-09
Position 145: 2.58693117619133e-09
Position 1533: 1.323732478492601e-09
Position 121: 5.774580359392725e-10
Position 109: 3.902098601723104e-10
Position 148: 2.223603358834327e-10
Position 275: 7.703387090652205e-11
Position 278: 5.534051005742593e-11
Position 235: 4.870007991503316e-11
Position 132: 3.295068511976401e-11
Position 102: 2.8263939530615205e-11
Position 243: 1.1881037654246658e-11
Position 289: 1.0003641260609694e-11
