Gene = GAPT
Position 2061: 0.00022589282442344628
Position 3085: 0.00021657313669587797
Position 3396: 0.00019755722159784276
Position 4880: 0.00019036566794725058
Position 431: 0.00018861473111333806
Position 5367: 0.00018089364122727262
Position 3129: 0.00017712113023806873
Position 207: 0.00017602469058657783
Position 667: 0.00016354718029488059
Position 4810: 0.00015615000810049052
Position 3515: 0.0001519218462020498
Position 4682: 0.00014688598551177126
Position 2253: 0.00014579704134435088
Position 5389: 0.0001421352378281666
Position 5042: 0.00013159304167267838
Position 2249: 0.0001221060463814412
Position 1044: 0.00011789890534573515
Position 2880: 0.00010320416418497689
Position 2591: 0.00010156077758262672
Position 2459: 0.0001003422848931315
Position 4374: 9.38569554874957e-05
Position 4358: 7.710216212637668e-05
Position 3485: 6.531024888800113e-05
Position 1600: 6.445977412399482e-05
Position 1058: 5.537709294702913e-05
Position 1088: 5.183369241947723e-05
Position 3336: 4.763923651266648e-05
Position 761: 3.620823655256131e-05
Position 1618: 3.5668354786103116e-05
Position 2513: 3.441405027479146e-05
Position 1640: 3.269513334639757e-05
Position 3408: 3.242285701788745e-05
Position 233: 3.1611534543933456e-05
Position 3256: 2.8682883327358013e-05
Position 1941: 2.456896558129857e-05
Position 2911: 2.3324491776530792e-05
Position 260: 2.20852794275443e-05
Position 2552: 2.1581912155080078e-05
Position 2107: 1.823134915479767e-05
Position 1191: 1.6042212045780674e-05
Position 1888: 1.3864609818719735e-05
Position 1419: 1.2917434197067517e-05
Position 1456: 1.1691521276263112e-05
Position 258: 3.930004348901548e-06
Position 2378: 3.7559636506820523e-06
Position 2381: 1.2964634945076458e-06
Position 72: 2.202238171901161e-07
Position 731: 1.6779047182891008e-07
Position 455: 1.2119616622285912e-07
Position 470: 1.1769575001847624e-07
Position 433: 7.552184278547079e-08
Position 128: 6.76190270300392e-08
Position 695: 5.41834301046928e-08
Position 106: 3.88998342316479e-08
Position 733: 3.5160088242477534e-08
Position 992: 2.640666535725504e-08
Position 80: 1.2903761834080425e-08
Position 86: 7.031967770028211e-09
Position 154: 1.5161519788539104e-09
Position 161: 1.2479498938673747e-09
Position 82: 8.363733629464314e-10
Position 111: 4.382275739315627e-10
Position 858: 1.9345920084610981e-10
Position 84: 1.1399871233151562e-10
Position 115: 7.844595161975724e-11
