Gene = ERRFI1
Position 5798: 0.04775538791897115
Position 3840: 0.043062667109496126
Position 868: 0.042780890385611
Position 12302: 0.03722259634213116
Position 13098: 0.03228207855024548
Position 12161: 0.03177580173462378
Position 12367: 0.03019558182782014
Position 4889: 0.028950240345925315
Position 4866: 0.025715243413785678
Position 710: 0.025279381844332822
Position 12432: 0.0245371987759598
Position 12355: 0.02380289521789518
Position 5925: 0.02229259634220781
Position 6017: 0.022230614803025385
Position 13846: 0.021674051157399427
Position 14215: 0.019643376454852195
Position 3213: 0.01807345155345853
Position 2373: 0.016231826062201145
Position 14154: 0.009792703342452245
Position 3230: 0.009699253334114638
Position 5967: 0.007686817205781634
Position 4778: 0.006796858161690733
Position 2214: 0.006724382044170699
Position 4234: 0.006544714397457311
Position 11169: 0.006447529293424454
Position 4344: 0.006259990289600211
Position 796: 0.005998933547488858
Position 10907: 0.005927968047995846
Position 6024: 0.005634376304628255
Position 12521: 0.005454544120560812
Position 3053: 0.004964500460096667
Position 1862: 0.0046857107565139115
Position 11437: 0.0046257791397231905
Position 10981: 0.004249989964888743
Position 1117: 0.0038163521906119558
Position 769: 0.0037571623113262565
Position 355: 0.0035141334028601736
Position 12211: 0.0034123124794618255
Position 13231: 0.0033877836211312616
Position 12409: 0.003332800756691703
Position 14234: 0.0032341772286249475
Position 4193: 0.003148476910370005
Position 10904: 0.002867073113129238
Position 3406: 0.002811058728578908
Position 10514: 0.002719471837850975
Position 14429: 0.002586491055408496
Position 11119: 0.002545216278686192
Position 5100: 0.0025068684312721285
Position 14360: 0.0024281671361618003
Position 3085: 0.002133919191395918
Position 658: 0.0020104495496979903
Position 2466: 0.0019739128346806726
Position 12584: 0.0018980392262724268
Position 388: 0.0018575859106243593
Position 2005: 0.0015488184122290167
Position 4380: 0.0014321111527425764
Position 1008: 0.0014213299566582399
Position 12008: 0.0013716273609137445
Position 4275: 0.0013568873150208503
Position 1683: 0.0012365253948527686
Position 5497: 0.001120691068647216
Position 10418: 0.0010947900475048885
Position 993: 0.000977969227271137
Position 4755: 0.0009256405366199309
Position 512: 0.0009057760445293941
Position 1041: 0.000885688889113095
Position 1062: 0.0008763475689415676
Position 3136: 0.0008479368132945198
Position 12190: 0.0007919099495786737
Position 3252: 0.000635643217666932
Position 11093: 0.0006047723993714835
Position 2404: 0.0005028883353674039
Position 3237: 0.0004887566534124174
Position 9834: 0.00047644399553789876
Position 3264: 0.0004728024923466426
Position 2165: 0.00046637767406585486
Position 576: 0.00046277709513489816
Position 6236: 0.0004331999206763617
Position 1083: 0.0004104432015283324
Position 2298: 0.00039828664517136173
Position 5352: 0.0003562156001751856
Position 8062: 0.00033726695825419417
Position 526: 0.0003160452941939127
Position 1280: 0.00029704597748625433
Position 3951: 0.00027173173311570095
Position 7885: 0.00025644804753198046
Position 3351: 0.000244411831508951
Position 11465: 0.0002443091110488297
Position 10206: 0.000239746302305697
Position 1202: 0.0002104811727112689
Position 2984: 0.00018477688077088246
Position 2433: 0.00018258467269579066
Position 9909: 0.00017623062618220305
Position 1090: 0.0001598387104266937
Position 8986: 0.00015662467346311507
Position 7616: 0.00015457125052260943
Position 1656: 0.0001501861932065783
Position 8796: 0.0001349812129605345
Position 1444: 0.00011001000949760372
Position 1804: 0.00010990279207674253
Position 1788: 0.00010502925066636126
Position 4486: 9.974598612726563e-05
Position 2638: 9.230087679870761e-05
Position 2094: 9.140093065478479e-05
Position 5632: 8.70252809877723e-05
Position 5444: 8.696214018173936e-05
Position 8534: 8.359604055119461e-05
Position 7785: 7.989583411694829e-05
Position 6239: 7.504998874114231e-05
Position 1574: 6.400232686412512e-05
Position 2146: 6.177136402020267e-05
Position 6814: 5.5563091309005356e-05
Position 3581: 5.474046562516655e-05
Position 7765: 5.117103429672296e-05
Position 6753: 4.69669083252281e-05
Position 1653: 4.2879923059767965e-05
Position 3624: 4.139658075558983e-05
Position 8043: 4.1391272825771913e-05
Position 8153: 4.060133293620657e-05
Position 7551: 3.522331815380481e-05
Position 2763: 3.160143594102849e-05
Position 3611: 3.067201675751481e-05
Position 2284: 2.9552362789575614e-05
Position 4683: 2.7409360015736838e-05
Position 6578: 2.6755240872552014e-05
Position 6325: 2.0517248081483907e-05
Position 2224: 1.8420270092438422e-05
Position 1142: 1.6290842853133944e-05
Position 3190: 1.576146122138253e-05
Position 5178: 1.4282895129867362e-05
Position 890: 1.4033572623792692e-05
Position 4282: 1.3987212631136158e-05
Position 5375: 1.2353603644805837e-05
Position 1739: 1.1165085905913538e-05
Position 2612: 1.0906075971512513e-05
Position 2036: 1.0793620812008991e-05
Position 840: 7.93884945663567e-06
Position 1138: 7.830008486984342e-06
Position 256: 7.401884917793003e-06
Position 3915: 6.408325999690328e-06
Position 412: 6.385887726438336e-06
Position 2693: 6.095288986491193e-06
Position 2780: 6.087262092481509e-06
Position 3644: 5.893031179935296e-06
Position 238: 5.238933623125466e-06
Position 1185: 3.196357000810488e-06
Position 2488: 3.1884123910139506e-06
Position 942: 2.670420205852265e-06
Position 1125: 2.5584996634197907e-06
Position 1491: 1.8754942769183418e-06
Position 1418: 1.855160525459562e-06
Position 490: 8.538252831602759e-07
Position 2741: 2.420559631400236e-07
Position 1052: 1.8164755967313748e-07
Position 899: 1.7229286028924533e-07
Position 1559: 1.5299243934504594e-07
Position 1816: 1.1805169561077006e-07
Position 1868: 1.1096853444460197e-07
Position 300: 1.0449481947662118e-07
Position 2267: 3.3098292600852274e-08
Position 314: 3.249080029918352e-08
Position 722: 2.9451966467907965e-08
Position 2103: 2.8572172581086427e-08
Position 320: 2.43471093336165e-08
Position 1581: 2.250132428490956e-08
Position 1659: 2.0456176132032417e-08
Position 209: 2.0060327396892287e-08
Position 4024: 1.867969926088172e-08
Position 1224: 1.626782594988395e-08
Position 1165: 1.2161296111477302e-08
Position 365: 1.0849117209698282e-08
Position 1156: 8.707782363794885e-09
Position 1844: 8.557324534108274e-09
Position 529: 8.449945629790368e-09
Position 1765: 8.436660641405507e-09
Position 561: 8.416142953150452e-09
Position 1624: 7.061388955379054e-09
Position 363: 6.826997431325568e-09
Position 1612: 6.163004884359979e-09
Position 1206: 1.2224312597639707e-09
Position 820: 8.947324381296631e-10
Position 271: 4.4440578879737227e-10
Position 1235: 3.2811709097526907e-10
Position 318: 3.037687993761737e-10
Position 1167: 2.961845768827031e-10
Position 547: 2.471934269977896e-10
Position 554: 2.286953570819759e-10
Position 282: 1.4392054995804987e-10
Position 609: 5.450736917723817e-11
Position 97: 3.870746002289762e-11
Position 79: 3.355717799243209e-11
Position 155: 3.130876190392468e-11
Position 193: 2.077586789026624e-11
Position 1871: 3.334892956208779e-12
Position 172: 1.503005917851471e-12
Position 93: 7.256390984389624e-13
Position 134: 9.708933248624793e-14
Position 119: 6.127685005985881e-14
Position 183: 3.866995692497707e-14
