Gene = PQLC2L
Position 2682: 2.1219269353626855e-08
Position 1051: 9.143280309643675e-09
Position 623: 4.569772281244143e-09
Position 337: 4.117247882123323e-09
Position 493: 4.059964292843655e-09
Position 528: 3.6535240353475295e-09
Position 848: 3.508025648019439e-09
Position 112: 3.2906466544991364e-09
Position 359: 3.077235431427851e-09
Position 717: 5.936702746907534e-11
Position 581: 4.9061300126685894e-11
Position 117: 2.5216987072027628e-11
Position 712: 1.6812592108195484e-11
Position 431: 4.415243807892418e-13
Position 389: 2.8928777642572985e-13
Position 427: 2.0256920174703886e-13
