Gene = SAPCD2
Position 25: 0.0003957470684391443
Position 499: 0.0003685774384848783
Position 6204: 0.00035345694472534416
Position 4956: 0.00026129902567351094
Position 266: 0.00024519448918635127
Position 4642: 0.0002016896521261228
Position 4798: 0.00014801777690111662
Position 1248: 0.00014515893322406448
Position 497: 0.00012523277730946964
Position 73: 0.00012476412794376073
Position 7125: 0.00012397946313186958
Position 7129: 0.0001221355079035506
Position 4176: 0.00010942943706488988
Position 6851: 9.557168713470882e-05
Position 2277: 8.808392543204994e-05
Position 5463: 8.551080171886888e-05
Position 1449: 7.909108558457269e-05
Position 5471: 7.607624376509216e-05
Position 4625: 7.495859192310043e-05
Position 5324: 7.350308143051331e-05
Position 43: 6.566960494066119e-05
Position 4760: 5.7116803115111e-05
Position 557: 5.165915344012595e-05
Position 4969: 5.11134469287745e-05
Position 4820: 4.936292790980015e-05
Position 232: 4.0087190448641454e-05
Position 3077: 3.4825167115545475e-05
Position 6423: 3.3495201708504524e-05
Position 3447: 3.058490265988568e-05
Position 2603: 2.5125451762536337e-05
Position 610: 2.4849052967142464e-05
Position 6145: 2.180780747024113e-05
Position 4901: 1.8434135380892254e-05
Position 6436: 1.736562858548061e-05
Position 1585: 1.547152845387681e-05
Position 2025: 1.5224959669469993e-05
Position 4784: 1.4319568145878103e-05
Position 1097: 1.4297604884356556e-05
Position 1537: 1.3524473473845725e-05
Position 37: 1.251994080716402e-05
Position 2086: 1.1487429577636797e-05
Position 1550: 1.0976040682966019e-05
Position 2768: 9.3658619826195e-06
Position 3351: 8.197257670132818e-06
Position 1435: 6.809909532335291e-06
Position 5935: 5.768994616723348e-06
Position 1629: 5.580767366350546e-06
Position 576: 4.85071520480934e-06
Position 1119: 4.783313838126904e-06
Position 5817: 4.4366672462084465e-06
Position 5929: 3.985301142943724e-06
Position 1389: 3.882202217428179e-06
Position 1279: 3.882169404933515e-06
Position 5760: 3.826157565229196e-06
Position 1923: 3.7193531734886505e-06
Position 879: 3.6795441435993946e-06
Position 1271: 3.511239163809907e-06
Position 703: 3.30870578636292e-06
Position 28: 3.0579392067108988e-06
Position 5848: 2.5262269913201092e-06
Position 6215: 2.0778556561688515e-06
Position 655: 2.0182684399691706e-06
Position 6173: 1.9301911017438783e-06
Position 161: 1.2750734153527794e-06
Position 1252: 8.452360661440521e-07
Position 729: 6.66966335065019e-07
Position 1075: 4.972056066213841e-07
Position 1368: 4.4500987479653687e-07
Position 1356: 3.232146125540688e-07
Position 999: 2.756124930164597e-07
Position 5669: 2.6148115282308116e-07
Position 1313: 2.5709728807306194e-07
Position 5515: 2.406641465125313e-07
Position 5500: 1.8908139549752696e-07
Position 1132: 1.8495165049870968e-07
Position 5804: 1.8469476922670946e-07
Position 5869: 3.1586369747357264e-08
Position 389: 2.0567497936650447e-08
Position 5746: 1.8495232511705096e-08
Position 5754: 1.6424271471240503e-08
Position 779: 5.561109459238641e-10
Position 1204: 1.8589055249237295e-10
Position 1079: 1.7084998830799486e-10
Position 1134: 1.1660538203335736e-10
Position 820: 4.912293522840716e-11
Position 1396: 2.4634181366162943e-11
Position 761: 3.976652034798442e-12
Position 1411: 2.2827381119767486e-12
Position 5556: 2.058214243189485e-14
Position 960: 1.3774864212114724e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5608: 0.9918966778013787
Position 5402: 0.9380793923018704
Position 4213: 0.9341404206889208
Position 4919: 0.6567483294591602
Position 4661: 0.5703743073066619
Position 5800: 0.4426809356739762
Position 794: 0.4376313949436168
Position 4846: 0.1820310576951383
Position 2388: 0.13790971739192656
Position 6078: 0.0823224943631306
Position 3800: 0.07258772223548775
Position 7462: 0.06810586217330575
Position 7162: 0.06273879845537571
Position 4967: 0.052581418244775316
Position 4757: 0.04684796085515652
Position 6796: 0.038817792781267915
Position 6282: 0.03809977417308796
Position 5288: 0.03487792395163684
Position 6255: 0.032606753077645566
Position 1519: 0.03172544482590163
Position 5803: 0.02919515840544205
Position 7666: 0.025263180236912607
Position 7270: 0.020278345504080947
Position 5955: 0.020020303150393236
Position 7312: 0.01924062375970212
Position 6908: 0.017522300124420503
Position 4928: 0.017492865518927057
Position 6897: 0.014170712798288493
Position 1604: 0.012439313177807528
Position 7552: 0.012382355960746622
Position 4891: 0.011998024770153734
Position 6590: 0.009962982118715654
Position 597: 0.00949213890551991
Position 769: 0.008822703057942494
Position 5299: 0.007700801144105338
Position 5418: 0.007476215051275485
Position 5582: 0.00745625249977659
Position 7370: 0.007073552551907308
Position 6959: 0.00693609366628899
Position 8148: 0.006611266892197357
Position 6785: 0.006394465290646865
Position 3867: 0.006297870340247373
Position 8075: 0.006196200186086466
Position 6304: 0.005732860256027306
Position 5231: 0.0053511855870188195
Position 2606: 0.004925258673730008
Position 7188: 0.004901021499083955
Position 2636: 0.004823365981350212
Position 2208: 0.004719873826980426
Position 2507: 0.004686101298005097
Position 4609: 0.004452121430273393
Position 7109: 0.004176609229969215
Position 6677: 0.004109347556667245
Position 1617: 0.003917494958251936
Position 7026: 0.0035789164170306332
Position 4666: 0.0034996191887031562
Position 7628: 0.0032127248263225387
Position 7947: 0.0029973777665225666
Position 2357: 0.002985481231463038
Position 1361: 0.002882897314239403
Position 7576: 0.0026334129531474025
Position 8123: 0.002530569763497809
Position 1411: 0.002523509861311245
Position 7697: 0.0023186048605752367
Position 2684: 0.0023108918243870185
Position 6538: 0.002282060820598938
Position 7919: 0.0022563877844029995
Position 6735: 0.002225187143555112
Position 6330: 0.0022174849332946317
Position 6020: 0.0022051676623719594
Position 761: 0.0021906639722734733
Position 7281: 0.002172189826543942
Position 2135: 0.0019460116679907216
Position 5833: 0.001919038739764153
Position 5165: 0.0018654559895478495
Position 5006: 0.001850511895924904
Position 7248: 0.0017928683973997407
Position 4707: 0.0017559616881075077
Position 4925: 0.0017162986387011074
Position 6505: 0.0016676220483159644
Position 7031: 0.0016547416571007672
Position 4031: 0.00163059651852211
Position 6485: 0.001629127651187823
Position 5009: 0.0015899681633145429
Position 7749: 0.0015069997627397802
Position 4946: 0.0014114877020607814
Position 4767: 0.0014074987875568293
Position 6979: 0.0013961239233168132
Position 7426: 0.0013205833859725059
Position 1489: 0.0013127337958416798
Position 5929: 0.0013050677140042492
Position 3950: 0.0012978645050559954
Position 5842: 0.0012888491812723193
Position 1625: 0.0012822767774094282
Position 7866: 0.0012212822655396876
Position 5341: 0.0011834465956566534
Position 6383: 0.001183030711193483
Position 7625: 0.0011692445340299638
Position 1990: 0.001126061843749714
Position 4592: 0.0010620200522687682
Position 8078: 0.0010120279006176273
Position 6031: 0.0010024305477127472
Position 4219: 0.0009745586362626082
Position 6238: 0.0009737792304347904
Position 7145: 0.0009715445147305147
Position 7682: 0.0009711405467058914
Position 7768: 0.000947371263185589
Position 2173: 0.0009361697343463948
Position 582: 0.0008808702382284054
Position 4548: 0.0008665173581344149
Position 7008: 0.0008540446225713017
Position 6327: 0.0008307653081039929
Position 6517: 0.0008088844225698844
Position 5185: 0.0007797137646121268
Position 7468: 0.0007365828091515357
Position 2555: 0.0006833819253487205
Position 4976: 0.0006626764641070559
Position 4710: 0.0006593253676337549
Position 8130: 0.000615520189737349
Position 7218: 0.0005915665096531621
Position 2254: 0.0005785656341400253
Position 7323: 0.0005756755835170015
Position 5866: 0.000549621804840808
Position 8433: 0.0005388410043840928
Position 4229: 0.000518243106903177
Position 1749: 0.0005069832631746722
Position 6803: 0.0005052999929340446
Position 5815: 0.0004904545375378409
Position 6362: 0.00047618596494848094
Position 3052: 0.00047026756580308767
Position 8104: 0.0004541008067887181
Position 2390: 0.0004512374005120074
Position 1943: 0.0004481901533465746
Position 6120: 0.00043761049705513377
Position 7051: 0.0004309512106903562
Position 4704: 0.00040702849057221396
Position 7201: 0.0004068893536122402
Position 1480: 0.0004056056861349757
Position 7474: 0.0004047378062612347
Position 7067: 0.00040006368463091596
Position 4249: 0.0003895840400677398
Position 936: 0.00038210422920761586
Position 4016: 0.00037455355647250167
Position 6994: 0.00035340250204720736
Position 2154: 0.0003514832526546932
Position 6849: 0.0003459708883598254
Position 1429: 0.0003452771581903529
Position 6208: 0.00032479212152507306
Position 7389: 0.00030895386756420255
Position 2231: 0.0003088118141564557
Position 6689: 0.00030008389401469553
Position 2189: 0.0002986417412670476
Position 6091: 0.0002944115867277818
Position 3812: 0.00028274722088032366
Position 7222: 0.0002729054392952618
Position 2413: 0.0002716900271330237
Position 6931: 0.0002620315222097577
Position 490: 0.0002496779483600628
Position 5305: 0.00024820834862710633
Position 4102: 0.000243885871369061
Position 8048: 0.00024188503285204214
Position 2816: 0.00024048529694446823
Position 4160: 0.00023584339052453265
Position 5453: 0.00023199054643620055
Position 4279: 0.0002123410231712753
Position 7129: 0.0002122690798470573
Position 5677: 0.0002121043985239074
Position 3920: 0.00020435289562250288
Position 5680: 0.00018560316048506245
Position 4949: 0.0001816730148970642
Position 1524: 0.0001816457464821415
Position 2210: 0.0001806772438119747
Position 6711: 0.00016069134404611188
Position 6037: 0.00015648007829237464
Position 5027: 0.00015428231395982835
Position 3120: 0.0001456333086715801
Position 4943: 0.0001351869435056621
Position 752: 0.00013390197387412475
Position 607: 0.00013217633044929582
Position 4531: 0.00011954623489624506
Position 6182: 0.00011841478323934626
Position 1675: 0.00011763610830881824
Position 5863: 0.00011658023494751336
Position 4613: 0.00010965452361937571
Position 5896: 0.0001082938907274005
Position 5266: 0.00010710168097088111
Position 2045: 0.00010504456608685307
Position 6367: 9.312837818918406e-05
Position 5839: 9.170319308948671e-05
Position 2840: 8.105306649231995e-05
Position 4493: 7.599146357363979e-05
Position 4764: 7.422099293597287e-05
Position 2041: 6.686025642291687e-05
Position 6215: 6.161164497609603e-05
Position 6643: 6.13628798600527e-05
Position 6189: 5.303527466180937e-05
Position 5961: 4.8464652480199985e-05
Position 1183: 4.783974032592948e-05
Position 646: 4.133275799166643e-05
Position 6988: 4.03366074674614e-05
Position 4027: 3.8073778183161775e-05
Position 732: 3.544724799235589e-05
Position 6971: 3.476204471835005e-05
Position 2062: 3.4603907586096555e-05
Position 5252: 3.145981005803942e-05
Position 1090: 2.5927000670725876e-05
Position 3333: 2.587187872846761e-05
Position 1905: 2.2310454691483034e-05
Position 217: 2.203214930376317e-05
Position 5683: 2.139930587956388e-05
Position 1140: 1.6185575513861395e-05
Position 661: 1.2147391808326576e-05
Position 2219: 1.1638045146236624e-05
Position 3284: 1.098195117997598e-05
Position 625: 1.0700471544360102e-05
Position 2078: 9.24643584647743e-06
Position 1235: 8.95375922896354e-06
Position 5496: 8.782355242321895e-06
Position 1132: 8.435279842119575e-06
Position 4561: 8.030576795569409e-06
Position 2083: 7.97365320047787e-06
Position 5239: 7.411292797655e-06
Position 6391: 7.342782103086248e-06
Position 1271: 6.887894854424339e-06
Position 6288: 6.550830824118163e-06
Position 1117: 6.221863543629415e-06
Position 604: 6.108358119056345e-06
Position 1678: 6.063598863939153e-06
Position 5551: 6.0402632711028474e-06
Position 472: 5.726014746081265e-06
Position 2981: 5.609229031135828e-06
Position 966: 5.58790638725672e-06
Position 6332: 4.935174669173489e-06
Position 2978: 4.813430383799043e-06
Position 1215: 4.574270630700722e-06
Position 2282: 4.396539667294725e-06
Position 1177: 3.8023080586780298e-06
Position 1703: 3.2974867161268714e-06
Position 186: 3.151770553080551e-06
Position 1777: 2.723036719876915e-06
Position 1290: 2.580782032742149e-06
Position 2397: 2.5450262824750335e-06
Position 810: 2.337991216705514e-06
Position 5701: 2.0810085151315456e-06
Position 1368: 2.0131461856329195e-06
Position 5506: 1.8938270224793192e-06
Position 363: 1.5748840475598913e-06
Position 5845: 1.5610616536736033e-06
Position 652: 1.440479373900514e-06
Position 349: 1.3657873582061898e-06
Position 1113: 1.3457903413068725e-06
Position 1469: 1.2463545241566624e-06
Position 1726: 1.0998698305477763e-06
Position 1462: 1.0048945828674267e-06
Position 5893: 8.449371095942981e-07
Position 1213: 8.431440461055536e-07
Position 2447: 7.809961147545666e-07
Position 866: 7.553769470068787e-07
Position 5091: 7.452368241993849e-07
Position 839: 7.053779794022744e-07
Position 860: 7.046399972191157e-07
Position 5707: 7.036664472336403e-07
Position 942: 6.487281613183586e-07
Position 2405: 5.074469342319186e-07
Position 5812: 4.92032910694329e-07
Position 5817: 4.676449934434374e-07
Position 5848: 3.184781482558025e-07
Position 417: 2.843232033992653e-07
Position 1068: 2.2426410144946443e-07
Position 5821: 1.6314094910531348e-07
Position 6872: 1.462485951364938e-07
Position 5773: 1.4427227004259248e-07
Position 906: 1.3778179635656496e-07
Position 687: 1.2936370044992377e-07
Position 698: 1.1363780801997983e-07
Position 219: 1.0128473870837246e-07
Position 1094: 9.22090562068394e-08
Position 1187: 8.608914881608928e-08
Position 1006: 7.976988792464143e-08
Position 517: 7.584785341419461e-08
Position 1309: 6.793885744167671e-08
Position 5704: 6.763981969741503e-08
Position 541: 6.214033054783965e-08
Position 681: 5.992518656108876e-08
Position 5973: 4.566847351543018e-08
Position 382: 3.496773184993678e-08
Position 1145: 3.445924413190083e-08
Position 5556: 3.293584053599212e-08
Position 889: 3.000600279378741e-08
Position 990: 2.6827635808942153e-08
Position 537: 2.674105490723818e-08
Position 950: 2.1423727163319585e-08
Position 894: 2.1364414480451896e-08
Position 535: 1.856025102186901e-08
Position 3977: 1.47336172660083e-08
Position 337: 1.0187474801658017e-08
Position 193: 9.334252278819187e-09
Position 298: 6.307354960083873e-09
Position 975: 5.729678613217895e-09
Position 663: 4.13607418001994e-09
Position 286: 6.273099617663913e-10
Position 151: 2.0298873307836668e-10
Position 316: 1.07882835821885e-10
Position 280: 6.858037435509673e-11
Position 107: 2.6243359151661008e-11
Position 5725: 2.984352188409815e-12
Position 1687: 2.9297311450593368e-12
Position 919: 1.5249223251133216e-12
Position 915: 1.3809711388690394e-12
Position 910: 8.047462275562556e-13
Position 703: 5.249766802850419e-13
