Gene = PODXL2
Position 429: 4.804356382838712e-05
Position 1253: 4.466743486874102e-05
Position 1759: 4.3252248770283357e-05
Position 8354: 3.993124311763995e-05
Position 1229: 3.747472104291343e-05
Position 1222: 3.251499131224284e-05
Position 1243: 2.5034647193940405e-05
Position 1331: 2.418014646692847e-05
Position 271: 1.036446083892356e-05
Position 2822: 8.94989298941834e-06
Position 768: 5.703378663764933e-06
Position 433: 5.218019780091709e-06
Position 441: 5.121429708553144e-06
Position 4564: 4.9872513767319825e-06
Position 4007: 3.876535793923005e-06
Position 1040: 2.6802562081587136e-06
Position 1106: 2.116819128448265e-06
Position 1153: 1.7897606162920888e-06
Position 1512: 1.2385950503445803e-06
Position 822: 9.159490561471324e-07
Position 161: 6.911790951584283e-07
Position 201: 5.830554551709179e-07
Position 592: 3.996907061765978e-07
Position 504: 1.4209189122258684e-07
Position 567: 1.215424328535066e-07
Position 224: 1.0634615162432652e-07
Position 463: 7.776802673710619e-08
Position 459: 7.59856808817976e-08
Position 649: 6.898069024042493e-08
Position 631: 5.503507685231588e-08
Position 427: 4.29709423134295e-08
Position 279: 3.727634341268713e-08
Position 152: 3.39168676201695e-08
Position 457: 3.383461271948919e-08
Position 538: 2.8630926357333197e-08
Position 943: 2.6701415547780414e-08
Position 781: 2.0778588053877107e-08
Position 565: 1.7876571242192548e-08
Position 1361: 1.697936460731797e-08
Position 443: 1.3915550002395746e-08
Position 506: 1.2252527933162581e-08
Position 461: 7.4442836105720785e-09
Position 476: 6.077681870920334e-09
Position 226: 4.995061076592283e-09
Position 451: 4.867123602268582e-09
Position 449: 4.560559642608182e-09
Position 435: 1.3755275790717643e-09
Position 469: 1.083367323164105e-09
Position 304: 2.6253449814858262e-11
Position 478: 2.4936047821366253e-12
Position 356: 6.785531899588151e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 6809: 0.36852896781070504
Position 10449: 0.31335989223319966
Position 15481: 0.20227741861745158
Position 16510: 0.18949141980442621
Position 10637: 0.1557495745072011
Position 1958: 0.14544976577717986
Position 15776: 0.09287286613569937
Position 6910: 0.09272473790076079
Position 192: 0.044699746233505394
Position 14862: 0.04287206492439846
Position 8477: 0.036357718398963755
Position 10868: 0.03472397240726249
Position 8502: 0.03212464511298139
Position 10787: 0.028589043761899195
Position 2021: 0.026046731178296728
Position 10063: 0.023561000093192765
Position 14482: 0.02331924242710797
Position 5769: 0.01903954381816032
Position 1709: 0.01712896432475473
Position 15447: 0.016212826156582615
Position 10028: 0.01592728038944442
Position 7390: 0.01588347551417067
Position 1294: 0.015804632465342538
Position 10272: 0.01391650246170675
Position 1968: 0.013297035887941339
Position 11140: 0.013031840761363904
Position 10906: 0.008404110153962112
Position 4052: 0.0075169944741319055
Position 4906: 0.007475802750796686
Position 2078: 0.007457340879290901
Position 11752: 0.006829258452275827
Position 2114: 0.0067835420912741575
Position 6754: 0.006603038030184225
Position 10138: 0.006597071286800911
Position 8380: 0.006088168100864358
Position 7386: 0.0053915730319758735
Position 680: 0.004842408385049821
Position 1266: 0.004771459792692817
Position 2740: 0.00461813196427922
Position 1246: 0.004554137657720831
Position 7667: 0.004549869393384554
Position 1328: 0.004218655112346429
Position 4744: 0.003950936910142116
Position 12377: 0.00372032354715898
Position 8865: 0.003479552019685348
Position 2974: 0.0033512958813406877
Position 1934: 0.00320807815795733
Position 1893: 0.002665606892182
Position 2771: 0.002525125405237138
Position 1750: 0.002381536409143792
Position 4473: 0.0022980129407588045
Position 854: 0.0019226005489469203
Position 14049: 0.0018084629916585405
Position 7824: 0.0017756639007300008
Position 9147: 0.0017240577262736445
Position 8241: 0.0016984922522459637
Position 1105: 0.001633540898733795
Position 2293: 0.0015788064225238905
Position 5922: 0.001372621771222856
Position 6402: 0.0012976346222608622
Position 12785: 0.0012609889402024953
Position 1997: 0.001210547195587865
Position 7265: 0.0012004339039892603
Position 9942: 0.0011650602079474079
Position 171: 0.0011133908780915011
Position 9867: 0.0010889261567495934
Position 2050: 0.0010796382306243186
Position 5996: 0.001067731862724315
Position 4631: 0.001008526590967833
Position 2173: 0.000989450812221581
Position 4498: 0.000983637137558506
Position 2737: 0.0009834276935381302
Position 6411: 0.0009826231017516422
Position 3862: 0.0009590974201499271
Position 8557: 0.0009174305674818092
Position 1786: 0.0008655160768851619
Position 326: 0.0007606626059531215
Position 3619: 0.0007574883007496182
Position 3942: 0.0006321898618138848
Position 380: 0.0005764124236777793
Position 4974: 0.0005747134064552799
Position 6676: 0.0005549252451662664
Position 7425: 0.0005529178767232073
Position 2149: 0.0005353742594607254
Position 1528: 0.0005344801570267892
Position 6211: 0.000521106088968447
Position 9715: 0.000518465817218813
Position 4381: 0.0005156049060801359
Position 797: 0.0005100248953658138
Position 1926: 0.0005082784274627268
Position 3475: 0.0004939538293122116
Position 2844: 0.00044166601755796296
Position 1653: 0.00043103428880808704
Position 3402: 0.0004201847095947056
Position 2041: 0.00039534958397347973
Position 3271: 0.00033568153911996455
Position 918: 0.00032361297084893475
Position 1890: 0.0002971580650465219
Position 4802: 0.0002895353540742371
Position 3249: 0.0002849246059902718
Position 913: 0.0002844786389598111
Position 1073: 0.0002747082331529594
Position 6177: 0.00027418652959320316
Position 4996: 0.00026750128429602597
Position 4956: 0.0002567579320437845
Position 1126: 0.0002559313364272535
Position 5615: 0.00021407069358099072
Position 199: 0.00020583392473077014
Position 800: 0.00020009792504155049
Position 4017: 0.0001999160716225682
Position 9614: 0.00019788407876494918
Position 5869: 0.00019665363961403044
Position 5977: 0.00019416216633421867
Position 499: 0.00019141409915393863
Position 4537: 0.00018309000121994527
Position 9068: 0.00017977536847363463
Position 3129: 0.00017428348254998525
Position 3647: 0.0001709615703221926
Position 1307: 0.00014956134190917067
Position 3991: 0.00014891875884727568
Position 1945: 0.00013932232087155528
Position 6153: 0.0001306069335251409
Position 4925: 0.00011056180380121516
Position 1720: 9.634309411530807e-05
Position 2310: 9.574798915334258e-05
Position 3108: 8.546955778115064e-05
Position 7687: 7.617835780390395e-05
Position 1278: 7.414549797960505e-05
Position 7484: 7.286384544777129e-05
Position 3444: 7.019228962782613e-05
Position 6156: 6.722991144103762e-05
Position 6265: 6.591851533681891e-05
Position 218: 6.376318423511351e-05
Position 6496: 6.101450704689413e-05
Position 5603: 5.976148150844527e-05
Position 1175: 5.200946568951789e-05
Position 550: 4.061660130139656e-05
Position 3063: 3.994098248279931e-05
Position 3186: 3.379628594924669e-05
Position 1871: 3.238338370559079e-05
Position 4112: 3.073331254320471e-05
Position 704: 3.0142139379987722e-05
Position 514: 2.6669015617317303e-05
Position 3503: 2.4131486461780702e-05
Position 4358: 2.2905769121254296e-05
Position 1586: 1.9978278190782487e-05
Position 3220: 1.863100051279182e-05
Position 1532: 1.5259826694858352e-05
Position 3331: 1.4775876935410413e-05
Position 3810: 1.3949719022129445e-05
Position 1801: 1.2712169581375641e-05
Position 1730: 1.217367305953387e-05
Position 3718: 1.1835343468811416e-05
Position 1313: 1.1684248334704258e-05
Position 2505: 9.006549238659568e-06
Position 2624: 8.82391302895435e-06
Position 1756: 8.543812799463837e-06
Position 543: 8.201077769331353e-06
Position 201: 7.7485474766945e-06
Position 1078: 6.677811666485306e-06
Position 724: 5.784475590098365e-06
Position 386: 5.5516573355293105e-06
Position 625: 5.4939644280885424e-06
Position 271: 5.283933777651752e-06
Position 469: 4.948944378497989e-06
Position 1597: 4.459716139351386e-06
Position 1214: 4.021396715757635e-06
Position 1994: 3.983181038648097e-06
Position 268: 3.968416110017057e-06
Position 529: 3.558989539357264e-06
Position 970: 3.285153530375559e-06
Position 501: 3.0019107948480523e-06
Position 683: 2.58857479185154e-06
Position 749: 2.3664261633744115e-06
Position 888: 2.1234907573885437e-06
Position 946: 1.4362520717908874e-06
Position 982: 9.673516561206408e-07
Position 930: 8.869136952806749e-07
Position 4483: 8.783089309342694e-07
Position 340: 6.34642933591239e-07
Position 884: 5.892171508854144e-07
Position 1222: 5.856318127313851e-07
Position 882: 5.708027310699708e-07
Position 351: 3.8968050696964156e-07
Position 1025: 3.2912863904521014e-07
Position 2696: 2.999262998720385e-07
Position 2379: 2.529916395101923e-07
Position 863: 1.7406005101143517e-07
Position 565: 1.410967076478479e-07
Position 880: 1.309807445134031e-07
Position 761: 8.627098294839555e-08
Position 2938: 8.138797336216987e-08
Position 2254: 6.945772339689095e-08
Position 1345: 6.172334362770497e-08
Position 621: 5.859216520065186e-08
Position 1179: 5.844810976128918e-08
Position 1039: 5.312275499040381e-08
Position 713: 5.2480411690980507e-08
Position 1420: 5.082502119112367e-08
Position 526: 2.7561557431504e-08
Position 1011: 1.680777169421448e-08
Position 394: 1.0021781687031094e-08
Position 1046: 4.344617320168296e-09
Position 1378: 4.046757366778328e-09
Position 1374: 3.147693425485372e-09
Position 1145: 1.3497320068259032e-09
Position 890: 6.173164614757306e-10
Position 978: 5.700486111033483e-10
Position 778: 5.606888230373536e-10
Position 585: 4.0783408042191955e-10
Position 631: 6.218827902859653e-11
Position 737: 2.9396093403546495e-11
Position 765: 2.492724826365092e-11
Position 772: 1.869346463044364e-12
