Gene = SPRTN
Position 1391: 3.968752785259169e-05
Position 10392: 3.810361439196711e-05
Position 1793: 3.608567122606087e-05
Position 2100: 3.192102746617927e-05
Position 1556: 3.190484938381782e-05
Position 246: 3.108534376513232e-05
Position 622: 2.1030142526451894e-05
Position 536: 1.9204592117762622e-05
Position 561: 1.8835590541815632e-05
Position 1400: 1.856535193504626e-05
Position 1301: 1.3561529220936748e-05
Position 1319: 1.2812091446511705e-05
Position 4184: 1.2708030276500947e-05
Position 216: 1.0061587866116352e-05
Position 1663: 9.506874152455184e-06
Position 2340: 8.565546416520217e-06
Position 416: 7.838565118990088e-06
Position 988: 7.587308270432298e-06
Position 321: 6.105803902032021e-06
Position 1124: 5.547450818065664e-06
Position 483: 4.214124185143774e-06
Position 440: 3.980051003153414e-06
Position 641: 3.240210182342877e-06
Position 488: 2.7949173564592274e-06
Position 2132: 2.203023265266524e-06
Position 680: 1.4427583733555832e-06
Position 1019: 1.381617714451903e-06
Position 429: 1.105921090606798e-06
Position 104: 7.412530595116208e-07
Position 377: 5.813047508899429e-07
Position 184: 5.264196223291721e-07
Position 422: 5.191012743359156e-07
Position 1905: 1.4109761278954946e-07
Position 1815: 1.26066331425249e-07
Position 437: 9.449181837915384e-08
Position 150: 3.865653793853195e-08
Position 661: 2.5357521311158024e-08
Position 675: 4.489408932970242e-09
Position 758: 4.061938089492246e-09
Position 711: 3.532311807716044e-09
Position 1112: 2.644251416440541e-09
Position 525: 2.878988236332237e-10
Position 172: 5.072049671075905e-13
Position 709: 2.0281004474691886e-16
Position 166: 6.57906794580669e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 9748: 0.9332716080874811
Position 9993: 0.8848419413551487
Position 1720: 0.8180794295104103
Position 13255: 0.7862068341680838
Position 10605: 0.63136063266387
Position 6574: 0.46950719664431245
Position 16238: 0.31869638068615236
Position 14561: 0.2870203562776012
Position 1231: 0.2708750616608085
Position 9121: 0.21624717983011532
Position 8598: 0.1282025807222861
Position 9356: 0.09716293674591907
Position 2967: 0.062431224903327934
Position 473: 0.05770425383083525
Position 16373: 0.056606682027338213
Position 13637: 0.039399717748799155
Position 14074: 0.03682603055917527
Position 641: 0.03479063924321579
Position 12666: 0.029084572617307812
Position 13594: 0.02872085175494321
Position 14427: 0.028297791882316455
Position 6114: 0.026117424917056226
Position 4427: 0.025274800928756322
Position 13210: 0.025141377203322397
Position 10190: 0.023821391110627012
Position 12453: 0.0230572470864244
Position 5672: 0.022478863945627918
Position 13957: 0.020845081446935785
Position 515: 0.020657798273523802
Position 10668: 0.020650718948463116
Position 8624: 0.020192074083888092
Position 13777: 0.01891069538480308
Position 1411: 0.017157841146322315
Position 2860: 0.01669530693103283
Position 16699: 0.012218750384816046
Position 14217: 0.012159611845092292
Position 5616: 0.011546210162667509
Position 14387: 0.01144589303876326
Position 11549: 0.01105477833872973
Position 488: 0.010753651243478872
Position 6609: 0.009250541983308852
Position 6090: 0.009088357332328285
Position 12686: 0.008593539002272079
Position 5587: 0.008156475307003265
Position 13640: 0.008147725685169966
Position 2524: 0.008016979221290554
Position 4402: 0.007981437402915539
Position 10873: 0.007566355611951538
Position 9082: 0.007328259807075368
Position 15694: 0.006860811622515338
Position 8646: 0.00665280323324281
Position 2552: 0.006555094403323071
Position 14038: 0.006194643530720228
Position 2983: 0.005993839488955508
Position 12992: 0.005911350808530521
Position 11511: 0.005605480431791006
Position 14844: 0.004923777180205803
Position 1211: 0.004769242019346528
Position 1352: 0.00421955879932475
Position 5695: 0.004148121647679548
Position 15592: 0.003758553524467043
Position 12293: 0.0036134778909304582
Position 16972: 0.0035133348056852
Position 10218: 0.00351046193788338
Position 2632: 0.0034975882104318714
Position 1252: 0.003320940332442171
Position 13794: 0.0032464308568584347
Position 14110: 0.0032441388835414645
Position 13279: 0.0031961504497348987
Position 2839: 0.0031414900651422534
Position 866: 0.0031275484196586476
Position 12697: 0.0029972199986063788
Position 16764: 0.0028268910051935793
Position 5031: 0.0028082784933644834
Position 9952: 0.0026280118737645485
Position 14006: 0.0025902809230633314
Position 16035: 0.0025369865045710366
Position 15028: 0.0024834455807291366
Position 974: 0.0024074548467572583
Position 16901: 0.0023546084098920233
Position 15895: 0.002292163878474458
Position 15840: 0.0022654641562825837
Position 371: 0.002246047654360956
Position 11489: 0.0021380617060051408
Position 2721: 0.0020863300235145505
Position 13865: 0.002074043232872741
Position 15522: 0.001989173259813964
Position 2980: 0.0019826500153868882
Position 9009: 0.0019730806104482778
Position 12620: 0.0017842504457202676
Position 1777: 0.0017307616959211182
Position 2890: 0.0016472768305997583
Position 10611: 0.0016347584866901663
Position 2629: 0.0016315399160937727
Position 12272: 0.0015505724289502846
Position 10266: 0.001404585104713655
Position 2607: 0.0012930721712921518
Position 6769: 0.0012695686322084744
Position 15497: 0.001223935442460259
Position 10968: 0.0011966931951038547
Position 12841: 0.000959023596918987
Position 1429: 0.0009567281640419914
Position 14053: 0.0009397177851634116
Position 16560: 0.0009356152518124693
Position 1738: 0.0009070157654556477
Position 413: 0.0008372818598288319
Position 12955: 0.0008097742578763084
Position 15112: 0.0007905494518955869
Position 13564: 0.0007824240722049289
Position 5793: 0.0007783940807612091
Position 4287: 0.0007591230863124372
Position 1453: 0.0006428658099027173
Position 5070: 0.0006392538790712815
Position 5557: 0.0006366768818524626
Position 12216: 0.0006336179298430479
Position 13872: 0.0006165514421560304
Position 263: 0.0005959404346848331
Position 1450: 0.0005597363686616662
Position 4484: 0.000529301032557407
Position 12466: 0.0005043853639638973
Position 10825: 0.0004969320133792206
Position 180: 0.0004921084289054948
Position 4463: 0.00044079828875265655
Position 10944: 0.00042819608138999846
Position 1062: 0.0004228756532866136
Position 6723: 0.0004103068575344106
Position 1308: 0.0003806097119950239
Position 13035: 0.000364478294797566
Position 10236: 0.0003612545502239955
Position 874: 0.0003546435706084473
Position 239: 0.00031384431154264305
Position 2685: 0.0003016994723038387
Position 1483: 0.000297742011447139
Position 13717: 0.00028916987893889967
Position 10702: 0.0002644015492920641
Position 1105: 0.0002618039418335672
Position 429: 0.00024377521172791355
Position 2846: 0.00023357453358325257
Position 12149: 0.00022831246830523773
Position 1151: 0.00021744875710817365
Position 4875: 0.00021665592406207328
Position 1793: 0.0002152956465025574
Position 12084: 0.0001987418325774478
Position 1311: 0.00017777930756938978
Position 655: 0.00017727519422145574
Position 297: 0.0001623098881889441
Position 1574: 0.00016088190266989787
Position 3031: 0.00016004740271217748
Position 10948: 0.00015078398850579917
Position 1019: 0.00014950510350986496
Position 1642: 0.00012837379126196593
Position 4613: 0.00011781017219666368
Position 389: 0.0001148598708052172
Position 14805: 9.57144121221746e-05
Position 416: 8.935955979654778e-05
Position 1480: 8.263815712745886e-05
Position 844: 7.782748135662131e-05
Position 1325: 7.636304446229818e-05
Position 128: 7.526506363881756e-05
Position 521: 6.7955753951065e-05
Position 1186: 6.674495766007877e-05
Position 161: 5.755875480257408e-05
Position 10111: 5.746577982228702e-05
Position 4564: 5.4535778477554635e-05
Position 7798: 5.433501824844302e-05
Position 988: 5.3324251128035284e-05
Position 1158: 5.100509056104518e-05
Position 751: 4.751130389549032e-05
Position 11294: 3.913778065668111e-05
Position 11253: 3.784037544204361e-05
Position 788: 3.764147389803519e-05
Position 1988: 2.4662066887363153e-05
Position 1357: 2.3030224142339663e-05
Position 1343: 1.959852927851708e-05
Position 911: 1.8826777875116485e-05
Position 377: 1.32323313008253e-05
Position 881: 1.0189193910293218e-05
Position 10705: 9.729871605510361e-06
Position 1638: 9.123327922150016e-06
Position 609: 8.308414867816727e-06
Position 134: 8.203125294405113e-06
Position 4007: 7.901862057940395e-06
Position 3036: 7.386754947257206e-06
Position 374: 6.600241669117165e-06
Position 1601: 6.34316093813229e-06
Position 1330: 5.934742804763317e-06
Position 1935: 5.434470945658639e-06
Position 2679: 4.599928882527522e-06
Position 1378: 4.386844298388878e-06
Position 536: 4.0680877845144995e-06
Position 1622: 3.938602916133621e-06
Position 98: 3.5039462010898564e-06
Position 2199: 3.141575798167209e-06
Position 2469: 3.093758986200781e-06
Position 4108: 2.942140908566721e-06
Position 1882: 2.2914214283288737e-06
Position 2031: 2.0190664506091767e-06
Position 1657: 1.9542776022254013e-06
Position 4116: 1.8640273099938207e-06
Position 992: 1.5990368947881132e-06
Position 1848: 1.580686844545469e-06
Position 884: 1.4583276427286605e-06
Position 2998: 9.961415071339235e-07
Position 915: 9.349477230207833e-07
Position 891: 9.106581982843103e-07
Position 225: 7.652905692553416e-07
Position 1920: 7.207660576136827e-07
Position 1667: 6.367247428617624e-07
Position 943: 5.765698702641396e-07
Position 6345: 4.924859820952762e-07
Position 755: 4.4419700118209053e-07
Position 2205: 4.111371115866742e-07
Position 804: 3.4458058643682467e-07
Position 2083: 3.3649111892767747e-07
Position 246: 2.8362031746970945e-07
Position 10756: 2.52265387632813e-07
Position 530: 2.519101105092509e-07
Position 82: 2.2804768111095468e-07
Position 242: 2.02453932470179e-07
Position 1751: 1.7704573420295992e-07
Position 293: 1.5235922466417496e-07
Position 2077: 1.3865792061173304e-07
Position 398: 1.3667899272199304e-07
Position 392: 9.970006726589378e-08
Position 583: 8.923844495595096e-08
Position 2290: 6.114051678173996e-08
Position 2165: 5.949430289425028e-08
Position 2561: 1.704515463475017e-08
Position 446: 9.781936415479328e-09
Position 101: 8.472711513860419e-09
Position 541: 4.5854863103230764e-09
Position 670: 4.047755461286156e-09
Position 223: 3.968077997525875e-09
Position 675: 2.3251387179130785e-09
Position 1463: 1.3933560076520932e-09
Position 1266: 8.684582248105455e-10
Position 68: 5.066915342510398e-10
Position 568: 2.837371247726902e-10
Position 77: 2.377375342410507e-10
Position 561: 1.9828944920330717e-10
Position 598: 1.3867573568702355e-10
Position 585: 7.76967057390059e-11
