Gene = ATP6V0B
Position 2769: 0.00012597467721043215
Position 1097: 0.00012512788065789505
Position 2296: 0.0001193149788128017
Position 2148: 0.00011624058020800394
Position 2634: 9.165979421596585e-05
Position 3530: 7.679212460072878e-05
Position 2072: 7.40673419655861e-05
Position 1691: 7.180376929682392e-05
Position 2517: 6.486959972621303e-05
Position 635: 6.450031296497926e-05
Position 1154: 6.336216468829238e-05
Position 1205: 6.02258154138556e-05
Position 621: 5.329905271065605e-05
Position 2049: 3.224275376408655e-05
Position 1382: 2.8815103799663967e-05
Position 1061: 2.81192422571945e-05
Position 1364: 2.6788260374508692e-05
Position 3051: 2.266648948316078e-05
Position 2896: 2.171328569387444e-05
Position 1694: 1.7881732367998268e-05
Position 979: 1.533048849422593e-05
Position 530: 1.5099194552453238e-05
Position 998: 1.4475337135437673e-05
Position 1454: 1.4464541290340494e-05
Position 598: 1.1393875038710967e-05
Position 1521: 8.803922361967835e-06
Position 405: 8.270533355599995e-06
Position 1604: 7.883714320765431e-06
Position 1762: 7.71241474645496e-06
Position 1331: 6.992577166257015e-06
Position 1214: 6.350506477025606e-06
Position 1699: 6.049872232310846e-06
Position 201: 5.325939310249013e-06
Position 217: 4.822622208272151e-06
Position 955: 3.921262093330289e-06
Position 186: 1.8574402142790647e-06
Position 1494: 1.6535569452084096e-06
Position 969: 1.1365741910074163e-06
Position 995: 1.0268911099818189e-06
Position 1707: 1.0186135148705277e-06
Position 486: 9.833728477516857e-07
Position 1714: 9.392369593713871e-07
Position 2020: 8.803234104364909e-07
Position 1768: 8.478143599257251e-07
Position 678: 5.176247980577691e-07
Position 1573: 4.147677226477744e-07
Position 313: 3.925573247822583e-07
Position 878: 3.2588120351091045e-07
Position 502: 3.1756127882958674e-07
Position 464: 2.5162593371538455e-07
Position 2025: 1.883783266383936e-07
Position 644: 1.1208842471200599e-07
Position 1731: 1.0967909572328084e-07
Position 156: 5.823071249397711e-08
Position 647: 3.764894692155036e-08
Position 288: 2.4141702992759463e-08
Position 1720: 6.962566498352728e-09
Position 663: 6.348682214448841e-09
Position 673: 5.080256273600917e-09
Position 1000: 6.99437105914681e-10
Position 284: 2.3955636387642934e-10
